"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",16,16,,,
"Actividad economica no especificada (043)",139,108,13,11,7
"Mujeres (044)",7648,4991,861,1052,744
"Agric., ganadería, caza y silvicultura (045)",1757,581,391,518,267
"Pesca (046)",2,,1,1,
"Explotación de minas y canteras (047)",1,,,1,
"Industrias manufactureras (048)",236,203,20,6,7
"Suministro de electricidad, gas y agua (049)",7,,,6,1
"Construcción (050)",34,10,5,16,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2230,2090,94,43,3
"Venta, mant.y rep. veh.autom y motoc. (052)",34,24,9,1,
"Comercio al por mayor (053)",89,71,10,5,3
"Comercio al por menor (054)",2107,1995,75,37,
"Hoteles y restaurantes (055)",664,610,47,6,1
"Trans., almac. y comunicaciones (056)",110,82,14,10,4
"Intermediación financiera (057)",49,8,6,24,11
"Activid.inmobil., empres. y alquileres (058)",172,111,18,27,16
"Admin.pub. y defensa; p. segur soc.afil (059)",161,,,,161
"Enseñanza (060)",933,258,227,348,100
"Servicios sociales y de salud (061)",218,48,4,6,160
"Otras activ. serv.comun.soc y personales (062)",205,156,20,27,2
"Hogares privados con servicio doméstico (063)",590,590,,,
"Actividad economica no especificada (065)",279,244,14,13,8
,,,,,
"URBANA (066)",22281,14616,3039,2889,1737
"Agric., ganadería, caza y silvicultura (067)",7690,3806,1644,1627,613
"Pesca (068)",34,16,6,9,3
"Explotación de minas y canteras (069)",22,2,2,7,11
"Industrias manufactureras (070)",1072,879,107,57,29
"Suministro de electricidad, gas y agua (071)",51,3,7,32,9
"Construcción (072)",1097,770,215,80,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4828,4454,236,121,17
"Venta, mant.y rep. veh.autom y motoc. (074)",400,342,40,13,5
"Comercio al por mayor (075)",249,196,21,20,12
"Comercio al por menor (076)",4179,3916,175,88,
"Hoteles y restaurantes (077)",962,857,89,14,2
"Trans., almac. y comunicaciones (078)",2075,1772,152,89,62
"Intermediación financiera (079)",119,20,19,56,24
"Activid.inmobil., empres. y alquileres (080)",610,377,77,105,51
"Admin.pub. y defensa; p. segur soc.afil (081)",466,,,,466
"Enseñanza (082)",1444,311,377,603,153
"Servicios sociales y de salud (083)",353,101,7,6,239
"Otras activ. serv.comun.soc y personales (084)",504,354,76,62,12
"Hogares privados con servicio doméstico (085)",571,571,,,
"Actividad economica no especificada (087)",383,323,25,21,14
"Hombres (088)",15338,10038,2329,1925,1046
"Agric., ganadería, caza y silvicultura (089)",6422,3469,1385,1178,390
"Pesca (090)",32,16,5,8,3
"Explotación de minas y canteras (091)",21,2,2,6,11
"Industrias manufactureras (092)",844,683,88,51,22
"Suministro de electricidad, gas y agua (093)",44,3,7,26,8
"Construcción (094)",1074,763,213,69,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2665,2423,147,81,14
"Venta, mant.y rep. veh.autom y motoc. (096)",367,319,31,12,5
"Comercio al por mayor (097)",162,126,11,16,9
"Comercio al por menor (098)",2136,1978,105,53,
"Hoteles y restaurantes (099)",315,263,43,8,1
"Trans., almac. y comunicaciones (100)",1968,1690,138,82,58
"Intermediación financiera (101)",71,12,14,32,13
"Activid.inmobil., empres. y alquileres (102)",443,270,60,78,35
"Admin.pub. y defensa; p. segur soc.afil (103)",310,,,,310
"Enseñanza (104)",542,74,156,259,53
"Servicios sociales y de salud (105)",143,55,3,2,83
"Otras activ. serv.comun.soc y personales (106)",304,202,57,35,10
"Hogares privados con servicio doméstico (107)",16,16,,,
"Actividad economica no especificada (109)",124,97,11,10,6
"Mujeres (110)",6943,4578,710,964,691
"Agric., ganadería, caza y silvicultura (111)",1268,337,259,449,223
"Pesca (112)",2,,1,1,
"Explotación de minas y canteras (113)",1,,,1,
"Industrias manufactureras (114)",228,196,19,6,7
"Suministro de electricidad, gas y agua (115)",7,,,6,1
"Construcción (116)",23,7,2,11,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2163,2031,89,40,3
"Venta, mant.y rep. veh.autom y motoc. (118)",33,23,9,1,
"Comercio al por mayor (119)",87,70,10,4,3
"Comercio al por menor (120)",2043,1938,70,35,
"Hoteles y restaurantes (121)",647,594,46,6,1
"Trans., almac. y comunicaciones (122)",107,82,14,7,4
"Intermediación financiera (123)",48,8,5,24,11
"Activid.inmobil., empres. y alquileres (124)",167,107,17,27,16
"Admin.pub. y defensa; p. segur soc.afil (125)",156,,,,156
"Enseñanza (126)",902,237,221,344,100
"Servicios sociales y de salud (127)",210,46,4,4,156
"Otras activ. serv.comun.soc y personales (128)",200,152,19,27,2
"Hogares privados con servicio doméstico (129)",555,555,,,
"Actividad economica no especificada (131)",259,226,14,11,8
,,,,,
"RURAL (132)",4359,2910,919,354,176
"Agric., ganadería, caza y silvicultura (133)",3618,2403,787,285,143
"Pesca (134)",4,4,,,
"Explotación de minas y canteras (135)",1,1,,,
"Industrias manufactureras (136)",61,44,11,2,4
"Suministro de electricidad, gas y agua (137)",1,1,,,
"Construcción (138)",121,67,30,23,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",155,121,26,7,1
"Venta, mant.y rep. veh.autom y motoc. (140)",20,13,5,1,1
"Comercio al por mayor (141)",7,5,1,1,
"Comercio al por menor (142)",128,103,20,5,
"Hoteles y restaurantes (143)",26,22,1,3,
"Trans., almac. y comunicaciones (144)",168,120,31,12,5
"Intermediación financiera (145)",1,,1,,
"Activid.inmobil., empres. y alquileres (146)",36,18,11,6,1
"Admin.pub. y defensa; p. segur soc.afil (147)",13,,,,13
"Enseñanza (148)",51,25,14,11,1
"Servicios sociales y de salud (149)",13,5,,2,6
"Otras activ. serv.comun.soc y personales (150)",20,15,5,,
"Hogares privados con servicio doméstico (151)",35,35,,,
"Actividad economica no especificada (153)",35,29,2,3,1
"Hombres (154)",3654,2497,768,266,123
"Agric., ganadería, caza y silvicultura (155)",3129,2159,655,216,99
"Pesca (156)",4,4,,,
"Explotación de minas y canteras (157)",1,1,,,
"Industrias manufactureras (158)",53,37,10,2,4
"Suministro de electricidad, gas y agua (159)",1,1,,,
"Construcción (160)",110,64,27,18,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",88,62,21,4,1
"Venta, mant.y rep. veh.autom y motoc. (162)",19,12,5,1,1
"Comercio al por mayor (163)",5,4,1,,
"Comercio al por menor (164)",64,46,15,3,
"Hoteles y restaurantes (165)",9,6,,3,
"Trans., almac. y comunicaciones (166)",165,120,31,9,5
"Activid.inmobil., empres. y alquileres (168)",31,14,10,6,1
"Admin.pub. y defensa; p. segur soc.afil (169)",8,,,,8
"Enseñanza (170)",20,4,8,7,1
"Servicios sociales y de salud (171)",5,3,,,2
"Otras activ. serv.comun.soc y personales (172)",15,11,4,,
"Actividad economica no especificada (175)",15,11,2,1,1
"Mujeres (176)",705,413,151,88,53
"Agric., ganadería, caza y silvicultura (177)",489,244,132,69,44
"Industrias manufactureras (180)",8,7,1,,
"Construcción (182)",11,3,3,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",67,59,5,3,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",2,1,,1,
"Comercio al por menor (186)",64,57,5,2,
"Hoteles y restaurantes (187)",17,16,1,,
"Trans., almac. y comunicaciones (188)",3,,,3,
"Intermediación financiera (189)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",5,4,1,,
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",31,21,6,4,
"Servicios sociales y de salud (193)",8,2,,2,4
"Otras activ. serv.comun.soc y personales (194)",5,4,1,,
"Hogares privados con servicio doméstico (195)",35,35,,,
"Actividad economica no especificada (197)",20,18,,2,
