"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (036)",4626,3255,251,186,934
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,,1,2,24
"Profes., científicos e intelectuales (038)",799,80,65,83,571
"Técnicos de nivel medio y trab. asimilados (039)",172,57,4,9,102
"Jefes y empleados de oficina (040)",123,14,5,4,100
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",650,622,13,7,8
"Agricult.trabaj.calif.agrop.y pesqueros (042)",953,914,37,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",282,212,16,32,22
"Obreros construc.,conf.,papel, fab., instr. (044)",259,189,28,23,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1249,1091,77,22,59
"Otra (046)",28,,,,28
"Ocupación no especificada (047)",84,76,5,2,1
"Hombres (048)",3141,2272,195,142,532
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",25,,,2,23
"Profes., científicos e intelectuales (050)",420,47,35,48,290
"Técnicos de nivel medio y trab. asimilados (051)",110,45,4,7,54
"Jefes y empleados de oficina (052)",66,7,4,4,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",232,217,6,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",867,832,33,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",257,190,14,31,22
"Obreros construc.,conf.,papel, fab., instr. (056)",259,189,28,23,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",857,729,69,18,41
"Otra (058)",28,,,,28
"Ocupación no especificada (059)",20,16,2,1,1
"Mujeres (060)",1485,983,56,44,402
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,,1
"Profes., científicos e intelectuales (062)",379,33,30,35,281
"Técnicos de nivel medio y trab. asimilados (063)",62,12,,2,48
"Jefes y empleados de oficina (064)",57,7,1,,49
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",418,405,7,1,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",86,82,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",25,22,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",392,362,8,4,18
"Ocupación no especificada (071)",64,60,3,1,
,,,,,
"RURAL (072)",7506,6827,508,58,113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,,,6
"Profes., científicos e intelectuales (074)",122,24,35,15,48
"Técnicos de nivel medio y trab. asimilados (075)",18,1,3,2,12
"Jefes y empleados de oficina (076)",19,4,,1,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",110,104,3,,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2966,2854,111,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",79,63,6,5,5
"Obreros construc.,conf.,papel, fab., instr. (080)",94,69,17,3,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3896,3533,322,28,13
"Ocupación no especificada (083)",196,175,11,3,7
"Hombres (084)",5873,5333,409,48,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,,5
"Profes., científicos e intelectuales (086)",76,12,22,10,32
"Técnicos de nivel medio y trab. asimilados (087)",15,1,3,2,9
"Jefes y empleados de oficina (088)",11,1,,,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",62,58,2,,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2554,2452,101,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",62,46,6,5,5
"Obreros construc.,conf.,papel, fab., instr. (092)",94,69,17,3,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2899,2612,252,25,10
"Ocupación no especificada (095)",95,82,6,2,5
"Mujeres (096)",1633,1494,99,10,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",46,12,13,5,16
"Técnicos de nivel medio y trab. asimilados (099)",3,,,,3
"Jefes y empleados de oficina (100)",8,3,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",48,46,1,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",412,402,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",17,17,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",997,921,70,3,3
"Ocupación no especificada (107)",101,93,5,1,2
