"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4246,1678,473,488,1607
"Ocupación no especificada (035)",387,249,25,22,91
,,,,,
"URBANA (036)",24084,10763,2337,2231,8753
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,,2,2,13
"Profes., científicos e intelectuales (038)",407,146,81,90,90
"Técnicos de nivel medio y trab. asimilados (039)",733,268,56,77,332
"Jefes y empleados de oficina (040)",516,102,41,65,308
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2313,2028,108,62,115
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3122,2586,424,30,82
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3382,667,130,284,2301
"Obreros construc.,conf.,papel, fab., instr. (044)",1717,1024,184,158,351
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",11133,3566,1247,1413,4907
"Otra (046)",20,,,,20
"Ocupación no especificada (047)",724,376,64,50,234
"Hombres (048)",16538,7295,1750,1592,5901
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,2,1,10
"Profes., científicos e intelectuales (050)",204,63,39,47,55
"Técnicos de nivel medio y trab. asimilados (051)",532,182,43,67,240
"Jefes y empleados de oficina (052)",333,55,20,42,216
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",889,678,57,52,102
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2660,2220,348,23,69
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2146,578,104,184,1280
"Obreros construc.,conf.,papel, fab., instr. (056)",1678,1004,182,151,341
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7647,2318,910,994,3425
"Otra (058)",20,,,,20
"Ocupación no especificada (059)",416,197,45,31,143
"Mujeres (060)",7546,3468,587,639,2852
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,1,3
"Profes., científicos e intelectuales (062)",203,83,42,43,35
"Técnicos de nivel medio y trab. asimilados (063)",201,86,13,10,92
"Jefes y empleados de oficina (064)",183,47,21,23,92
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1424,1350,51,10,13
"Agricult.trabaj.calif.agrop.y pesqueros (066)",462,366,76,7,13
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1236,89,26,100,1021
"Obreros construc.,conf.,papel, fab., instr. (068)",39,20,2,7,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3486,1248,337,419,1482
"Ocupación no especificada (071)",308,179,19,19,91
,,,,,
"RURAL (072)",6600,4729,798,394,679
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,,4
"Profes., científicos e intelectuales (074)",99,44,23,17,15
"Técnicos de nivel medio y trab. asimilados (075)",72,30,9,7,26
"Jefes y empleados de oficina (076)",42,12,10,10,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",235,215,6,7,7
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1746,1607,117,18,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",209,66,15,22,106
"Obreros construc.,conf.,papel, fab., instr. (080)",263,181,27,32,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3726,2410,571,268,477
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",203,164,20,13,6
"Hombres (084)",5348,3953,608,301,486
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,,,3
"Profes., científicos e intelectuales (086)",40,15,10,8,7
"Técnicos de nivel medio y trab. asimilados (087)",47,22,3,5,17
"Jefes y empleados de oficina (088)",21,4,5,7,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",98,82,5,6,5
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1643,1527,96,18,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",158,60,13,19,66
"Obreros construc.,conf.,papel, fab., instr. (092)",247,169,27,29,22
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2966,1980,435,199,352
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",124,94,14,10,6
"Mujeres (096)",1252,776,190,93,193
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",59,29,13,9,8
"Técnicos de nivel medio y trab. asimilados (099)",25,8,6,2,9
"Jefes y empleados de oficina (100)",21,8,5,3,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",137,133,1,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",103,80,21,,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",51,6,2,3,40
"Obreros construc.,conf.,papel, fab., instr. (104)",16,12,,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",760,430,136,69,125
"Ocupación no especificada (107)",79,70,6,3,
