"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",45,45,,,
"Actividad economica no especificada (043)",250,189,20,33,8
"Mujeres (044)",13742,11561,781,704,696
"Agric., ganadería, caza y silvicultura (045)",5443,5259,175,6,3
"Explotación de minas y canteras (047)",8,7,,,1
"Industrias manufactureras (048)",640,571,44,20,5
"Suministro de electricidad, gas y agua (049)",5,,,5,
"Construcción (050)",67,23,8,35,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3356,3249,99,6,2
"Venta, mant.y rep. veh.autom y motoc. (052)",21,21,,,
"Comercio al por mayor (053)",117,105,8,2,2
"Comercio al por menor (054)",3218,3123,91,4,
"Hoteles y restaurantes (055)",1051,974,63,11,3
"Trans., almac. y comunicaciones (056)",137,108,17,9,3
"Intermediación financiera (057)",38,9,6,18,5
"Activid.inmobil., empres. y alquileres (058)",147,79,28,27,13
"Admin.pub. y defensa; p. segur soc.afil (059)",295,,,,295
"Enseñanza (060)",1313,354,291,515,153
"Servicios sociales y de salud (061)",273,51,13,14,195
"Otras activ. serv.comun.soc y personales (062)",220,186,17,14,3
"Hogares privados con servicio doméstico (063)",303,303,,,
"Actividad economica no especificada (065)",446,388,20,24,14
,,,,,
"URBANA (066)",20376,15172,1648,1797,1759
"Agric., ganadería, caza y silvicultura (067)",4115,3819,260,25,11
"Pesca (068)",2,,2,,
"Explotación de minas y canteras (069)",62,22,11,15,14
"Industrias manufactureras (070)",1618,1426,122,53,17
"Suministro de electricidad, gas y agua (071)",42,6,2,30,4
"Construcción (072)",1088,716,179,149,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4844,4648,162,24,10
"Venta, mant.y rep. veh.autom y motoc. (074)",261,236,13,6,6
"Comercio al por mayor (075)",190,168,14,4,4
"Comercio al por menor (076)",4393,4244,135,14,
"Hoteles y restaurantes (077)",1221,1126,76,14,5
"Trans., almac. y comunicaciones (078)",1641,1477,57,60,47
"Intermediación financiera (079)",69,18,14,30,7
"Activid.inmobil., empres. y alquileres (080)",478,290,76,72,40
"Admin.pub. y defensa; p. segur soc.afil (081)",883,,,,883
"Enseñanza (082)",2688,527,583,1211,367
"Servicios sociales y de salud (083)",422,100,21,19,282
"Otras activ. serv.comun.soc y personales (084)",419,316,48,45,10
"Hogares privados con servicio doméstico (085)",293,293,,,
"Actividad economica no especificada (087)",491,388,35,50,18
"Hombres (088)",11572,8299,1010,1146,1117
"Agric., ganadería, caza y silvicultura (089)",2576,2368,177,21,10
"Pesca (090)",2,,2,,
"Explotación de minas y canteras (091)",58,19,11,15,13
"Industrias manufactureras (092)",1171,1029,89,39,14
"Suministro de electricidad, gas y agua (093)",37,6,2,25,4
"Construcción (094)",1050,699,174,133,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1852,1750,76,18,8
"Venta, mant.y rep. veh.autom y motoc. (096)",241,216,13,6,6
"Comercio al por mayor (097)",81,70,7,2,2
"Comercio al por menor (098)",1530,1464,56,10,
"Hoteles y restaurantes (099)",259,233,18,5,3
"Trans., almac. y comunicaciones (100)",1515,1377,42,52,44
"Intermediación financiera (101)",32,9,8,13,2
"Activid.inmobil., empres. y alquileres (102)",336,214,48,46,28
"Admin.pub. y defensa; p. segur soc.afil (103)",627,,,,627
"Enseñanza (104)",1450,220,304,709,217
"Servicios sociales y de salud (105)",159,53,8,7,91
"Otras activ. serv.comun.soc y personales (106)",217,141,34,35,7
"Hogares privados con servicio doméstico (107)",35,35,,,
"Actividad economica no especificada (109)",196,146,17,28,5
"Mujeres (110)",8804,6873,638,651,642
"Agric., ganadería, caza y silvicultura (111)",1539,1451,83,4,1
"Explotación de minas y canteras (113)",4,3,,,1
"Industrias manufactureras (114)",447,397,33,14,3
"Suministro de electricidad, gas y agua (115)",5,,,5,
"Construcción (116)",38,17,5,16,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2992,2898,86,6,2
"Venta, mant.y rep. veh.autom y motoc. (118)",20,20,,,
"Comercio al por mayor (119)",109,98,7,2,2
"Comercio al por menor (120)",2863,2780,79,4,
"Hoteles y restaurantes (121)",962,893,58,9,2
"Trans., almac. y comunicaciones (122)",126,100,15,8,3
"Intermediación financiera (123)",37,9,6,17,5
"Activid.inmobil., empres. y alquileres (124)",142,76,28,26,12
"Admin.pub. y defensa; p. segur soc.afil (125)",256,,,,256
"Enseñanza (126)",1238,307,279,502,150
"Servicios sociales y de salud (127)",263,47,13,12,191
"Otras activ. serv.comun.soc y personales (128)",202,175,14,10,3
"Hogares privados con servicio doméstico (129)",258,258,,,
"Actividad economica no especificada (131)",295,242,18,22,13
,,,,,
"RURAL (132)",13174,11969,602,315,288
"Agric., ganadería, caza y silvicultura (133)",10164,9843,294,19,8
"Pesca (134)",4,3,1,,
"Explotación de minas y canteras (135)",41,20,11,6,4
"Industrias manufactureras (136)",537,445,45,26,21
"Suministro de electricidad, gas y agua (137)",12,,,11,1
"Construcción (138)",617,346,126,132,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",596,572,19,5,
"Venta, mant.y rep. veh.autom y motoc. (140)",29,25,2,2,
"Comercio al por mayor (141)",17,16,1,,
"Comercio al por menor (142)",550,531,16,3,
"Hoteles y restaurantes (143)",109,92,12,4,1
"Trans., almac. y comunicaciones (144)",270,234,23,9,4
"Intermediación financiera (145)",2,,,2,
"Activid.inmobil., empres. y alquileres (146)",40,23,5,10,2
"Admin.pub. y defensa; p. segur soc.afil (147)",206,,,,206
"Enseñanza (148)",240,100,52,71,17
"Servicios sociales y de salud (149)",20,10,1,2,7
"Otras activ. serv.comun.soc y personales (150)",56,37,8,11,
"Hogares privados con servicio doméstico (151)",55,55,,,
"Actividad economica no especificada (153)",205,189,5,7,4
"Hombres (154)",8236,7281,459,262,234
"Agric., ganadería, caza y silvicultura (155)",6260,6035,202,17,6
"Pesca (156)",4,3,1,,
"Explotación de minas y canteras (157)",37,16,11,6,4
"Industrias manufactureras (158)",344,271,34,20,19
"Suministro de electricidad, gas y agua (159)",12,,,11,1
"Construcción (160)",588,340,123,113,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",232,221,6,5,
"Venta, mant.y rep. veh.autom y motoc. (162)",28,24,2,2,
"Comercio al por mayor (163)",9,9,,,
"Comercio al por menor (164)",195,188,4,3,
"Hoteles y restaurantes (165)",20,11,7,2,
"Trans., almac. y comunicaciones (166)",259,226,21,8,4
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",35,20,5,9,1
"Admin.pub. y defensa; p. segur soc.afil (169)",167,,,,167
"Enseñanza (170)",165,53,40,58,14
"Servicios sociales y de salud (171)",10,6,1,,3
"Otras activ. serv.comun.soc y personales (172)",38,26,5,7,
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",54,43,3,5,3
"Mujeres (176)",4938,4688,143,53,54
"Agric., ganadería, caza y silvicultura (177)",3904,3808,92,2,2
"Explotación de minas y canteras (179)",4,4,,,
"Industrias manufactureras (180)",193,174,11,6,2
"Construcción (182)",29,6,3,19,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",364,351,13,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",8,7,1,,
"Comercio al por menor (186)",355,343,12,,
"Hoteles y restaurantes (187)",89,81,5,2,1
"Trans., almac. y comunicaciones (188)",11,8,2,1,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",5,3,,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",39,,,,39
"Enseñanza (192)",75,47,12,13,3
"Servicios sociales y de salud (193)",10,4,,2,4
"Otras activ. serv.comun.soc y personales (194)",18,11,3,4,
"Hogares privados con servicio doméstico (195)",45,45,,,
"Actividad economica no especificada (197)",151,146,2,2,1
