"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Industrias manufactureras (048)",29,19,5,4,1
"Construcción (050)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",115,113,2,,
"Comercio al por mayor (053)",3,3,,,
"Comercio al por menor (054)",112,110,2,,
"Hoteles y restaurantes (055)",75,67,7,,1
"Trans., almac. y comunicaciones (056)",2,1,1,,
"Activid.inmobil., empres. y alquileres (058)",8,4,2,,2
"Admin.pub. y defensa; p. segur soc.afil (059)",108,,,,108
"Enseñanza (060)",214,74,61,76,3
"Servicios sociales y de salud (061)",46,4,4,3,35
"Otras activ. serv.comun.soc y personales (062)",78,68,9,1,
"Hogares privados con servicio doméstico (063)",92,92,,,
"Actividad economica no especificada (065)",211,199,8,1,3
,,,,,
"URBANA (066)",1303,713,157,212,221
"Agric., ganadería, caza y silvicultura (067)",235,221,10,4,
"Explotación de minas y canteras (069)",4,3,1,,
"Industrias manufactureras (070)",74,43,5,23,3
"Suministro de electricidad, gas y agua (071)",3,1,1,1,
"Construcción (072)",60,36,17,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",161,153,5,2,1
"Venta, mant.y rep. veh.autom y motoc. (074)",5,5,,,
"Comercio al por mayor (075)",9,7,1,,1
"Comercio al por menor (076)",147,141,4,2,
"Hoteles y restaurantes (077)",53,52,1,,
"Trans., almac. y comunicaciones (078)",24,17,4,2,1
"Intermediación financiera (079)",5,2,,1,2
"Activid.inmobil., empres. y alquileres (080)",17,8,2,5,2
"Admin.pub. y defensa; p. segur soc.afil (081)",163,,,,163
"Enseñanza (082)",345,80,95,161,9
"Servicios sociales y de salud (083)",41,4,3,1,33
"Otras activ. serv.comun.soc y personales (084)",30,17,5,6,2
"Hogares privados con servicio doméstico (085)",28,28,,,
"Actividad economica no especificada (087)",60,48,8,1,3
"Hombres (088)",796,410,101,153,132
"Agric., ganadería, caza y silvicultura (089)",193,180,10,3,
"Explotación de minas y canteras (091)",4,3,1,,
"Industrias manufactureras (092)",65,37,3,22,3
"Suministro de electricidad, gas y agua (093)",3,1,1,1,
"Construcción (094)",60,36,17,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",77,71,3,2,1
"Venta, mant.y rep. veh.autom y motoc. (096)",5,5,,,
"Comercio al por mayor (097)",6,4,1,,1
"Comercio al por menor (098)",66,62,2,2,
"Hoteles y restaurantes (099)",10,10,,,
"Trans., almac. y comunicaciones (100)",22,16,3,2,1
"Intermediación financiera (101)",5,2,,1,2
"Activid.inmobil., empres. y alquileres (102)",11,5,1,5,
"Admin.pub. y defensa; p. segur soc.afil (103)",103,,,,103
"Enseñanza (104)",203,36,54,106,7
"Servicios sociales y de salud (105)",12,2,,,10
"Otras activ. serv.comun.soc y personales (106)",15,4,4,5,2
"Actividad economica no especificada (109)",13,7,4,1,1
"Mujeres (110)",507,303,56,59,89
"Agric., ganadería, caza y silvicultura (111)",42,41,,1,
"Industrias manufactureras (114)",9,6,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",84,82,2,,
"Comercio al por mayor (119)",3,3,,,
"Comercio al por menor (120)",81,79,2,,
"Hoteles y restaurantes (121)",43,42,1,,
"Trans., almac. y comunicaciones (122)",2,1,1,,
"Activid.inmobil., empres. y alquileres (124)",6,3,1,,2
"Admin.pub. y defensa; p. segur soc.afil (125)",60,,,,60
"Enseñanza (126)",142,44,41,55,2
"Servicios sociales y de salud (127)",29,2,3,1,23
"Otras activ. serv.comun.soc y personales (128)",15,13,1,1,
"Hogares privados con servicio doméstico (129)",28,28,,,
"Actividad economica no especificada (131)",47,41,4,,2
,,,,,
"RURAL (132)",3789,3143,280,170,196
"Agric., ganadería, caza y silvicultura (133)",2509,2429,63,16,1
"Explotación de minas y canteras (135)",5,1,,4,
"Industrias manufactureras (136)",123,72,12,32,7
"Construcción (138)",250,141,89,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",59,55,3,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",4,4,,,
"Comercio al por menor (142)",55,51,3,1,
"Hoteles y restaurantes (143)",35,27,7,,1
"Trans., almac. y comunicaciones (144)",8,7,1,,
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",14,9,2,3,
"Admin.pub. y defensa; p. segur soc.afil (147)",167,,,,167
"Enseñanza (148)",228,65,75,85,3
"Servicios sociales y de salud (149)",22,3,1,3,15
"Otras activ. serv.comun.soc y personales (150)",86,70,13,3,
"Hogares privados con servicio doméstico (151)",64,64,,,
"Actividad economica no especificada (153)",218,199,14,3,2
"Hombres (154)",2931,2426,232,141,132
"Agric., ganadería, caza y silvicultura (155)",2165,2091,58,15,1
"Explotación de minas y canteras (157)",5,1,,4,
"Industrias manufactureras (158)",103,59,9,29,6
"Construcción (160)",249,141,89,19,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,24,3,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",4,4,,,
"Comercio al por menor (164)",24,20,3,1,
"Hoteles y restaurantes (165)",3,2,1,,
"Trans., almac. y comunicaciones (166)",8,7,1,,
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",12,8,1,3,
"Admin.pub. y defensa; p. segur soc.afil (169)",119,,,,119
"Enseñanza (170)",156,35,55,64,2
"Servicios sociales y de salud (171)",5,1,,1,3
"Otras activ. serv.comun.soc y personales (172)",23,15,5,3,
"Actividad economica no especificada (175)",54,41,10,2,1
"Mujeres (176)",858,717,48,29,64
"Agric., ganadería, caza y silvicultura (177)",344,338,5,1,
"Industrias manufactureras (180)",20,13,3,3,1
"Construcción (182)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",31,31,,,
"Comercio al por menor (186)",31,31,,,
"Hoteles y restaurantes (187)",32,25,6,,1
"Activid.inmobil., empres. y alquileres (190)",2,1,1,,
"Admin.pub. y defensa; p. segur soc.afil (191)",48,,,,48
"Enseñanza (192)",72,30,20,21,1
"Servicios sociales y de salud (193)",17,2,1,2,12
"Otras activ. serv.comun.soc y personales (194)",63,55,8,,
"Hogares privados con servicio doméstico (195)",64,64,,,
"Actividad economica no especificada (197)",164,158,4,1,1
