"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",107,205,199,3,97.1,1.5,
"De 40 a 44 años (037)",86,214,203,1,94.9,0.5,
"De 45 a 49 años (038)",57,199,191,,96,,
"De 50 y más años (039)",87,317,288,,90.9,,
"No PEA (040)",49785,112273,103380,2038,92.1,1.8,
"De 12 a 14 años (041)",5978,26,26,3,100,11.5,
"De 15 a 19 años (042)",7857,896,878,240,98,26.8,
"De 20 a 24 años (043)",5562,3926,3857,591,98.2,15.1,
"De 25 a 29 años (044)",4330,6250,6158,514,98.5,8.2,
"De 30 a 34 años (045)",3754,7847,7666,406,97.7,5.2,
"De 35 a 39 años (046)",3287,8716,8477,205,97.3,2.4,
"De 40 a 44 años (047)",2816,9143,8818,71,96.4,0.8,
"De 45 a 49 años (048)",2459,9345,8841,8,94.6,0.1,
"De 50 y más años (049)",13742,66124,58659,,88.7,,
,,,,,,,
"URBANA (060)",68021,144539,135035,2352,93.4,1.6,
"De 12 a 14 años (061)",5308,25,25,3,100,12,
"De 15 a 19 años (062)",8330,939,915,243,97.4,25.9,
"De 20 a 24 años (063)",7827,4521,4452,614,98.5,13.6,
"De 25 a 29 años (064)",7095,8299,8166,611,98.4,7.4,
"De 30 a 34 años (065)",6652,11774,11524,521,97.9,4.4,
"De 35 a 39 años (066)",6091,14056,13696,264,97.4,1.9,
"De 40 a 44 años (067)",5508,15744,15240,86,96.8,0.5,
"De 45 a 49 años (068)",4489,14947,14281,10,95.5,0.1,
"De 50 y más años (069)",16721,74234,66736,,89.9,,
"PEA (070)",25350,51682,49244,666,95.3,1.3,
"De 12 a 14 años (071)",133,2,2,,100,,
"De 15 a 19 años (072)",1529,225,218,46,96.9,20.4,
"De 20 a 24 años (073)",3116,1360,1341,132,98.6,9.7,
"De 25 a 29 años (074)",3455,3191,3128,167,98,5.2,
"De 30 a 34 años (075)",3489,5437,5318,173,97.8,3.2,
"De 35 a 39 años (076)",3333,7054,6867,107,97.3,1.5,
"De 40 a 44 años (077)",3078,8207,7950,36,96.9,0.4,
"De 45 a 49 años (078)",2466,7659,7349,5,96,0.1,
"De 50 y más años (079)",4751,18547,17071,,92,,
"Ocupada (080)",24213,50252,47878,619,95.3,1.2,
"De 12 a 14 años (081)",124,2,2,,100,,
"De 15 a 19 años (082)",1365,205,200,39,97.6,19,
"De 20 a 24 años (083)",2833,1240,1221,115,98.5,9.3,
"De 25 a 29 años (084)",3245,3008,2946,151,97.9,5,
"De 30 a 34 años (085)",3339,5202,5093,170,97.9,3.3,
"De 35 a 39 años (086)",3230,6859,6677,104,97.3,1.5,
"De 40 a 44 años (087)",2997,8015,7768,35,96.9,0.4,
"De 45 a 49 años (088)",2412,7474,7172,5,96,0.1,
"De 50 y más años (089)",4668,18247,16799,,92.1,,
"Desocupada (090)",1137,1430,1366,47,95.5,3.3,
"De 12 a 14 años (091)",9,,,,,,
"De 15 a 19 años (092)",164,20,18,7,90,35,
"De 20 a 24 años (093)",283,120,120,17,100,14.2,
"De 25 a 29 años (094)",210,183,182,16,99.5,8.7,
"De 30 a 34 años (095)",150,235,225,3,95.7,1.3,
"De 35 a 39 años (096)",103,195,190,3,97.4,1.5,
"De 40 a 44 años (097)",81,192,182,1,94.8,0.5,
"De 45 a 49 años (098)",54,185,177,,95.7,,
"De 50 y más años (099)",83,300,272,,90.7,,
"No PEA (100)",42671,92857,85791,1686,92.4,1.8,
"De 12 a 14 años (101)",5175,23,23,3,100,13,
"De 15 a 19 años (102)",6801,714,697,197,97.6,27.6,
"De 20 a 24 años (103)",4711,3161,3111,482,98.4,15.2,
"De 25 a 29 años (104)",3640,5108,5038,444,98.6,8.7,
"De 30 a 34 años (105)",3163,6337,6206,348,97.9,5.5,
"De 35 a 39 años (106)",2758,7002,6829,157,97.5,2.2,
"De 40 a 44 años (107)",2430,7537,7290,50,96.7,0.7,
"De 45 a 49 años (108)",2023,7288,6932,5,95.1,0.1,
"De 50 y más años (109)",11970,55687,49665,,89.2,,
,,,,,,,
"RURAL (120)",9425,25774,23541,413,91.3,1.6,
"De 12 a 14 años (121)",827,3,3,,100,,
"De 15 a 19 años (122)",1247,227,226,48,99.6,21.1,
"De 20 a 24 años (123)",1198,999,976,126,97.7,12.6,
"De 25 a 29 años (124)",998,1531,1500,84,98,5.5,
"De 30 a 34 años (125)",867,2129,2061,72,96.8,3.4,
"De 35 a 39 años (126)",815,2563,2471,53,96.4,2.1,
"De 40 a 44 años (127)",640,2544,2420,27,95.1,1.1,
"De 45 a 49 años (128)",632,3000,2785,3,92.8,0.1,
"De 50 y más años (129)",2201,12778,11099,,86.9,,
"PEA (130)",2311,6358,5952,62,93.6,1,
"De 12 a 14 años (131)",24,,,,,,
"De 15 a 19 años (132)",191,45,45,6,100,13.3,
"De 20 a 24 años (133)",347,234,230,17,98.3,7.3,
"De 25 a 29 años (134)",308,389,380,14,97.7,3.6,
"De 30 a 34 años (135)",276,619,601,14,97.1,2.3,
"De 35 a 39 años (136)",286,849,823,5,96.9,0.6,
"De 40 a 44 años (137)",254,938,892,6,95.1,0.6,
"De 45 a 49 años (138)",196,943,876,,92.9,,
"De 50 y más años (139)",429,2341,2105,,89.9,,
"Ocupada (140)",2229,6270,5868,61,93.6,1,
"De 12 a 14 años (141)",22,,,,,,
"De 15 a 19 años (142)",176,45,45,6,100,13.3,
"De 20 a 24 años (143)",319,224,221,17,98.7,7.6,
"De 25 a 29 años (144)",294,381,372,14,97.6,3.7,
"De 30 a 34 años (145)",269,612,594,13,97.1,2.1,
"De 35 a 39 años (146)",282,839,814,5,97,0.6,
"De 40 a 44 años (147)",249,916,871,6,95.1,0.7,
"De 45 a 49 años (148)",193,929,862,,92.8,,
"De 50 y más años (149)",425,2324,2089,,89.9,,
"Desocupada (150)",82,88,84,1,95.5,1.1,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",15,,,,,,
"De 20 a 24 años (153)",28,10,9,,90,,
"De 25 a 29 años (154)",14,8,8,,100,,
"De 30 a 34 años (155)",7,7,7,1,100,14.3,
"De 35 a 39 años (156)",4,10,9,,90,,
"De 40 a 44 años (157)",5,22,21,,95.5,,
"De 45 a 49 años (158)",3,14,14,,100,,
"De 50 y más años (159)",4,17,16,,94.1,,
"No PEA (160)",7114,19416,17589,351,90.6,1.8,
"De 12 a 14 años (161)",803,3,3,,100,,
"De 15 a 19 años (162)",1056,182,181,42,99.5,23.1,
"De 20 a 24 años (163)",851,765,746,109,97.5,14.2,
"De 25 a 29 años (164)",690,1142,1120,70,98.1,6.1,
"De 30 a 34 años (165)",591,1510,1460,58,96.7,3.8,
"De 35 a 39 años (166)",529,1714,1648,48,96.1,2.8,
"De 40 a 44 años (167)",386,1606,1528,21,95.1,1.3,
"De 45 a 49 años (168)",436,2057,1909,3,92.8,0.1,
"De 50 y más años (169)",1772,10437,8994,,86.2,,
