"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",78,52,9,5,12
"Mujeres (044)",6596,4737,353,235,1271
"Agric., ganadería, caza y silvicultura (045)",1562,1480,74,6,2
"Explotación de minas y canteras (047)",1,1,,,
"Industrias manufactureras (048)",260,234,8,10,8
"Suministro de electricidad, gas y agua (049)",7,1,1,4,1
"Construcción (050)",22,11,2,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1237,1199,31,6,1
"Venta, mant.y rep. veh.autom y motoc. (052)",16,12,2,1,1
"Comercio al por mayor (053)",59,55,4,,
"Comercio al por menor (054)",1162,1132,25,5,
"Hoteles y restaurantes (055)",482,431,43,4,4
"Trans., almac. y comunicaciones (056)",81,59,14,3,5
"Intermediación financiera (057)",36,2,9,13,12
"Activid.inmobil., empres. y alquileres (058)",159,86,24,18,31
"Admin.pub. y defensa; p. segur soc.afil (059)",407,,,,407
"Enseñanza (060)",901,138,101,135,527
"Servicios sociales y de salud (061)",278,25,10,3,240
"Otras activ. serv.comun.soc y personales (062)",250,189,26,15,20
"Hogares privados con servicio doméstico (063)",667,667,,,
"Actividad economica no especificada (065)",246,214,10,11,11
,,,,,
"URBANA (066)",13012,8725,961,635,2691
"Agric., ganadería, caza y silvicultura (067)",3184,3018,140,12,14
"Pesca (068)",1,1,,,
"Explotación de minas y canteras (069)",7,3,1,1,2
"Industrias manufactureras (070)",697,607,50,22,18
"Suministro de electricidad, gas y agua (071)",37,2,2,28,5
"Construcción (072)",1008,696,176,112,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2039,1914,92,24,9
"Venta, mant.y rep. veh.autom y motoc. (074)",212,184,20,3,5
"Comercio al por mayor (075)",144,121,12,7,4
"Comercio al por menor (076)",1683,1609,60,14,
"Hoteles y restaurantes (077)",566,487,66,7,6
"Trans., almac. y comunicaciones (078)",654,508,72,40,34
"Intermediación financiera (079)",69,10,17,18,24
"Activid.inmobil., empres. y alquileres (080)",482,240,65,73,104
"Admin.pub. y defensa; p. segur soc.afil (081)",1159,,,,1159
"Enseñanza (082)",1457,172,182,235,868
"Servicios sociales y de salud (083)",421,41,16,11,353
"Otras activ. serv.comun.soc y personales (084)",397,249,63,36,49
"Hogares privados con servicio doméstico (085)",584,584,,,
"Actividad economica no especificada (087)",250,193,19,16,22
"Hombres (088)",7806,5246,665,407,1488
"Agric., ganadería, caza y silvicultura (089)",2491,2365,105,9,12
"Pesca (090)",1,1,,,
"Explotación de minas y canteras (091)",6,2,1,1,2
"Industrias manufactureras (092)",476,411,42,13,10
"Suministro de electricidad, gas y agua (093)",30,1,1,24,4
"Construcción (094)",987,686,174,105,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",922,831,65,18,8
"Venta, mant.y rep. veh.autom y motoc. (096)",197,173,18,2,4
"Comercio al por mayor (097)",88,68,9,7,4
"Comercio al por menor (098)",637,590,38,9,
"Hoteles y restaurantes (099)",134,103,26,3,2
"Trans., almac. y comunicaciones (100)",574,450,58,37,29
"Intermediación financiera (101)",34,8,8,5,13
"Activid.inmobil., empres. y alquileres (102)",327,155,43,55,74
"Admin.pub. y defensa; p. segur soc.afil (103)",764,,,,764
"Enseñanza (104)",625,52,88,103,382
"Servicios sociales y de salud (105)",158,18,7,8,125
"Otras activ. serv.comun.soc y personales (106)",190,102,38,21,29
"Hogares privados con servicio doméstico (107)",18,18,,,
"Actividad economica no especificada (109)",69,43,9,5,12
"Mujeres (110)",5206,3479,296,228,1203
"Agric., ganadería, caza y silvicultura (111)",693,653,35,3,2
"Explotación de minas y canteras (113)",1,1,,,
"Industrias manufactureras (114)",221,196,8,9,8
"Suministro de electricidad, gas y agua (115)",7,1,1,4,1
"Construcción (116)",21,10,2,7,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1117,1083,27,6,1
"Venta, mant.y rep. veh.autom y motoc. (118)",15,11,2,1,1
"Comercio al por mayor (119)",56,53,3,,
"Comercio al por menor (120)",1046,1019,22,5,
"Hoteles y restaurantes (121)",432,384,40,4,4
"Trans., almac. y comunicaciones (122)",80,58,14,3,5
"Intermediación financiera (123)",35,2,9,13,11
"Activid.inmobil., empres. y alquileres (124)",155,85,22,18,30
"Admin.pub. y defensa; p. segur soc.afil (125)",395,,,,395
"Enseñanza (126)",832,120,94,132,486
"Servicios sociales y de salud (127)",263,23,9,3,228
"Otras activ. serv.comun.soc y personales (128)",207,147,25,15,20
"Hogares privados con servicio doméstico (129)",566,566,,,
"Actividad economica no especificada (131)",181,150,10,11,10
,,,,,
"RURAL (132)",5797,5391,211,31,164
"Agric., ganadería, caza y silvicultura (133)",4786,4641,137,8,
"Explotación de minas y canteras (135)",24,9,12,3,
"Industrias manufactureras (136)",102,96,5,1,
"Suministro de electricidad, gas y agua (137)",11,1,,6,4
"Construcción (138)",106,73,18,7,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",211,205,6,,
"Venta, mant.y rep. veh.autom y motoc. (140)",6,6,,,
"Comercio al por mayor (141)",14,12,2,,
"Comercio al por menor (142)",191,187,4,,
"Hoteles y restaurantes (143)",55,52,3,,
"Trans., almac. y comunicaciones (144)",53,47,6,,
"Intermediación financiera (145)",1,,,,1
"Activid.inmobil., empres. y alquileres (146)",15,5,5,,5
"Admin.pub. y defensa; p. segur soc.afil (147)",45,,,,45
"Enseñanza (148)",133,33,15,6,79
"Servicios sociales y de salud (149)",26,5,1,,20
"Otras activ. serv.comun.soc y personales (150)",51,47,3,,1
"Hogares privados con servicio doméstico (151)",104,104,,,
"Actividad economica no especificada (153)",74,73,,,1
"Hombres (154)",4407,4133,154,24,96
"Agric., ganadería, caza y silvicultura (155)",3917,3814,98,5,
"Explotación de minas y canteras (157)",24,9,12,3,
"Industrias manufactureras (158)",63,58,5,,
"Suministro de electricidad, gas y agua (159)",11,1,,6,4
"Construcción (160)",105,72,18,7,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",91,89,2,,
"Venta, mant.y rep. veh.autom y motoc. (162)",5,5,,,
"Comercio al por mayor (163)",11,10,1,,
"Comercio al por menor (164)",75,74,1,,
"Hoteles y restaurantes (165)",5,5,,,
"Trans., almac. y comunicaciones (166)",52,46,6,,
"Activid.inmobil., empres. y alquileres (168)",11,4,3,,4
"Admin.pub. y defensa; p. segur soc.afil (169)",33,,,,33
"Enseñanza (170)",64,15,8,3,38
"Servicios sociales y de salud (171)",11,3,,,8
"Otras activ. serv.comun.soc y personales (172)",8,5,2,,1
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",9,9,,,
"Mujeres (176)",1390,1258,57,7,68
"Agric., ganadería, caza y silvicultura (177)",869,827,39,3,
"Industrias manufactureras (180)",39,38,,1,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",120,116,4,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",3,2,1,,
"Comercio al por menor (186)",116,113,3,,
"Hoteles y restaurantes (187)",50,47,3,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Intermediación financiera (189)",1,,,,1
"Activid.inmobil., empres. y alquileres (190)",4,1,2,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",12,,,,12
"Enseñanza (192)",69,18,7,3,41
"Servicios sociales y de salud (193)",15,2,1,,12
"Otras activ. serv.comun.soc y personales (194)",43,42,1,,
"Hogares privados con servicio doméstico (195)",101,101,,,
"Actividad economica no especificada (197)",65,64,,,1
