"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",3,2,2,,100,,
"De 45 a 49 años (038)",6,26,26,,100,,
"De 50 y más años (039)",18,65,57,,87.7,,
"No PEA (040)",25855,74141,67379,1503,90.9,2,
"De 12 a 14 años (041)",3098,18,16,3,88.9,16.7,
"De 15 a 19 años (042)",3381,647,639,186,98.8,28.7,
"De 20 a 24 años (043)",2847,2929,2859,406,97.6,13.9,
"De 25 a 29 años (044)",2332,4573,4452,325,97.4,7.1,
"De 30 a 34 años (045)",2279,6352,6125,283,96.4,4.5,
"De 35 a 39 años (046)",2104,7518,7197,202,95.7,2.7,
"De 40 a 44 años (047)",1724,7321,6895,81,94.2,1.1,
"De 45 a 49 años (048)",1533,7453,6955,16,93.3,0.2,
"De 50 y más años (049)",6557,37330,32241,1,86.4,,
,,,,,,,
"URBANA (060)",8379,20378,18844,303,92.5,1.5,
"De 12 a 14 años (061)",799,5,5,,100,,
"De 15 a 19 años (062)",987,114,113,30,99.1,26.3,
"De 20 a 24 años (063)",852,581,576,71,99.1,12.2,
"De 25 a 29 años (064)",751,1008,992,68,98.4,6.7,
"De 30 a 34 años (065)",782,1557,1512,65,97.1,4.2,
"De 35 a 39 años (066)",773,2027,1977,49,97.5,2.4,
"De 40 a 44 años (067)",654,2074,2000,17,96.4,0.8,
"De 45 a 49 años (068)",571,2155,2048,3,95,0.1,
"De 50 y más años (069)",2210,10857,9621,,88.6,,
"PEA (070)",2593,5843,5478,84,93.8,1.4,
"De 12 a 14 años (071)",60,,,,,,
"De 15 a 19 años (072)",167,23,23,5,100,21.7,
"De 20 a 24 años (073)",269,155,151,15,97.4,9.7,
"De 25 a 29 años (074)",316,320,317,18,99.1,5.6,
"De 30 a 34 años (075)",371,624,613,27,98.2,4.3,
"De 35 a 39 años (076)",334,708,693,16,97.9,2.3,
"De 40 a 44 años (077)",292,794,779,2,98.1,0.3,
"De 45 a 49 años (078)",225,781,746,1,95.5,0.1,
"De 50 y más años (079)",559,2438,2156,,88.4,,
"Ocupada (080)",2500,5752,5394,76,93.8,1.3,
"De 12 a 14 años (081)",60,,,,,,
"De 15 a 19 años (082)",159,20,20,4,100,20,
"De 20 a 24 años (083)",239,147,144,13,98,8.8,
"De 25 a 29 años (084)",296,307,304,15,99,4.9,
"De 30 a 34 años (085)",362,612,601,25,98.2,4.1,
"De 35 a 39 años (086)",325,698,683,16,97.9,2.3,
"De 40 a 44 años (087)",290,792,777,2,98.1,0.3,
"De 45 a 49 años (088)",222,774,739,1,95.5,0.1,
"De 50 y más años (089)",547,2402,2126,,88.5,,
"Desocupada (090)",93,91,84,8,92.3,8.8,
"De 15 a 19 años (092)",8,3,3,1,100,33.3,
"De 20 a 24 años (093)",30,8,7,2,87.5,25,
"De 25 a 29 años (094)",20,13,13,3,100,23.1,
"De 30 a 34 años (095)",9,12,12,2,100,16.7,
"De 35 a 39 años (096)",9,10,10,,100,,
"De 40 a 44 años (097)",2,2,2,,100,,
"De 45 a 49 años (098)",3,7,7,,100,,
"De 50 y más años (099)",12,36,30,,83.3,,
"No PEA (100)",5786,14535,13366,219,92,1.5,
"De 12 a 14 años (101)",739,5,5,,100,,
"De 15 a 19 años (102)",820,91,90,25,98.9,27.5,
"De 20 a 24 años (103)",583,426,425,56,99.8,13.1,
"De 25 a 29 años (104)",435,688,675,50,98.1,7.3,
"De 30 a 34 años (105)",411,933,899,38,96.4,4.1,
"De 35 a 39 años (106)",439,1319,1284,33,97.3,2.5,
"De 40 a 44 años (107)",362,1280,1221,15,95.4,1.2,
"De 45 a 49 años (108)",346,1374,1302,2,94.8,0.1,
"De 50 y más años (109)",1651,8419,7465,,88.7,,
,,,,,,,
"RURAL (120)",23360,67786,61606,1477,90.9,2.2,
"De 12 a 14 años (121)",2564,18,16,4,88.9,22.2,
"De 15 a 19 años (122)",3109,643,630,186,98,28.9,
"De 20 a 24 años (123)",2709,2855,2784,398,97.5,13.9,
"De 25 a 29 años (124)",2274,4566,4439,315,97.2,6.9,
"De 30 a 34 años (125)",2191,6203,5991,288,96.6,4.6,
"De 35 a 39 años (126)",1972,7204,6883,195,95.5,2.7,
"De 40 a 44 años (127)",1596,6905,6502,76,94.2,1.1,
"De 45 a 49 años (128)",1405,7083,6590,14,93,0.2,
"De 50 y más años (129)",5540,32309,27771,1,86,,
"PEA (130)",3291,8180,7593,193,92.8,2.4,
"De 12 a 14 años (131)",205,5,5,1,100,20,
"De 15 a 19 años (132)",548,87,81,25,93.1,28.7,
"De 20 a 24 años (133)",445,352,350,48,99.4,13.6,
"De 25 a 29 años (134)",377,681,662,40,97.2,5.9,
"De 30 a 34 años (135)",323,784,765,43,97.6,5.5,
"De 35 a 39 años (136)",307,1005,970,26,96.5,2.6,
"De 40 a 44 años (137)",234,864,828,10,95.8,1.2,
"De 45 a 49 años (138)",218,1004,937,,93.3,,
"De 50 y más años (139)",634,3398,2995,,88.1,,
"Ocupada (140)",3205,8084,7499,192,92.8,2.4,
"De 12 a 14 años (141)",190,5,5,1,100,20,
"De 15 a 19 años (142)",521,86,80,25,93,29.1,
"De 20 a 24 años (143)",429,345,343,48,99.4,13.9,
"De 25 a 29 años (144)",370,670,651,40,97.2,6,
"De 30 a 34 años (145)",317,767,748,42,97.5,5.5,
"De 35 a 39 años (146)",302,993,958,26,96.5,2.6,
"De 40 a 44 años (147)",233,864,828,10,95.8,1.2,
"De 45 a 49 años (148)",215,985,918,,93.2,,
"De 50 y más años (149)",628,3369,2968,,88.1,,
"Desocupada (150)",86,96,94,1,97.9,1,
"De 12 a 14 años (151)",15,,,,,,
"De 15 a 19 años (152)",27,1,1,,100,,
"De 20 a 24 años (153)",16,7,7,,100,,
"De 25 a 29 años (154)",7,11,11,,100,,
"De 30 a 34 años (155)",6,17,17,1,100,5.9,
"De 35 a 39 años (156)",5,12,12,,100,,
"De 40 a 44 años (157)",1,,,,,,
"De 45 a 49 años (158)",3,19,19,,100,,
"De 50 y más años (159)",6,29,27,,93.1,,
"No PEA (160)",20069,59606,54013,1284,90.6,2.2,
"De 12 a 14 años (161)",2359,13,11,3,84.6,23.1,
"De 15 a 19 años (162)",2561,556,549,161,98.7,29,
"De 20 a 24 años (163)",2264,2503,2434,350,97.2,14,
"De 25 a 29 años (164)",1897,3885,3777,275,97.2,7.1,
"De 30 a 34 años (165)",1868,5419,5226,245,96.4,4.5,
"De 35 a 39 años (166)",1665,6199,5913,169,95.4,2.7,
"De 40 a 44 años (167)",1362,6041,5674,66,93.9,1.1,
"De 45 a 49 años (168)",1187,6079,5653,14,93,0.2,
"De 50 y más años (169)",4906,28911,24776,1,85.7,,
