"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",8760,6477,1099,761,423
"Otra (034)",18,,,,18
"Ocupación no especificada (035)",621,490,61,33,37
,,,,,
"URBANA (036)",54274,36019,5988,5235,7032
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",99,6,16,26,51
"Profes., científicos e intelectuales (038)",4346,910,536,1023,1877
"Técnicos de nivel medio y trab. asimilados (039)",2543,1215,300,319,709
"Jefes y empleados de oficina (040)",2183,606,283,399,895
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",10180,8897,689,341,253
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5146,4286,662,125,73
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3929,2502,375,395,657
"Obreros construc.,conf.,papel, fab., instr. (044)",7135,5425,618,535,557
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",17232,11314,2355,1977,1586
"Otra (046)",265,,,,265
"Ocupación no especificada (047)",1216,858,154,95,109
"Hombres (048)",34955,22798,4107,3520,4530
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",70,5,12,15,38
"Profes., científicos e intelectuales (050)",1949,493,234,414,808
"Técnicos de nivel medio y trab. asimilados (051)",1585,798,185,235,367
"Jefes y empleados de oficina (052)",1023,243,112,211,457
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4497,3655,395,241,206
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4274,3609,497,109,59
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3324,2112,330,352,530
"Obreros construc.,conf.,papel, fab., instr. (056)",6838,5189,588,517,544
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",10515,6294,1659,1361,1201
"Otra (058)",247,,,,247
"Ocupación no especificada (059)",633,400,95,65,73
"Mujeres (060)",19319,13221,1881,1715,2502
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",29,1,4,11,13
"Profes., científicos e intelectuales (062)",2397,417,302,609,1069
"Técnicos de nivel medio y trab. asimilados (063)",958,417,115,84,342
"Jefes y empleados de oficina (064)",1160,363,171,188,438
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5683,5242,294,100,47
"Agricult.trabaj.calif.agrop.y pesqueros (066)",872,677,165,16,14
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",605,390,45,43,127
"Obreros construc.,conf.,papel, fab., instr. (068)",297,236,30,18,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6717,5020,696,616,385
"Otra (070)",18,,,,18
"Ocupación no especificada (071)",583,458,59,30,36
,,,,,
"RURAL (072)",11584,8320,1590,977,697
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,,3,7
"Profes., científicos e intelectuales (074)",301,95,36,73,97
"Técnicos de nivel medio y trab. asimilados (075)",185,89,20,25,51
"Jefes y empleados de oficina (076)",140,44,21,22,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",709,602,47,42,18
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2331,2066,217,35,13
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",370,209,44,57,60
"Obreros construc.,conf.,papel, fab., instr. (080)",717,546,51,76,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6684,4590,1147,622,325
"Otra (082)",21,,,,21
"Ocupación no especificada (083)",116,79,7,22,8
"Hombres (084)",8456,6091,1089,751,525
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,,2,7
"Profes., científicos e intelectuales (086)",132,52,16,28,36
"Técnicos de nivel medio y trab. asimilados (087)",102,50,11,15,26
"Jefes y empleados de oficina (088)",61,16,8,13,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",320,246,22,37,15
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2072,1836,192,34,10
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",326,182,42,51,51
"Obreros construc.,conf.,papel, fab., instr. (092)",694,529,49,75,41
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4641,3133,744,477,287
"Otra (094)",21,,,,21
"Ocupación no especificada (095)",78,47,5,19,7
"Mujeres (096)",3128,2229,501,226,172
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,1,
"Profes., científicos e intelectuales (098)",169,43,20,45,61
"Técnicos de nivel medio y trab. asimilados (099)",83,39,9,10,25
"Jefes y empleados de oficina (100)",79,28,13,9,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",389,356,25,5,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",259,230,25,1,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",44,27,2,6,9
"Obreros construc.,conf.,papel, fab., instr. (104)",23,17,2,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2043,1457,403,145,38
"Ocupación no especificada (107)",38,32,2,3,1
