"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,,1,3,20
"Profes., científicos e intelectuales (038)",300,79,70,107,44
"Técnicos de nivel medio y trab. asimilados (039)",47,27,2,5,13
"Jefes y empleados de oficina (040)",90,9,9,13,59
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",143,135,4,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",392,381,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",89,85,3,1,
"Obreros construc.,conf.,papel, fab., instr. (044)",83,64,12,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",417,343,42,11,21
"Otra (046)",10,,,,10
"Ocupación no especificada (047)",75,69,4,1,1
"Hombres (048)",1172,829,116,102,125
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,,1,3,15
"Profes., científicos e intelectuales (050)",159,29,37,69,24
"Técnicos de nivel medio y trab. asimilados (051)",27,13,2,2,10
"Jefes y empleados de oficina (052)",60,4,6,10,40
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",51,46,2,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",382,372,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",66,62,3,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",83,64,12,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",277,207,39,10,21
"Otra (058)",10,,,,10
"Ocupación no especificada (059)",38,32,4,1,1
"Mujeres (060)",498,363,42,46,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,,,5
"Profes., científicos e intelectuales (062)",141,50,33,38,20
"Técnicos de nivel medio y trab. asimilados (063)",20,14,,3,3
"Jefes y empleados de oficina (064)",30,5,3,3,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",92,89,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",10,9,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",23,23,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",140,136,3,1,
"Ocupación no especificada (071)",37,37,,,
,,,,,
"RURAL (072)",2586,2484,58,18,26
"Profes., científicos e intelectuales (074)",86,43,18,8,17
"Técnicos de nivel medio y trab. asimilados (075)",9,7,1,,1
"Jefes y empleados de oficina (076)",7,,,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",65,65,,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1428,1420,7,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",40,37,3,,
"Obreros construc.,conf.,papel, fab., instr. (080)",49,47,1,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",753,725,20,8,
"Ocupación no especificada (083)",149,140,8,,1
"Hombres (084)",2284,2207,44,15,18
"Profes., científicos e intelectuales (086)",50,25,9,5,11
"Técnicos de nivel medio y trab. asimilados (087)",5,5,,,
"Jefes y empleados de oficina (088)",6,,,1,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,22,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1390,1382,7,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",31,28,3,,
"Obreros construc.,conf.,papel, fab., instr. (092)",49,47,1,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",647,619,20,8,
"Ocupación no especificada (095)",84,79,4,,1
"Mujeres (096)",302,277,14,3,8
"Profes., científicos e intelectuales (098)",36,18,9,3,6
"Técnicos de nivel medio y trab. asimilados (099)",4,2,1,,1
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",43,43,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",38,38,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",9,9,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",106,106,,,
"Ocupación no especificada (107)",65,61,4,,
