"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",1726,1021,281,198,226
"Agric., ganadería, caza y silvicultura (045)",618,246,173,127,72
"Explotación de minas y canteras (047)",25,13,1,11,
"Industrias manufactureras (048)",40,34,1,1,4
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",3,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",367,345,22,,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,6,,,
"Comercio al por mayor (053)",9,8,1,,
"Comercio al por menor (054)",352,331,21,,
"Hoteles y restaurantes (055)",146,139,7,,
"Trans., almac. y comunicaciones (056)",21,15,3,2,1
"Intermediación financiera (057)",8,4,3,1,
"Activid.inmobil., empres. y alquileres (058)",28,18,5,3,2
"Admin.pub. y defensa; p. segur soc.afil (059)",44,,,,44
"Enseñanza (060)",188,45,51,46,46
"Servicios sociales y de salud (061)",68,14,3,1,50
"Otras activ. serv.comun.soc y personales (062)",37,32,1,3,1
"Hogares privados con servicio doméstico (063)",74,74,,,
"Actividad economica no especificada (065)",58,40,10,2,6
,,,,,
"URBANA (066)",3374,2030,495,385,464
"Agric., ganadería, caza y silvicultura (067)",1204,578,278,213,135
"Pesca (068)",4,3,1,,
"Explotación de minas y canteras (069)",112,63,27,17,5
"Industrias manufactureras (070)",124,98,11,5,10
"Suministro de electricidad, gas y agua (071)",7,1,2,1,3
"Construcción (072)",139,87,22,24,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",598,567,26,2,3
"Venta, mant.y rep. veh.autom y motoc. (074)",58,56,1,,1
"Comercio al por mayor (075)",28,24,2,,2
"Comercio al por menor (076)",512,487,23,2,
"Hoteles y restaurantes (077)",162,153,9,,
"Trans., almac. y comunicaciones (078)",208,175,14,7,12
"Intermediación financiera (079)",11,4,5,1,1
"Activid.inmobil., empres. y alquileres (080)",95,62,13,15,5
"Admin.pub. y defensa; p. segur soc.afil (081)",128,,,,128
"Enseñanza (082)",227,31,50,81,65
"Servicios sociales y de salud (083)",105,19,5,2,79
"Otras activ. serv.comun.soc y personales (084)",78,60,12,4,2
"Hogares privados con servicio doméstico (085)",60,60,,,
"Actividad economica no especificada (087)",112,69,20,13,10
"Hombres (088)",2103,1295,315,239,254
"Agric., ganadería, caza y silvicultura (089)",846,474,185,123,64
"Pesca (090)",4,3,1,,
"Explotación de minas y canteras (091)",107,61,27,14,5
"Industrias manufactureras (092)",88,67,10,4,7
"Suministro de electricidad, gas y agua (093)",7,1,2,1,3
"Construcción (094)",136,86,21,23,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",276,265,6,2,3
"Venta, mant.y rep. veh.autom y motoc. (096)",53,51,1,,1
"Comercio al por mayor (097)",19,16,1,,2
"Comercio al por menor (098)",204,198,4,2,
"Hoteles y restaurantes (099)",42,39,3,,
"Trans., almac. y comunicaciones (100)",190,163,11,5,11
"Intermediación financiera (101)",3,,2,,1
"Activid.inmobil., empres. y alquileres (102)",76,48,10,14,4
"Admin.pub. y defensa; p. segur soc.afil (103)",90,,,,90
"Enseñanza (104)",82,7,12,40,23
"Servicios sociales y de salud (105)",42,6,3,1,32
"Otras activ. serv.comun.soc y personales (106)",46,33,11,1,1
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",63,37,11,11,4
"Mujeres (110)",1271,735,180,146,210
"Agric., ganadería, caza y silvicultura (111)",358,104,93,90,71
"Explotación de minas y canteras (113)",5,2,,3,
"Industrias manufactureras (114)",36,31,1,1,3
"Construcción (116)",3,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",322,302,20,,
"Venta, mant.y rep. veh.autom y motoc. (118)",5,5,,,
"Comercio al por mayor (119)",9,8,1,,
"Comercio al por menor (120)",308,289,19,,
"Hoteles y restaurantes (121)",120,114,6,,
"Trans., almac. y comunicaciones (122)",18,12,3,2,1
"Intermediación financiera (123)",8,4,3,1,
"Activid.inmobil., empres. y alquileres (124)",19,14,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (125)",38,,,,38
"Enseñanza (126)",145,24,38,41,42
"Servicios sociales y de salud (127)",63,13,2,1,47
"Otras activ. serv.comun.soc y personales (128)",32,27,1,3,1
"Hogares privados con servicio doméstico (129)",55,55,,,
"Actividad economica no especificada (131)",49,32,9,2,6
,,,,,
"RURAL (132)",1796,1227,358,158,53
"Agric., ganadería, caza y silvicultura (133)",1199,811,273,101,14
"Pesca (134)",1,1,,,
"Explotación de minas y canteras (135)",191,132,27,32,
"Industrias manufactureras (136)",9,6,,2,1
"Suministro de electricidad, gas y agua (137)",1,1,,,
"Construcción (138)",36,19,14,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",80,78,2,,
"Venta, mant.y rep. veh.autom y motoc. (140)",6,6,,,
"Comercio al por mayor (141)",2,2,,,
"Comercio al por menor (142)",72,70,2,,
"Hoteles y restaurantes (143)",33,32,1,,
"Trans., almac. y comunicaciones (144)",50,39,7,2,2
"Intermediación financiera (145)",1,,1,,
"Activid.inmobil., empres. y alquileres (146)",35,19,6,7,3
"Admin.pub. y defensa; p. segur soc.afil (147)",20,,,,20
"Enseñanza (148)",54,24,17,8,5
"Servicios sociales y de salud (149)",13,6,1,,6
"Otras activ. serv.comun.soc y personales (150)",17,14,2,1,
"Hogares privados con servicio doméstico (151)",27,27,,,
"Actividad economica no especificada (153)",29,18,7,3,1
"Hombres (154)",1341,941,257,106,37
"Agric., ganadería, caza y silvicultura (155)",939,669,193,64,13
"Pesca (156)",1,1,,,
"Explotación de minas y canteras (157)",171,121,26,24,
"Industrias manufactureras (158)",5,3,,2,
"Construcción (160)",36,19,14,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",35,35,,,
"Venta, mant.y rep. veh.autom y motoc. (162)",5,5,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",28,28,,,
"Hoteles y restaurantes (165)",7,7,,,
"Trans., almac. y comunicaciones (166)",47,36,7,2,2
"Intermediación financiera (167)",1,,1,,
"Activid.inmobil., empres. y alquileres (168)",26,15,4,5,2
"Admin.pub. y defensa; p. segur soc.afil (169)",14,,,,14
"Enseñanza (170)",11,3,4,3,1
"Servicios sociales y de salud (171)",8,5,,,3
"Otras activ. serv.comun.soc y personales (172)",12,9,2,1,
"Hogares privados con servicio doméstico (173)",8,8,,,
"Actividad economica no especificada (175)",20,10,6,3,1
"Mujeres (176)",455,286,101,52,16
"Agric., ganadería, caza y silvicultura (177)",260,142,80,37,1
"Explotación de minas y canteras (179)",20,11,1,8,
"Industrias manufactureras (180)",4,3,,,1
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",45,43,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por menor (186)",44,42,2,,
"Hoteles y restaurantes (187)",26,25,1,,
"Trans., almac. y comunicaciones (188)",3,3,,,
"Activid.inmobil., empres. y alquileres (190)",9,4,2,2,1
"Admin.pub. y defensa; p. segur soc.afil (191)",6,,,,6
"Enseñanza (192)",43,21,13,5,4
"Servicios sociales y de salud (193)",5,1,1,,3
"Otras activ. serv.comun.soc y personales (194)",5,5,,,
"Hogares privados con servicio doméstico (195)",19,19,,,
"Actividad economica no especificada (197)",9,8,1,,
