"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",10,47,46,,97.9,,
"De 45 a 49 años (038)",5,11,11,,100,,
"De 50 y más años (039)",4,15,15,,100,,
"No PEA (040)",14404,37389,32686,587,87.4,1.6,
"De 12 a 14 años (041)",1987,10,10,1,100,10,
"De 15 a 19 años (042)",2289,180,179,48,99.4,26.7,
"De 20 a 24 años (043)",1340,1006,981,130,97.5,12.9,
"De 25 a 29 años (044)",1392,2149,2081,167,96.8,7.8,
"De 30 a 34 años (045)",1112,3034,2889,118,95.2,3.9,
"De 35 a 39 años (046)",1027,3648,3399,85,93.2,2.3,
"De 40 a 44 años (047)",916,4101,3719,32,90.7,0.8,
"De 45 a 49 años (048)",736,3617,3256,6,90,0.2,
"De 50 y más años (049)",3605,19644,16172,,82.3,,
,,,,,,,
"URBANA (060)",10611,22641,20619,367,91.1,1.6,
"De 12 a 14 años (061)",881,10,10,1,100,10,
"De 15 a 19 años (062)",1387,120,119,25,99.2,20.8,
"De 20 a 24 años (063)",1297,736,729,75,99,10.2,
"De 25 a 29 años (064)",1368,1365,1343,106,98.4,7.8,
"De 30 a 34 años (065)",1076,2103,2047,79,97.3,3.8,
"De 35 a 39 años (066)",938,2518,2422,56,96.2,2.2,
"De 40 a 44 años (067)",753,2622,2490,22,95,0.8,
"De 45 a 49 años (068)",659,2548,2353,3,92.3,0.1,
"De 50 y más años (069)",2252,10619,9106,,85.8,,
"PEA (070)",4570,10651,9938,164,93.3,1.5,
"De 12 a 14 años (071)",51,3,3,,100,,
"De 15 a 19 años (072)",314,56,55,9,98.2,16.1,
"De 20 a 24 años (073)",667,370,367,32,99.2,8.6,
"De 25 a 29 años (074)",705,771,763,45,99,5.8,
"De 30 a 34 años (075)",651,1201,1177,41,98,3.4,
"De 35 a 39 años (076)",594,1538,1490,25,96.9,1.6,
"De 40 a 44 años (077)",444,1518,1450,10,95.5,0.7,
"De 45 a 49 años (078)",401,1548,1436,2,92.8,0.1,
"De 50 y más años (079)",743,3646,3197,,87.7,,
"Ocupada (080)",4442,10466,9757,157,93.2,1.5,
"De 12 a 14 años (081)",50,3,3,,100,,
"De 15 a 19 años (082)",297,53,52,8,98.1,15.1,
"De 20 a 24 años (083)",625,343,340,31,99.1,9,
"De 25 a 29 años (084)",683,744,737,42,99.1,5.6,
"De 30 a 34 años (085)",632,1170,1147,40,98,3.4,
"De 35 a 39 años (086)",584,1505,1458,24,96.9,1.6,
"De 40 a 44 años (087)",435,1475,1408,10,95.5,0.7,
"De 45 a 49 años (088)",396,1537,1425,2,92.7,0.1,
"De 50 y más años (089)",740,3636,3187,,87.7,,
"Desocupada (090)",128,185,181,7,97.8,3.8,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",17,3,3,1,100,33.3,
"De 20 a 24 años (093)",42,27,27,1,100,3.7,
"De 25 a 29 años (094)",22,27,26,3,96.3,11.1,
"De 30 a 34 años (095)",19,31,30,1,96.8,3.2,
"De 35 a 39 años (096)",10,33,32,1,97,3,
"De 40 a 44 años (097)",9,43,42,,97.7,,
"De 45 a 49 años (098)",5,11,11,,100,,
"De 50 y más años (099)",3,10,10,,100,,
"No PEA (100)",6041,11990,10681,203,89.1,1.7,
"De 12 a 14 años (101)",830,7,7,1,100,14.3,
"De 15 a 19 años (102)",1073,64,64,16,100,25,
"De 20 a 24 años (103)",630,366,362,43,98.9,11.7,
"De 25 a 29 años (104)",663,594,580,61,97.6,10.3,
"De 30 a 34 años (105)",425,902,870,38,96.5,4.2,
"De 35 a 39 años (106)",344,980,932,31,95.1,3.2,
"De 40 a 44 años (107)",309,1104,1040,12,94.2,1.1,
"De 45 a 49 años (108)",258,1000,917,1,91.7,0.1,
"De 50 y más años (109)",1509,6973,5909,,84.7,,
,,,,,,,
"RURAL (120)",10229,31486,27409,485,87.1,1.5,
"De 12 a 14 años (121)",1174,3,3,,100,,
"De 15 a 19 años (122)",1322,134,132,37,98.5,27.6,
"De 20 a 24 años (123)",985,858,834,110,97.2,12.8,
"De 25 a 29 años (124)",972,1950,1882,135,96.5,6.9,
"De 30 a 34 años (125)",894,2677,2534,101,94.7,3.8,
"De 35 a 39 años (126)",904,3448,3185,66,92.4,1.9,
"De 40 a 44 años (127)",822,3928,3545,29,90.2,0.7,
"De 45 a 49 años (128)",653,3512,3141,7,89.4,0.2,
"De 50 y más años (129)",2503,14976,12153,,81.1,,
"PEA (130)",1866,6087,5404,102,88.8,1.7,
"De 12 a 14 años (131)",17,,,,,,
"De 15 a 19 años (132)",106,18,17,5,94.4,27.8,
"De 20 a 24 años (133)",275,218,215,24,98.6,11,
"De 25 a 29 años (134)",243,395,381,29,96.5,7.3,
"De 30 a 34 años (135)",207,545,515,21,94.5,3.9,
"De 35 a 39 años (136)",221,780,718,12,92.1,1.5,
"De 40 a 44 años (137)",215,931,866,9,93,1,
"De 45 a 49 años (138)",175,895,802,2,89.6,0.2,
"De 50 y más años (139)",407,2305,1890,,82,,
"Ocupada (140)",1841,6054,5373,101,88.8,1.7,
"De 12 a 14 años (141)",15,,,,,,
"De 15 a 19 años (142)",102,17,16,4,94.1,23.5,
"De 20 a 24 años (143)",268,215,212,24,98.6,11.2,
"De 25 a 29 años (144)",237,386,374,29,96.9,7.5,
"De 30 a 34 años (145)",204,538,508,21,94.4,3.9,
"De 35 a 39 años (146)",220,776,714,12,92,1.5,
"De 40 a 44 años (147)",214,927,862,9,93,1,
"De 45 a 49 años (148)",175,895,802,2,89.6,0.2,
"De 50 y más años (149)",406,2300,1885,,82,,
"Desocupada (150)",25,33,31,1,93.9,3,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",4,1,1,1,100,100,
"De 20 a 24 años (153)",7,3,3,,100,,
"De 25 a 29 años (154)",6,9,7,,77.8,,
"De 30 a 34 años (155)",3,7,7,,100,,
"De 35 a 39 años (156)",1,4,4,,100,,
"De 40 a 44 años (157)",1,4,4,,100,,
"De 50 y más años (159)",1,5,5,,100,,
"No PEA (160)",8363,25399,22005,383,86.6,1.5,
"De 12 a 14 años (161)",1157,3,3,,100,,
"De 15 a 19 años (162)",1216,116,115,32,99.1,27.6,
"De 20 a 24 años (163)",710,640,619,86,96.7,13.4,
"De 25 a 29 años (164)",729,1555,1501,106,96.5,6.8,
"De 30 a 34 años (165)",687,2132,2019,80,94.7,3.8,
"De 35 a 39 años (166)",683,2668,2467,54,92.5,2,
"De 40 a 44 años (167)",607,2997,2679,20,89.4,0.7,
"De 45 a 49 años (168)",478,2617,2339,5,89.4,0.2,
"De 50 y más años (169)",2096,12671,10263,,81,,
