"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",2643,,316,1392,896,39
"Servicios sociales y de salud (039)",485,,92,218,162,13
"Otras activ. serv.comun.soc y personales (040)",985,18,430,327,161,49
"Hogares privados con servicio doméstico (041)",61,3,32,11,11,4
"Organiz. y organos extraterritoriales (042)",1,,1,,,
"Actividad economica no especificada (043)",328,,128,81,94,25
"Mujeres (045)",18521,197,6194,6988,4389,753
"Agric., ganadería, caza y silvicultura (046)",1883,61,515,534,532,241
"Pesca (047)",2,,2,,,
"Explotación de minas y canteras (048)",76,,37,25,9,5
"Industrias manufactureras (049)",602,8,202,210,152,30
"Suministro de electricidad, gas y agua (050)",20,,9,8,2,1
"Construcción (051)",167,,65,75,24,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",5047,59,1461,1792,1452,283
"Venta, mant.y rep. veh.autom.y motoc. (053)",67,1,28,29,9,
"Comercio al por mayor (054)",263,2,96,110,45,10
"Comercio al por menor (055)",4717,56,1337,1653,1398,273
"Hoteles y restaurantes (056)",1749,28,642,603,407,69
"Trans., almac. y comunicaciones (057)",477,4,283,128,60,2
"Intermediación financiera (058)",147,,88,46,13,
"Activid.inmobil., empres. y alquileres (059)",973,1,471,354,143,4
"Admin.pub. y defensa; p. segur.soc.afil (060)",838,,319,333,183,3
"Enseñanza (061)",2754,,481,1588,677,8
"Servicios sociales y de salud (062)",875,,215,434,223,3
"Otras activ. serv.comun.soc y personales (063)",844,10,332,301,180,21
"Hogares privados con servicio doméstico (064)",1537,25,896,400,194,22
"Actividad economica no especificada (066)",530,1,176,157,138,58
,,,,,,
"URBANA (067)",41493,386,13294,15924,10085,1804
"Agric., ganadería, caza y silvicultura (068)",2975,62,651,829,919,514
"Pesca (069)",6,,2,,3,1
"Explotación de minas y canteras (070)",776,,232,376,153,15
"Industrias manufactureras (071)",2343,23,833,762,558,167
"Suministro de electricidad, gas y agua (072)",134,2,42,57,29,4
"Construcción (073)",3737,19,1249,1462,889,118
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",9344,146,3029,3222,2432,515
"Venta, mant.y rep. veh.autom.y motoc. (075)",904,6,403,302,172,21
"Comercio al por mayor (076)",651,4,259,244,119,25
"Comercio al por menor (077)",7789,136,2367,2676,2141,469
"Hoteles y restaurantes (078)",2664,52,1060,831,613,108
"Trans., almac. y comunicaciones (079)",3745,30,1515,1403,721,76
"Intermediación financiera (080)",321,,146,132,42,1
"Activid.inmobil., empres. y alquileres (081)",2917,2,1125,1196,543,51
"Admin.pub. y defensa; p. segur.soc.afil (082)",2172,,627,969,551,25
"Enseñanza (083)",5227,,748,2894,1541,44
"Servicios sociales y de salud (084)",1326,,296,631,383,16
"Otras activ. serv.comun.soc y personales (085)",1694,27,695,586,321,65
"Hogares privados con servicio doméstico (086)",1401,22,792,372,193,22
"Organiz. y organos extraterritoriales (087)",1,,1,,,
"Actividad economica no especificada (088)",710,1,251,202,194,62
"Hombres (089)",25203,237,7890,9610,6207,1259
"Agric., ganadería, caza y silvicultura (090)",2407,42,534,663,741,427
"Pesca (091)",5,,1,,3,1
"Explotación de minas y canteras (092)",712,,198,355,145,14
"Industrias manufactureras (093)",1787,15,655,565,413,139
"Suministro de electricidad, gas y agua (094)",115,2,34,49,27,3
"Construcción (095)",3580,19,1188,1389,868,116
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",4577,88,1638,1538,1061,252
"Venta, mant.y rep. veh.autom.y motoc. (097)",839,5,375,273,165,21
"Comercio al por mayor (098)",393,2,165,135,76,15
"Comercio al por menor (099)",3345,81,1098,1130,820,216
"Hoteles y restaurantes (100)",1010,26,453,264,222,45
"Trans., almac. y comunicaciones (101)",3275,26,1236,1277,662,74
"Intermediación financiera (102)",175,,59,86,29,1
"Activid.inmobil., empres. y alquileres (103)",1957,1,662,846,401,47
"Admin.pub. y defensa; p. segur.soc.afil (104)",1352,,321,639,370,22
"Enseñanza (105)",2544,,292,1344,872,36
"Servicios sociales y de salud (106)",472,,88,211,160,13
"Otras activ. serv.comun.soc y personales (107)",898,17,391,298,147,45
"Hogares privados con servicio doméstico (108)",55,1,30,11,10,3
"Organiz. y organos extraterritoriales (109)",1,,1,,,
"Actividad economica no especificada (110)",281,,109,75,76,21
"Mujeres (112)",16290,149,5404,6314,3878,545
"Agric., ganadería, caza y silvicultura (113)",568,20,117,166,178,87
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",64,,34,21,8,1
"Industrias manufactureras (116)",556,8,178,197,145,28
"Suministro de electricidad, gas y agua (117)",19,,8,8,2,1
"Construcción (118)",157,,61,73,21,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",4767,58,1391,1684,1371,263
"Venta, mant.y rep. veh.autom.y motoc. (120)",65,1,28,29,7,
"Comercio al por mayor (121)",258,2,94,109,43,10
"Comercio al por menor (122)",4444,55,1269,1546,1321,253
"Hoteles y restaurantes (123)",1654,26,607,567,391,63
"Trans., almac. y comunicaciones (124)",470,4,279,126,59,2
"Intermediación financiera (125)",146,,87,46,13,
"Activid.inmobil., empres. y alquileres (126)",960,1,463,350,142,4
"Admin.pub. y defensa; p. segur.soc.afil (127)",820,,306,330,181,3
"Enseñanza (128)",2683,,456,1550,669,8
"Servicios sociales y de salud (129)",854,,208,420,223,3
"Otras activ. serv.comun.soc y personales (130)",796,10,304,288,174,20
"Hogares privados con servicio doméstico (131)",1346,21,762,361,183,19
"Actividad economica no especificada (133)",429,1,142,127,118,41
,,,,,,
"RURAL (134)",11012,141,3443,3427,2744,1257
"Agric., ganadería, caza y silvicultura (135)",7399,124,1997,2154,2013,1111
"Pesca (136)",4,,2,2,,
"Explotación de minas y canteras (137)",235,1,85,95,49,5
"Industrias manufactureras (138)",322,1,145,84,67,25
"Suministro de electricidad, gas y agua (139)",22,,9,10,2,1
"Construcción (140)",1008,2,358,376,240,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",616,2,210,224,147,33
"Venta, mant.y rep. veh.autom.y motoc. (142)",102,,53,32,15,2
"Comercio al por mayor (143)",33,,15,10,8,
"Comercio al por menor (144)",481,2,142,182,124,31
"Hoteles y restaurantes (145)",146,3,60,49,25,9
"Trans., almac. y comunicaciones (146)",341,1,156,127,55,2
"Intermediación financiera (147)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (148)",111,,51,46,11,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",119,,51,34,31,3
"Enseñanza (150)",170,,49,86,32,3
"Servicios sociales y de salud (151)",34,,11,21,2,
"Otras activ. serv.comun.soc y personales (152)",135,1,67,42,20,5
"Hogares privados con servicio doméstico (153)",197,6,136,39,12,4
"Actividad economica no especificada (155)",148,,53,36,38,21
"Hombres (156)",8781,93,2653,2753,2233,1049
"Agric., ganadería, caza y silvicultura (157)",6084,83,1599,1786,1659,957
"Pesca (158)",3,,1,2,,
"Explotación de minas y canteras (159)",223,1,82,91,48,1
"Industrias manufactureras (160)",276,1,121,71,60,23
"Suministro de electricidad, gas y agua (161)",21,,8,10,2,1
"Construcción (162)",998,2,354,374,237,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",336,1,140,116,66,13
"Venta, mant.y rep. veh.autom.y motoc. (164)",100,,53,32,13,2
"Comercio al por mayor (165)",28,,13,9,6,
"Comercio al por menor (166)",208,1,74,75,47,11
"Hoteles y restaurantes (167)",51,1,25,13,9,3
"Trans., almac. y comunicaciones (168)",334,1,152,125,54,2
"Intermediación financiera (169)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (170)",98,,43,42,10,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",101,,38,31,29,3
"Enseñanza (172)",99,,24,48,24,3
"Servicios sociales y de salud (173)",13,,4,7,2,
"Otras activ. serv.comun.soc y personales (174)",87,1,39,29,14,4
"Hogares privados con servicio doméstico (175)",6,2,2,,1,1
"Actividad economica no especificada (177)",47,,19,6,18,4
"Mujeres (179)",2231,48,790,674,511,208
"Agric., ganadería, caza y silvicultura (180)",1315,41,398,368,354,154
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",12,,3,4,1,4
"Industrias manufactureras (183)",46,,24,13,7,2
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",10,,4,2,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",280,1,70,108,81,20
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,,,2,
"Comercio al por mayor (188)",5,,2,1,2,
"Comercio al por menor (189)",273,1,68,107,77,20
"Hoteles y restaurantes (190)",95,2,35,36,16,6
"Trans., almac. y comunicaciones (191)",7,,4,2,1,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",13,,8,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",18,,13,3,2,
"Enseñanza (195)",71,,25,38,8,
"Servicios sociales y de salud (196)",21,,7,14,,
"Otras activ. serv.comun.soc y personales (197)",48,,28,13,6,1
"Hogares privados con servicio doméstico (198)",191,4,134,39,11,3
"Actividad economica no especificada (200)",101,,34,30,20,17
