"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",4737,16356,14108,224,86.3,1.4,
"De 12 a 14 años (041)",631,3,3,1,100,33.3,
"De 15 a 19 años (042)",680,98,98,30,100,30.6,
"De 20 a 24 años (043)",377,390,380,49,97.4,12.6,
"De 25 a 29 años (044)",339,796,768,58,96.5,7.3,
"De 30 a 34 años (045)",328,1079,1028,40,95.3,3.7,
"De 35 a 39 años (046)",303,1396,1307,32,93.6,2.3,
"De 40 a 44 años (047)",354,1421,1307,11,92,0.8,
"De 45 a 49 años (048)",219,1330,1176,3,88.4,0.2,
"De 50 y más años (049)",1506,9843,8041,,81.7,,
,,,,,,,
"URBANA (060)",2148,6206,5634,81,90.8,1.3,
"De 12 a 14 años (061)",201,3,3,2,100,66.7,
"De 15 a 19 años (062)",248,29,29,8,100,27.6,
"De 20 a 24 años (063)",200,170,167,17,98.2,10,
"De 25 a 29 años (064)",196,298,284,20,95.3,6.7,
"De 30 a 34 años (065)",200,464,450,13,97,2.8,
"De 35 a 39 años (066)",192,656,633,15,96.5,2.3,
"De 40 a 44 años (067)",186,627,595,5,94.9,0.8,
"De 45 a 49 años (068)",108,490,458,1,93.5,0.2,
"De 50 y más años (069)",617,3469,3015,,86.9,,
"PEA (070)",799,2196,2046,29,93.2,1.3,
"De 12 a 14 años (071)",13,2,2,1,100,50,
"De 15 a 19 años (072)",33,6,6,2,100,33.3,
"De 20 a 24 años (073)",75,50,49,4,98,8,
"De 25 a 29 años (074)",112,120,113,7,94.2,5.8,
"De 30 a 34 años (075)",118,238,234,5,98.3,2.1,
"De 35 a 39 años (076)",107,306,296,8,96.7,2.6,
"De 40 a 44 años (077)",109,343,327,2,95.3,0.6,
"De 45 a 49 años (078)",60,258,234,,90.7,,
"De 50 y más años (079)",172,873,785,,89.9,,
"Ocupada (080)",771,2159,2011,29,93.1,1.3,
"De 12 a 14 años (081)",13,2,2,1,100,50,
"De 15 a 19 años (082)",29,5,5,2,100,40,
"De 20 a 24 años (083)",68,48,47,4,97.9,8.3,
"De 25 a 29 años (084)",105,116,109,7,94,6,
"De 30 a 34 años (085)",113,220,218,5,99.1,2.3,
"De 35 a 39 años (086)",107,306,296,8,96.7,2.6,
"De 40 a 44 años (087)",106,333,317,2,95.2,0.6,
"De 45 a 49 años (088)",59,258,234,,90.7,,
"De 50 y más años (089)",171,871,783,,89.9,,
"Desocupada (090)",28,37,35,,94.6,,
"De 15 a 19 años (092)",4,1,1,,100,,
"De 20 a 24 años (093)",7,2,2,,100,,
"De 25 a 29 años (094)",7,4,4,,100,,
"De 30 a 34 años (095)",5,18,16,,88.9,,
"De 40 a 44 años (097)",3,10,10,,100,,
"De 45 a 49 años (098)",1,,,,,,
"De 50 y más años (099)",1,2,2,,100,,
"No PEA (100)",1349,4010,3588,52,89.5,1.3,
"De 12 a 14 años (101)",188,1,1,1,100,100,
"De 15 a 19 años (102)",215,23,23,6,100,26.1,
"De 20 a 24 años (103)",125,120,118,13,98.3,10.8,
"De 25 a 29 años (104)",84,178,171,13,96.1,7.3,
"De 30 a 34 años (105)",82,226,216,8,95.6,3.5,
"De 35 a 39 años (106)",85,350,337,7,96.3,2,
"De 40 a 44 años (107)",77,284,268,3,94.4,1.1,
"De 45 a 49 años (108)",48,232,224,1,96.6,0.4,
"De 50 y más años (109)",445,2596,2230,,85.9,,
,,,,,,,
"RURAL (120)",4571,17753,15241,239,85.9,1.3,
"De 12 a 14 años (121)",459,3,3,,100,,
"De 15 a 19 años (122)",529,105,105,31,100,29.5,
"De 20 a 24 años (123)",368,398,384,53,96.5,13.3,
"De 25 a 29 años (124)",361,852,821,51,96.4,6,
"De 30 a 34 años (125)",356,1209,1152,47,95.3,3.9,
"De 35 a 39 años (126)",334,1566,1460,37,93.2,2.4,
"De 40 a 44 años (127)",382,1704,1545,16,90.7,0.9,
"De 45 a 49 años (128)",279,1748,1545,4,88.4,0.2,
"De 50 y más años (129)",1503,10168,8226,,80.9,,
"PEA (130)",1183,5407,4721,67,87.3,1.2,
"De 12 a 14 años (131)",16,1,1,,100,,
"De 15 a 19 años (132)",64,30,30,7,100,23.3,
"De 20 a 24 años (133)",116,128,122,17,95.3,13.3,
"De 25 a 29 años (134)",106,234,224,6,95.7,2.6,
"De 30 a 34 años (135)",110,356,340,15,95.5,4.2,
"De 35 a 39 años (136)",116,520,490,12,94.2,2.3,
"De 40 a 44 años (137)",105,567,506,8,89.2,1.4,
"De 45 a 49 años (138)",108,650,593,2,91.2,0.3,
"De 50 y más años (139)",442,2921,2415,,82.7,,
"Ocupada (140)",1172,5404,4718,67,87.3,1.2,
"De 12 a 14 años (141)",15,1,1,,100,,
"De 15 a 19 años (142)",56,28,28,7,100,25,
"De 20 a 24 años (143)",114,127,121,17,95.3,13.4,
"De 25 a 29 años (144)",106,234,224,6,95.7,2.6,
"De 30 a 34 años (145)",110,356,340,15,95.5,4.2,
"De 35 a 39 años (146)",116,520,490,12,94.2,2.3,
"De 40 a 44 años (147)",105,567,506,8,89.2,1.4,
"De 45 a 49 años (148)",108,650,593,2,91.2,0.3,
"De 50 y más años (149)",442,2921,2415,,82.7,,
"Desocupada (150)",11,3,3,,100,,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",8,2,2,,100,,
"De 20 a 24 años (153)",2,1,1,,100,,
"No PEA (160)",3388,12346,10520,172,85.2,1.4,
"De 12 a 14 años (161)",443,2,2,,100,,
"De 15 a 19 años (162)",465,75,75,24,100,32,
"De 20 a 24 años (163)",252,270,262,36,97,13.3,
"De 25 a 29 años (164)",255,618,597,45,96.6,7.3,
"De 30 a 34 años (165)",246,853,812,32,95.2,3.8,
"De 35 a 39 años (166)",218,1046,970,25,92.7,2.4,
"De 40 a 44 años (167)",277,1137,1039,8,91.4,0.7,
"De 45 a 49 años (168)",171,1098,952,2,86.7,0.2,
"De 50 y más años (169)",1061,7247,5811,,80.2,,
