"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",1140,24,227,288,371,230
"Industrias manufactureras (049)",16,,6,6,2,2
"Suministro de electricidad, gas y agua (050)",14,,7,7,,
"Construcción (051)",22,,12,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",164,4,39,53,55,13
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,,,2,
"Comercio al por mayor (054)",3,,1,,1,1
"Comercio al por menor (055)",159,4,38,53,52,12
"Hoteles y restaurantes (056)",86,1,28,24,31,2
"Trans., almac. y comunicaciones (057)",8,,4,2,2,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",13,,7,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",64,,40,19,5,
"Enseñanza (061)",95,,23,56,15,1
"Servicios sociales y de salud (062)",36,,18,16,2,
"Otras activ. serv.comun.soc y personales (063)",9,,3,6,,
"Hogares privados con servicio doméstico (064)",23,1,9,6,5,2
"Actividad economica no especificada (066)",25,,10,7,2,6
,,,,,,
"URBANA (067)",3041,70,759,926,866,420
"Agric., ganadería, caza y silvicultura (068)",1871,61,361,485,594,370
"Industrias manufactureras (071)",50,,16,15,14,5
"Suministro de electricidad, gas y agua (072)",22,,10,9,2,1
"Construcción (073)",211,,105,71,32,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",231,4,57,76,74,20
"Venta, mant.y rep. veh.autom.y motoc. (075)",23,,6,13,4,
"Comercio al por mayor (076)",3,,1,,1,1
"Comercio al por menor (077)",205,4,50,63,69,19
"Hoteles y restaurantes (078)",92,2,29,24,33,4
"Trans., almac. y comunicaciones (079)",79,1,26,31,19,2
"Intermediación financiera (080)",1,,1,,,
"Activid.inmobil., empres. y alquileres (081)",37,,19,12,3,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",183,,68,75,37,3
"Enseñanza (083)",137,,16,76,44,1
"Servicios sociales y de salud (084)",40,,17,18,5,
"Otras activ. serv.comun.soc y personales (085)",20,,7,12,1,
"Hogares privados con servicio doméstico (086)",24,2,10,6,4,2
"Actividad economica no especificada (088)",43,,17,16,4,6
"Hombres (089)",1736,46,434,536,490,230
"Agric., ganadería, caza y silvicultura (090)",1078,43,219,277,334,205
"Industrias manufactureras (093)",35,,10,10,12,3
"Suministro de electricidad, gas y agua (094)",8,,3,2,2,1
"Construcción (095)",189,,93,63,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",83,,22,31,22,8
"Venta, mant.y rep. veh.autom.y motoc. (097)",21,,6,13,2,
"Comercio al por menor (099)",62,,16,18,20,8
"Hoteles y restaurantes (100)",11,1,3,1,4,2
"Trans., almac. y comunicaciones (101)",71,1,22,29,17,2
"Activid.inmobil., empres. y alquileres (103)",26,,13,9,1,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",123,,31,57,32,3
"Enseñanza (105)",64,,1,34,29,
"Servicios sociales y de salud (106)",13,,4,6,3,
"Otras activ. serv.comun.soc y personales (107)",12,,4,7,1,
"Hogares privados con servicio doméstico (108)",3,1,2,,,
"Actividad economica no especificada (110)",20,,7,10,3,
"Mujeres (112)",1305,24,325,390,376,190
"Agric., ganadería, caza y silvicultura (113)",793,18,142,208,260,165
"Industrias manufactureras (116)",15,,6,5,2,2
"Suministro de electricidad, gas y agua (117)",14,,7,7,,
"Construcción (118)",22,,12,8,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",148,4,35,45,52,12
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,,,2,
"Comercio al por mayor (121)",3,,1,,1,1
"Comercio al por menor (122)",143,4,34,45,49,11
"Hoteles y restaurantes (123)",81,1,26,23,29,2
"Trans., almac. y comunicaciones (124)",8,,4,2,2,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",11,,6,3,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",60,,37,18,5,
"Enseñanza (128)",73,,15,42,15,1
"Servicios sociales y de salud (129)",27,,13,12,2,
"Otras activ. serv.comun.soc y personales (130)",8,,3,5,,
"Hogares privados con servicio doméstico (131)",21,1,8,6,4,2
"Actividad economica no especificada (133)",23,,10,6,1,6
,,,,,,
"RURAL (134)",1007,17,252,298,287,153
"Agric., ganadería, caza y silvicultura (135)",813,17,179,208,258,151
"Pesca (136)",3,,1,2,,
"Explotación de minas y canteras (137)",3,,1,1,1,
"Industrias manufactureras (138)",9,,3,5,1,
"Construcción (140)",31,,14,11,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",30,,11,11,7,1
"Comercio al por mayor (143)",1,,1,,,
"Comercio al por menor (144)",29,,10,11,7,1
"Hoteles y restaurantes (145)",7,,3,2,2,
"Trans., almac. y comunicaciones (146)",7,,2,3,2,
"Activid.inmobil., empres. y alquileres (148)",7,,1,6,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",43,,20,15,8,
"Enseñanza (150)",33,,8,24,1,
"Servicios sociales y de salud (151)",14,,6,8,,
"Otras activ. serv.comun.soc y personales (152)",2,,1,1,,
"Hogares privados con servicio doméstico (153)",2,,1,,1,
"Actividad economica no especificada (155)",3,,1,1,1,
"Hombres (156)",596,11,143,186,169,87
"Agric., ganadería, caza y silvicultura (157)",466,11,94,128,147,86
"Pesca (158)",3,,1,2,,
"Explotación de minas y canteras (159)",3,,1,1,1,
"Industrias manufactureras (160)",8,,3,4,1,
"Construcción (162)",31,,14,11,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",14,,7,3,4,
"Comercio al por mayor (165)",1,,1,,,
"Comercio al por menor (166)",13,,6,3,4,
"Hoteles y restaurantes (167)",2,,1,1,,
"Trans., almac. y comunicaciones (168)",7,,2,3,2,
"Activid.inmobil., empres. y alquileres (170)",5,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",39,,17,14,8,
"Enseñanza (172)",11,,,10,1,
"Servicios sociales y de salud (173)",5,,1,4,,
"Otras activ. serv.comun.soc y personales (174)",1,,1,,,
"Actividad economica no especificada (177)",1,,1,,,
"Mujeres (179)",411,6,109,112,118,66
"Agric., ganadería, caza y silvicultura (180)",347,6,85,80,111,65
"Industrias manufactureras (183)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",16,,4,8,3,1
"Comercio al por menor (189)",16,,4,8,3,1
"Hoteles y restaurantes (190)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",4,,3,1,,
"Enseñanza (195)",22,,8,14,,
"Servicios sociales y de salud (196)",9,,5,4,,
"Otras activ. serv.comun.soc y personales (197)",1,,,1,,
"Hogares privados con servicio doméstico (198)",2,,1,,1,
"Actividad economica no especificada (200)",2,,,1,1,
