"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",335,4,111,129,77,14
"Hogares privados con servicio doméstico (041)",138,14,73,26,16,9
"Actividad economica no especificada (043)",807,8,317,264,182,36
"Mujeres (045)",16517,395,5694,6106,3572,750
"Agric., ganadería, caza y silvicultura (046)",6303,258,2130,1966,1556,393
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",2,,1,,1,
"Industrias manufactureras (049)",282,2,100,119,54,7
"Suministro de electricidad, gas y agua (050)",3,,2,1,,
"Construcción (051)",98,,60,31,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3566,36,1023,1546,814,147
"Venta, mant.y rep. veh.autom.y motoc. (053)",60,,24,30,5,1
"Comercio al por mayor (054)",122,1,35,54,30,2
"Comercio al por menor (055)",3384,35,964,1462,779,144
"Hoteles y restaurantes (056)",1602,36,561,582,365,58
"Trans., almac. y comunicaciones (057)",158,1,106,37,13,1
"Intermediación financiera (058)",31,,22,6,3,
"Activid.inmobil., empres. y alquileres (059)",204,,95,78,29,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",355,,162,135,55,3
"Enseñanza (061)",1275,,359,728,187,1
"Servicios sociales y de salud (062)",382,,130,186,65,1
"Otras activ. serv.comun.soc y personales (063)",239,7,87,103,33,9
"Hogares privados con servicio doméstico (064)",813,45,431,198,101,38
"Actividad economica no especificada (066)",1203,10,424,390,289,90
,,,,,,
"URBANA (067)",19578,285,6252,7641,4564,836
"Agric., ganadería, caza y silvicultura (068)",4285,138,1250,1408,1160,329
"Pesca (069)",12,,6,5,1,
"Explotación de minas y canteras (070)",48,,14,19,15,
"Industrias manufactureras (071)",1088,11,391,379,253,54
"Suministro de electricidad, gas y agua (072)",55,,14,30,10,1
"Construcción (073)",1350,,496,531,301,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4420,54,1255,1813,1066,232
"Venta, mant.y rep. veh.autom.y motoc. (075)",428,6,175,155,77,15
"Comercio al por mayor (076)",196,1,51,85,56,3
"Comercio al por menor (077)",3796,47,1029,1573,933,214
"Hoteles y restaurantes (078)",1451,32,513,495,352,59
"Trans., almac. y comunicaciones (079)",1410,10,631,526,226,17
"Intermediación financiera (080)",84,,35,35,14,
"Activid.inmobil., empres. y alquileres (081)",636,,223,268,133,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",1141,,333,518,267,23
"Enseñanza (083)",1553,,321,866,358,8
"Servicios sociales y de salud (084)",473,,119,233,111,10
"Otras activ. serv.comun.soc y personales (085)",416,6,135,166,91,18
"Hogares privados con servicio doméstico (086)",434,32,239,103,40,20
"Actividad economica no especificada (088)",722,2,277,246,166,31
"Hombres (089)",12127,178,3831,4582,2959,577
"Agric., ganadería, caza y silvicultura (090)",3310,106,967,1069,882,286
"Pesca (091)",12,,6,5,1,
"Explotación de minas y canteras (092)",47,,13,19,15,
"Industrias manufactureras (093)",896,11,334,293,209,49
"Suministro de electricidad, gas y agua (094)",52,,12,29,10,1
"Construcción (095)",1301,,468,514,297,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1846,31,536,688,477,114
"Venta, mant.y rep. veh.autom.y motoc. (097)",380,6,157,130,73,14
"Comercio al por mayor (098)",103,,26,46,29,2
"Comercio al por menor (099)",1363,25,353,512,375,98
"Hoteles y restaurantes (100)",308,12,136,76,65,19
"Trans., almac. y comunicaciones (101)",1277,9,545,494,213,16
"Intermediación financiera (102)",56,,16,29,11,
"Activid.inmobil., empres. y alquileres (103)",461,,145,200,106,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",960,,250,450,239,21
"Enseñanza (105)",753,,119,400,227,7
"Servicios sociales y de salud (106)",215,,45,107,54,9
"Otras activ. serv.comun.soc y personales (107)",228,2,74,78,64,10
"Hogares privados con servicio doméstico (108)",54,5,32,10,4,3
"Actividad economica no especificada (110)",351,2,133,121,85,10
"Mujeres (112)",7451,107,2421,3059,1605,259
"Agric., ganadería, caza y silvicultura (113)",975,32,283,339,278,43
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",192,,57,86,44,5
"Suministro de electricidad, gas y agua (117)",3,,2,1,,
"Construcción (118)",49,,28,17,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2574,23,719,1125,589,118
"Venta, mant.y rep. veh.autom.y motoc. (120)",48,,18,25,4,1
"Comercio al por mayor (121)",93,1,25,39,27,1
"Comercio al por menor (122)",2433,22,676,1061,558,116
"Hoteles y restaurantes (123)",1143,20,377,419,287,40
"Trans., almac. y comunicaciones (124)",133,1,86,32,13,1
"Intermediación financiera (125)",28,,19,6,3,
"Activid.inmobil., empres. y alquileres (126)",175,,78,68,27,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",181,,83,68,28,2
"Enseñanza (128)",800,,202,466,131,1
"Servicios sociales y de salud (129)",258,,74,126,57,1
"Otras activ. serv.comun.soc y personales (130)",188,4,61,88,27,8
"Hogares privados con servicio doméstico (131)",380,27,207,93,36,17
"Actividad economica no especificada (133)",371,,144,125,81,21
,,,,,,
"RURAL (134)",43877,888,14876,14197,10574,3342
"Agric., ganadería, caza y silvicultura (135)",34358,781,11333,10470,8709,3065
"Pesca (136)",13,,7,5,1,
"Explotación de minas y canteras (137)",326,,137,144,44,1
"Industrias manufactureras (138)",507,3,206,171,104,23
"Suministro de electricidad, gas y agua (139)",58,,15,37,6,
"Construcción (140)",1404,7,546,554,271,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1604,27,507,643,374,53
"Venta, mant.y rep. veh.autom.y motoc. (142)",81,1,43,25,11,1
"Comercio al por mayor (143)",69,,21,34,13,1
"Comercio al por menor (144)",1454,26,443,584,350,51
"Hoteles y restaurantes (145)",553,16,228,184,104,21
"Trans., almac. y comunicaciones (146)",521,5,224,192,96,4
"Intermediación financiera (147)",12,,6,3,3,
"Activid.inmobil., empres. y alquileres (148)",192,1,64,85,41,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",1170,,473,468,212,17
"Enseñanza (150)",1001,,265,543,192,1
"Servicios sociales y de salud (151)",195,,73,103,16,3
"Otras activ. serv.comun.soc y personales (152)",158,5,63,66,19,5
"Hogares privados con servicio doméstico (153)",517,27,265,121,77,27
"Actividad economica no especificada (155)",1288,16,464,408,305,95
"Hombres (156)",34811,600,11603,11150,8607,2851
"Agric., ganadería, caza y silvicultura (157)",29030,555,9486,8843,7431,2715
"Pesca (158)",12,,6,5,1,
"Explotación de minas y canteras (159)",325,,137,144,43,1
"Industrias manufactureras (160)",417,1,163,138,94,21
"Suministro de electricidad, gas y agua (161)",58,,15,37,6,
"Construcción (162)",1355,7,514,540,268,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",612,14,203,222,149,24
"Venta, mant.y rep. veh.autom.y motoc. (164)",69,1,37,20,10,1
"Comercio al por mayor (165)",40,,11,19,10,
"Comercio al por menor (166)",503,13,155,183,129,23
"Hoteles y restaurantes (167)",94,,44,21,26,3
"Trans., almac. y comunicaciones (168)",496,5,204,187,96,4
"Intermediación financiera (169)",9,,3,3,3,
"Activid.inmobil., empres. y alquileres (170)",163,1,47,75,39,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",996,,394,401,185,16
"Enseñanza (172)",526,,108,281,136,1
"Servicios sociales y de salud (173)",71,,17,43,8,3
"Otras activ. serv.comun.soc y personales (174)",107,2,37,51,13,4
"Hogares privados con servicio doméstico (175)",84,9,41,16,12,6
"Actividad economica no especificada (177)",456,6,184,143,97,26
"Mujeres (179)",9066,288,3273,3047,1967,491
"Agric., ganadería, caza y silvicultura (180)",5328,226,1847,1627,1278,350
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",1,,,,1,
"Industrias manufactureras (183)",90,2,43,33,10,2
"Construcción (185)",49,,32,14,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",992,13,304,421,225,29
"Venta, mant.y rep. veh.autom.y motoc. (187)",12,,6,5,1,
"Comercio al por mayor (188)",29,,10,15,3,1
"Comercio al por menor (189)",951,13,288,401,221,28
"Hoteles y restaurantes (190)",459,16,184,163,78,18
"Trans., almac. y comunicaciones (191)",25,,20,5,,
"Intermediación financiera (192)",3,,3,,,
"Activid.inmobil., empres. y alquileres (193)",29,,17,10,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",174,,79,67,27,1
"Enseñanza (195)",475,,157,262,56,
"Servicios sociales y de salud (196)",124,,56,60,8,
"Otras activ. serv.comun.soc y personales (197)",51,3,26,15,6,1
"Hogares privados con servicio doméstico (198)",433,18,224,105,65,21
"Actividad economica no especificada (200)",832,10,280,265,208,69
