"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",64,6,13,13,20,12
"Primaria (033)",417,36,167,125,73,16
"Secundaria (034)",269,10,197,48,12,2
"Superior no univ. incompleta (035)",23,,16,7,,
"Superior no univ. completa (036)",32,,21,9,2,
"Superior univ. incompleta (037)",10,,8,2,,
"Superior univ. completa (038)",21,,11,10,,
"No PEA (040)",66098,32161,16904,8309,5924,2800
"Sin nivel (041)",6678,834,716,1278,2202,1648
"Educación inicial (042)",1522,1496,21,5,,
"Primaria (043)",41283,25554,6244,5111,3309,1065
"Secundaria (044)",15040,4277,8819,1575,324,45
"Superior no univ. incompleta (045)",751,,611,116,19,5
"Superior no univ. completa (046)",296,,157,98,26,15
"Superior univ. incompleta (047)",340,,280,47,11,2
"Superior univ. completa (048)",188,,56,79,33,20
,,,,,,
"URBANA (060)",18165,4685,5841,4028,2697,914
"Sin nivel (061)",905,88,100,155,315,247
"Educación inicial (062)",271,263,7,1,,
"Primaria (063)",7325,3352,875,1130,1397,571
"Secundaria (064)",6302,982,3299,1438,534,49
"Superior no univ. incompleta (065)",927,,605,245,71,6
"Superior no univ. completa (066)",1053,,441,457,140,15
"Superior univ. incompleta (067)",451,,282,126,37,6
"Superior univ. completa (068)",931,,232,476,203,20
"PEA (070)",7802,152,2723,2765,1774,388
"Sin nivel (071)",344,9,50,71,138,76
"Educación inicial (072)",6,1,4,1,,
"Primaria (073)",2251,94,432,609,847,269
"Secundaria (074)",2768,48,1322,978,397,23
"Superior no univ. incompleta (075)",482,,235,184,60,3
"Superior no univ. completa (076)",879,,351,399,123,6
"Superior univ. incompleta (077)",261,,133,96,28,4
"Superior univ. completa (078)",811,,196,427,181,7
"Ocupada (080)",7544,142,2590,2688,1742,382
"Sin nivel (081)",335,7,46,70,137,75
"Educación inicial (082)",6,1,4,1,,
"Primaria (083)",2171,88,414,578,826,265
"Secundaria (084)",2664,46,1253,954,389,22
"Superior no univ. incompleta (085)",465,,221,181,60,3
"Superior no univ. completa (086)",855,,337,391,121,6
"Superior univ. incompleta (087)",251,,125,94,28,4
"Superior univ. completa (088)",797,,190,419,181,7
"Desocupada (090)",258,10,133,77,32,6
"Sin nivel (091)",9,2,4,1,1,1
"Primaria (093)",80,6,18,31,21,4
"Secundaria (094)",104,2,69,24,8,1
"Superior no univ. incompleta (095)",17,,14,3,,
"Superior no univ. completa (096)",24,,14,8,2,
"Superior univ. incompleta (097)",10,,8,2,,
"Superior univ. completa (098)",14,,6,8,,
"No PEA (100)",10363,4533,3118,1263,923,526
"Sin nivel (101)",561,79,50,84,177,171
"Educación inicial (102)",265,262,3,,,
"Primaria (103)",5074,3258,443,521,550,302
"Secundaria (104)",3534,934,1977,460,137,26
"Superior no univ. incompleta (105)",445,,370,61,11,3
"Superior no univ. completa (106)",174,,90,58,17,9
"Superior univ. incompleta (107)",190,,149,30,9,2
"Superior univ. completa (108)",120,,36,49,22,13
,,,,,,
"RURAL (120)",92608,28809,28119,18324,12736,4620
"Sin nivel (121)",10168,844,1235,2179,3572,2338
"Educación inicial (122)",1292,1237,37,18,,
"Primaria (123)",58703,23223,13538,11578,8163,2201
"Secundaria (124)",20192,3505,12215,3636,778,58
"Superior no univ. incompleta (125)",681,,430,202,42,7
"Superior no univ. completa (126)",684,,303,314,60,7
"Superior univ. incompleta (127)",335,,201,112,21,1
"Superior univ. completa (128)",553,,160,285,100,8
"PEA (130)",36873,1181,14333,11278,7735,2346
"Sin nivel (131)",4051,89,569,985,1547,861
"Educación inicial (132)",35,3,19,13,,
"Primaria (133)",22494,927,7737,6988,5404,1438
"Secundaria (134)",8686,162,5373,2521,591,39
"Superior no univ. incompleta (135)",375,,189,147,34,5
"Superior no univ. completa (136)",562,,236,274,51,1
"Superior univ. incompleta (137)",185,,70,95,19,1
"Superior univ. completa (138)",485,,140,255,89,1
"Ocupada (140)",36295,1139,14033,11141,7660,2322
"Sin nivel (141)",3996,85,560,973,1528,850
"Educación inicial (142)",35,3,19,13,,
"Primaria (143)",22157,897,7588,6894,5352,1426
"Secundaria (144)",8521,154,5245,2497,587,38
"Superior no univ. incompleta (145)",369,,187,143,34,5
"Superior no univ. completa (146)",554,,229,273,51,1
"Superior univ. incompleta (147)",185,,70,95,19,1
"Superior univ. completa (148)",478,,135,253,89,1
"Desocupada (150)",578,42,300,137,75,24
"Sin nivel (151)",55,4,9,12,19,11
"Primaria (153)",337,30,149,94,52,12
"Secundaria (154)",165,8,128,24,4,1
"Superior no univ. incompleta (155)",6,,2,4,,
"Superior no univ. completa (156)",8,,7,1,,
"Superior univ. completa (158)",7,,5,2,,
"No PEA (160)",55735,27628,13786,7046,5001,2274
"Sin nivel (161)",6117,755,666,1194,2025,1477
"Educación inicial (162)",1257,1234,18,5,,
"Primaria (163)",36209,22296,5801,4590,2759,763
"Secundaria (164)",11506,3343,6842,1115,187,19
"Superior no univ. incompleta (165)",306,,241,55,8,2
"Superior no univ. completa (166)",122,,67,40,9,6
"Superior univ. incompleta (167)",150,,131,17,2,
"Superior univ. completa (168)",68,,20,30,11,7
