"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",7,40,29,,72.5,,
"De 50 y más años (039)",14,62,57,,91.9,,
"No PEA (040)",17020,51875,44949,1186,86.6,2.3,
"De 12 a 14 años (041)",2366,11,11,3,100,27.3,
"De 15 a 19 años (042)",2595,749,723,226,96.5,30.2,
"De 20 a 24 años (043)",2275,2806,2714,314,96.7,11.2,
"De 25 a 29 años (044)",1899,4467,4236,264,94.8,5.9,
"De 30 a 34 años (045)",1542,5350,4997,174,93.4,3.3,
"De 35 a 39 años (046)",1381,6408,5832,121,91,1.9,
"De 40 a 44 años (047)",1085,6265,5589,76,89.2,1.2,
"De 45 a 49 años (048)",889,5855,5059,8,86.4,0.1,
"De 50 y más años (049)",2988,19964,15788,,79.1,,
,,,,,,,
"URBANA (060)",3073,7644,7045,138,92.2,1.8,
"De 12 a 14 años (061)",354,2,2,,100,,
"De 15 a 19 años (062)",454,77,76,24,98.7,31.2,
"De 20 a 24 años (063)",400,345,341,32,98.8,9.3,
"De 25 a 29 años (064)",346,575,561,30,97.6,5.2,
"De 30 a 34 años (065)",334,840,824,27,98.1,3.2,
"De 35 a 39 años (066)",298,1026,953,15,92.9,1.5,
"De 40 a 44 años (067)",225,987,922,9,93.4,0.9,
"De 45 a 49 años (068)",183,981,903,1,92,0.1,
"De 50 y más años (069)",479,2811,2463,,87.6,,
"PEA (070)",739,1797,1684,23,93.7,1.3,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",78,10,10,2,100,20,
"De 20 a 24 años (073)",91,65,65,6,100,9.2,
"De 25 a 29 años (074)",109,122,120,5,98.4,4.1,
"De 30 a 34 años (075)",98,186,183,1,98.4,0.5,
"De 35 a 39 años (076)",115,326,304,6,93.3,1.8,
"De 40 a 44 años (077)",71,277,256,3,92.4,1.1,
"De 45 a 49 años (078)",69,301,285,,94.7,,
"De 50 y más años (079)",96,510,461,,90.4,,
"Ocupada (080)",669,1721,1610,23,93.6,1.3,
"De 12 a 14 años (081)",9,,,,,,
"De 15 a 19 años (082)",59,9,9,2,100,22.2,
"De 20 a 24 años (083)",76,53,53,6,100,11.3,
"De 25 a 29 años (084)",97,117,115,5,98.3,4.3,
"De 30 a 34 años (085)",88,163,161,1,98.8,0.6,
"De 35 a 39 años (086)",109,313,291,6,93,1.9,
"De 40 a 44 años (087)",69,268,247,3,92.2,1.1,
"De 45 a 49 años (088)",69,301,285,,94.7,,
"De 50 y más años (089)",93,497,449,,90.3,,
"Desocupada (090)",70,76,74,,97.4,,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",19,1,1,,100,,
"De 20 a 24 años (093)",15,12,12,,100,,
"De 25 a 29 años (094)",12,5,5,,100,,
"De 30 a 34 años (095)",10,23,22,,95.7,,
"De 35 a 39 años (096)",6,13,13,,100,,
"De 40 a 44 años (097)",2,9,9,,100,,
"De 50 y más años (099)",3,13,12,,92.3,,
"No PEA (100)",2334,5847,5361,115,91.7,2,
"De 12 a 14 años (101)",342,2,2,,100,,
"De 15 a 19 años (102)",376,67,66,22,98.5,32.8,
"De 20 a 24 años (103)",309,280,276,26,98.6,9.3,
"De 25 a 29 años (104)",237,453,441,25,97.4,5.5,
"De 30 a 34 años (105)",236,654,641,26,98,4,
"De 35 a 39 años (106)",183,700,649,9,92.7,1.3,
"De 40 a 44 años (107)",154,710,666,6,93.8,0.8,
"De 45 a 49 años (108)",114,680,618,1,90.9,0.1,
"De 50 y más años (109)",383,2301,2002,,87,,
,,,,,,,
"RURAL (120)",16377,50592,43540,1147,86.1,2.3,
"De 12 a 14 años (121)",2065,9,9,3,100,33.3,
"De 15 a 19 años (122)",2466,736,711,217,96.6,29.5,
"De 20 a 24 años (123)",2264,2784,2689,315,96.6,11.3,
"De 25 a 29 años (124)",1927,4378,4138,251,94.5,5.7,
"De 30 a 34 años (125)",1474,5142,4786,160,93.1,3.1,
"De 35 a 39 años (126)",1361,6292,5706,121,90.7,1.9,
"De 40 a 44 años (127)",1037,6102,5402,73,88.5,1.2,
"De 45 a 49 años (128)",878,5672,4849,7,85.5,0.1,
"De 50 y más años (129)",2905,19477,15250,,78.3,,
"PEA (130)",1691,4564,3952,76,86.6,1.7,
"De 12 a 14 años (131)",41,,,,,,
"De 15 a 19 años (132)",247,54,54,14,100,25.9,
"De 20 a 24 años (133)",298,258,251,26,97.3,10.1,
"De 25 a 29 años (134)",265,364,343,12,94.2,3.3,
"De 30 a 34 años (135)",168,446,430,12,96.4,2.7,
"De 35 a 39 años (136)",163,584,523,9,89.6,1.5,
"De 40 a 44 años (137)",106,547,479,3,87.6,0.5,
"De 45 a 49 años (138)",103,497,408,,82.1,,
"De 50 y más años (139)",300,1814,1464,,80.7,,
"Ocupada (140)",1483,4353,3760,72,86.4,1.7,
"De 12 a 14 años (141)",38,,,,,,
"De 15 a 19 años (142)",188,48,48,14,100,29.2,
"De 20 a 24 años (143)",243,235,228,25,97,10.6,
"De 25 a 29 años (144)",231,345,325,11,94.2,3.2,
"De 30 a 34 años (145)",151,428,412,10,96.3,2.3,
"De 35 a 39 años (146)",149,542,483,9,89.1,1.7,
"De 40 a 44 años (147)",98,533,466,3,87.4,0.6,
"De 45 a 49 años (148)",96,457,379,,82.9,,
"De 50 y más años (149)",289,1765,1419,,80.4,,
"Desocupada (150)",208,211,192,4,91,1.9,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",59,6,6,,100,,
"De 20 a 24 años (153)",55,23,23,1,100,4.3,
"De 25 a 29 años (154)",34,19,18,1,94.7,5.3,
"De 30 a 34 años (155)",17,18,18,2,100,11.1,
"De 35 a 39 años (156)",14,42,40,,95.2,,
"De 40 a 44 años (157)",8,14,13,,92.9,,
"De 45 a 49 años (158)",7,40,29,,72.5,,
"De 50 y más años (159)",11,49,45,,91.8,,
"No PEA (160)",14686,46028,39588,1071,86,2.3,
"De 12 a 14 años (161)",2024,9,9,3,100,33.3,
"De 15 a 19 años (162)",2219,682,657,203,96.3,29.8,
"De 20 a 24 años (163)",1966,2526,2438,289,96.5,11.4,
"De 25 a 29 años (164)",1662,4014,3795,239,94.5,6,
"De 30 a 34 años (165)",1306,4696,4356,148,92.8,3.2,
"De 35 a 39 años (166)",1198,5708,5183,112,90.8,2,
"De 40 a 44 años (167)",931,5555,4923,70,88.6,1.3,
"De 45 a 49 años (168)",775,5175,4441,7,85.8,0.1,
"De 50 y más años (169)",2605,17663,13786,,78.1,,
