"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",6,36,33,,91.7,,
"No PEA (040)",7156,19491,17588,362,90.2,1.9,
"De 12 a 14 años (041)",980,4,3,2,75,50,
"De 15 a 19 años (042)",1131,232,226,57,97.4,24.6,
"De 20 a 24 años (043)",799,891,870,109,97.6,12.2,
"De 25 a 29 años (044)",640,1253,1227,76,97.9,6.1,
"De 30 a 34 años (045)",607,1682,1629,59,96.8,3.5,
"De 35 a 39 años (046)",584,2064,1977,33,95.8,1.6,
"De 40 a 44 años (047)",494,2112,1994,20,94.4,0.9,
"De 45 a 49 años (048)",388,2065,1908,6,92.4,0.3,
"De 50 y más años (049)",1533,9188,7754,,84.4,,
,,,,,,,
"URBANA (060)",6060,15900,14540,222,91.4,1.4,
"De 12 a 14 años (061)",587,2,1,,50,,
"De 15 a 19 años (062)",792,133,130,35,97.7,26.3,
"De 20 a 24 años (063)",600,522,515,54,98.7,10.3,
"De 25 a 29 años (064)",588,945,930,55,98.4,5.8,
"De 30 a 34 años (065)",598,1380,1346,41,97.5,3,
"De 35 a 39 años (066)",624,1799,1728,23,96.1,1.3,
"De 40 a 44 años (067)",519,1928,1836,11,95.2,0.6,
"De 45 a 49 años (068)",408,1785,1667,3,93.4,0.2,
"De 50 y más años (069)",1344,7406,6387,,86.2,,
"PEA (070)",1959,5402,5006,54,92.7,1,
"De 12 a 14 años (071)",20,,,,,,
"De 15 a 19 años (072)",137,31,31,6,100,19.4,
"De 20 a 24 años (073)",187,109,106,4,97.2,3.7,
"De 25 a 29 años (074)",235,307,298,17,97.1,5.5,
"De 30 a 34 años (075)",244,494,490,16,99.2,3.2,
"De 35 a 39 años (076)",307,816,788,10,96.6,1.2,
"De 40 a 44 años (077)",236,761,725,1,95.3,0.1,
"De 45 a 49 años (078)",189,736,686,,93.2,,
"De 50 y más años (079)",404,2148,1882,,87.6,,
"Ocupada (080)",1902,5301,4912,54,92.7,1,
"De 12 a 14 años (081)",16,,,,,,
"De 15 a 19 años (082)",127,31,31,6,100,19.4,
"De 20 a 24 años (083)",171,103,100,4,97.1,3.9,
"De 25 a 29 años (084)",230,304,295,17,97,5.6,
"De 30 a 34 años (085)",238,481,477,16,99.2,3.3,
"De 35 a 39 años (086)",302,801,773,10,96.5,1.2,
"De 40 a 44 años (087)",234,751,715,1,95.2,0.1,
"De 45 a 49 años (088)",186,718,672,,93.6,,
"De 50 y más años (089)",398,2112,1849,,87.5,,
"Desocupada (090)",57,101,94,,93.1,,
"De 12 a 14 años (091)",4,,,,,,
"De 15 a 19 años (092)",10,,,,,,
"De 20 a 24 años (093)",16,6,6,,100,,
"De 25 a 29 años (094)",5,3,3,,100,,
"De 30 a 34 años (095)",6,13,13,,100,,
"De 35 a 39 años (096)",5,15,15,,100,,
"De 40 a 44 años (097)",2,10,10,,100,,
"De 45 a 49 años (098)",3,18,14,,77.8,,
"De 50 y más años (099)",6,36,33,,91.7,,
"No PEA (100)",4101,10498,9534,168,90.8,1.6,
"De 12 a 14 años (101)",567,2,1,,50,,
"De 15 a 19 años (102)",655,102,99,29,97.1,28.4,
"De 20 a 24 años (103)",413,413,409,50,99,12.1,
"De 25 a 29 años (104)",353,638,632,38,99.1,6,
"De 30 a 34 años (105)",354,886,856,25,96.6,2.8,
"De 35 a 39 años (106)",317,983,940,13,95.6,1.3,
"De 40 a 44 años (107)",283,1167,1111,10,95.2,0.9,
"De 45 a 49 años (108)",219,1049,981,3,93.5,0.3,
"De 50 y más años (109)",940,5258,4505,,85.7,,
,,,,,,,
"RURAL (120)",3687,10957,9802,213,89.5,1.9,
"De 12 a 14 años (121)",431,2,2,2,100,100,
"De 15 a 19 años (122)",558,154,150,31,97.4,20.1,
"De 20 a 24 años (123)",457,530,510,63,96.2,11.9,
"De 25 a 29 años (124)",362,736,714,41,97,5.6,
"De 30 a 34 años (125)",316,967,939,36,97.1,3.7,
"De 35 a 39 años (126)",342,1315,1262,25,96,1.9,
"De 40 a 44 años (127)",272,1182,1105,12,93.5,1,
"De 45 a 49 años (128)",218,1237,1134,3,91.7,0.2,
"De 50 y más años (129)",731,4834,3986,,82.5,,
"PEA (130)",632,1964,1748,19,89,1,
"De 12 a 14 años (131)",18,,,,,,
"De 15 a 19 años (132)",82,24,23,3,95.8,12.5,
"De 20 a 24 años (133)",71,52,49,4,94.2,7.7,
"De 25 a 29 años (134)",75,121,119,3,98.3,2.5,
"De 30 a 34 años (135)",63,171,166,2,97.1,1.2,
"De 35 a 39 años (136)",75,234,225,5,96.2,2.1,
"De 40 a 44 años (137)",61,237,222,2,93.7,0.8,
"De 45 a 49 años (138)",49,221,207,,93.7,,
"De 50 y más años (139)",138,904,737,,81.5,,
"Ocupada (140)",621,1950,1734,18,88.9,0.9,
"De 12 a 14 años (141)",18,,,,,,
"De 15 a 19 años (142)",78,24,23,3,95.8,12.5,
"De 20 a 24 años (143)",71,52,49,4,94.2,7.7,
"De 25 a 29 años (144)",74,117,115,3,98.3,2.6,
"De 30 a 34 años (145)",60,166,161,1,97,0.6,
"De 35 a 39 años (146)",73,233,224,5,96.1,2.1,
"De 40 a 44 años (147)",60,233,218,2,93.6,0.9,
"De 45 a 49 años (148)",49,221,207,,93.7,,
"De 50 y más años (149)",138,904,737,,81.5,,
"Desocupada (150)",11,14,14,1,100,7.1,
"De 15 a 19 años (152)",4,,,,,,
"De 25 a 29 años (154)",1,4,4,,100,,
"De 30 a 34 años (155)",3,5,5,1,100,20,
"De 35 a 39 años (156)",2,1,1,,100,,
"De 40 a 44 años (157)",1,4,4,,100,,
"No PEA (160)",3055,8993,8054,194,89.6,2.2,
"De 12 a 14 años (161)",413,2,2,2,100,100,
"De 15 a 19 años (162)",476,130,127,28,97.7,21.5,
"De 20 a 24 años (163)",386,478,461,59,96.4,12.3,
"De 25 a 29 años (164)",287,615,595,38,96.7,6.2,
"De 30 a 34 años (165)",253,796,773,34,97.1,4.3,
"De 35 a 39 años (166)",267,1081,1037,20,95.9,1.9,
"De 40 a 44 años (167)",211,945,883,10,93.4,1.1,
"De 45 a 49 años (168)",169,1016,927,3,91.2,0.3,
"De 50 y más años (169)",593,3930,3249,,82.7,,
