"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,1,,1,,
"Primaria (033)",318,28,107,97,67,19
"Secundaria (034)",388,4,260,82,37,5
"Superior no univ. incompleta (035)",31,,18,7,6,
"Superior no univ. completa (036)",46,,23,20,3,
"Superior univ. incompleta (037)",28,,12,10,6,
"Superior univ. completa (038)",37,,20,13,4,
"No PEA (040)",31464,13204,7868,4168,3683,2541
"Sin nivel (041)",5274,466,563,1044,1703,1498
"Educación inicial (042)",569,554,9,6,,
"Primaria (043)",17552,10454,2491,2176,1554,877
"Secundaria (044)",6752,1730,3916,670,324,112
"Superior no univ. incompleta (045)",488,,399,65,15,9
"Superior no univ. completa (046)",224,,98,89,24,13
"Superior univ. incompleta (047)",394,,329,48,12,5
"Superior univ. completa (048)",211,,63,70,51,27
,,,,,,
"URBANA (060)",16365,4082,4673,3394,2831,1385
"Sin nivel (061)",1515,69,139,265,528,514
"Educación inicial (062)",170,160,4,6,,
"Primaria (063)",6945,3005,705,1227,1325,683
"Secundaria (064)",5486,848,2783,1116,616,123
"Superior no univ. incompleta (065)",570,,359,138,64,9
"Superior no univ. completa (066)",542,,188,245,91,18
"Superior univ. incompleta (067)",485,,324,111,46,4
"Superior univ. completa (068)",652,,171,286,161,34
"PEA (070)",5591,65,1640,2025,1520,341
"Sin nivel (071)",382,7,60,73,148,94
"Educación inicial (072)",8,1,2,5,,
"Primaria (073)",1810,32,271,625,688,194
"Secundaria (074)",2115,25,900,755,402,33
"Superior no univ. incompleta (075)",244,,102,88,51,3
"Superior no univ. completa (076)",381,,124,177,74,6
"Superior univ. incompleta (077)",175,,64,73,38,
"Superior univ. completa (078)",476,,117,229,119,11
"Ocupada (080)",5083,53,1396,1868,1441,325
"Sin nivel (081)",341,2,42,67,140,90
"Educación inicial (082)",6,,2,4,,
"Primaria (083)",1688,29,237,581,655,186
"Secundaria (084)",1884,22,764,691,378,29
"Superior no univ. incompleta (085)",221,,87,83,48,3
"Superior no univ. completa (086)",349,,111,160,72,6
"Superior univ. incompleta (087)",151,,54,65,32,
"Superior univ. completa (088)",443,,99,217,116,11
"Desocupada (090)",508,12,244,157,79,16
"Sin nivel (091)",41,5,18,6,8,4
"Educación inicial (092)",2,1,,1,,
"Primaria (093)",122,3,34,44,33,8
"Secundaria (094)",231,3,136,64,24,4
"Superior no univ. incompleta (095)",23,,15,5,3,
"Superior no univ. completa (096)",32,,13,17,2,
"Superior univ. incompleta (097)",24,,10,8,6,
"Superior univ. completa (098)",33,,18,12,3,
"No PEA (100)",10774,4017,3033,1369,1311,1044
"Sin nivel (101)",1133,62,79,192,380,420
"Educación inicial (102)",162,159,2,1,,
"Primaria (103)",5135,2973,434,602,637,489
"Secundaria (104)",3371,823,1883,361,214,90
"Superior no univ. incompleta (105)",326,,257,50,13,6
"Superior no univ. completa (106)",161,,64,68,17,12
"Superior univ. incompleta (107)",310,,260,38,8,4
"Superior univ. completa (108)",176,,54,57,42,23
,,,,,,
"RURAL (120)",31932,9509,8690,6211,4994,2528
"Sin nivel (121)",5739,436,710,1274,1859,1460
"Educación inicial (122)",424,400,15,9,,
"Primaria (123)",19301,7724,4147,3823,2605,1002
"Secundaria (124)",5747,949,3406,913,427,52
"Superior no univ. incompleta (125)",253,,185,43,21,4
"Superior no univ. completa (126)",205,,108,63,30,4
"Superior univ. incompleta (127)",125,,84,26,14,1
"Superior univ. completa (128)",138,,35,60,38,5
"PEA (130)",11242,322,3855,3412,2622,1031
"Sin nivel (131)",1598,32,226,422,536,382
"Educación inicial (132)",17,5,8,4,,
"Primaria (133)",6884,243,2090,2249,1688,614
"Secundaria (134)",2366,42,1373,604,317,30
"Superior no univ. incompleta (135)",91,,43,28,19,1
"Superior no univ. completa (136)",142,,74,42,23,3
"Superior univ. incompleta (137)",41,,15,16,10,
"Superior univ. completa (138)",103,,26,47,29,1
"Ocupada (140)",10795,293,3626,3307,2554,1015
"Sin nivel (141)",1534,29,211,396,520,378
"Educación inicial (142)",17,5,8,4,,
"Primaria (143)",6688,218,2017,2196,1654,603
"Secundaria (144)",2209,41,1249,586,304,29
"Superior no univ. incompleta (145)",83,,40,26,16,1
"Superior no univ. completa (146)",128,,64,39,22,3
"Superior univ. incompleta (147)",37,,13,14,10,
"Superior univ. completa (148)",99,,24,46,28,1
"Desocupada (150)",447,29,229,105,68,16
"Sin nivel (151)",64,3,15,26,16,4
"Primaria (153)",196,25,73,53,34,11
"Secundaria (154)",157,1,124,18,13,1
"Superior no univ. incompleta (155)",8,,3,2,3,
"Superior no univ. completa (156)",14,,10,3,1,
"Superior univ. incompleta (157)",4,,2,2,,
"Superior univ. completa (158)",4,,2,1,1,
"No PEA (160)",20690,9187,4835,2799,2372,1497
"Sin nivel (161)",4141,404,484,852,1323,1078
"Educación inicial (162)",407,395,7,5,,
"Primaria (163)",12417,7481,2057,1574,917,388
"Secundaria (164)",3381,907,2033,309,110,22
"Superior no univ. incompleta (165)",162,,142,15,2,3
"Superior no univ. completa (166)",63,,34,21,7,1
"Superior univ. incompleta (167)",84,,69,10,4,1
"Superior univ. completa (168)",35,,9,13,9,4
