"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",65,4,5,9,24,23
"Primaria (033)",442,7,116,108,166,45
"Secundaria (034)",1034,8,681,252,84,9
"Superior no univ. incompleta (035)",108,,67,35,6,
"Superior no univ. completa (036)",125,,75,44,6,
"Superior univ. incompleta (037)",34,,23,11,,
"Superior univ. completa (038)",110,,60,46,4,
"No PEA (040)",39454,14907,11624,4823,4425,3675
"Sin nivel (041)",4209,151,69,301,1402,2286
"Educación inicial (042)",570,558,6,6,,
"Primaria (043)",17232,10400,1230,2061,2316,1225
"Secundaria (044)",13837,3798,7495,1872,552,120
"Superior no univ. incompleta (045)",1512,,1332,145,34,1
"Superior no univ. completa (046)",671,,428,194,36,13
"Superior univ. incompleta (047)",953,,844,79,24,6
"Superior univ. completa (048)",470,,220,165,61,24
,,,,,,
"URBANA (060)",22876,4846,7714,5590,3593,1133
"Sin nivel (061)",1015,32,32,139,411,401
"Educación inicial (062)",213,197,9,7,,
"Primaria (063)",7198,3204,505,1351,1608,530
"Secundaria (064)",8903,1413,4145,2225,981,139
"Superior no univ. incompleta (065)",1624,,1177,356,84,7
"Superior no univ. completa (066)",1445,,625,642,164,14
"Superior univ. incompleta (067)",1067,,769,201,89,8
"Superior univ. completa (068)",1411,,452,669,256,34
"PEA (070)",9917,251,3184,3685,2328,469
"Sin nivel (071)",415,1,11,71,188,144
"Educación inicial (072)",16,6,6,4,,
"Primaria (073)",2266,115,224,726,977,224
"Secundaria (074)",3970,129,1662,1423,684,72
"Superior no univ. incompleta (075)",750,,412,265,67,6
"Superior no univ. completa (076)",1040,,391,504,137,8
"Superior univ. incompleta (077)",400,,184,144,69,3
"Superior univ. completa (078)",1060,,294,548,206,12
"Ocupada (080)",9191,244,2818,3451,2226,452
"Sin nivel (081)",399,1,10,67,180,141
"Educación inicial (082)",16,6,6,4,,
"Primaria (083)",2130,112,197,686,920,215
"Secundaria (084)",3637,125,1467,1321,657,67
"Superior no univ. incompleta (085)",686,,378,240,62,6
"Superior no univ. completa (086)",970,,345,482,135,8
"Superior univ. incompleta (087)",372,,165,135,69,3
"Superior univ. completa (088)",981,,250,516,203,12
"Desocupada (090)",726,7,366,234,102,17
"Sin nivel (091)",16,,1,4,8,3
"Primaria (093)",136,3,27,40,57,9
"Secundaria (094)",333,4,195,102,27,5
"Superior no univ. incompleta (095)",64,,34,25,5,
"Superior no univ. completa (096)",70,,46,22,2,
"Superior univ. incompleta (097)",28,,19,9,,
"Superior univ. completa (098)",79,,44,32,3,
"No PEA (100)",12959,4595,4530,1905,1265,664
"Sin nivel (101)",600,31,21,68,223,257
"Educación inicial (102)",197,191,3,3,,
"Primaria (103)",4932,3089,281,625,631,306
"Secundaria (104)",4933,1284,2483,802,297,67
"Superior no univ. incompleta (105)",874,,765,91,17,1
"Superior no univ. completa (106)",405,,234,138,27,6
"Superior univ. incompleta (107)",667,,585,57,20,5
"Superior univ. completa (108)",351,,158,121,50,22
,,,,,,
"RURAL (120)",49938,10549,13559,9460,9956,6414
"Sin nivel (121)",6870,128,115,492,2561,3574
"Educación inicial (122)",388,369,8,11,,
"Primaria (123)",21935,7453,2215,3895,5715,2657
"Secundaria (124)",17946,2599,9534,4241,1423,149
"Superior no univ. incompleta (125)",1055,,776,219,56,4
"Superior no univ. completa (126)",802,,433,286,72,11
"Superior univ. incompleta (127)",473,,323,98,47,5
"Superior univ. completa (128)",469,,155,218,82,14
"PEA (130)",23443,237,6465,6542,6796,3403
"Sin nivel (131)",3261,8,67,259,1382,1545
"Educación inicial (132)",15,2,5,8,,
"Primaria (133)",9635,142,1266,2459,4030,1738
"Secundaria (134)",9042,85,4522,3171,1168,96
"Superior no univ. incompleta (135)",417,,209,165,39,4
"Superior no univ. completa (136)",536,,239,230,63,4
"Superior univ. incompleta (137)",187,,64,76,43,4
"Superior univ. completa (138)",350,,93,174,71,12
"Ocupada (140)",22251,225,5804,6271,6608,3343
"Sin nivel (141)",3212,4,63,254,1366,1525
"Educación inicial (142)",15,2,5,8,,
"Primaria (143)",9329,138,1177,2391,3921,1702
"Secundaria (144)",8341,81,4036,3021,1111,92
"Superior no univ. incompleta (145)",373,,176,155,38,4
"Superior no univ. completa (146)",481,,210,208,59,4
"Superior univ. incompleta (147)",181,,60,74,43,4
"Superior univ. completa (148)",319,,77,160,70,12
"Desocupada (150)",1192,12,661,271,188,60
"Sin nivel (151)",49,4,4,5,16,20
"Primaria (153)",306,4,89,68,109,36
"Secundaria (154)",701,4,486,150,57,4
"Superior no univ. incompleta (155)",44,,33,10,1,
"Superior no univ. completa (156)",55,,29,22,4,
"Superior univ. incompleta (157)",6,,4,2,,
"Superior univ. completa (158)",31,,16,14,1,
"No PEA (160)",26495,10312,7094,2918,3160,3011
"Sin nivel (161)",3609,120,48,233,1179,2029
"Educación inicial (162)",373,367,3,3,,
"Primaria (163)",12300,7311,949,1436,1685,919
"Secundaria (164)",8904,2514,5012,1070,255,53
"Superior no univ. incompleta (165)",638,,567,54,17,
"Superior no univ. completa (166)",266,,194,56,9,7
"Superior univ. incompleta (167)",286,,259,22,4,1
"Superior univ. completa (168)",119,,62,44,11,2
