"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Construcción (051)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",166,,57,74,28,7
"Comercio al por mayor (054)",12,,5,6,,1
"Comercio al por menor (055)",154,,52,68,28,6
"Hoteles y restaurantes (056)",129,3,52,40,28,6
"Trans., almac. y comunicaciones (057)",7,,2,1,2,2
"Activid.inmobil., empres. y alquileres (059)",3,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",12,,6,2,4,
"Enseñanza (061)",139,,23,83,33,
"Servicios sociales y de salud (062)",34,,18,11,5,
"Otras activ. serv.comun.soc y personales (063)",9,,3,5,1,
"Hogares privados con servicio doméstico (064)",85,1,49,20,11,4
"Actividad economica no especificada (066)",187,,59,49,50,29
,,,,,,
"URBANA (067)",2373,48,702,838,583,202
"Agric., ganadería, caza y silvicultura (068)",1402,41,390,428,371,172
"Explotación de minas y canteras (070)",8,,3,4,1,
"Industrias manufactureras (071)",39,1,16,13,6,3
"Construcción (073)",56,1,17,24,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",193,1,70,77,38,7
"Venta, mant.y rep. veh.autom.y motoc. (075)",6,,5,1,,
"Comercio al por mayor (076)",12,,6,6,,
"Comercio al por menor (077)",175,1,59,70,38,7
"Hoteles y restaurantes (078)",91,2,39,26,20,4
"Trans., almac. y comunicaciones (079)",45,,15,21,7,2
"Activid.inmobil., empres. y alquileres (081)",12,,5,6,1,
"Admin.pub. y defensa; p. segur.soc.afil (082)",79,,25,38,15,1
"Enseñanza (083)",269,,50,140,76,3
"Servicios sociales y de salud (084)",47,,21,21,5,
"Otras activ. serv.comun.soc y personales (085)",20,,6,10,4,
"Hogares privados con servicio doméstico (086)",22,2,15,4,1,
"Actividad economica no especificada (088)",90,,30,26,26,8
"Hombres (089)",1571,34,458,544,395,140
"Agric., ganadería, caza y silvicultura (090)",1016,30,284,301,276,125
"Explotación de minas y canteras (092)",8,,3,4,1,
"Industrias manufactureras (093)",33,1,14,11,4,3
"Construcción (095)",55,1,17,23,12,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",81,1,37,24,16,3
"Venta, mant.y rep. veh.autom.y motoc. (097)",6,,5,1,,
"Comercio al por mayor (098)",5,,4,1,,
"Comercio al por menor (099)",70,1,28,22,16,3
"Hoteles y restaurantes (100)",9,,8,,1,
"Trans., almac. y comunicaciones (101)",44,,15,21,7,1
"Activid.inmobil., empres. y alquileres (103)",10,,4,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (104)",70,,20,37,12,1
"Enseñanza (105)",171,,32,87,49,3
"Servicios sociales y de salud (106)",19,,7,11,1,
"Otras activ. serv.comun.soc y personales (107)",12,,4,5,3,
"Hogares privados con servicio doméstico (108)",3,1,1,,1,
"Actividad economica no especificada (110)",40,,12,15,11,2
"Mujeres (112)",802,14,244,294,188,62
"Agric., ganadería, caza y silvicultura (113)",386,11,106,127,95,47
"Industrias manufactureras (116)",6,,2,2,2,
"Construcción (118)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",112,,33,53,22,4
"Comercio al por mayor (121)",7,,2,5,,
"Comercio al por menor (122)",105,,31,48,22,4
"Hoteles y restaurantes (123)",82,2,31,26,19,4
"Trans., almac. y comunicaciones (124)",1,,,,,1
"Activid.inmobil., empres. y alquileres (126)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",9,,5,1,3,
"Enseñanza (128)",98,,18,53,27,
"Servicios sociales y de salud (129)",28,,14,10,4,
"Otras activ. serv.comun.soc y personales (130)",8,,2,5,1,
"Hogares privados con servicio doméstico (131)",19,1,14,4,,
"Actividad economica no especificada (133)",50,,18,11,15,6
,,,,,,
"RURAL (134)",7237,538,1956,2057,1896,790
"Agric., ganadería, caza y silvicultura (135)",6408,534,1657,1768,1705,744
"Explotación de minas y canteras (137)",8,,3,2,3,
"Industrias manufactureras (138)",54,1,20,12,15,6
"Construcción (140)",81,,22,26,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",123,1,56,38,20,8
"Venta, mant.y rep. veh.autom.y motoc. (142)",5,,4,,1,
"Comercio al por mayor (143)",6,,3,2,,1
"Comercio al por menor (144)",112,1,49,36,19,7
"Hoteles y restaurantes (145)",54,1,25,15,11,2
"Trans., almac. y comunicaciones (146)",47,,26,15,5,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",6,1,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",16,,2,7,7,
"Enseñanza (150)",152,,25,92,35,
"Servicios sociales y de salud (151)",17,,10,5,2,
"Otras activ. serv.comun.soc y personales (152)",13,,7,3,3,
"Hogares privados con servicio doméstico (153)",84,,44,22,14,4
"Actividad economica no especificada (155)",173,,58,47,44,24
"Hombres (156)",4791,293,1270,1388,1273,567
"Agric., ganadería, caza y silvicultura (157)",4334,291,1111,1223,1153,556
"Explotación de minas y canteras (159)",8,,3,2,3,
"Industrias manufactureras (160)",44,,14,11,15,4
"Construcción (162)",81,,22,26,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",69,1,32,17,14,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",5,,4,,1,
"Comercio al por mayor (165)",1,,,1,,
"Comercio al por menor (166)",63,1,28,16,13,5
"Hoteles y restaurantes (167)",7,,4,1,2,
"Trans., almac. y comunicaciones (168)",41,,24,14,3,
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",5,1,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,1,6,6,
"Enseñanza (172)",111,,20,62,29,
"Servicios sociales y de salud (173)",11,,6,4,1,
"Otras activ. serv.comun.soc y personales (174)",12,,6,3,3,
"Hogares privados con servicio doméstico (175)",18,,9,6,3,
"Actividad economica no especificada (177)",36,,17,9,9,1
"Mujeres (179)",2446,245,686,669,623,223
"Agric., ganadería, caza y silvicultura (180)",2074,243,546,545,552,188
"Industrias manufactureras (183)",10,1,6,1,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",54,,24,21,6,3
"Comercio al por mayor (188)",5,,3,1,,1
"Comercio al por menor (189)",49,,21,20,6,2
"Hoteles y restaurantes (190)",47,1,21,14,9,2
"Trans., almac. y comunicaciones (191)",6,,2,1,2,1
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,1,1,1,
"Enseñanza (195)",41,,5,30,6,
"Servicios sociales y de salud (196)",6,,4,1,1,
"Otras activ. serv.comun.soc y personales (197)",1,,1,,,
"Hogares privados con servicio doméstico (198)",66,,35,16,11,4
"Actividad economica no especificada (200)",137,,41,38,35,23
