"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",23,,11,8,4,
"Mujeres (045)",1206,24,469,471,216,26
"Agric., ganadería, caza y silvicultura (046)",221,6,59,72,69,15
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",10,,5,4,1,
"Industrias manufactureras (049)",18,,5,8,5,
"Suministro de electricidad, gas y agua (050)",4,,4,,,
"Construcción (051)",147,,92,50,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",219,6,75,97,35,6
"Venta, mant.y rep. veh.autom.y motoc. (053)",5,,1,3,1,
"Comercio al por mayor (054)",14,,5,5,4,
"Comercio al por menor (055)",200,6,69,89,30,6
"Hoteles y restaurantes (056)",217,6,90,75,44,2
"Trans., almac. y comunicaciones (057)",16,,10,6,,
"Intermediación financiera (058)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (059)",17,,8,8,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",52,,20,26,6,
"Enseñanza (061)",86,,13,55,18,
"Servicios sociales y de salud (062)",53,1,14,30,8,
"Otras activ. serv.comun.soc y personales (063)",39,1,18,8,12,
"Hogares privados con servicio doméstico (064)",44,3,28,10,3,
"Actividad economica no especificada (066)",57,1,24,20,9,3
,,,,,,
"URBANA (067)",3848,42,1401,1559,758,88
"Agric., ganadería, caza y silvicultura (068)",581,17,196,176,147,45
"Pesca (069)",11,,6,3,2,
"Explotación de minas y canteras (070)",339,,97,167,74,1
"Industrias manufactureras (071)",156,1,62,57,30,6
"Suministro de electricidad, gas y agua (072)",10,,8,2,,
"Construcción (073)",1274,3,510,557,192,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",330,7,107,134,70,12
"Venta, mant.y rep. veh.autom.y motoc. (075)",39,,17,10,10,2
"Comercio al por mayor (076)",31,,7,15,9,
"Comercio al por menor (077)",260,7,83,109,51,10
"Hoteles y restaurantes (078)",253,5,109,82,53,4
"Trans., almac. y comunicaciones (079)",218,1,100,80,36,1
"Intermediación financiera (080)",10,,4,5,1,
"Activid.inmobil., empres. y alquileres (081)",69,,24,32,12,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",195,,57,84,51,3
"Enseñanza (083)",153,,23,88,42,
"Servicios sociales y de salud (084)",78,1,15,42,20,
"Otras activ. serv.comun.soc y personales (085)",80,3,35,25,17,
"Hogares privados con servicio doméstico (086)",40,3,25,8,3,1
"Actividad economica no especificada (088)",51,1,23,17,8,2
"Hombres (089)",2924,22,1020,1195,613,74
"Agric., ganadería, caza y silvicultura (090)",519,13,180,156,129,41
"Pesca (091)",10,,5,3,2,
"Explotación de minas y canteras (092)",329,,92,163,73,1
"Industrias manufactureras (093)",142,1,59,50,26,6
"Suministro de electricidad, gas y agua (094)",6,,4,2,,
"Construcción (095)",1144,3,428,512,189,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",135,1,37,48,43,6
"Venta, mant.y rep. veh.autom.y motoc. (097)",36,,16,8,10,2
"Comercio al por mayor (098)",17,,2,10,5,
"Comercio al por menor (099)",82,1,19,30,28,4
"Hoteles y restaurantes (100)",59,1,25,19,12,2
"Trans., almac. y comunicaciones (101)",202,1,90,74,36,1
"Intermediación financiera (102)",5,,1,3,1,
"Activid.inmobil., empres. y alquileres (103)",52,,16,24,11,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",144,,38,58,45,3
"Enseñanza (105)",82,,13,43,26,
"Servicios sociales y de salud (106)",32,,5,15,12,
"Otras activ. serv.comun.soc y personales (107)",41,2,17,17,5,
"Hogares privados con servicio doméstico (108)",3,,1,1,,1
"Actividad economica no especificada (110)",19,,9,7,3,
"Mujeres (112)",924,20,381,364,145,14
"Agric., ganadería, caza y silvicultura (113)",62,4,16,20,18,4
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",10,,5,4,1,
"Industrias manufactureras (116)",14,,3,7,4,
"Suministro de electricidad, gas y agua (117)",4,,4,,,
"Construcción (118)",130,,82,45,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",195,6,70,86,27,6
"Venta, mant.y rep. veh.autom.y motoc. (120)",3,,1,2,,
"Comercio al por mayor (121)",14,,5,5,4,
"Comercio al por menor (122)",178,6,64,79,23,6
"Hoteles y restaurantes (123)",194,4,84,63,41,2
"Trans., almac. y comunicaciones (124)",16,,10,6,,
"Intermediación financiera (125)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (126)",17,,8,8,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",51,,19,26,6,
"Enseñanza (128)",71,,10,45,16,
"Servicios sociales y de salud (129)",46,1,10,27,8,
"Otras activ. serv.comun.soc y personales (130)",39,1,18,8,12,
"Hogares privados con servicio doméstico (131)",37,3,24,7,3,
"Actividad economica no especificada (133)",32,1,14,10,5,2
,,,,,,
"RURAL (134)",1693,16,501,617,446,113
"Agric., ganadería, caza y silvicultura (135)",1021,13,289,325,291,103
"Pesca (136)",2,,1,1,,
"Explotación de minas y canteras (137)",2,,,2,,
"Industrias manufactureras (138)",110,,41,44,21,4
"Suministro de electricidad, gas y agua (139)",1,,1,,,
"Construcción (140)",321,,101,139,80,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",53,,11,25,17,
"Venta, mant.y rep. veh.autom.y motoc. (142)",6,,2,2,2,
"Comercio al por mayor (143)",2,,,2,,
"Comercio al por menor (144)",45,,9,21,15,
"Hoteles y restaurantes (145)",26,3,7,13,3,
"Trans., almac. y comunicaciones (146)",41,,18,16,6,1
"Activid.inmobil., empres. y alquileres (148)",4,,1,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",18,,5,6,6,1
"Enseñanza (150)",38,,4,25,9,
"Servicios sociales y de salud (151)",13,,5,4,4,
"Otras activ. serv.comun.soc y personales (152)",7,,1,2,2,2
"Hogares privados con servicio doméstico (153)",7,,4,3,,
"Actividad economica no especificada (155)",29,,12,11,5,1
"Hombres (156)",1411,12,413,510,375,101
"Agric., ganadería, caza y silvicultura (157)",862,11,246,273,240,92
"Pesca (158)",2,,1,1,,
"Explotación de minas y canteras (159)",2,,,2,,
"Industrias manufactureras (160)",106,,39,43,20,4
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",304,,91,134,78,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",29,,6,14,9,
"Venta, mant.y rep. veh.autom.y motoc. (164)",4,,2,1,1,
"Comercio al por mayor (165)",2,,,2,,
"Comercio al por menor (166)",23,,4,11,8,
"Hoteles y restaurantes (167)",3,1,1,1,,
"Trans., almac. y comunicaciones (168)",41,,18,16,6,1
"Activid.inmobil., empres. y alquileres (170)",4,,1,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",17,,4,6,6,1
"Enseñanza (172)",23,,1,15,7,
"Servicios sociales y de salud (173)",6,,1,1,4,
"Otras activ. serv.comun.soc y personales (174)",7,,1,2,2,2
"Actividad economica no especificada (177)",4,,2,1,1,
"Mujeres (179)",282,4,88,107,71,12
"Agric., ganadería, caza y silvicultura (180)",159,2,43,52,51,11
"Industrias manufactureras (183)",4,,2,1,1,
"Construcción (185)",17,,10,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",24,,5,11,8,
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,,1,1,
"Comercio al por menor (189)",22,,5,10,7,
"Hoteles y restaurantes (190)",23,2,6,12,3,
"Admin.pub. y defensa; p. segur.soc.afil (194)",1,,1,,,
"Enseñanza (195)",15,,3,10,2,
"Servicios sociales y de salud (196)",7,,4,3,,
"Hogares privados con servicio doméstico (198)",7,,4,3,,
"Actividad economica no especificada (200)",25,,10,10,4,1
