"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",2,15,11,,73.3,,
"De 50 y más años (039)",3,5,5,,100,,
"No PEA (040)",9687,32687,27295,464,83.5,1.4,
"De 12 a 14 años (041)",1289,2,2,,100,,
"De 15 a 19 años (042)",1342,195,191,63,97.9,32.3,
"De 20 a 24 años (043)",842,881,861,105,97.7,11.9,
"De 25 a 29 años (044)",744,1563,1509,100,96.5,6.4,
"De 30 a 34 años (045)",720,2187,2059,107,94.1,4.9,
"De 35 a 39 años (046)",618,2406,2215,56,92.1,2.3,
"De 40 a 44 años (047)",580,2866,2604,23,90.9,0.8,
"De 45 a 49 años (048)",506,3066,2707,10,88.3,0.3,
"De 50 y más años (049)",3046,19521,15147,,77.6,,
,,,,,,,
"URBANA (060)",4591,14242,12161,223,85.4,1.6,
"De 12 a 14 años (061)",479,,,,,,
"De 15 a 19 años (062)",611,99,98,35,99,35.4,
"De 20 a 24 años (063)",414,387,379,41,97.9,10.6,
"De 25 a 29 años (064)",418,741,723,44,97.6,5.9,
"De 30 a 34 años (065)",448,1139,1074,55,94.3,4.8,
"De 35 a 39 años (066)",398,1384,1290,34,93.2,2.5,
"De 40 a 44 años (067)",339,1525,1385,11,90.8,0.7,
"De 45 a 49 años (068)",239,1302,1144,3,87.9,0.2,
"De 50 y más años (069)",1245,7665,6068,,79.2,,
"PEA (070)",1315,4071,3648,55,89.6,1.4,
"De 12 a 14 años (071)",16,,,,,,
"De 15 a 19 años (072)",73,22,22,7,100,31.8,
"De 20 a 24 años (073)",130,116,115,8,99.1,6.9,
"De 25 a 29 años (074)",166,226,223,11,98.7,4.9,
"De 30 a 34 años (075)",199,420,406,15,96.7,3.6,
"De 35 a 39 años (076)",176,542,509,10,93.9,1.8,
"De 40 a 44 años (077)",143,598,543,4,90.8,0.7,
"De 45 a 49 años (078)",102,418,374,,89.5,,
"De 50 y más años (079)",310,1729,1456,,84.2,,
"Ocupada (080)",1284,4029,3610,55,89.6,1.4,
"De 12 a 14 años (081)",16,,,,,,
"De 15 a 19 años (082)",68,22,22,7,100,31.8,
"De 20 a 24 años (083)",124,116,115,8,99.1,6.9,
"De 25 a 29 años (084)",156,211,209,11,99.1,5.2,
"De 30 a 34 años (085)",196,417,403,15,96.6,3.6,
"De 35 a 39 años (086)",174,537,504,10,93.9,1.9,
"De 40 a 44 años (087)",140,587,533,4,90.8,0.7,
"De 45 a 49 años (088)",101,410,368,,89.8,,
"De 50 y más años (089)",309,1729,1456,,84.2,,
"Desocupada (090)",31,42,38,,90.5,,
"De 15 a 19 años (092)",5,,,,,,
"De 20 a 24 años (093)",6,,,,,,
"De 25 a 29 años (094)",10,15,14,,93.3,,
"De 30 a 34 años (095)",3,3,3,,100,,
"De 35 a 39 años (096)",2,5,5,,100,,
"De 40 a 44 años (097)",3,11,10,,90.9,,
"De 45 a 49 años (098)",1,8,6,,75,,
"De 50 y más años (099)",1,,,,,,
"No PEA (100)",3276,10171,8513,168,83.7,1.7,
"De 12 a 14 años (101)",463,,,,,,
"De 15 a 19 años (102)",538,77,76,28,98.7,36.4,
"De 20 a 24 años (103)",284,271,264,33,97.4,12.2,
"De 25 a 29 años (104)",252,515,500,33,97.1,6.4,
"De 30 a 34 años (105)",249,719,668,40,92.9,5.6,
"De 35 a 39 años (106)",222,842,781,24,92.8,2.9,
"De 40 a 44 años (107)",196,927,842,7,90.8,0.8,
"De 45 a 49 años (108)",137,884,770,3,87.1,0.3,
"De 50 y más años (109)",935,5936,4612,,77.7,,
,,,,,,,
"RURAL (120)",8500,30032,25207,407,83.9,1.4,
"De 12 a 14 años (121)",871,5,5,,100,,
"De 15 a 19 años (122)",993,164,160,47,97.6,28.7,
"De 20 a 24 años (123)",833,881,862,96,97.8,10.9,
"De 25 a 29 años (124)",740,1512,1448,98,95.8,6.5,
"De 30 a 34 años (125)",676,2067,1945,90,94.1,4.4,
"De 35 a 39 años (126)",605,2371,2169,41,91.5,1.7,
"De 40 a 44 años (127)",594,2961,2679,25,90.5,0.8,
"De 45 a 49 años (128)",540,3153,2769,10,87.8,0.3,
"De 50 y más años (129)",2648,16918,13170,,77.8,,
"PEA (130)",2089,7516,6425,110,85.5,1.5,
"De 12 a 14 años (131)",45,3,3,,100,,
"De 15 a 19 años (132)",189,46,45,12,97.8,26.1,
"De 20 a 24 años (133)",275,271,265,23,97.8,8.5,
"De 25 a 29 años (134)",248,464,439,31,94.6,6.7,
"De 30 a 34 años (135)",205,599,554,23,92.5,3.8,
"De 35 a 39 años (136)",209,807,735,9,91.1,1.1,
"De 40 a 44 años (137)",210,1022,917,9,89.7,0.9,
"De 45 a 49 años (138)",171,971,832,3,85.7,0.3,
"De 50 y más años (139)",537,3333,2635,,79.1,,
"Ocupada (140)",2056,7479,6390,110,85.4,1.5,
"De 12 a 14 años (141)",43,3,3,,100,,
"De 15 a 19 años (142)",182,44,43,12,97.7,27.3,
"De 20 a 24 años (143)",265,268,262,23,97.8,8.6,
"De 25 a 29 años (144)",243,461,436,31,94.6,6.7,
"De 30 a 34 años (145)",201,594,549,23,92.4,3.9,
"De 35 a 39 años (146)",208,803,731,9,91,1.1,
"De 40 a 44 años (147)",209,1014,909,9,89.6,0.9,
"De 45 a 49 años (148)",170,964,827,3,85.8,0.3,
"De 50 y más años (149)",535,3328,2630,,79,,
"Desocupada (150)",33,37,35,,94.6,,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",7,2,2,,100,,
"De 20 a 24 años (153)",10,3,3,,100,,
"De 25 a 29 años (154)",5,3,3,,100,,
"De 30 a 34 años (155)",4,5,5,,100,,
"De 35 a 39 años (156)",1,4,4,,100,,
"De 40 a 44 años (157)",1,8,8,,100,,
"De 45 a 49 años (158)",1,7,5,,71.4,,
"De 50 y más años (159)",2,5,5,,100,,
"No PEA (160)",6411,22516,18782,297,83.4,1.3,
"De 12 a 14 años (161)",826,2,2,,100,,
"De 15 a 19 años (162)",804,118,115,35,97.5,29.7,
"De 20 a 24 años (163)",558,610,597,73,97.9,12,
"De 25 a 29 años (164)",492,1048,1009,67,96.3,6.4,
"De 30 a 34 años (165)",471,1468,1391,67,94.8,4.6,
"De 35 a 39 años (166)",396,1564,1434,32,91.7,2,
"De 40 a 44 años (167)",384,1939,1762,16,90.9,0.8,
"De 45 a 49 años (168)",369,2182,1937,7,88.8,0.3,
"De 50 y más años (169)",2111,13585,10535,,77.5,,
