"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",5261,2877,368,481,1535
"Sin nivel (061)",319,247,7,14,51
"Educación inicial (062)",6,4,,,2
"Primaria (063)",1333,959,70,49,255
"Secundaria (064)",1489,821,79,108,481
"Superior no univ. incompleta (065)",411,196,34,37,144
"Superior no univ. completa (066)",932,366,89,122,355
"Superior univ. incompleta (067)",172,83,14,27,48
"Superior univ. completa (068)",599,201,75,124,199
"De 06 a 14 años (070)",58,53,4,1,
"Educación inicial (072)",1,1,,,
"Primaria (073)",35,31,3,1,
"Secundaria (074)",22,21,1,,
"De 15 a 29 años (080)",1581,834,112,123,512
"Sin nivel (081)",29,21,2,3,3
"Educación inicial (082)",4,3,,,1
"Primaria (083)",304,207,22,14,61
"Secundaria (084)",618,336,36,46,200
"Superior no univ. incompleta (085)",177,82,15,17,63
"Superior no univ. completa (086)",310,132,25,24,129
"Superior univ. incompleta (087)",36,20,1,3,12
"Superior univ. completa (088)",103,33,11,16,43
"De 30 a 44 años (090)",2127,1000,160,233,734
"Sin nivel (091)",117,75,3,3,36
"Educación inicial (092)",1,,,,1
"Primaria (093)",432,276,20,15,121
"Secundaria (094)",548,273,34,45,196
"Superior no univ. incompleta (095)",166,76,14,14,62
"Superior no univ. completa (096)",435,141,45,64,185
"Superior univ. incompleta (097)",99,42,8,20,29
"Superior univ. completa (098)",329,117,36,72,104
"De 45 a 64 años (100)",1216,739,86,115,276
"Sin nivel (101)",118,100,2,6,10
"Primaria (103)",409,308,20,14,67
"Secundaria (104)",273,167,8,17,81
"Superior no univ. incompleta (105)",57,28,5,5,19
"Superior no univ. completa (106)",168,76,19,33,40
"Superior univ. incompleta (107)",33,17,5,4,7
"Superior univ. completa (108)",158,43,27,36,52
"De 65 y más años (110)",279,251,6,9,13
"Sin nivel (111)",55,51,,2,2
"Primaria (113)",153,137,5,5,6
"Secundaria (114)",28,24,,,4
"Superior no univ. incompleta (115)",11,10,,1,
"Superior no univ. completa (116)",19,17,,1,1
"Superior univ. incompleta (117)",4,4,,,
"Superior univ. completa (118)",9,8,1,,
,,,,,
"RURAL (120)",10160,7572,362,323,1903
"Sin nivel (121)",1177,1110,30,17,20
"Educación inicial (122)",3,2,,,1
"Primaria (123)",5507,5080,159,81,187
"Secundaria (124)",1835,1102,99,89,545
"Superior no univ. incompleta (125)",310,80,14,27,189
"Superior no univ. completa (126)",782,115,37,46,584
"Superior univ. incompleta (127)",149,32,5,14,98
"Superior univ. completa (128)",397,51,18,49,279
"De 06 a 14 años (130)",174,170,4,,
"Sin nivel (131)",26,25,1,,
"Primaria (133)",135,133,2,,
"Secundaria (134)",13,12,1,,
"De 15 a 29 años (140)",3618,2631,165,123,699
"Sin nivel (141)",136,127,3,4,2
"Educación inicial (142)",2,1,,,1
"Primaria (143)",1913,1742,67,37,67
"Secundaria (144)",940,637,65,39,199
"Superior no univ. incompleta (145)",138,40,4,11,83
"Superior no univ. completa (146)",337,52,18,20,247
"Superior univ. incompleta (147)",38,15,2,3,18
"Superior univ. completa (148)",114,17,6,9,82
"De 30 a 44 años (150)",3420,2232,134,144,910
"Sin nivel (151)",337,308,10,5,14
"Educación inicial (152)",1,1,,,
"Primaria (153)",1659,1508,60,27,64
"Secundaria (154)",644,318,27,37,262
"Superior no univ. incompleta (155)",140,28,10,14,88
"Superior no univ. completa (156)",347,36,16,22,273
"Superior univ. incompleta (157)",85,12,3,10,60
"Superior univ. completa (158)",207,21,8,29,149
"De 45 a 64 años (160)",2081,1690,49,55,287
"Sin nivel (161)",373,351,10,8,4
"Primaria (163)",1269,1171,26,16,56
"Secundaria (164)",224,122,6,13,83
"Superior no univ. incompleta (165)",31,11,,2,18
"Superior no univ. completa (166)",92,22,3,4,63
"Superior univ. incompleta (167)",26,5,,1,20
"Superior univ. completa (168)",66,8,4,11,43
"De 65 y más años (170)",867,849,10,1,7
"Sin nivel (171)",305,299,6,,
"Primaria (173)",531,526,4,1,
"Secundaria (174)",14,13,,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",6,5,,,1
"Superior univ. completa (178)",10,5,,,5
