"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",7419,6003,515,466,435
"Sin nivel (061)",578,554,18,4,2
"Educación inicial (062)",16,16,,,
"Primaria (063)",2933,2733,111,57,32
"Secundaria (064)",1651,1412,88,65,86
"Superior no univ. incompleta (065)",364,277,35,26,26
"Superior no univ. completa (066)",1143,670,158,170,145
"Superior univ. incompleta (067)",146,78,21,21,26
"Superior univ. completa (068)",588,263,84,123,118
"De 06 a 14 años (070)",176,171,1,4,
"Sin nivel (071)",13,13,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",118,116,,2,
"Secundaria (074)",43,40,1,2,
"De 15 a 29 años (080)",2058,1648,186,106,118
"Sin nivel (081)",64,55,9,,
"Educación inicial (082)",9,9,,,
"Primaria (083)",574,515,35,13,11
"Secundaria (084)",719,606,51,29,33
"Superior no univ. incompleta (085)",185,150,19,11,5
"Superior no univ. completa (086)",344,230,48,32,34
"Superior univ. incompleta (087)",46,26,7,5,8
"Superior univ. completa (088)",117,57,17,16,27
"De 30 a 44 años (090)",2652,1954,240,252,206
"Sin nivel (091)",159,150,7,1,1
"Educación inicial (092)",5,5,,,
"Primaria (093)",850,774,47,21,8
"Secundaria (094)",551,476,21,22,32
"Superior no univ. incompleta (095)",122,89,10,10,13
"Superior no univ. completa (096)",613,313,99,117,84
"Superior univ. incompleta (097)",57,27,10,10,10
"Superior univ. completa (098)",295,120,46,71,58
"De 45 a 64 años (100)",1924,1648,78,98,100
"Sin nivel (101)",219,215,,3,1
"Primaria (103)",1016,962,23,21,10
"Secundaria (104)",300,256,15,10,19
"Superior no univ. incompleta (105)",50,32,6,5,7
"Superior no univ. completa (106)",158,101,11,20,26
"Superior univ. incompleta (107)",36,21,3,5,7
"Superior univ. completa (108)",145,61,20,34,30
"De 65 y más años (110)",609,582,10,6,11
"Sin nivel (111)",123,121,2,,
"Primaria (113)",375,366,6,,3
"Secundaria (114)",38,34,,2,2
"Superior no univ. incompleta (115)",7,6,,,1
"Superior no univ. completa (116)",28,26,,1,1
"Superior univ. incompleta (117)",7,4,1,1,1
"Superior univ. completa (118)",31,25,1,2,3
,,,,,
"RURAL (120)",21134,20444,441,156,93
"Sin nivel (121)",3031,2988,37,3,3
"Educación inicial (122)",37,35,2,,
"Primaria (123)",14726,14345,271,94,16
"Secundaria (124)",2856,2725,73,29,29
"Superior no univ. incompleta (125)",115,98,10,4,3
"Superior no univ. completa (126)",167,119,16,8,24
"Superior univ. incompleta (127)",82,68,4,6,4
"Superior univ. completa (128)",120,66,28,12,14
"De 06 a 14 años (130)",862,841,19,1,1
"Sin nivel (131)",122,119,3,,
"Educación inicial (132)",8,7,1,,
"Primaria (133)",656,640,15,1,
"Secundaria (134)",76,75,,,1
"De 15 a 29 años (140)",7766,7437,205,82,42
"Sin nivel (141)",396,387,5,2,2
"Educación inicial (142)",26,25,1,,
"Primaria (143)",5436,5244,135,53,4
"Secundaria (144)",1711,1635,45,17,14
"Superior no univ. incompleta (145)",64,56,6,1,1
"Superior no univ. completa (146)",82,55,8,5,14
"Superior univ. incompleta (147)",29,22,3,1,3
"Superior univ. completa (148)",22,13,2,3,4
"De 30 a 44 años (150)",6167,5956,127,47,37
"Sin nivel (151)",896,884,11,,1
"Educación inicial (152)",3,3,,,
"Primaria (153)",4326,4222,71,25,8
"Secundaria (154)",769,730,21,8,10
"Superior no univ. incompleta (155)",36,30,3,2,1
"Superior no univ. completa (156)",59,40,7,2,10
"Superior univ. incompleta (157)",27,21,1,4,1
"Superior univ. completa (158)",51,26,13,6,6
"De 45 a 64 años (160)",4491,4382,73,24,12
"Sin nivel (161)",994,977,16,1,
"Primaria (163)",3132,3078,37,13,4
"Secundaria (164)",268,255,6,4,3
"Superior no univ. incompleta (165)",13,11,,1,1
"Superior no univ. completa (166)",23,21,1,1,
"Superior univ. incompleta (167)",17,16,,1,
"Superior univ. completa (168)",44,24,13,3,4
"De 65 y más años (170)",1848,1828,17,2,1
"Sin nivel (171)",623,621,2,,
"Primaria (173)",1176,1161,13,2,
"Secundaria (174)",32,30,1,,1
"Superior no univ. incompleta (175)",2,1,1,,
"Superior no univ. completa (176)",3,3,,,
"Superior univ. incompleta (177)",9,9,,,
"Superior univ. completa (178)",3,3,,,
