"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",14,,9,3,1,1
"Actividad economica no especificada (043)",318,1,119,102,74,22
"Mujeres (045)",3093,51,890,1020,785,347
"Agric., ganadería, caza y silvicultura (046)",1752,44,407,459,539,303
"Pesca (047)",1,,,1,,
"Explotación de minas y canteras (048)",21,,12,8,1,
"Industrias manufactureras (049)",48,1,18,17,9,3
"Suministro de electricidad, gas y agua (050)",4,,1,3,,
"Construcción (051)",36,,17,11,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",249,2,86,82,65,14
"Venta, mant.y rep. veh.autom.y motoc. (053)",5,,2,2,1,
"Comercio al por mayor (054)",6,,1,,4,1
"Comercio al por menor (055)",238,2,83,80,60,13
"Hoteles y restaurantes (056)",86,1,32,28,22,3
"Trans., almac. y comunicaciones (057)",19,,8,8,3,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",29,,17,9,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",117,,53,45,18,1
"Enseñanza (061)",426,,101,263,62,
"Servicios sociales y de salud (062)",63,,27,28,8,
"Otras activ. serv.comun.soc y personales (063)",23,1,13,6,3,
"Hogares privados con servicio doméstico (064)",41,2,30,2,3,4
"Actividad economica no especificada (066)",177,,67,50,44,16
,,,,,,
"URBANA (067)",4643,50,1342,1592,1136,523
"Agric., ganadería, caza y silvicultura (068)",2255,39,501,600,664,451
"Pesca (069)",12,,2,4,6,
"Explotación de minas y canteras (070)",12,,4,7,1,
"Industrias manufactureras (071)",102,3,36,39,17,7
"Suministro de electricidad, gas y agua (072)",27,,9,15,3,
"Construcción (073)",383,,174,132,66,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",294,4,108,92,74,16
"Venta, mant.y rep. veh.autom.y motoc. (075)",29,,15,10,4,
"Comercio al por mayor (076)",9,,2,2,4,1
"Comercio al por menor (077)",256,4,91,80,66,15
"Hoteles y restaurantes (078)",73,1,27,24,18,3
"Trans., almac. y comunicaciones (079)",110,1,60,31,16,2
"Intermediación financiera (080)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (081)",58,,17,26,11,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",378,,125,160,84,9
"Enseñanza (083)",530,,102,329,97,2
"Servicios sociales y de salud (084)",89,,34,42,13,
"Otras activ. serv.comun.soc y personales (085)",38,1,22,10,4,1
"Hogares privados con servicio doméstico (086)",42,1,31,4,4,2
"Actividad economica no especificada (088)",238,,89,77,57,15
"Hombres (089)",3016,35,862,1016,747,356
"Agric., ganadería, caza y silvicultura (090)",1505,29,333,395,435,313
"Pesca (091)",12,,2,4,6,
"Explotación de minas y canteras (092)",12,,4,7,1,
"Industrias manufactureras (093)",66,2,22,26,11,5
"Suministro de electricidad, gas y agua (094)",23,,8,12,3,
"Construcción (095)",366,,166,127,63,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",121,3,45,44,25,4
"Venta, mant.y rep. veh.autom.y motoc. (097)",25,,13,9,3,
"Comercio al por mayor (098)",5,,1,2,2,
"Comercio al por menor (099)",91,3,31,33,20,4
"Hoteles y restaurantes (100)",15,,8,5,2,
"Trans., almac. y comunicaciones (101)",99,1,54,28,14,2
"Intermediación financiera (102)",1,,,,1,
"Activid.inmobil., empres. y alquileres (103)",40,,7,19,10,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",304,,90,131,75,8
"Enseñanza (105)",238,,35,145,56,2
"Servicios sociales y de salud (106)",41,,13,19,9,
"Otras activ. serv.comun.soc y personales (107)",22,,13,5,3,1
"Hogares privados con servicio doméstico (108)",12,,9,2,1,
"Actividad economica no especificada (110)",139,,53,47,32,7
"Mujeres (112)",1627,15,480,576,389,167
"Agric., ganadería, caza y silvicultura (113)",750,10,168,205,229,138
"Industrias manufactureras (116)",36,1,14,13,6,2
"Suministro de electricidad, gas y agua (117)",4,,1,3,,
"Construcción (118)",17,,8,5,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",173,1,63,48,49,12
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,2,1,1,
"Comercio al por mayor (121)",4,,1,,2,1
"Comercio al por menor (122)",165,1,60,47,46,11
"Hoteles y restaurantes (123)",58,1,19,19,16,3
"Trans., almac. y comunicaciones (124)",11,,6,3,2,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",18,,10,7,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",74,,35,29,9,1
"Enseñanza (128)",292,,67,184,41,
"Servicios sociales y de salud (129)",48,,21,23,4,
"Otras activ. serv.comun.soc y personales (130)",16,1,9,5,1,
"Hogares privados con servicio doméstico (131)",30,1,22,2,3,2
"Actividad economica no especificada (133)",99,,36,30,25,8
,,,,,,
"RURAL (134)",5558,86,1497,1815,1449,711
"Agric., ganadería, caza y silvicultura (135)",3404,82,736,887,1048,651
"Pesca (136)",88,,35,31,20,2
"Explotación de minas y canteras (137)",530,,236,249,43,2
"Industrias manufactureras (138)",50,,24,17,7,2
"Suministro de electricidad, gas y agua (139)",5,,2,1,2,
"Construcción (140)",353,,109,147,83,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",144,1,40,67,31,5
"Venta, mant.y rep. veh.autom.y motoc. (142)",12,,5,6,1,
"Comercio al por mayor (143)",11,,2,4,4,1
"Comercio al por menor (144)",121,1,33,57,26,4
"Hoteles y restaurantes (145)",45,,21,16,8,
"Trans., almac. y comunicaciones (146)",86,,26,45,14,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",66,,29,24,10,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",232,,67,106,54,5
"Enseñanza (150)",239,,47,134,58,
"Servicios sociales y de salud (151)",28,,12,10,6,
"Otras activ. serv.comun.soc y personales (152)",17,1,7,5,4,
"Hogares privados con servicio doméstico (153)",13,1,8,1,,3
"Actividad economica no especificada (155)",257,1,97,75,61,23
"Hombres (156)",4092,50,1087,1371,1053,531
"Agric., ganadería, caza y silvicultura (157)",2402,48,497,633,738,486
"Pesca (158)",87,,35,30,20,2
"Explotación de minas y canteras (159)",509,,224,241,42,2
"Industrias manufactureras (160)",38,,20,13,4,1
"Suministro de electricidad, gas y agua (161)",5,,2,1,2,
"Construcción (162)",334,,100,141,81,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",68,,17,33,15,3
"Venta, mant.y rep. veh.autom.y motoc. (164)",11,,5,5,1,
"Comercio al por mayor (165)",9,,2,4,2,1
"Comercio al por menor (166)",48,,10,24,12,2
"Hoteles y restaurantes (167)",17,,8,7,2,
"Trans., almac. y comunicaciones (168)",78,,24,40,13,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",55,,22,22,8,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",189,,49,90,45,5
"Enseñanza (172)",105,,13,55,37,
"Servicios sociales y de salud (173)",13,,6,5,2,
"Otras activ. serv.comun.soc y personales (174)",10,1,3,4,2,
"Hogares privados con servicio doméstico (175)",2,,,1,,1
"Actividad economica no especificada (177)",179,1,66,55,42,15
"Mujeres (179)",1466,36,410,444,396,180
"Agric., ganadería, caza y silvicultura (180)",1002,34,239,254,310,165
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",21,,12,8,1,
"Industrias manufactureras (183)",12,,4,4,3,1
"Construcción (185)",19,,9,6,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",76,1,23,34,16,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",2,,,,2,
"Comercio al por menor (189)",73,1,23,33,14,2
"Hoteles y restaurantes (190)",28,,13,9,6,
"Trans., almac. y comunicaciones (191)",8,,2,5,1,
"Activid.inmobil., empres. y alquileres (193)",11,,7,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",43,,18,16,9,
"Enseñanza (195)",134,,34,79,21,
"Servicios sociales y de salud (196)",15,,6,5,4,
"Otras activ. serv.comun.soc y personales (197)",7,,4,1,2,
"Hogares privados con servicio doméstico (198)",11,1,8,,,2
"Actividad economica no especificada (200)",78,,31,20,19,8
