"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",4200,616,7,1878,1376,104,134,31,54
"Pesca (046)",3,,,1,1,1,,,
"Explotación de minas y canteras (047)",4,,,2,,1,,,1
"Industrias manufactureras (048)",238,7,,70,100,14,29,8,10
"Suministro de electricidad, gas y agua (049)",2,,,,,,1,,1
"Construcción (050)",16,,,4,7,,1,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1158,38,,272,473,98,150,56,71
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,1,3,1,2,1,1
"Comercio al por mayor (053)",36,1,,7,10,3,7,5,3
"Comercio al por menor (054)",1113,37,,264,460,94,141,50,67
"Hoteles y restaurantes (055)",421,30,,114,195,38,23,14,7
"Trans., almac. y comunicaciones (056)",55,,,2,22,8,16,2,5
"Intermediación financiera (057)",6,,,,1,,3,1,1
"Activid.inmobil., empres. y de alquiler (058)",89,,,1,16,5,21,10,36
"Admin.pub. y defensa; p. segur.soc.afil (059)",93,,,5,27,9,16,7,29
"Enseñanza (060)",575,,,,11,23,287,17,237
"Servicios sociales y de salud (061)",139,2,,4,14,10,43,11,55
"Otras activ. serv.comun.soc y personales (062)",145,15,,25,52,16,20,5,12
"Hogares privados con servicio doméstico (063)",287,23,1,72,149,21,14,2,5
"Actividad economica no especificada (065)",235,21,,69,88,14,23,8,12
,,,,,,,,,
"URBANA (066)",12055,550,13,2660,4883,805,1389,517,1238
"Agric., ganadería, caza y silvicultura (067)",4634,396,8,1547,2044,179,243,87,130
"Pesca (068)",11,,,2,4,2,1,1,1
"Explotación de minas y canteras (069)",122,,,4,68,13,12,5,20
"Industrias manufactureras (070)",1232,37,2,344,551,90,64,87,57
"Suministro de electricidad, gas y agua (071)",20,,,1,5,2,6,1,5
"Construcción (072)",529,4,,67,302,48,48,20,40
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1689,40,,313,699,167,223,103,144
"Venta, mant.y rep. veh.autom.y motoc. (074)",159,1,,15,56,28,35,11,13
"Comercio al por mayor (075)",57,1,,8,20,8,7,6,7
"Comercio al por menor (076)",1473,38,,290,623,131,181,86,124
"Hoteles y restaurantes (077)",526,26,1,134,249,46,30,26,14
"Trans., almac. y comunicaciones (078)",773,3,,63,469,70,74,34,60
"Intermediación financiera (079)",11,,,,3,1,3,2,2
"Activid.inmobil., empres. y de alquiler (080)",302,,,7,70,37,52,37,99
"Admin.pub. y defensa; p. segur.soc.afil (081)",272,,,8,55,24,73,27,85
"Enseñanza (082)",1007,,,,35,38,432,46,456
"Servicios sociales y de salud (083)",188,2,,7,22,8,50,22,77
"Otras activ. serv.comun.soc y personales (084)",254,15,,45,87,47,30,6,24
"Hogares privados con servicio doméstico (085)",159,10,1,32,88,14,12,,2
"Actividad economica no especificada (087)",326,17,1,86,132,19,36,13,22
"Hombres (088)",7154,132,6,1289,3244,533,772,379,799
"Agric., ganadería, caza y silvicultura (089)",2546,78,2,691,1338,113,153,67,104
"Pesca (090)",8,,,1,3,1,1,1,1
"Explotación de minas y canteras (091)",122,,,4,68,13,12,5,20
"Industrias manufactureras (092)",1041,31,2,285,470,79,45,81,48
"Suministro de electricidad, gas y agua (093)",19,,,1,5,2,5,1,5
"Construcción (094)",516,4,,65,296,48,47,19,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",709,9,,85,298,84,97,54,82
"Venta, mant.y rep. veh.autom.y motoc. (096)",150,1,,14,53,27,33,10,12
"Comercio al por mayor (097)",29,,,2,12,5,3,2,5
"Comercio al por menor (098)",530,8,,69,233,52,61,42,65
"Hoteles y restaurantes (099)",159,1,1,31,78,15,10,13,10
"Trans., almac. y comunicaciones (100)",734,3,,62,454,64,63,33,55
"Intermediación financiera (101)",7,,,,2,1,1,2,1
"Activid.inmobil., empres. y de alquiler (102)",226,,,6,57,32,35,29,67
"Admin.pub. y defensa; p. segur.soc.afil (103)",195,,,4,33,17,62,21,58
"Enseñanza (104)",521,,,,27,18,191,30,255
"Servicios sociales y de salud (105)",79,,,3,9,2,20,15,30
"Otras activ. serv.comun.soc y personales (106)",130,3,,23,40,35,13,3,13
"Hogares privados con servicio doméstico (107)",11,,,2,6,1,2,,
"Actividad economica no especificada (109)",131,3,1,26,60,8,15,5,13
"Mujeres (110)",4901,418,7,1371,1639,272,617,138,439
"Agric., ganadería, caza y silvicultura (111)",2088,318,6,856,706,66,90,20,26
"Pesca (112)",3,,,1,1,1,,,
"Industrias manufactureras (114)",191,6,,59,81,11,19,6,9
"Suministro de electricidad, gas y agua (115)",1,,,,,,1,,
"Construcción (116)",13,,,2,6,,1,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",980,31,,228,401,83,126,49,62
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,1,3,1,2,1,1
"Comercio al por mayor (119)",28,1,,6,8,3,4,4,2
"Comercio al por menor (120)",943,30,,221,390,79,120,44,59
"Hoteles y restaurantes (121)",367,25,,103,171,31,20,13,4
"Trans., almac. y comunicaciones (122)",39,,,1,15,6,11,1,5
"Intermediación financiera (123)",4,,,,1,,2,,1
"Activid.inmobil., empres. y de alquiler (124)",76,,,1,13,5,17,8,32
"Admin.pub. y defensa; p. segur.soc.afil (125)",77,,,4,22,7,11,6,27
"Enseñanza (126)",486,,,,8,20,241,16,201
"Servicios sociales y de salud (127)",109,2,,4,13,6,30,7,47
"Otras activ. serv.comun.soc y personales (128)",124,12,,22,47,12,17,3,11
"Hogares privados con servicio doméstico (129)",148,10,1,30,82,13,10,,2
"Actividad economica no especificada (131)",195,14,,60,72,11,21,8,9
,,,,,,,,,
"RURAL (132)",6982,419,2,2237,3207,272,431,122,292
"Agric., ganadería, caza y silvicultura (133)",5003,375,2,1938,2265,130,143,57,93
"Pesca (134)",4,,,,3,1,,,
"Explotación de minas y canteras (135)",114,,,23,70,5,9,2,5
"Industrias manufactureras (136)",200,2,,31,122,12,26,3,4
"Suministro de electricidad, gas y agua (137)",11,,,,6,,3,1,1
"Construcción (138)",205,,,35,136,11,13,3,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",373,11,,72,157,36,61,14,22
"Venta, mant.y rep. veh.autom.y motoc. (140)",49,,,1,16,9,19,2,2
"Comercio al por mayor (141)",12,,,2,3,,4,2,1
"Comercio al por menor (142)",312,11,,69,138,27,38,10,19
"Hoteles y restaurantes (143)",81,5,,19,39,8,4,3,3
"Trans., almac. y comunicaciones (144)",292,,,32,198,24,24,6,8
"Intermediación financiera (145)",3,,,,,,2,1,
"Activid.inmobil., empres. y de alquiler (146)",67,,,7,29,6,8,7,10
"Admin.pub. y defensa; p. segur.soc.afil (147)",79,,,4,33,3,12,10,17
"Enseñanza (148)",208,,,2,14,6,92,4,90
"Servicios sociales y de salud (149)",53,,,,3,8,19,6,17
"Otras activ. serv.comun.soc y personales (150)",52,3,,6,21,10,6,3,3
"Hogares privados con servicio doméstico (151)",146,14,,46,69,8,4,2,3
"Actividad economica no especificada (153)",91,9,,22,42,4,5,,9
"Hombres (154)",4217,85,1,1089,2314,182,267,87,192
"Agric., ganadería, caza y silvicultura (155)",2891,77,1,916,1595,92,99,46,65
"Pesca (156)",4,,,,3,1,,,
"Explotación de minas y canteras (157)",110,,,21,70,4,9,2,4
"Industrias manufactureras (158)",153,1,,20,103,9,16,1,3
"Suministro de electricidad, gas y agua (159)",10,,,,6,,3,1,
"Construcción (160)",202,,,33,135,11,13,3,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",195,4,,28,85,21,37,7,13
"Venta, mant.y rep. veh.autom.y motoc. (162)",49,,,1,16,9,19,2,2
"Comercio al por mayor (163)",4,,,1,1,,1,1,
"Comercio al por menor (164)",142,4,,26,68,12,17,4,11
"Hoteles y restaurantes (165)",27,,,8,15,1,1,2,
"Trans., almac. y comunicaciones (166)",276,,,31,191,22,19,5,8
"Intermediación financiera (167)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (168)",54,,,7,26,6,4,5,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",63,,,3,28,1,7,9,15
"Enseñanza (170)",119,,,2,11,3,46,3,54
"Servicios sociales y de salud (171)",23,,,,2,4,6,2,9
"Otras activ. serv.comun.soc y personales (172)",31,,,3,16,6,3,1,2
"Hogares privados con servicio doméstico (173)",7,1,,4,2,,,,
"Actividad economica no especificada (175)",51,2,,13,26,1,3,,6
"Mujeres (176)",2765,334,1,1148,893,90,164,35,100
"Agric., ganadería, caza y silvicultura (177)",2112,298,1,1022,670,38,44,11,28
"Explotación de minas y canteras (179)",4,,,2,,1,,,1
"Industrias manufactureras (180)",47,1,,11,19,3,10,2,1
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,1
"Construcción (182)",3,,,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",178,7,,44,72,15,24,7,9
"Comercio al por mayor (185)",8,,,1,2,,3,1,1
"Comercio al por menor (186)",170,7,,43,70,15,21,6,8
"Hoteles y restaurantes (187)",54,5,,11,24,7,3,1,3
"Trans., almac. y comunicaciones (188)",16,,,1,7,2,5,1,
"Intermediación financiera (189)",2,,,,,,1,1,
"Activid.inmobil., empres. y de alquiler (190)",13,,,,3,,4,2,4
"Admin.pub. y defensa; p. segur.soc.afil (191)",16,,,1,5,2,5,1,2
"Enseñanza (192)",89,,,,3,3,46,1,36
"Servicios sociales y de salud (193)",30,,,,1,4,13,4,8
"Otras activ. serv.comun.soc y personales (194)",21,3,,3,5,4,3,2,1
"Hogares privados con servicio doméstico (195)",139,13,,42,67,8,4,2,3
"Actividad economica no especificada (197)",40,7,,9,16,3,2,,3
