"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Trans., almac. y comunicaciones (144)",97,,,,5,,,,81,11,,
"Activid.inmobil., empres. y alquileres (146)",11,,1,1,1,2,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",65,4,1,4,18,1,,,1,33,3,
"Enseñanza (148)",702,15,681,1,,,,,4,1,,
"Servicios sociales y de salud (149)",123,,24,86,4,4,,1,2,2,,
"Otras activ. serv.comun.soc y personales (150)",108,,,12,,,,,,96,,
"Hogares privados con servicio doméstico (151)",619,,,,,,,,,619,,
"Actividad economica no especificada (153)",571,,1,,1,,,,,,,569
"Hombres (154)",25159,16,471,84,30,163,14170,164,187,9687,3,184
"Agric., ganadería, caza y silvicultura (155)",23617,,,10,,,14169,,2,9436,,
"Pesca (156)",1,,,,,,1,,,,,
"Explotación de minas y canteras (157)",5,,,,,,,,,5,,
"Industrias manufactureras (158)",151,,,2,2,,,143,1,3,,
"Suministro de electricidad, gas y agua (159)",13,,,,,,,10,,3,,
"Construcción (160)",192,,2,,1,,,2,94,93,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",214,,1,4,1,146,,8,2,52,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",8,,1,,1,5,,1,,,,
"Comercio al por mayor (163)",9,,,,,9,,,,,,
"Comercio al por menor (164)",197,,,4,,132,,7,2,52,,
"Hoteles y restaurantes (165)",14,,,,1,10,,,,3,,
"Trans., almac. y comunicaciones (166)",96,,,,5,,,,81,10,,
"Activid.inmobil., empres. y alquileres (168)",7,,1,1,1,2,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",58,3,1,4,15,1,,,1,30,3,
"Enseñanza (170)",471,13,452,1,,,,,4,1,,
"Servicios sociales y de salud (171)",77,,13,51,4,4,,1,2,2,,
"Otras activ. serv.comun.soc y personales (172)",41,,,11,,,,,,30,,
"Hogares privados con servicio doméstico (173)",17,,,,,,,,,17,,
"Actividad economica no especificada (175)",185,,1,,,,,,,,,184
"Mujeres (176)",4240,3,240,37,4,163,840,99,1,2468,,385
"Agric., ganadería, caza y silvicultura (177)",2574,,,,,,840,,,1734,,
"Explotación de minas y canteras (179)",3,,,,,,,,,3,,
"Industrias manufactureras (180)",100,,,,,,,99,1,,,
"Construcción (182)",3,,,,,,,,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",130,,,1,,100,,,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,,,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",125,,,,,96,,,,29,,
"Hoteles y restaurantes (187)",86,,,,,63,,,,23,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",4,,,,,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,1,,,3,,,,,3,,
"Enseñanza (192)",231,2,229,,,,,,,,,
"Servicios sociales y de salud (193)",46,,11,35,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",67,,,1,,,,,,66,,
"Hogares privados con servicio doméstico (195)",602,,,,,,,,,602,,
"Actividad economica no especificada (197)",386,,,,1,,,,,,,385
