"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2497,1542,102,228,625
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",448,365,28,17,38
,,,,,
"URBANA (036)",33112,19162,4675,3234,6041
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",67,2,10,16,39
"Profes., científicos e intelectuales (038)",1518,445,276,470,327
"Técnicos de nivel medio y trab. asimilados (039)",1499,634,197,224,444
"Jefes y empleados de oficina (040)",1487,341,148,243,755
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4102,3502,300,151,149
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5185,3856,1099,151,79
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4590,1521,431,600,2038
"Obreros construc.,conf.,papel, fab., instr. (044)",3929,3062,390,237,240
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9747,5255,1750,1092,1650
"Otra (046)",226,,,,226
"Ocupación no especificada (047)",762,544,74,50,94
"Hombres (048)",24583,14103,4118,2375,3987
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",51,1,7,10,33
"Profes., científicos e intelectuales (050)",655,169,106,217,163
"Técnicos de nivel medio y trab. asimilados (051)",1016,401,148,180,287
"Jefes y empleados de oficina (052)",757,137,84,145,391
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1793,1345,204,115,129
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5111,3802,1086,145,78
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3500,1311,400,430,1359
"Obreros construc.,conf.,papel, fab., instr. (056)",3844,3003,384,232,225
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7320,3754,1653,868,1045
"Otra (058)",221,,,,221
"Ocupación no especificada (059)",315,180,46,33,56
"Mujeres (060)",8529,5059,557,859,2054
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,1,3,6,6
"Profes., científicos e intelectuales (062)",863,276,170,253,164
"Técnicos de nivel medio y trab. asimilados (063)",483,233,49,44,157
"Jefes y empleados de oficina (064)",730,204,64,98,364
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2309,2157,96,36,20
"Agricult.trabaj.calif.agrop.y pesqueros (066)",74,54,13,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1090,210,31,170,679
"Obreros construc.,conf.,papel, fab., instr. (068)",85,59,6,5,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2427,1501,97,224,605
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",447,364,28,17,38
,,,,,
"RURAL (072)",1490,1031,135,110,214
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,,3
"Profes., científicos e intelectuales (074)",25,13,3,7,2
"Técnicos de nivel medio y trab. asimilados (075)",16,3,3,1,9
"Jefes y empleados de oficina (076)",40,2,2,6,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",103,83,5,12,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",442,424,17,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",146,41,14,23,68
"Obreros construc.,conf.,papel, fab., instr. (080)",95,60,16,10,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",609,404,73,51,81
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",8,1,2,,5
"Hombres (084)",1311,919,126,89,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",7,3,,3,1
"Técnicos de nivel medio y trab. asimilados (087)",13,2,3,,8
"Jefes y empleados de oficina (088)",32,,1,3,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",59,39,5,12,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",438,420,17,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",117,32,14,14,57
"Obreros construc.,conf.,papel, fab., instr. (092)",95,60,16,10,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",539,363,68,47,61
"Otra (094)",3,,,,3
"Ocupación no especificada (095)",7,,2,,5
"Mujeres (096)",179,112,9,21,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",18,10,3,4,1
"Técnicos de nivel medio y trab. asimilados (099)",3,1,,1,1
"Jefes y empleados de oficina (100)",8,2,1,3,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",44,44,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",4,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",29,9,,9,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",70,41,5,4,20
"Ocupación no especificada (107)",1,1,,,
