"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",3167,478,808,945,936
"Servicios sociales y de salud (039)",870,240,60,77,493
"Otras activ. serv.comun.soc y personales (040)",2042,1434,319,206,83
"Hogares privados con servicio doméstico (041)",250,250,,,
"Organiz. y organos extraterritoriales (042)",8,,2,2,4
"Actividad economica no especificada (043)",3358,2134,485,367,372
"Mujeres (044)",41001,30550,3527,2973,3951
"Agric., ganadería, caza y silvicultura (045)",4542,4107,311,95,29
"Pesca (046)",66,64,1,,1
"Explotación de minas y canteras (047)",26,11,1,,14
"Industrias manufactureras (048)",2536,2117,181,137,101
"Suministro de electricidad, gas y agua (049)",31,12,2,8,9
"Construcción (050)",222,68,27,108,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",11749,10785,715,215,34
"Venta, mant.y rep. veh.autom y motoc. (052)",306,201,72,26,7
"Comercio al por mayor (053)",371,271,47,26,27
"Comercio al por menor (054)",11072,10313,596,163,
"Hoteles y restaurantes (055)",5237,4512,507,169,49
"Trans., almac. y comunicaciones (056)",613,426,81,79,27
"Intermediación financiera (057)",157,35,19,70,33
"Activid.inmobil., empres. y alquileres (058)",1796,802,366,356,272
"Admin.pub. y defensa; p. segur soc.afil (059)",1297,,,,1297
"Enseñanza (060)",3972,677,839,1401,1055
"Servicios sociales y de salud (061)",1273,293,87,72,821
"Otras activ. serv.comun.soc y personales (062)",1558,1290,146,86,36
"Hogares privados con servicio doméstico (063)",3609,3609,,,
"Organiz. y organos extraterritoriales (064)",2,,1,,1
"Actividad economica no especificada (065)",2315,1742,243,177,153
,,,,,
"URBANA (066)",103090,69565,12286,9615,11624
"Agric., ganadería, caza y silvicultura (067)",8382,6478,1278,402,224
"Pesca (068)",956,830,105,12,9
"Explotación de minas y canteras (069)",218,35,13,14,156
"Industrias manufactureras (070)",10836,6091,1805,1729,1211
"Suministro de electricidad, gas y agua (071)",284,120,19,72,73
"Construcción (072)",5313,3199,1025,857,232
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",25855,22560,2284,828,183
"Venta, mant.y rep. veh.autom y motoc. (074)",3153,2359,511,189,94
"Comercio al por mayor (075)",1337,831,257,160,89
"Comercio al por menor (076)",21365,19370,1516,479,
"Hoteles y restaurantes (077)",6887,5698,822,290,77
"Trans., almac. y comunicaciones (078)",13502,11072,1127,782,521
"Intermediación financiera (079)",414,89,43,200,82
"Activid.inmobil., empres. y alquileres (080)",5452,2363,1033,1167,889
"Admin.pub. y defensa; p. segur soc.afil (081)",4045,,,,4045
"Enseñanza (082)",6764,1005,1464,2313,1982
"Servicios sociales y de salud (083)",2078,487,146,148,1297
"Otras activ. serv.comun.soc y personales (084)",3523,2675,450,282,116
"Hogares privados con servicio doméstico (085)",3628,3628,,,
"Organiz. y organos extraterritoriales (086)",10,,3,2,5
"Actividad economica no especificada (087)",4943,3235,669,517,522
"Hombres (088)",66575,43231,8945,6703,7696
"Agric., ganadería, caza y silvicultura (089)",6766,5177,1065,327,197
"Pesca (090)",894,770,104,12,8
"Explotación de minas y canteras (091)",201,33,12,14,142
"Industrias manufactureras (092)",8669,4333,1629,1597,1110
"Suministro de electricidad, gas y agua (093)",253,108,17,64,64
"Construcción (094)",5092,3132,998,749,213
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",14372,12036,1574,613,149
"Venta, mant.y rep. veh.autom y motoc. (096)",2848,2159,439,163,87
"Comercio al por mayor (097)",970,564,210,134,62
"Comercio al por menor (098)",10554,9313,925,316,
"Hoteles y restaurantes (099)",1814,1331,325,130,28
"Trans., almac. y comunicaciones (100)",12893,10650,1046,703,494
"Intermediación financiera (101)",257,54,24,130,49
"Activid.inmobil., empres. y alquileres (102)",3665,1567,669,812,617
"Admin.pub. y defensa; p. segur soc.afil (103)",2757,,,,2757
"Enseñanza (104)",2936,396,677,931,932
"Servicios sociales y de salud (105)",839,223,59,76,481
"Otras activ. serv.comun.soc y personales (106)",1984,1396,307,199,82
"Hogares privados con servicio doméstico (107)",224,224,,,
"Organiz. y organos extraterritoriales (108)",8,,2,2,4
"Actividad economica no especificada (109)",2951,1801,437,344,369
"Mujeres (110)",36515,26334,3341,2912,3928
"Agric., ganadería, caza y silvicultura (111)",1616,1301,213,75,27
"Pesca (112)",62,60,1,,1
"Explotación de minas y canteras (113)",17,2,1,,14
"Industrias manufactureras (114)",2167,1758,176,132,101
"Suministro de electricidad, gas y agua (115)",31,12,2,8,9
"Construcción (116)",221,67,27,108,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",11483,10524,710,215,34
"Venta, mant.y rep. veh.autom y motoc. (118)",305,200,72,26,7
"Comercio al por mayor (119)",367,267,47,26,27
"Comercio al por menor (120)",10811,10057,591,163,
"Hoteles y restaurantes (121)",5073,4367,497,160,49
"Trans., almac. y comunicaciones (122)",609,422,81,79,27
"Intermediación financiera (123)",157,35,19,70,33
"Activid.inmobil., empres. y alquileres (124)",1787,796,364,355,272
"Admin.pub. y defensa; p. segur soc.afil (125)",1288,,,,1288
"Enseñanza (126)",3828,609,787,1382,1050
"Servicios sociales y de salud (127)",1239,264,87,72,816
"Otras activ. serv.comun.soc y personales (128)",1539,1279,143,83,34
"Hogares privados con servicio doméstico (129)",3404,3404,,,
"Organiz. y organos extraterritoriales (130)",2,,1,,1
"Actividad economica no especificada (131)",1992,1434,232,173,153
,,,,,
"RURAL (132)",18012,16399,1097,360,156
"Agric., ganadería, caza y silvicultura (133)",14299,13402,681,205,11
"Pesca (134)",200,197,2,1,
"Explotación de minas y canteras (135)",47,41,4,2,
"Industrias manufactureras (136)",734,626,67,27,14
"Suministro de electricidad, gas y agua (137)",2,,1,1,
"Construcción (138)",139,82,28,24,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",573,549,22,1,1
"Venta, mant.y rep. veh.autom y motoc. (140)",31,28,2,,1
"Comercio al por mayor (141)",17,16,1,,
"Comercio al por menor (142)",525,505,19,1,
"Hoteles y restaurantes (143)",191,168,13,10,
"Trans., almac. y comunicaciones (144)",207,192,12,2,1
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",54,25,9,15,5
"Admin.pub. y defensa; p. segur soc.afil (147)",87,,,,87
"Enseñanza (148)",375,150,183,33,9
"Servicios sociales y de salud (149)",65,46,1,1,17
"Otras activ. serv.comun.soc y personales (150)",77,49,15,10,3
"Hogares privados con servicio doméstico (151)",231,231,,,
"Actividad economica no especificada (153)",730,641,59,27,3
"Hombres (154)",13526,12183,911,299,133
"Agric., ganadería, caza y silvicultura (155)",11373,10596,583,185,9
"Pesca (156)",196,193,2,1,
"Explotación de minas y canteras (157)",38,32,4,2,
"Industrias manufactureras (158)",365,267,62,22,14
"Suministro de electricidad, gas y agua (159)",2,,1,1,
"Construcción (160)",138,81,28,24,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",307,288,17,1,1
"Venta, mant.y rep. veh.autom y motoc. (162)",30,27,2,,1
"Comercio al por mayor (163)",13,12,1,,
"Comercio al por menor (164)",264,249,14,1,
"Hoteles y restaurantes (165)",27,23,3,1,
"Trans., almac. y comunicaciones (166)",203,188,12,2,1
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",45,19,7,14,5
"Admin.pub. y defensa; p. segur soc.afil (169)",78,,,,78
"Enseñanza (170)",231,82,131,14,4
"Servicios sociales y de salud (171)",31,17,1,1,12
"Otras activ. serv.comun.soc y personales (172)",58,38,12,7,1
"Hogares privados con servicio doméstico (173)",26,26,,,
"Actividad economica no especificada (175)",407,333,48,23,3
"Mujeres (176)",4486,4216,186,61,23
"Agric., ganadería, caza y silvicultura (177)",2926,2806,98,20,2
"Pesca (178)",4,4,,,
"Explotación de minas y canteras (179)",9,9,,,
"Industrias manufactureras (180)",369,359,5,5,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",266,261,5,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",261,256,5,,
"Hoteles y restaurantes (187)",164,145,10,9,
"Trans., almac. y comunicaciones (188)",4,4,,,
"Activid.inmobil., empres. y alquileres (190)",9,6,2,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",9,,,,9
"Enseñanza (192)",144,68,52,19,5
"Servicios sociales y de salud (193)",34,29,,,5
"Otras activ. serv.comun.soc y personales (194)",19,11,3,3,2
"Hogares privados con servicio doméstico (195)",205,205,,,
"Actividad economica no especificada (197)",323,308,11,4,
