"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",423,322,38,46,17
"Mujeres (044)",12690,11844,434,100,312
"Agric., ganadería, caza y silvicultura (045)",8655,8381,258,5,11
"Pesca (046)",29,29,,,
"Explotación de minas y canteras (047)",2,,1,1,
"Industrias manufactureras (048)",322,299,17,4,2
"Suministro de electricidad, gas y agua (049)",2,,,,2
"Construcción (050)",12,9,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2199,2136,59,4,
"Venta, mant.y rep. veh.autom y motoc. (052)",24,19,5,,
"Comercio al por mayor (053)",37,34,2,1,
"Comercio al por menor (054)",2138,2083,52,3,
"Hoteles y restaurantes (055)",358,339,19,,
"Trans., almac. y comunicaciones (056)",37,29,5,2,1
"Intermediación financiera (057)",3,2,1,,
"Activid.inmobil., empres. y alquileres (058)",38,22,4,4,8
"Admin.pub. y defensa; p. segur soc.afil (059)",110,,,,110
"Enseñanza (060)",296,79,55,69,93
"Servicios sociales y de salud (061)",88,11,,3,74
"Otras activ. serv.comun.soc y personales (062)",42,36,4,1,1
"Hogares privados con servicio doméstico (063)",100,100,,,
"Actividad economica no especificada (065)",397,372,10,6,9
,,,,,
"URBANA (066)",9191,7030,580,406,1175
"Agric., ganadería, caza y silvicultura (067)",2035,1918,112,4,1
"Pesca (068)",8,6,2,,
"Explotación de minas y canteras (069)",9,1,1,2,5
"Industrias manufactureras (070)",404,340,24,30,10
"Suministro de electricidad, gas y agua (071)",19,1,3,10,5
"Construcción (072)",326,218,38,51,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2939,2834,93,12,
"Venta, mant.y rep. veh.autom y motoc. (074)",186,166,17,3,
"Comercio al por mayor (075)",63,57,4,2,
"Comercio al por menor (076)",2690,2611,72,7,
"Hoteles y restaurantes (077)",438,410,27,1,
"Trans., almac. y comunicaciones (078)",634,545,51,13,25
"Intermediación financiera (079)",10,5,1,3,1
"Activid.inmobil., empres. y alquileres (080)",145,97,20,8,20
"Admin.pub. y defensa; p. segur soc.afil (081)",590,,,,590
"Enseñanza (082)",828,145,143,208,332
"Servicios sociales y de salud (083)",166,26,4,4,132
"Otras activ. serv.comun.soc y personales (084)",159,107,28,12,12
"Hogares privados con servicio doméstico (085)",74,74,,,
"Actividad economica no especificada (087)",407,303,33,48,23
"Hombres (088)",5386,3779,395,315,897
"Agric., ganadería, caza y silvicultura (089)",1246,1180,62,3,1
"Pesca (090)",8,6,2,,
"Explotación de minas y canteras (091)",7,1,,1,5
"Industrias manufactureras (092)",269,221,13,27,8
"Suministro de electricidad, gas y agua (093)",17,1,3,10,3
"Construcción (094)",316,211,37,50,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1144,1087,49,8,
"Venta, mant.y rep. veh.autom y motoc. (096)",163,148,12,3,
"Comercio al por mayor (097)",27,24,2,1,
"Comercio al por menor (098)",954,915,35,4,
"Hoteles y restaurantes (099)",135,121,13,1,
"Trans., almac. y comunicaciones (100)",601,520,46,11,24
"Intermediación financiera (101)",7,3,,3,1
"Activid.inmobil., empres. y alquileres (102)",113,79,16,5,13
"Admin.pub. y defensa; p. segur soc.afil (103)",491,,,,491
"Enseñanza (104)",574,90,100,141,243
"Servicios sociales y de salud (105)",89,22,4,1,62
"Otras activ. serv.comun.soc y personales (106)",119,73,24,11,11
"Hogares privados con servicio doméstico (107)",13,13,,,
"Actividad economica no especificada (109)",237,151,26,43,17
"Mujeres (110)",3805,3251,185,91,278
"Agric., ganadería, caza y silvicultura (111)",789,738,50,1,
"Explotación de minas y canteras (113)",2,,1,1,
"Industrias manufactureras (114)",135,119,11,3,2
"Suministro de electricidad, gas y agua (115)",2,,,,2
"Construcción (116)",10,7,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1795,1747,44,4,
"Venta, mant.y rep. veh.autom y motoc. (118)",23,18,5,,
"Comercio al por mayor (119)",36,33,2,1,
"Comercio al por menor (120)",1736,1696,37,3,
"Hoteles y restaurantes (121)",303,289,14,,
"Trans., almac. y comunicaciones (122)",33,25,5,2,1
"Intermediación financiera (123)",3,2,1,,
"Activid.inmobil., empres. y alquileres (124)",32,18,4,3,7
"Admin.pub. y defensa; p. segur soc.afil (125)",99,,,,99
"Enseñanza (126)",254,55,43,67,89
"Servicios sociales y de salud (127)",77,4,,3,70
"Otras activ. serv.comun.soc y personales (128)",40,34,4,1,1
"Hogares privados con servicio doméstico (129)",61,61,,,
"Actividad economica no especificada (131)",170,152,7,5,6
,,,,,
"RURAL (132)",22251,21209,706,96,240
"Agric., ganadería, caza y silvicultura (133)",19467,18951,490,6,20
"Pesca (134)",158,151,7,,
"Explotación de minas y canteras (135)",9,5,1,1,2
"Industrias manufactureras (136)",296,280,13,2,1
"Suministro de electricidad, gas y agua (137)",2,,,1,1
"Construcción (138)",300,249,29,16,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",716,684,28,4,
"Venta, mant.y rep. veh.autom y motoc. (140)",61,54,4,3,
"Comercio al por mayor (141)",8,5,2,1,
"Comercio al por menor (142)",647,625,22,,
"Hoteles y restaurantes (143)",77,70,7,,
"Trans., almac. y comunicaciones (144)",244,223,15,4,2
"Activid.inmobil., empres. y alquileres (146)",52,27,1,22,2
"Admin.pub. y defensa; p. segur soc.afil (147)",145,,,,145
"Enseñanza (148)",264,101,97,33,33
"Servicios sociales y de salud (149)",41,14,,2,25
"Otras activ. serv.comun.soc y personales (150)",26,22,3,1,
"Hogares privados con servicio doméstico (151)",41,41,,,
"Actividad economica no especificada (153)",413,391,15,4,3
"Hombres (154)",13366,12616,457,87,206
"Agric., ganadería, caza y silvicultura (155)",11601,11308,282,2,9
"Pesca (156)",129,122,7,,
"Explotación de minas y canteras (157)",9,5,1,1,2
"Industrias manufactureras (158)",109,100,7,1,1
"Suministro de electricidad, gas y agua (159)",2,,,1,1
"Construcción (160)",298,247,29,16,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",312,295,13,4,
"Venta, mant.y rep. veh.autom y motoc. (162)",60,53,4,3,
"Comercio al por mayor (163)",7,4,2,1,
"Comercio al por menor (164)",245,238,7,,
"Hoteles y restaurantes (165)",22,20,2,,
"Trans., almac. y comunicaciones (166)",240,219,15,4,2
"Activid.inmobil., empres. y alquileres (168)",46,23,1,21,1
"Admin.pub. y defensa; p. segur soc.afil (169)",134,,,,134
"Enseñanza (170)",222,77,85,31,29
"Servicios sociales y de salud (171)",30,7,,2,21
"Otras activ. serv.comun.soc y personales (172)",24,20,3,1,
"Hogares privados con servicio doméstico (173)",2,2,,,
"Actividad economica no especificada (175)",186,171,12,3,
"Mujeres (176)",8885,8593,249,9,34
"Agric., ganadería, caza y silvicultura (177)",7866,7643,208,4,11
"Pesca (178)",29,29,,,
"Industrias manufactureras (180)",187,180,6,1,
"Construcción (182)",2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",404,389,15,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",402,387,15,,
"Hoteles y restaurantes (187)",55,50,5,,
"Trans., almac. y comunicaciones (188)",4,4,,,
"Activid.inmobil., empres. y alquileres (190)",6,4,,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",42,24,12,2,4
"Servicios sociales y de salud (193)",11,7,,,4
"Otras activ. serv.comun.soc y personales (194)",2,2,,,
"Hogares privados con servicio doméstico (195)",39,39,,,
"Actividad economica no especificada (197)",227,220,3,1,3
