"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",4877,3937,366,225,349
"Agric., ganadería, caza y silvicultura (045)",1065,1044,19,1,1
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",6,3,1,1,1
"Industrias manufactureras (048)",199,189,4,3,3
"Suministro de electricidad, gas y agua (049)",3,,1,2,
"Construcción (050)",5,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",716,692,20,4,
"Venta, mant.y rep. veh.autom y motoc. (052)",3,3,,,
"Comercio al por mayor (053)",38,34,3,1,
"Comercio al por menor (054)",675,655,17,3,
"Hoteles y restaurantes (055)",416,382,32,2,
"Trans., almac. y comunicaciones (056)",12,9,1,2,
"Intermediación financiera (057)",5,3,,,2
"Activid.inmobil., empres. y alquileres (058)",79,37,15,16,11
"Admin.pub. y defensa; p. segur soc.afil (059)",130,,,,130
"Enseñanza (060)",868,407,181,173,107
"Servicios sociales y de salud (061)",139,32,18,7,82
"Otras activ. serv.comun.soc y personales (062)",80,67,9,3,1
"Hogares privados con servicio doméstico (063)",378,378,,,
"Actividad economica no especificada (065)",775,688,65,11,11
,,,,,
"URBANA (066)",5694,4063,575,371,685
"Agric., ganadería, caza y silvicultura (067)",1229,1144,67,16,2
"Pesca (068)",3,2,,1,
"Explotación de minas y canteras (069)",30,17,7,2,4
"Industrias manufactureras (070)",165,150,6,6,3
"Suministro de electricidad, gas y agua (071)",16,1,3,11,1
"Construcción (072)",222,156,48,15,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1165,1137,22,6,
"Venta, mant.y rep. veh.autom y motoc. (074)",45,44,,1,
"Comercio al por mayor (075)",64,60,2,2,
"Comercio al por menor (076)",1056,1033,20,3,
"Hoteles y restaurantes (077)",396,349,44,3,
"Trans., almac. y comunicaciones (078)",248,216,19,13,
"Intermediación financiera (079)",9,5,1,,3
"Activid.inmobil., empres. y alquileres (080)",154,72,29,32,21
"Admin.pub. y defensa; p. segur soc.afil (081)",384,,,,384
"Enseñanza (082)",939,350,265,240,84
"Servicios sociales y de salud (083)",142,30,25,7,80
"Otras activ. serv.comun.soc y personales (084)",118,85,22,6,5
"Hogares privados con servicio doméstico (085)",175,175,,,
"Actividad economica no especificada (087)",299,174,17,13,95
"Hombres (088)",3660,2630,370,201,459
"Agric., ganadería, caza y silvicultura (089)",1144,1069,59,15,1
"Pesca (090)",3,2,,1,
"Explotación de minas y canteras (091)",30,17,7,2,4
"Industrias manufactureras (092)",131,120,5,3,3
"Suministro de electricidad, gas y agua (093)",15,1,3,10,1
"Construcción (094)",220,154,48,15,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",671,654,13,4,
"Venta, mant.y rep. veh.autom y motoc. (096)",43,42,,1,
"Comercio al por mayor (097)",38,37,,1,
"Comercio al por menor (098)",590,575,13,2,
"Hoteles y restaurantes (099)",105,87,16,2,
"Trans., almac. y comunicaciones (100)",239,210,18,11,
"Intermediación financiera (101)",4,2,1,,1
"Activid.inmobil., empres. y alquileres (102)",97,44,21,18,14
"Admin.pub. y defensa; p. segur soc.afil (103)",277,,,,277
"Enseñanza (104)",426,129,147,110,40
"Servicios sociales y de salud (105)",52,18,9,,25
"Otras activ. serv.comun.soc y personales (106)",65,42,14,5,4
"Hogares privados con servicio doméstico (107)",6,6,,,
"Actividad economica no especificada (109)",175,75,9,5,86
"Mujeres (110)",2034,1433,205,170,226
"Agric., ganadería, caza y silvicultura (111)",85,75,8,1,1
"Industrias manufactureras (114)",34,30,1,3,
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",494,483,9,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",26,23,2,1,
"Comercio al por menor (120)",466,458,7,1,
"Hoteles y restaurantes (121)",291,262,28,1,
"Trans., almac. y comunicaciones (122)",9,6,1,2,
"Intermediación financiera (123)",5,3,,,2
"Activid.inmobil., empres. y alquileres (124)",57,28,8,14,7
"Admin.pub. y defensa; p. segur soc.afil (125)",107,,,,107
"Enseñanza (126)",513,221,118,130,44
"Servicios sociales y de salud (127)",90,12,16,7,55
"Otras activ. serv.comun.soc y personales (128)",53,43,8,1,1
"Hogares privados con servicio doméstico (129)",169,169,,,
"Actividad economica no especificada (131)",124,99,8,8,9
,,,,,
"RURAL (132)",30074,28516,1021,183,354
"Agric., ganadería, caza y silvicultura (133)",25849,25325,492,28,4
"Pesca (134)",9,8,1,,
"Explotación de minas y canteras (135)",374,258,87,13,16
"Industrias manufactureras (136)",360,337,15,4,4
"Suministro de electricidad, gas y agua (137)",63,39,14,10,
"Construcción (138)",390,256,100,28,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",569,538,29,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",24,20,4,,
"Comercio al por mayor (141)",26,24,2,,
"Comercio al por menor (142)",519,494,23,2,
"Hoteles y restaurantes (143)",174,165,8,1,
"Trans., almac. y comunicaciones (144)",221,208,6,5,2
"Activid.inmobil., empres. y alquileres (146)",51,25,14,6,6
"Admin.pub. y defensa; p. segur soc.afil (147)",127,,,,127
"Enseñanza (148)",640,288,142,70,140
"Servicios sociales y de salud (149)",87,36,5,1,45
"Otras activ. serv.comun.soc y personales (150)",54,44,3,6,1
"Hogares privados con servicio doméstico (151)",220,220,,,
"Actividad economica no especificada (153)",886,769,105,9,3
"Hombres (154)",27231,26012,860,128,231
"Agric., ganadería, caza y silvicultura (155)",24869,24356,481,28,4
"Pesca (156)",8,7,1,,
"Explotación de minas y canteras (157)",368,255,86,12,15
"Industrias manufactureras (158)",195,178,12,4,1
"Suministro de electricidad, gas y agua (159)",61,39,13,9,
"Construcción (160)",387,253,100,28,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",347,329,18,,
"Venta, mant.y rep. veh.autom y motoc. (162)",23,19,4,,
"Comercio al por mayor (163)",14,13,1,,
"Comercio al por menor (164)",310,297,13,,
"Hoteles y restaurantes (165)",49,45,4,,
"Trans., almac. y comunicaciones (166)",218,205,6,5,2
"Activid.inmobil., empres. y alquileres (168)",29,16,7,4,2
"Admin.pub. y defensa; p. segur soc.afil (169)",104,,,,104
"Enseñanza (170)",285,102,79,27,77
"Servicios sociales y de salud (171)",38,16,3,1,18
"Otras activ. serv.comun.soc y personales (172)",27,20,2,4,1
"Hogares privados con servicio doméstico (173)",11,11,,,
"Actividad economica no especificada (175)",235,180,48,6,1
"Mujeres (176)",2843,2504,161,55,123
"Agric., ganadería, caza y silvicultura (177)",980,969,11,,
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",6,3,1,1,1
"Industrias manufactureras (180)",165,159,3,,3
"Suministro de electricidad, gas y agua (181)",2,,1,1,
"Construcción (182)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",222,209,11,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",12,11,1,,
"Comercio al por menor (186)",209,197,10,2,
"Hoteles y restaurantes (187)",125,120,4,1,
"Trans., almac. y comunicaciones (188)",3,3,,,
"Activid.inmobil., empres. y alquileres (190)",22,9,7,2,4
"Admin.pub. y defensa; p. segur soc.afil (191)",23,,,,23
"Enseñanza (192)",355,186,63,43,63
"Servicios sociales y de salud (193)",49,20,2,,27
"Otras activ. serv.comun.soc y personales (194)",27,24,1,2,
"Hogares privados con servicio doméstico (195)",209,209,,,
"Actividad economica no especificada (197)",651,589,57,3,2
