"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3338,2087,413,545,293
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",270,235,14,13,8
,,,,,
"URBANA (036)",22281,14616,3039,2889,1737
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",51,3,10,17,21
"Profes., científicos e intelectuales (038)",1772,482,400,612,278
"Técnicos de nivel medio y trab. asimilados (039)",854,478,104,106,166
"Jefes y empleados de oficina (040)",736,216,95,147,278
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3656,3276,223,109,48
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1503,1246,199,48,10
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1253,1080,100,38,35
"Obreros construc.,conf.,papel, fab., instr. (044)",2637,2151,267,125,94
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9375,5373,1616,1666,720
"Otra (046)",73,,,,73
"Ocupación no especificada (047)",371,311,25,21,14
"Hombres (048)",15338,10038,2329,1925,1046
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",34,2,4,13,15
"Profes., científicos e intelectuales (050)",776,208,183,277,108
"Técnicos de nivel medio y trab. asimilados (051)",556,336,80,71,69
"Jefes y empleados de oficina (052)",342,82,43,77,140
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1805,1558,131,79,37
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1418,1174,187,47,10
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1074,917,91,35,31
"Obreros construc.,conf.,papel, fab., instr. (056)",2590,2120,264,118,88
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6552,3548,1335,1198,471
"Otra (058)",71,,,,71
"Ocupación no especificada (059)",120,93,11,10,6
"Mujeres (060)",6943,4578,710,964,691
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",17,1,6,4,6
"Profes., científicos e intelectuales (062)",996,274,217,335,170
"Técnicos de nivel medio y trab. asimilados (063)",298,142,24,35,97
"Jefes y empleados de oficina (064)",394,134,52,70,138
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1851,1718,92,30,11
"Agricult.trabaj.calif.agrop.y pesqueros (066)",85,72,12,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",179,163,9,3,4
"Obreros construc.,conf.,papel, fab., instr. (068)",47,31,3,7,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2823,1825,281,468,249
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",251,218,14,11,8
,,,,,
"RURAL (072)",4359,2910,919,354,176
"Profes., científicos e intelectuales (074)",60,30,14,13,3
"Técnicos de nivel medio y trab. asimilados (075)",37,18,6,4,9
"Jefes y empleados de oficina (076)",21,5,7,2,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",114,91,13,9,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",863,771,84,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",63,47,11,2,3
"Obreros construc.,conf.,papel, fab., instr. (080)",214,166,35,6,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2954,1754,748,307,145
"Ocupación no especificada (083)",33,28,1,3,1
"Hombres (084)",3654,2497,768,266,123
"Profes., científicos e intelectuales (086)",26,8,9,7,2
"Técnicos de nivel medio y trab. asimilados (087)",22,13,4,3,2
"Jefes y empleados de oficina (088)",13,2,4,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,43,11,8,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",810,724,78,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",55,40,10,2,3
"Obreros construc.,conf.,papel, fab., instr. (092)",212,164,35,6,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2439,1492,616,230,101
"Ocupación no especificada (095)",14,11,1,1,1
"Mujeres (096)",705,413,151,88,53
"Profes., científicos e intelectuales (098)",34,22,5,6,1
"Técnicos de nivel medio y trab. asimilados (099)",15,5,2,1,7
"Jefes y empleados de oficina (100)",8,3,3,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",51,48,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",53,47,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",8,7,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",515,262,132,77,44
"Ocupación no especificada (107)",19,17,,2,
