"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",72,3,26,23,18,2
"Secundaria (034)",107,2,72,24,8,1
"Superior no univ. incompleta (035)",28,,20,8,,
"Superior no univ. completa (036)",46,,29,13,3,1
"Superior univ. incompleta (037)",4,,3,1,,
"Superior univ. completa (038)",16,,5,6,2,3
"No PEA (040)",15854,6230,3916,1953,1812,1943
"Sin nivel (041)",2360,140,104,304,665,1147
"Educación inicial (042)",548,538,9,1,,
"Primaria (043)",7280,4533,660,790,714,583
"Secundaria (044)",4332,1019,2364,551,269,129
"Superior no univ. incompleta (045)",644,,513,101,19,11
"Superior no univ. completa (046)",443,,176,138,88,41
"Superior univ. incompleta (047)",100,,56,25,19,
"Superior univ. completa (048)",147,,34,43,38,32
,,,,,,
"URBANA (060)",15115,3714,4347,3249,2382,1423
"Sin nivel (061)",1126,46,39,138,310,593
"Educación inicial (062)",323,312,9,2,,
"Primaria (063)",5353,2626,493,808,857,569
"Secundaria (064)",4986,730,2484,1053,557,162
"Superior no univ. incompleta (065)",933,,618,227,74,14
"Superior no univ. completa (066)",1559,,530,667,317,45
"Superior univ. incompleta (067)",233,,86,82,59,6
"Superior univ. completa (068)",602,,88,272,208,34
"PEA (070)",6261,130,1957,2177,1533,464
"Sin nivel (071)",320,,11,58,117,134
"Educación inicial (072)",9,4,3,2,,
"Primaria (073)",1472,78,234,426,503,231
"Secundaria (074)",2199,48,1029,675,383,64
"Superior no univ. incompleta (075)",398,,185,149,59,5
"Superior no univ. completa (076)",1211,,389,556,251,15
"Superior univ. incompleta (077)",157,,41,67,43,6
"Superior univ. completa (078)",495,,65,244,177,9
"Ocupada (080)",6061,128,1845,2124,1506,458
"Sin nivel (081)",314,,10,57,113,134
"Educación inicial (082)",9,4,3,2,,
"Primaria (083)",1430,77,220,413,491,229
"Secundaria (084)",2126,47,981,659,376,63
"Superior no univ. incompleta (085)",376,,170,142,59,5
"Superior no univ. completa (086)",1171,,363,546,248,14
"Superior univ. incompleta (087)",153,,38,66,43,6
"Superior univ. completa (088)",482,,60,239,176,7
"Desocupada (090)",200,2,112,53,27,6
"Sin nivel (091)",6,,1,1,4,
"Primaria (093)",42,1,14,13,12,2
"Secundaria (094)",73,1,48,16,7,1
"Superior no univ. incompleta (095)",22,,15,7,,
"Superior no univ. completa (096)",40,,26,10,3,1
"Superior univ. incompleta (097)",4,,3,1,,
"Superior univ. completa (098)",13,,5,5,1,2
"No PEA (100)",8854,3584,2390,1072,849,959
"Sin nivel (101)",806,46,28,80,193,459
"Educación inicial (102)",314,308,6,,,
"Primaria (103)",3881,2548,259,382,354,338
"Secundaria (104)",2787,682,1455,378,174,98
"Superior no univ. incompleta (105)",535,,433,78,15,9
"Superior no univ. completa (106)",348,,141,111,66,30
"Superior univ. incompleta (107)",76,,45,15,16,
"Superior univ. completa (108)",107,,23,28,31,25
,,,,,,
"RURAL (120)",11031,2719,2718,2116,2013,1465
"Sin nivel (121)",2375,97,117,428,811,922
"Educación inicial (122)",243,231,9,3,,
"Primaria (123)",4808,2029,708,814,803,454
"Secundaria (124)",2628,362,1483,479,253,51
"Superior no univ. incompleta (125)",297,,170,92,27,8
"Superior no univ. completa (126)",392,,152,161,61,18
"Superior univ. incompleta (127)",105,,32,55,17,1
"Superior univ. completa (128)",183,,47,84,41,11
"PEA (130)",4031,73,1192,1235,1050,481
"Sin nivel (131)",821,3,41,204,339,234
"Educación inicial (132)",9,1,6,2,,
"Primaria (133)",1409,44,307,406,443,209
"Secundaria (134)",1083,25,574,306,158,20
"Superior no univ. incompleta (135)",188,,90,69,23,6
"Superior no univ. completa (136)",297,,117,134,39,7
"Superior univ. incompleta (137)",81,,21,45,14,1
"Superior univ. completa (138)",143,,36,69,34,4
"Ocupada (140)",3940,70,1147,1207,1039,477
"Sin nivel (141)",809,3,40,199,336,231
"Educación inicial (142)",9,1,6,2,,
"Primaria (143)",1379,42,295,396,437,209
"Secundaria (144)",1049,24,550,298,157,20
"Superior no univ. incompleta (145)",182,,85,68,23,6
"Superior no univ. completa (146)",291,,114,131,39,7
"Superior univ. incompleta (147)",81,,21,45,14,1
"Superior univ. completa (148)",140,,36,68,33,3
"Desocupada (150)",91,3,45,28,11,4
"Sin nivel (151)",12,,1,5,3,3
"Primaria (153)",30,2,12,10,6,
"Secundaria (154)",34,1,24,8,1,
"Superior no univ. incompleta (155)",6,,5,1,,
"Superior no univ. completa (156)",6,,3,3,,
"Superior univ. completa (158)",3,,,1,1,1
"No PEA (160)",7000,2646,1526,881,963,984
"Sin nivel (161)",1554,94,76,224,472,688
"Educación inicial (162)",234,230,3,1,,
"Primaria (163)",3399,1985,401,408,360,245
"Secundaria (164)",1545,337,909,173,95,31
"Superior no univ. incompleta (165)",109,,80,23,4,2
"Superior no univ. completa (166)",95,,35,27,22,11
"Superior univ. incompleta (167)",24,,11,10,3,
"Superior univ. completa (168)",40,,11,15,7,7
