"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",190,110,13,30,37
"Mujeres (044)",2938,2047,266,217,408
"Agric., ganadería, caza y silvicultura (045)",401,244,87,49,21
"Pesca (046)",21,7,1,5,8
"Explotación de minas y canteras (047)",1,,1,,
"Industrias manufactureras (048)",172,103,4,12,53
"Suministro de electricidad, gas y agua (049)",1,,,,1
"Construcción (050)",22,3,1,6,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",904,862,34,5,3
"Venta, mant.y rep. veh.autom y motoc. (052)",8,6,2,,
"Comercio al por mayor (053)",15,10,,2,3
"Comercio al por menor (054)",881,846,32,3,
"Hoteles y restaurantes (055)",380,342,33,3,2
"Trans., almac. y comunicaciones (056)",52,40,5,3,4
"Intermediación financiera (057)",4,,1,2,1
"Activid.inmobil., empres. y alquileres (058)",102,48,11,18,25
"Admin.pub. y defensa; p. segur soc.afil (059)",137,,,,137
"Enseñanza (060)",314,91,49,98,76
"Servicios sociales y de salud (061)",71,13,6,5,47
"Otras activ. serv.comun.soc y personales (062)",102,82,10,5,5
"Hogares privados con servicio doméstico (063)",87,87,,,
"Actividad economica no especificada (065)",167,125,23,6,13
,,,,,
"URBANA (066)",7999,5177,775,777,1270
"Agric., ganadería, caza y silvicultura (067)",1201,770,217,109,105
"Pesca (068)",740,574,69,57,40
"Explotación de minas y canteras (069)",62,3,4,43,12
"Industrias manufactureras (070)",517,274,35,59,149
"Suministro de electricidad, gas y agua (071)",20,1,4,9,6
"Construcción (072)",623,320,76,66,161
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1511,1397,64,29,21
"Venta, mant.y rep. veh.autom y motoc. (074)",148,101,17,13,17
"Comercio al por mayor (075)",41,26,3,8,4
"Comercio al por menor (076)",1322,1270,44,8,
"Hoteles y restaurantes (077)",503,432,48,17,6
"Trans., almac. y comunicaciones (078)",813,672,45,44,52
"Intermediación financiera (079)",8,,2,3,3
"Activid.inmobil., empres. y alquileres (080)",409,149,59,112,89
"Admin.pub. y defensa; p. segur soc.afil (081)",349,,,,349
"Enseñanza (082)",492,96,80,171,145
"Servicios sociales y de salud (083)",108,26,9,8,65
"Otras activ. serv.comun.soc y personales (084)",243,180,32,14,17
"Hogares privados con servicio doméstico (085)",85,85,,,
"Actividad economica no especificada (087)",315,198,31,36,50
"Hombres (088)",5449,3444,543,579,883
"Agric., ganadería, caza y silvicultura (089)",991,674,150,74,93
"Pesca (090)",719,567,68,52,32
"Explotación de minas y canteras (091)",61,3,3,43,12
"Industrias manufactureras (092)",360,184,31,48,97
"Suministro de electricidad, gas y agua (093)",19,1,4,9,5
"Construcción (094)",602,317,75,60,150
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",648,576,30,24,18
"Venta, mant.y rep. veh.autom y motoc. (096)",140,95,15,13,17
"Comercio al por mayor (097)",27,17,3,6,1
"Comercio al por menor (098)",481,464,12,5,
"Hoteles y restaurantes (099)",158,124,16,14,4
"Trans., almac. y comunicaciones (100)",762,633,40,41,48
"Intermediación financiera (101)",4,,1,1,2
"Activid.inmobil., empres. y alquileres (102)",311,104,48,94,65
"Admin.pub. y defensa; p. segur soc.afil (103)",213,,,,213
"Enseñanza (104)",222,31,39,77,75
"Servicios sociales y de salud (105)",39,13,3,3,20
"Otras activ. serv.comun.soc y personales (106)",143,100,22,9,12
"Hogares privados con servicio doméstico (107)",9,9,,,
"Actividad economica no especificada (109)",188,108,13,30,37
"Mujeres (110)",2550,1733,232,198,387
"Agric., ganadería, caza y silvicultura (111)",210,96,67,35,12
"Pesca (112)",21,7,1,5,8
"Explotación de minas y canteras (113)",1,,1,,
"Industrias manufactureras (114)",157,90,4,11,52
"Suministro de electricidad, gas y agua (115)",1,,,,1
"Construcción (116)",21,3,1,6,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",863,821,34,5,3
"Venta, mant.y rep. veh.autom y motoc. (118)",8,6,2,,
"Comercio al por mayor (119)",14,9,,2,3
"Comercio al por menor (120)",841,806,32,3,
"Hoteles y restaurantes (121)",345,308,32,3,2
"Trans., almac. y comunicaciones (122)",51,39,5,3,4
"Intermediación financiera (123)",4,,1,2,1
"Activid.inmobil., empres. y alquileres (124)",98,45,11,18,24
"Admin.pub. y defensa; p. segur soc.afil (125)",136,,,,136
"Enseñanza (126)",270,65,41,94,70
"Servicios sociales y de salud (127)",69,13,6,5,45
"Otras activ. serv.comun.soc y personales (128)",100,80,10,5,5
"Hogares privados con servicio doméstico (129)",76,76,,,
"Actividad economica no especificada (131)",127,90,18,6,13
,,,,,
"RURAL (132)",2486,2036,215,112,123
"Agric., ganadería, caza y silvicultura (133)",1885,1587,153,69,76
"Pesca (134)",38,31,3,3,1
"Explotación de minas y canteras (135)",50,34,6,,10
"Industrias manufactureras (136)",93,75,3,8,7
"Suministro de electricidad, gas y agua (137)",3,2,,,1
"Construcción (138)",58,16,20,18,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",80,76,2,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",9,6,2,1,
"Comercio al por mayor (141)",2,1,,1,
"Comercio al por menor (142)",69,69,,,
"Hoteles y restaurantes (143)",52,47,3,2,
"Trans., almac. y comunicaciones (144)",66,63,1,2,
"Activid.inmobil., empres. y alquileres (146)",25,16,4,2,3
"Admin.pub. y defensa; p. segur soc.afil (147)",7,,,,7
"Enseñanza (148)",67,35,14,6,12
"Servicios sociales y de salud (149)",2,,,,2
"Otras activ. serv.comun.soc y personales (150)",7,6,1,,
"Hogares privados con servicio doméstico (151)",11,11,,,
"Actividad economica no especificada (153)",42,37,5,,
"Hombres (154)",2098,1722,181,93,102
"Agric., ganadería, caza y silvicultura (155)",1694,1439,133,55,67
"Pesca (156)",38,31,3,3,1
"Explotación de minas y canteras (157)",50,34,6,,10
"Industrias manufactureras (158)",78,62,3,7,6
"Suministro de electricidad, gas y agua (159)",3,2,,,1
"Construcción (160)",57,16,20,18,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",39,35,2,2,
"Venta, mant.y rep. veh.autom y motoc. (162)",9,6,2,1,
"Comercio al por mayor (163)",1,,,1,
"Comercio al por menor (164)",29,29,,,
"Hoteles y restaurantes (165)",17,13,2,2,
"Trans., almac. y comunicaciones (166)",65,62,1,2,
"Activid.inmobil., empres. y alquileres (168)",21,13,4,2,2
"Admin.pub. y defensa; p. segur soc.afil (169)",6,,,,6
"Enseñanza (170)",23,9,6,2,6
"Otras activ. serv.comun.soc y personales (172)",5,4,1,,
"Actividad economica no especificada (175)",2,2,,,
"Mujeres (176)",388,314,34,19,21
"Agric., ganadería, caza y silvicultura (177)",191,148,20,14,9
"Industrias manufactureras (180)",15,13,,1,1
"Construcción (182)",1,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",41,41,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",40,40,,,
"Hoteles y restaurantes (187)",35,34,1,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",4,3,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",1,,,,1
"Enseñanza (192)",44,26,8,4,6
"Servicios sociales y de salud (193)",2,,,,2
"Otras activ. serv.comun.soc y personales (194)",2,2,,,
"Hogares privados con servicio doméstico (195)",11,11,,,
"Actividad economica no especificada (197)",40,35,5,,
