"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",57,12,8,16,14,7
"Educación inicial (032)",2,,2,,,
"Primaria (033)",261,19,83,83,66,10
"Secundaria (034)",316,8,204,67,34,3
"Superior no univ. incompleta (035)",38,,28,9,1,
"Superior no univ. completa (036)",39,,25,12,2,
"Superior univ. incompleta (037)",13,,10,2,1,
"Superior univ. completa (038)",12,,7,4,1,
"No PEA (040)",32914,13899,10408,4563,2811,1233
"Sin nivel (041)",2670,398,303,653,737,579
"Educación inicial (042)",693,656,26,11,,
"Primaria (043)",16743,10203,2191,2313,1490,546
"Secundaria (044)",10415,2642,6042,1210,450,71
"Superior no univ. incompleta (045)",1338,,1194,105,34,5
"Superior no univ. completa (046)",514,,275,158,61,20
"Superior univ. incompleta (047)",356,,292,46,16,2
"Superior univ. completa (048)",185,,85,67,23,10
,,,,,,
"URBANA (060)",32281,7004,11152,7921,5011,1193
"Sin nivel (061)",1308,125,157,273,421,332
"Educación inicial (062)",351,314,24,13,,
"Primaria (063)",11924,4900,1489,2588,2287,660
"Secundaria (064)",12359,1665,6258,2845,1456,135
"Superior no univ. incompleta (065)",1880,,1360,366,143,11
"Superior no univ. completa (066)",2433,,1137,960,307,29
"Superior univ. incompleta (067)",755,,386,230,132,7
"Superior univ. completa (068)",1271,,341,646,265,19
"PEA (070)",15501,322,5321,5782,3563,513
"Sin nivel (071)",459,7,46,126,193,87
"Educación inicial (072)",16,3,5,8,,
"Primaria (073)",4355,182,713,1654,1491,315
"Secundaria (074)",6196,130,2762,2092,1135,77
"Superior no univ. incompleta (075)",845,,430,287,120,8
"Superior no univ. completa (076)",2016,,924,827,255,10
"Superior univ. incompleta (077)",502,,175,200,121,6
"Superior univ. completa (078)",1112,,266,588,248,10
"Ocupada (080)",15070,310,5103,5674,3485,498
"Sin nivel (081)",446,6,45,123,189,83
"Educación inicial (082)",14,3,3,8,,
"Primaria (083)",4216,175,677,1611,1446,307
"Secundaria (084)",5999,126,2637,2052,1110,74
"Superior no univ. incompleta (085)",817,,411,279,119,8
"Superior no univ. completa (086)",1986,,904,818,254,10
"Superior univ. incompleta (087)",491,,167,198,120,6
"Superior univ. completa (088)",1101,,259,585,247,10
"Desocupada (090)",431,12,218,108,78,15
"Sin nivel (091)",13,1,1,3,4,4
"Educación inicial (092)",2,,2,,,
"Primaria (093)",139,7,36,43,45,8
"Secundaria (094)",197,4,125,40,25,3
"Superior no univ. incompleta (095)",28,,19,8,1,
"Superior no univ. completa (096)",30,,20,9,1,
"Superior univ. incompleta (097)",11,,8,2,1,
"Superior univ. completa (098)",11,,7,3,1,
"No PEA (100)",16780,6682,5831,2139,1448,680
"Sin nivel (101)",849,118,111,147,228,245
"Educación inicial (102)",335,311,19,5,,
"Primaria (103)",7569,4718,776,934,796,345
"Secundaria (104)",6163,1535,3496,753,321,58
"Superior no univ. incompleta (105)",1035,,930,79,23,3
"Superior no univ. completa (106)",417,,213,133,52,19
"Superior univ. incompleta (107)",253,,211,30,11,1
"Superior univ. completa (108)",159,,75,58,17,9
,,,,,,
"RURAL (120)",30857,7578,10122,7416,4547,1194
"Sin nivel (121)",3211,310,362,974,1064,501
"Educación inicial (122)",373,346,12,15,,
"Primaria (123)",16547,5747,3557,4049,2578,616
"Secundaria (124)",9060,1175,5253,1887,694,51
"Superior no univ. incompleta (125)",676,,468,131,66,11
"Superior no univ. completa (126)",519,,257,193,60,9
"Superior univ. incompleta (127)",249,,142,69,34,4
"Superior univ. completa (128)",222,,71,98,51,2
"PEA (130)",14723,361,5545,4992,3184,641
"Sin nivel (131)",1390,30,170,468,555,167
"Educación inicial (132)",15,1,5,9,,
"Primaria (133)",7373,262,2142,2670,1884,415
"Secundaria (134)",4808,68,2707,1430,565,38
"Superior no univ. incompleta (135)",373,,204,105,55,9
"Superior no univ. completa (136)",422,,195,168,51,8
"Superior univ. incompleta (137)",146,,61,53,29,3
"Superior univ. completa (138)",196,,61,89,45,1
"Ocupada (140)",14416,334,5396,4907,3143,636
"Sin nivel (141)",1346,19,163,455,545,164
"Educación inicial (142)",15,1,5,9,,
"Primaria (143)",7251,250,2095,2630,1863,413
"Secundaria (144)",4689,64,2628,1403,556,38
"Superior no univ. incompleta (145)",363,,195,104,55,9
"Superior no univ. completa (146)",413,,190,165,50,8
"Superior univ. incompleta (147)",144,,59,53,29,3
"Superior univ. completa (148)",195,,61,88,45,1
"Desocupada (150)",307,27,149,85,41,5
"Sin nivel (151)",44,11,7,13,10,3
"Primaria (153)",122,12,47,40,21,2
"Secundaria (154)",119,4,79,27,9,
"Superior no univ. incompleta (155)",10,,9,1,,
"Superior no univ. completa (156)",9,,5,3,1,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",16134,7217,4577,2424,1363,553
"Sin nivel (161)",1821,280,192,506,509,334
"Educación inicial (162)",358,345,7,6,,
"Primaria (163)",9174,5485,1415,1379,694,201
"Secundaria (164)",4252,1107,2546,457,129,13
"Superior no univ. incompleta (165)",303,,264,26,11,2
"Superior no univ. completa (166)",97,,62,25,9,1
"Superior univ. incompleta (167)",103,,81,16,5,1
"Superior univ. completa (168)",26,,10,9,6,1
