"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",193,187,5,1,
,,,,,
"URBANA (036)",9068,7112,1008,519,429
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,,3,3,27
"Profes., científicos e intelectuales (038)",467,123,101,178,65
"Técnicos de nivel medio y trab. asimilados (039)",187,90,31,24,42
"Jefes y empleados de oficina (040)",253,53,23,45,132
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1139,1026,71,21,21
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2456,2183,266,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",488,389,58,28,13
"Obreros construc.,conf.,papel, fab., instr. (044)",633,496,67,49,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3154,2555,367,157,75
"Otra (046)",19,,,,19
"Ocupación no especificada (047)",239,197,21,7,14
"Hombres (048)",6475,4939,832,401,303
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",26,,2,3,21
"Profes., científicos e intelectuales (050)",283,61,66,113,43
"Técnicos de nivel medio y trab. asimilados (051)",127,67,22,21,17
"Jefes y empleados de oficina (052)",139,23,13,23,80
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",511,441,38,16,16
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2300,2037,256,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",416,324,53,27,12
"Obreros construc.,conf.,papel, fab., instr. (056)",627,491,67,48,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1927,1431,298,137,61
"Otra (058)",18,,,,18
"Ocupación no especificada (059)",101,64,17,6,14
"Mujeres (060)",2593,2173,176,118,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,1,,6
"Profes., científicos e intelectuales (062)",184,62,35,65,22
"Técnicos de nivel medio y trab. asimilados (063)",60,23,9,3,25
"Jefes y empleados de oficina (064)",114,30,10,22,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",628,585,33,5,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",156,146,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",72,65,5,1,1
"Obreros construc.,conf.,papel, fab., instr. (068)",6,5,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1227,1124,69,20,14
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",138,133,4,1,
,,,,,
"RURAL (072)",5374,4843,340,128,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,2,,4
"Profes., científicos e intelectuales (074)",42,24,8,5,5
"Técnicos de nivel medio y trab. asimilados (075)",10,2,,1,7
"Jefes y empleados de oficina (076)",24,1,4,1,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",115,109,4,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2873,2738,127,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",46,41,4,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",70,55,8,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2055,1747,179,105,24
"Ocupación no especificada (083)",133,126,4,,3
"Hombres (084)",4529,4063,310,108,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",21,8,7,2,4
"Técnicos de nivel medio y trab. asimilados (087)",8,2,,1,5
"Jefes y empleados de oficina (088)",17,,3,1,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",56,51,4,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2699,2568,123,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",38,34,4,,
"Obreros construc.,conf.,papel, fab., instr. (092)",69,54,8,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1539,1274,158,90,17
"Ocupación no especificada (095)",78,72,3,,3
"Mujeres (096)",845,780,30,20,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,2,,
"Profes., científicos e intelectuales (098)",21,16,1,3,1
"Técnicos de nivel medio y trab. asimilados (099)",2,,,,2
"Jefes y empleados de oficina (100)",7,1,1,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",59,58,,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",174,170,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",8,7,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",516,473,21,15,7
"Ocupación no especificada (107)",55,54,1,,
