"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",1483,387,80,73,943
"Otras activ. serv.comun.soc y personales (040)",1825,1075,325,287,138
"Hogares privados con servicio doméstico (041)",213,213,,,
"Organiz. y organos extraterritoriales (042)",3,,,1,2
"Actividad economica no especificada (043)",1312,663,154,164,331
"Mujeres (044)",49163,23132,3831,6203,15997
"Agric., ganadería, caza y silvicultura (045)",11602,1281,539,1599,8183
"Pesca (046)",5,1,,2,2
"Explotación de minas y canteras (047)",64,22,15,12,15
"Industrias manufactureras (048)",3620,1094,165,430,1931
"Suministro de electricidad, gas y agua (049)",58,8,4,10,36
"Construcción (050)",233,101,48,40,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",11663,10423,651,388,201
"Venta, mant.y rep. veh.autom y motoc. (052)",251,164,48,35,4
"Comercio al por mayor (053)",879,490,93,99,197
"Comercio al por menor (054)",10533,9769,510,254,
"Hoteles y restaurantes (055)",3626,2939,363,213,111
"Trans., almac. y comunicaciones (056)",791,513,79,87,112
"Intermediación financiera (057)",457,36,36,220,165
"Activid.inmobil., empres. y alquileres (058)",2049,988,272,386,403
"Admin.pub. y defensa; p. segur soc.afil (059)",1362,,,,1362
"Enseñanza (060)",6047,911,1289,2407,1440
"Servicios sociales y de salud (061)",2434,517,141,123,1653
"Otras activ. serv.comun.soc y personales (062)",1344,943,132,184,85
"Hogares privados con servicio doméstico (063)",2713,2713,,,
"Organiz. y organos extraterritoriales (064)",4,,1,3,
"Actividad economica no especificada (065)",1091,642,96,99,254
,,,,,
"URBANA (066)",118522,60622,11078,14271,32551
"Agric., ganadería, caza y silvicultura (067)",25495,5407,1838,3666,14584
"Pesca (068)",152,115,17,12,8
"Explotación de minas y canteras (069)",908,334,166,154,254
"Industrias manufactureras (070)",9381,4341,796,973,3271
"Suministro de electricidad, gas y agua (071)",367,56,24,120,167
"Construcción (072)",7325,4877,1338,704,406
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",23403,19940,1726,1081,656
"Venta, mant.y rep. veh.autom y motoc. (074)",2358,1756,359,155,88
"Comercio al por mayor (075)",2294,1116,263,347,568
"Comercio al por menor (076)",18751,17068,1104,579,
"Hoteles y restaurantes (077)",5288,4026,647,405,210
"Trans., almac. y comunicaciones (078)",12323,9832,762,724,1005
"Intermediación financiera (079)",1019,110,88,453,368
"Activid.inmobil., empres. y alquileres (080)",7260,3553,915,1270,1522
"Admin.pub. y defensa; p. segur soc.afil (081)",4094,,,,4094
"Enseñanza (082)",9539,1155,1864,3807,2713
"Servicios sociales y de salud (083)",3831,886,210,195,2540
"Otras activ. serv.comun.soc y personales (084)",3097,1977,447,457,216
"Hogares privados con servicio doméstico (085)",2771,2771,,,
"Organiz. y organos extraterritoriales (086)",7,,1,4,2
"Actividad economica no especificada (087)",2262,1242,239,246,535
"Hombres (088)",72860,38612,7506,8411,18331
"Agric., ganadería, caza y silvicultura (089)",16104,4544,1446,2287,7827
"Pesca (090)",147,114,17,10,6
"Explotación de minas y canteras (091)",846,313,151,142,240
"Industrias manufactureras (092)",5987,3276,636,558,1517
"Suministro de electricidad, gas y agua (093)",310,48,20,110,132
"Construcción (094)",7095,4777,1292,664,362
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",12066,9811,1093,703,459
"Venta, mant.y rep. veh.autom y motoc. (096)",2118,1600,312,122,84
"Comercio al por mayor (097)",1443,647,172,249,375
"Comercio al por menor (098)",8505,7564,609,332,
"Hoteles y restaurantes (099)",1783,1172,300,198,113
"Trans., almac. y comunicaciones (100)",11542,9327,683,637,895
"Intermediación financiera (101)",566,75,52,235,204
"Activid.inmobil., empres. y alquileres (102)",5274,2596,653,891,1134
"Admin.pub. y defensa; p. segur soc.afil (103)",2771,,,,2771
"Enseñanza (104)",3691,283,623,1474,1311
"Servicios sociales y de salud (105)",1456,385,77,72,922
"Otras activ. serv.comun.soc y personales (106)",1779,1054,317,276,132
"Hogares privados con servicio doméstico (107)",202,202,,,
"Organiz. y organos extraterritoriales (108)",3,,,1,2
"Actividad economica no especificada (109)",1238,635,146,153,304
"Mujeres (110)",45662,22010,3572,5860,14220
"Agric., ganadería, caza y silvicultura (111)",9391,863,392,1379,6757
"Pesca (112)",5,1,,2,2
"Explotación de minas y canteras (113)",62,21,15,12,14
"Industrias manufactureras (114)",3394,1065,160,415,1754
"Suministro de electricidad, gas y agua (115)",57,8,4,10,35
"Construcción (116)",230,100,46,40,44
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",11337,10129,633,378,197
"Venta, mant.y rep. veh.autom y motoc. (118)",240,156,47,33,4
"Comercio al por mayor (119)",851,469,91,98,193
"Comercio al por menor (120)",10246,9504,495,247,
"Hoteles y restaurantes (121)",3505,2854,347,207,97
"Trans., almac. y comunicaciones (122)",781,505,79,87,110
"Intermediación financiera (123)",453,35,36,218,164
"Activid.inmobil., empres. y alquileres (124)",1986,957,262,379,388
"Admin.pub. y defensa; p. segur soc.afil (125)",1323,,,,1323
"Enseñanza (126)",5848,872,1241,2333,1402
"Servicios sociales y de salud (127)",2375,501,133,123,1618
"Otras activ. serv.comun.soc y personales (128)",1318,923,130,181,84
"Hogares privados con servicio doméstico (129)",2569,2569,,,
"Organiz. y organos extraterritoriales (130)",4,,1,3,
"Actividad economica no especificada (131)",1024,607,93,93,231
,,,,,
"RURAL (132)",11440,4470,1101,1123,4746
"Agric., ganadería, caza y silvicultura (133)",7699,2506,660,723,3810
"Pesca (134)",2,1,,,1
"Explotación de minas y canteras (135)",69,17,22,14,16
"Industrias manufactureras (136)",642,208,46,48,340
"Suministro de electricidad, gas y agua (137)",8,4,,1,3
"Construcción (138)",300,165,76,34,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",721,568,70,32,51
"Venta, mant.y rep. veh.autom y motoc. (140)",115,86,17,6,6
"Comercio al por mayor (141)",123,52,16,10,45
"Comercio al por menor (142)",483,430,37,16,
"Hoteles y restaurantes (143)",168,113,25,11,19
"Trans., almac. y comunicaciones (144)",561,439,48,30,44
"Intermediación financiera (145)",8,2,,5,1
"Activid.inmobil., empres. y alquileres (146)",348,125,47,58,118
"Admin.pub. y defensa; p. segur soc.afil (147)",130,,,,130
"Enseñanza (148)",330,45,75,135,75
"Servicios sociales y de salud (149)",86,18,11,1,56
"Otras activ. serv.comun.soc y personales (150)",72,41,10,14,7
"Hogares privados con servicio doméstico (151)",155,155,,,
"Actividad economica no especificada (153)",141,63,11,17,50
"Hombres (154)",7939,3348,842,780,2969
"Agric., ganadería, caza y silvicultura (155)",5488,2088,513,503,2384
"Pesca (156)",2,1,,,1
"Explotación de minas y canteras (157)",67,16,22,14,15
"Industrias manufactureras (158)",416,179,41,33,163
"Suministro de electricidad, gas y agua (159)",7,4,,1,2
"Construcción (160)",297,164,74,34,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",395,274,52,22,47
"Venta, mant.y rep. veh.autom y motoc. (162)",104,78,16,4,6
"Comercio al por mayor (163)",95,31,14,9,41
"Comercio al por menor (164)",196,165,22,9,
"Hoteles y restaurantes (165)",47,28,9,5,5
"Trans., almac. y comunicaciones (166)",551,431,48,30,42
"Intermediación financiera (167)",4,1,,3,
"Activid.inmobil., empres. y alquileres (168)",285,94,37,51,103
"Admin.pub. y defensa; p. segur soc.afil (169)",91,,,,91
"Enseñanza (170)",131,6,27,61,37
"Servicios sociales y de salud (171)",27,2,3,1,21
"Otras activ. serv.comun.soc y personales (172)",46,21,8,11,6
"Hogares privados con servicio doméstico (173)",11,11,,,
"Actividad economica no especificada (175)",74,28,8,11,27
"Mujeres (176)",3501,1122,259,343,1777
"Agric., ganadería, caza y silvicultura (177)",2211,418,147,220,1426
"Explotación de minas y canteras (179)",2,1,,,1
"Industrias manufactureras (180)",226,29,5,15,177
"Suministro de electricidad, gas y agua (181)",1,,,,1
"Construcción (182)",3,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",326,294,18,10,4
"Venta, mant.y rep. veh.autom y motoc. (184)",11,8,1,2,
"Comercio al por mayor (185)",28,21,2,1,4
"Comercio al por menor (186)",287,265,15,7,
"Hoteles y restaurantes (187)",121,85,16,6,14
"Trans., almac. y comunicaciones (188)",10,8,,,2
"Intermediación financiera (189)",4,1,,2,1
"Activid.inmobil., empres. y alquileres (190)",63,31,10,7,15
"Admin.pub. y defensa; p. segur soc.afil (191)",39,,,,39
"Enseñanza (192)",199,39,48,74,38
"Servicios sociales y de salud (193)",59,16,8,,35
"Otras activ. serv.comun.soc y personales (194)",26,20,2,3,1
"Hogares privados con servicio doméstico (195)",144,144,,,
"Actividad economica no especificada (197)",67,35,3,6,23
