"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",2226,1455,339,264,168
"Hogares privados con servicio doméstico (041)",94,94,,,
"Actividad economica no especificada (043)",1222,706,145,124,247
"Mujeres (044)",25130,17181,2016,3091,2842
"Agric., ganadería, caza y silvicultura (045)",1223,855,135,115,118
"Pesca (046)",38,6,2,6,24
"Explotación de minas y canteras (047)",11,6,,3,2
"Industrias manufactureras (048)",1425,792,106,212,315
"Suministro de electricidad, gas y agua (049)",20,3,1,8,8
"Construcción (050)",87,32,16,31,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",8283,7560,447,248,28
"Venta, mant.y rep. veh.autom y motoc. (052)",104,75,19,10,
"Comercio al por mayor (053)",367,239,55,45,28
"Comercio al por menor (054)",7812,7246,373,193,
"Hoteles y restaurantes (055)",2690,2416,205,54,15
"Trans., almac. y comunicaciones (056)",309,231,28,31,19
"Intermediación financiera (057)",160,42,20,53,45
"Activid.inmobil., empres. y alquileres (058)",877,413,147,153,164
"Admin.pub. y defensa; p. segur soc.afil (059)",610,,,,610
"Enseñanza (060)",4089,814,676,1887,712
"Servicios sociales y de salud (061)",990,221,51,85,633
"Otras activ. serv.comun.soc y personales (062)",1133,926,89,70,48
"Hogares privados con servicio doméstico (063)",1992,1992,,,
"Actividad economica no especificada (065)",1193,872,93,135,93
,,,,,
"URBANA (066)",84924,60072,8118,8233,8501
"Agric., ganadería, caza y silvicultura (067)",17741,14258,1811,1080,592
"Pesca (068)",296,128,54,37,77
"Explotación de minas y canteras (069)",268,132,27,25,84
"Industrias manufactureras (070)",6611,3874,746,881,1110
"Suministro de electricidad, gas y agua (071)",230,54,22,93,61
"Construcción (072)",4269,2867,696,459,247
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",21244,18977,1390,718,159
"Venta, mant.y rep. veh.autom y motoc. (074)",1997,1605,263,87,42
"Comercio al por mayor (075)",1150,685,161,187,117
"Comercio al por menor (076)",18097,16687,966,444,
"Hoteles y restaurantes (077)",3762,3202,393,140,27
"Trans., almac. y comunicaciones (078)",9083,7659,632,469,323
"Intermediación financiera (079)",367,70,51,137,109
"Activid.inmobil., empres. y alquileres (080)",3552,1702,532,665,653
"Admin.pub. y defensa; p. segur soc.afil (081)",2416,,,,2416
"Enseñanza (082)",6189,1085,1050,2832,1222
"Servicios sociales y de salud (083)",1523,338,73,122,990
"Otras activ. serv.comun.soc y personales (084)",3249,2310,410,320,209
"Hogares privados con servicio doméstico (085)",1970,1970,,,
"Actividad economica no especificada (087)",2154,1446,231,255,222
"Hombres (088)",60786,43709,6169,5193,5715
"Agric., ganadería, caza y silvicultura (089)",16919,13721,1719,985,494
"Pesca (090)",262,123,52,31,56
"Explotación de minas y canteras (091)",260,129,27,22,82
"Industrias manufactureras (092)",5221,3102,641,673,805
"Suministro de electricidad, gas y agua (093)",210,51,21,85,53
"Construcción (094)",4186,2838,680,429,239
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",13129,11574,951,473,131
"Venta, mant.y rep. veh.autom y motoc. (096)",1893,1530,244,77,42
"Comercio al por mayor (097)",790,452,106,143,89
"Comercio al por menor (098)",10446,9592,601,253,
"Hoteles y restaurantes (099)",1157,871,188,86,12
"Trans., almac. y comunicaciones (100)",8777,7430,604,438,305
"Intermediación financiera (101)",208,28,31,84,65
"Activid.inmobil., empres. y alquileres (102)",2685,1294,386,516,489
"Admin.pub. y defensa; p. segur soc.afil (103)",1813,,,,1813
"Enseñanza (104)",2159,303,382,961,513
"Servicios sociales y de salud (105)",553,127,23,37,366
"Otras activ. serv.comun.soc y personales (106)",2142,1406,322,253,161
"Hogares privados con servicio doméstico (107)",84,84,,,
"Actividad economica no especificada (109)",1021,628,142,120,131
"Mujeres (110)",24138,16363,1949,3040,2786
"Agric., ganadería, caza y silvicultura (111)",822,537,92,95,98
"Pesca (112)",34,5,2,6,21
"Explotación de minas y canteras (113)",8,3,,3,2
"Industrias manufactureras (114)",1390,772,105,208,305
"Suministro de electricidad, gas y agua (115)",20,3,1,8,8
"Construcción (116)",83,29,16,30,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",8115,7403,439,245,28
"Venta, mant.y rep. veh.autom y motoc. (118)",104,75,19,10,
"Comercio al por mayor (119)",360,233,55,44,28
"Comercio al por menor (120)",7651,7095,365,191,
"Hoteles y restaurantes (121)",2605,2331,205,54,15
"Trans., almac. y comunicaciones (122)",306,229,28,31,18
"Intermediación financiera (123)",159,42,20,53,44
"Activid.inmobil., empres. y alquileres (124)",867,408,146,149,164
"Admin.pub. y defensa; p. segur soc.afil (125)",603,,,,603
"Enseñanza (126)",4030,782,668,1871,709
"Servicios sociales y de salud (127)",970,211,50,85,624
"Otras activ. serv.comun.soc y personales (128)",1107,904,88,67,48
"Hogares privados con servicio doméstico (129)",1886,1886,,,
"Actividad economica no especificada (131)",1133,818,89,135,91
,,,,,
"RURAL (132)",8544,7249,625,253,417
"Agric., ganadería, caza y silvicultura (133)",6710,5984,505,114,107
"Pesca (134)",89,63,5,3,18
"Explotación de minas y canteras (135)",30,24,4,1,1
"Industrias manufactureras (136)",150,81,14,20,35
"Suministro de electricidad, gas y agua (137)",15,7,,6,2
"Construcción (138)",69,57,6,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",422,371,21,21,9
"Venta, mant.y rep. veh.autom y motoc. (140)",28,19,3,3,3
"Comercio al por mayor (141)",42,21,2,13,6
"Comercio al por menor (142)",352,331,16,5,
"Hoteles y restaurantes (143)",96,91,3,1,1
"Trans., almac. y comunicaciones (144)",200,163,17,9,11
"Intermediación financiera (145)",2,,,1,1
"Activid.inmobil., empres. y alquileres (146)",79,33,8,23,15
"Admin.pub. y defensa; p. segur soc.afil (147)",73,,,,73
"Enseñanza (148)",95,41,16,31,7
"Servicios sociales y de salud (149)",27,15,1,,11
"Otras activ. serv.comun.soc y personales (150)",110,71,18,14,7
"Hogares privados con servicio doméstico (151)",116,116,,,
"Actividad economica no especificada (153)",261,132,7,4,118
"Hombres (154)",7552,6431,558,202,361
"Agric., ganadería, caza y silvicultura (155)",6309,5666,462,94,87
"Pesca (156)",85,62,5,3,15
"Explotación de minas y canteras (157)",27,21,4,1,1
"Industrias manufactureras (158)",115,61,13,16,25
"Suministro de electricidad, gas y agua (159)",15,7,,6,2
"Construcción (160)",65,54,6,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",254,214,13,18,9
"Venta, mant.y rep. veh.autom y motoc. (162)",28,19,3,3,3
"Comercio al por mayor (163)",35,15,2,12,6
"Comercio al por menor (164)",191,180,8,3,
"Hoteles y restaurantes (165)",11,6,3,1,1
"Trans., almac. y comunicaciones (166)",197,161,17,9,10
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",69,28,7,19,15
"Admin.pub. y defensa; p. segur soc.afil (169)",66,,,,66
"Enseñanza (170)",36,9,8,15,4
"Servicios sociales y de salud (171)",7,5,,,2
"Otras activ. serv.comun.soc y personales (172)",84,49,17,11,7
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",201,78,3,4,116
"Mujeres (176)",992,818,67,51,56
"Agric., ganadería, caza y silvicultura (177)",401,318,43,20,20
"Pesca (178)",4,1,,,3
"Explotación de minas y canteras (179)",3,3,,,
"Industrias manufactureras (180)",35,20,1,4,10
"Construcción (182)",4,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",168,157,8,3,
"Comercio al por mayor (185)",7,6,,1,
"Comercio al por menor (186)",161,151,8,2,
"Hoteles y restaurantes (187)",85,85,,,
"Trans., almac. y comunicaciones (188)",3,2,,,1
"Intermediación financiera (189)",1,,,,1
"Activid.inmobil., empres. y alquileres (190)",10,5,1,4,
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",59,32,8,16,3
"Servicios sociales y de salud (193)",20,10,1,,9
"Otras activ. serv.comun.soc y personales (194)",26,22,1,3,
"Hogares privados con servicio doméstico (195)",106,106,,,
"Actividad economica no especificada (197)",60,54,4,,2
