"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",220,,47,101,63,9
"Otras activ. serv.comun.soc y personales (040)",1247,19,469,415,294,50
"Hogares privados con servicio doméstico (041)",37,1,20,9,7,
"Actividad economica no especificada (043)",375,,124,120,103,28
"Mujeres (045)",16647,144,5245,6443,4232,583
"Agric., ganadería, caza y silvicultura (046)",2533,38,879,899,618,99
"Pesca (047)",16,,7,7,2,
"Explotación de minas y canteras (048)",10,,3,6,1,
"Industrias manufactureras (049)",842,1,274,310,243,14
"Suministro de electricidad, gas y agua (050)",24,,8,12,4,
"Construcción (051)",33,,15,15,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",5422,60,1380,2068,1609,305
"Venta, mant.y rep. veh.autom.y motoc. (053)",83,1,39,30,13,
"Comercio al por mayor (054)",200,,58,84,52,6
"Comercio al por menor (055)",5139,59,1283,1954,1544,299
"Hoteles y restaurantes (056)",1930,22,584,652,593,79
"Trans., almac. y comunicaciones (057)",341,3,188,103,46,1
"Intermediación financiera (058)",86,,53,27,6,
"Activid.inmobil., empres. y alquileres (059)",570,2,264,226,70,8
"Admin.pub. y defensa; p. segur.soc.afil (060)",451,,147,208,92,4
"Enseñanza (061)",1631,,385,850,386,10
"Servicios sociales y de salud (062)",473,,128,257,83,5
"Otras activ. serv.comun.soc y personales (063)",738,3,274,291,157,13
"Hogares privados con servicio doméstico (064)",1113,15,520,349,212,17
"Actividad economica no especificada (066)",434,,136,163,107,28
,,,,,,
"URBANA (067)",43030,328,13675,15824,11420,1783
"Agric., ganadería, caza y silvicultura (068)",6878,65,2341,2306,1790,376
"Pesca (069)",787,3,199,309,241,35
"Explotación de minas y canteras (070)",71,,26,30,14,1
"Industrias manufactureras (071)",3943,17,1299,1292,1205,130
"Suministro de electricidad, gas y agua (072)",121,1,31,49,36,4
"Construcción (073)",2663,11,858,1007,677,110
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",10429,137,2832,3693,3111,656
"Venta, mant.y rep. veh.autom.y motoc. (075)",1141,10,413,378,298,42
"Comercio al por mayor (076)",536,2,188,208,122,16
"Comercio al por menor (077)",8752,125,2231,3107,2691,598
"Hoteles y restaurantes (078)",2698,32,876,864,804,122
"Trans., almac. y comunicaciones (079)",4823,22,1882,1818,987,114
"Intermediación financiera (080)",228,,108,93,26,1
"Activid.inmobil., empres. y alquileres (081)",2189,3,790,891,452,53
"Admin.pub. y defensa; p. segur.soc.afil (082)",1281,,310,565,380,26
"Enseñanza (083)",2571,,512,1312,727,20
"Servicios sociales y de salud (084)",671,,167,347,144,13
"Otras activ. serv.comun.soc y personales (085)",1905,22,714,670,437,62
"Hogares privados con servicio doméstico (086)",1057,15,490,331,206,15
"Actividad economica no especificada (088)",715,,240,247,183,45
"Hombres (089)",28079,215,9039,9993,7565,1267
"Agric., ganadería, caza y silvicultura (090)",5412,50,1856,1765,1422,319
"Pesca (091)",771,3,192,302,239,35
"Explotación de minas y canteras (092)",62,,24,24,13,1
"Industrias manufactureras (093)",3158,16,1046,1009,971,116
"Suministro de electricidad, gas y agua (094)",97,1,23,37,32,4
"Construcción (095)",2631,11,843,992,675,110
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",5219,82,1500,1724,1553,360
"Venta, mant.y rep. veh.autom.y motoc. (097)",1061,9,375,350,285,42
"Comercio al por mayor (098)",341,2,133,126,70,10
"Comercio al por menor (099)",3817,71,992,1248,1198,308
"Hoteles y restaurantes (100)",845,12,316,238,232,47
"Trans., almac. y comunicaciones (101)",4488,19,1698,1716,942,113
"Intermediación financiera (102)",144,,57,66,20,1
"Activid.inmobil., empres. y alquileres (103)",1635,1,534,672,383,45
"Admin.pub. y defensa; p. segur.soc.afil (104)",843,,166,365,290,22
"Enseñanza (105)",985,,147,479,348,11
"Servicios sociales y de salud (106)",214,,47,96,62,9
"Otras activ. serv.comun.soc y personales (107)",1187,19,451,385,283,49
"Hogares privados con servicio doméstico (108)",37,1,20,9,7,
"Actividad economica no especificada (110)",351,,119,114,93,25
"Mujeres (112)",14951,113,4636,5831,3855,516
"Agric., ganadería, caza y silvicultura (113)",1466,15,485,541,368,57
"Pesca (114)",16,,7,7,2,
"Explotación de minas y canteras (115)",9,,2,6,1,
"Industrias manufactureras (116)",785,1,253,283,234,14
"Suministro de electricidad, gas y agua (117)",24,,8,12,4,
"Construcción (118)",32,,15,15,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",5210,55,1332,1969,1558,296
"Venta, mant.y rep. veh.autom.y motoc. (120)",80,1,38,28,13,
"Comercio al por mayor (121)",195,,55,82,52,6
"Comercio al por menor (122)",4935,54,1239,1859,1493,290
"Hoteles y restaurantes (123)",1853,20,560,626,572,75
"Trans., almac. y comunicaciones (124)",335,3,184,102,45,1
"Intermediación financiera (125)",84,,51,27,6,
"Activid.inmobil., empres. y alquileres (126)",554,2,256,219,69,8
"Admin.pub. y defensa; p. segur.soc.afil (127)",438,,144,200,90,4
"Enseñanza (128)",1586,,365,833,379,9
"Servicios sociales y de salud (129)",457,,120,251,82,4
"Otras activ. serv.comun.soc y personales (130)",718,3,263,285,154,13
"Hogares privados con servicio doméstico (131)",1020,14,470,322,199,15
"Actividad economica no especificada (133)",364,,121,133,90,20
,,,,,,
"RURAL (134)",7450,98,2676,2523,1769,384
"Agric., ganadería, caza y silvicultura (135)",5764,82,2075,1878,1393,336
"Pesca (136)",20,,9,8,3,
"Explotación de minas y canteras (137)",40,,18,13,9,
"Industrias manufactureras (138)",255,,89,92,68,6
"Suministro de electricidad, gas y agua (139)",3,,1,,2,
"Construcción (140)",102,2,39,31,26,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",390,7,108,160,100,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",38,,17,12,7,2
"Comercio al por mayor (143)",17,,7,9,1,
"Comercio al por menor (144)",335,7,84,139,92,13
"Hoteles y restaurantes (145)",102,3,37,34,24,4
"Trans., almac. y comunicaciones (146)",287,3,123,109,49,3
"Intermediación financiera (147)",5,,3,,2,
"Activid.inmobil., empres. y alquileres (148)",87,,38,36,13,
"Admin.pub. y defensa; p. segur.soc.afil (149)",27,,5,14,8,
"Enseñanza (150)",79,,24,38,16,1
"Servicios sociales y de salud (151)",22,,8,11,2,1
"Otras activ. serv.comun.soc y personales (152)",80,,29,36,14,1
"Hogares privados con servicio doméstico (153)",93,1,50,27,13,2
"Actividad economica no especificada (155)",94,,20,36,27,11
"Hombres (156)",5754,67,2067,1911,1392,317
"Agric., ganadería, caza y silvicultura (157)",4697,59,1681,1520,1143,294
"Pesca (158)",20,,9,8,3,
"Explotación de minas y canteras (159)",39,,17,13,9,
"Industrias manufactureras (160)",198,,68,65,59,6
"Suministro de electricidad, gas y agua (161)",3,,1,,2,
"Construcción (162)",101,2,39,31,25,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",178,2,60,61,49,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",35,,16,10,7,2
"Comercio al por mayor (165)",12,,4,7,1,
"Comercio al por menor (166)",131,2,40,44,41,4
"Hoteles y restaurantes (167)",25,1,13,8,3,
"Trans., almac. y comunicaciones (168)",281,3,119,108,48,3
"Intermediación financiera (169)",3,,1,,2,
"Activid.inmobil., empres. y alquileres (170)",71,,30,29,12,
"Admin.pub. y defensa; p. segur.soc.afil (171)",14,,2,6,6,
"Enseñanza (172)",34,,4,21,9,
"Servicios sociales y de salud (173)",6,,,5,1,
"Otras activ. serv.comun.soc y personales (174)",60,,18,30,11,1
"Actividad economica no especificada (177)",24,,5,6,10,3
"Mujeres (179)",1696,31,609,612,377,67
"Agric., ganadería, caza y silvicultura (180)",1067,23,394,358,250,42
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",57,,21,27,9,
"Construcción (185)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",212,5,48,99,51,9
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,1,2,,
"Comercio al por mayor (188)",5,,3,2,,
"Comercio al por menor (189)",204,5,44,95,51,9
"Hoteles y restaurantes (190)",77,2,24,26,21,4
"Trans., almac. y comunicaciones (191)",6,,4,1,1,
"Intermediación financiera (192)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",16,,8,7,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",13,,3,8,2,
"Enseñanza (195)",45,,20,17,7,1
"Servicios sociales y de salud (196)",16,,8,6,1,1
"Otras activ. serv.comun.soc y personales (197)",20,,11,6,3,
"Hogares privados con servicio doméstico (198)",93,1,50,27,13,2
"Actividad economica no especificada (200)",70,,15,30,17,8
