"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",59,59,,,
"Actividad economica no especificada (043)",422,279,56,49,38
"Mujeres (044)",10973,8703,671,729,870
"Agric., ganadería, caza y silvicultura (045)",2669,2534,116,13,6
"Pesca (046)",4,1,3,,
"Explotación de minas y canteras (047)",3,1,1,,1
"Industrias manufactureras (048)",353,316,21,13,3
"Suministro de electricidad, gas y agua (049)",8,2,,6,
"Construcción (050)",51,24,5,13,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2260,2121,107,30,2
"Venta, mant.y rep. veh.autom y motoc. (052)",47,40,6,1,
"Comercio al por mayor (053)",88,75,4,7,2
"Comercio al por menor (054)",2125,2006,97,22,
"Hoteles y restaurantes (055)",1019,931,64,15,9
"Trans., almac. y comunicaciones (056)",166,135,11,10,10
"Intermediación financiera (057)",51,2,11,33,5
"Activid.inmobil., empres. y alquileres (058)",222,118,27,44,33
"Admin.pub. y defensa; p. segur soc.afil (059)",374,,,,374
"Enseñanza (060)",1159,324,199,454,182
"Servicios sociales y de salud (061)",277,53,17,19,188
"Otras activ. serv.comun.soc y personales (062)",258,191,28,34,5
"Hogares privados con servicio doméstico (063)",1262,1262,,,
"Actividad economica no especificada (065)",837,688,61,45,43
,,,,,
"URBANA (066)",26273,19905,2202,1846,2320
"Agric., ganadería, caza y silvicultura (067)",8707,8084,505,87,31
"Pesca (068)",7,3,2,2,
"Explotación de minas y canteras (069)",13,3,5,,5
"Industrias manufactureras (070)",1234,1042,125,50,17
"Suministro de electricidad, gas y agua (071)",90,13,5,44,28
"Construcción (072)",1351,929,236,141,45
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4357,3952,311,89,5
"Venta, mant.y rep. veh.autom y motoc. (074)",497,436,54,7,
"Comercio al por mayor (075)",233,191,19,18,5
"Comercio al por menor (076)",3627,3325,238,64,
"Hoteles y restaurantes (077)",1186,1050,96,31,9
"Trans., almac. y comunicaciones (078)",2053,1681,166,108,98
"Intermediación financiera (079)",122,11,26,66,19
"Activid.inmobil., empres. y alquileres (080)",788,394,125,135,134
"Admin.pub. y defensa; p. segur soc.afil (081)",1077,,,,1077
"Enseñanza (082)",2208,503,382,897,426
"Servicios sociales y de salud (083)",497,119,27,33,318
"Otras activ. serv.comun.soc y personales (084)",525,337,87,74,27
"Hogares privados con servicio doméstico (085)",1185,1185,,,
"Actividad economica no especificada (087)",873,599,104,89,81
"Hombres (088)",17457,13270,1594,1134,1459
"Agric., ganadería, caza y silvicultura (089)",7457,6924,427,81,25
"Pesca (090)",6,2,2,2,
"Explotación de minas y canteras (091)",10,2,4,,4
"Industrias manufactureras (092)",896,740,105,37,14
"Suministro de electricidad, gas y agua (093)",82,11,5,38,28
"Construcción (094)",1301,906,231,128,36
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2232,1963,207,59,3
"Venta, mant.y rep. veh.autom y motoc. (096)",450,396,48,6,
"Comercio al por mayor (097)",149,120,15,11,3
"Comercio al por menor (098)",1633,1447,144,42,
"Hoteles y restaurantes (099)",261,206,36,16,3
"Trans., almac. y comunicaciones (100)",1889,1546,156,99,88
"Intermediación financiera (101)",71,9,15,33,14
"Activid.inmobil., empres. y alquileres (102)",566,276,98,91,101
"Admin.pub. y defensa; p. segur soc.afil (103)",705,,,,705
"Enseñanza (104)",1084,206,187,447,244
"Servicios sociales y de salud (105)",225,67,10,14,134
"Otras activ. serv.comun.soc y personales (106)",275,154,59,40,22
"Hogares privados con servicio doméstico (107)",40,40,,,
"Actividad economica no especificada (109)",357,218,52,49,38
"Mujeres (110)",8816,6635,608,712,861
"Agric., ganadería, caza y silvicultura (111)",1250,1160,78,6,6
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",3,1,1,,1
"Industrias manufactureras (114)",338,302,20,13,3
"Suministro de electricidad, gas y agua (115)",8,2,,6,
"Construcción (116)",50,23,5,13,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2125,1989,104,30,2
"Venta, mant.y rep. veh.autom y motoc. (118)",47,40,6,1,
"Comercio al por mayor (119)",84,71,4,7,2
"Comercio al por menor (120)",1994,1878,94,22,
"Hoteles y restaurantes (121)",925,844,60,15,6
"Trans., almac. y comunicaciones (122)",164,135,10,9,10
"Intermediación financiera (123)",51,2,11,33,5
"Activid.inmobil., empres. y alquileres (124)",222,118,27,44,33
"Admin.pub. y defensa; p. segur soc.afil (125)",372,,,,372
"Enseñanza (126)",1124,297,195,450,182
"Servicios sociales y de salud (127)",272,52,17,19,184
"Otras activ. serv.comun.soc y personales (128)",250,183,28,34,5
"Hogares privados con servicio doméstico (129)",1145,1145,,,
"Actividad economica no especificada (131)",516,381,52,40,43
,,,,,
"RURAL (132)",15352,14757,488,57,50
"Agric., ganadería, caza y silvicultura (133)",13922,13488,405,27,2
"Pesca (134)",14,2,12,,
"Explotación de minas y canteras (135)",1,1,,,
"Industrias manufactureras (136)",107,100,7,,
"Suministro de electricidad, gas y agua (137)",1,,,1,
"Construcción (138)",74,60,11,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",308,300,8,,
"Venta, mant.y rep. veh.autom y motoc. (140)",10,10,,,
"Comercio al por mayor (141)",11,11,,,
"Comercio al por menor (142)",287,279,8,,
"Hoteles y restaurantes (143)",99,92,4,,3
"Trans., almac. y comunicaciones (144)",134,122,8,3,1
"Activid.inmobil., empres. y alquileres (146)",13,9,1,2,1
"Admin.pub. y defensa; p. segur soc.afil (147)",24,,,,24
"Enseñanza (148)",91,53,19,16,3
"Servicios sociales y de salud (149)",19,6,,,13
"Otras activ. serv.comun.soc y personales (150)",23,20,,3,
"Hogares privados con servicio doméstico (151)",136,136,,,
"Actividad economica no especificada (153)",386,368,13,5,
"Hombres (154)",13195,12689,425,40,41
"Agric., ganadería, caza y silvicultura (155)",12503,12114,367,20,2
"Pesca (156)",11,2,9,,
"Explotación de minas y canteras (157)",1,1,,,
"Industrias manufactureras (158)",92,86,6,,
"Suministro de electricidad, gas y agua (159)",1,,,1,
"Construcción (160)",73,59,11,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",173,168,5,,
"Venta, mant.y rep. veh.autom y motoc. (162)",10,10,,,
"Comercio al por mayor (163)",7,7,,,
"Comercio al por menor (164)",156,151,5,,
"Hoteles y restaurantes (165)",5,5,,,
"Trans., almac. y comunicaciones (166)",132,122,7,2,1
"Activid.inmobil., empres. y alquileres (168)",13,9,1,2,1
"Admin.pub. y defensa; p. segur soc.afil (169)",22,,,,22
"Enseñanza (170)",56,26,15,12,3
"Servicios sociales y de salud (171)",14,5,,,9
"Otras activ. serv.comun.soc y personales (172)",15,12,,3,
"Hogares privados con servicio doméstico (173)",19,19,,,
"Actividad economica no especificada (175)",65,61,4,,
"Mujeres (176)",2157,2068,63,17,9
"Agric., ganadería, caza y silvicultura (177)",1419,1374,38,7,
"Pesca (178)",3,,3,,
"Industrias manufactureras (180)",15,14,1,,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",135,132,3,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",131,128,3,,
"Hoteles y restaurantes (187)",94,87,4,,3
"Trans., almac. y comunicaciones (188)",2,,1,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",2,,,,2
"Enseñanza (192)",35,27,4,4,
"Servicios sociales y de salud (193)",5,1,,,4
"Otras activ. serv.comun.soc y personales (194)",8,8,,,
"Hogares privados con servicio doméstico (195)",117,117,,,
"Actividad economica no especificada (197)",321,307,9,5,
