"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",103,,30,36,21,16
"Mujeres (045)",3295,25,871,1110,973,316
"Agric., ganadería, caza y silvicultura (046)",2476,12,594,781,810,279
"Industrias manufactureras (049)",51,1,16,20,10,4
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",21,,13,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",230,5,59,112,46,8
"Venta, mant.y rep. veh.autom.y motoc. (053)",1,,1,,,
"Comercio al por mayor (054)",7,,4,3,,
"Comercio al por menor (055)",222,5,54,109,46,8
"Hoteles y restaurantes (056)",126,3,48,45,25,5
"Trans., almac. y comunicaciones (057)",11,2,5,4,,
"Activid.inmobil., empres. y alquileres (059)",8,,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",28,,19,4,5,
"Enseñanza (061)",126,,40,58,27,1
"Servicios sociales y de salud (062)",36,,9,23,4,
"Otras activ. serv.comun.soc y personales (063)",21,,5,6,8,2
"Hogares privados con servicio doméstico (064)",41,2,28,5,5,1
"Actividad economica no especificada (066)",119,,30,43,30,16
,,,,,,
"URBANA (067)",1797,34,498,731,426,108
"Agric., ganadería, caza y silvicultura (068)",595,11,154,196,165,69
"Pesca (069)",1,,,,1,
"Explotación de minas y canteras (070)",3,,1,1,1,
"Industrias manufactureras (071)",96,3,34,37,19,3
"Suministro de electricidad, gas y agua (072)",7,,5,1,1,
"Construcción (073)",130,,42,55,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",248,8,61,115,52,12
"Venta, mant.y rep. veh.autom.y motoc. (075)",8,,5,3,,
"Comercio al por mayor (076)",8,,4,3,1,
"Comercio al por menor (077)",232,8,52,109,51,12
"Hoteles y restaurantes (078)",114,6,38,38,27,5
"Trans., almac. y comunicaciones (079)",55,1,26,25,2,1
"Activid.inmobil., empres. y alquileres (081)",32,,10,16,6,
"Admin.pub. y defensa; p. segur.soc.afil (082)",115,,41,45,27,2
"Enseñanza (083)",231,,31,130,69,1
"Servicios sociales y de salud (084)",49,,10,33,6,
"Otras activ. serv.comun.soc y personales (085)",41,1,11,18,9,2
"Hogares privados con servicio doméstico (086)",30,4,17,5,3,1
"Actividad economica no especificada (088)",50,,17,16,8,9
"Hombres (089)",1098,23,293,453,270,59
"Agric., ganadería, caza y silvicultura (090)",388,10,100,131,105,42
"Pesca (091)",1,,,,1,
"Explotación de minas y canteras (092)",3,,1,1,1,
"Industrias manufactureras (093)",77,2,27,28,17,3
"Suministro de electricidad, gas y agua (094)",7,,5,1,1,
"Construcción (095)",126,,38,55,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",90,3,22,38,23,4
"Venta, mant.y rep. veh.autom.y motoc. (097)",8,,5,3,,
"Comercio al por mayor (098)",2,,1,,1,
"Comercio al por menor (099)",80,3,16,35,22,4
"Hoteles y restaurantes (100)",16,4,7,1,4,
"Trans., almac. y comunicaciones (101)",48,,23,22,2,1
"Activid.inmobil., empres. y alquileres (103)",26,,8,12,6,
"Admin.pub. y defensa; p. segur.soc.afil (104)",93,,25,42,24,2
"Enseñanza (105)",150,,16,85,49,
"Servicios sociales y de salud (106)",18,,3,13,2,
"Otras activ. serv.comun.soc y personales (107)",23,1,7,13,2,
"Hogares privados con servicio doméstico (108)",9,3,3,2,1,
"Actividad economica no especificada (110)",23,,8,9,2,4
"Mujeres (112)",699,11,205,278,156,49
"Agric., ganadería, caza y silvicultura (113)",207,1,54,65,60,27
"Industrias manufactureras (116)",19,1,7,9,2,
"Construcción (118)",4,,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",158,5,39,77,29,8
"Comercio al por mayor (121)",6,,3,3,,
"Comercio al por menor (122)",152,5,36,74,29,8
"Hoteles y restaurantes (123)",98,2,31,37,23,5
"Trans., almac. y comunicaciones (124)",7,1,3,3,,
"Activid.inmobil., empres. y alquileres (126)",6,,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",22,,16,3,3,
"Enseñanza (128)",81,,15,45,20,1
"Servicios sociales y de salud (129)",31,,7,20,4,
"Otras activ. serv.comun.soc y personales (130)",18,,4,5,7,2
"Hogares privados con servicio doméstico (131)",21,1,14,3,2,1
"Actividad economica no especificada (133)",27,,9,7,6,5
,,,,,,
"RURAL (134)",7331,40,1755,2499,2260,777
"Agric., ganadería, caza y silvicultura (135)",5792,34,1265,1865,1902,726
"Pesca (136)",3,,2,1,,
"Explotación de minas y canteras (137)",16,,6,7,2,1
"Industrias manufactureras (138)",238,1,68,85,68,16
"Suministro de electricidad, gas y agua (139)",9,,3,4,2,
"Construcción (140)",488,,139,223,118,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",156,1,50,72,31,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",11,,7,4,,
"Comercio al por mayor (143)",5,,2,3,,
"Comercio al por menor (144)",140,1,41,65,31,2
"Hoteles y restaurantes (145)",31,1,19,8,3,
"Trans., almac. y comunicaciones (146)",67,1,34,25,7,
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",17,,6,8,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",86,,26,37,22,1
"Enseñanza (150)",196,,60,86,50,
"Servicios sociales y de salud (151)",11,,3,6,2,
"Otras activ. serv.comun.soc y personales (152)",21,,12,5,4,
"Hogares privados con servicio doméstico (153)",27,2,18,4,3,
"Actividad economica no especificada (155)",172,,43,63,43,23
"Hombres (156)",4735,26,1089,1667,1443,510
"Agric., ganadería, caza y silvicultura (157)",3523,23,725,1149,1152,474
"Pesca (158)",3,,2,1,,
"Explotación de minas y canteras (159)",16,,6,7,2,1
"Industrias manufactureras (160)",206,1,59,74,60,12
"Suministro de electricidad, gas y agua (161)",8,,2,4,2,
"Construcción (162)",471,,130,218,115,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",84,1,30,37,14,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",10,,6,4,,
"Comercio al por mayor (165)",4,,1,3,,
"Comercio al por menor (166)",70,1,23,30,14,2
"Hoteles y restaurantes (167)",3,,2,,1,
"Trans., almac. y comunicaciones (168)",63,,32,24,7,
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",15,,4,8,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",80,,23,36,20,1
"Enseñanza (172)",151,,35,73,43,
"Servicios sociales y de salud (173)",6,,1,3,2,
"Otras activ. serv.comun.soc y personales (174)",18,,11,4,3,
"Hogares privados con servicio doméstico (175)",7,1,4,2,,
"Actividad economica no especificada (177)",80,,22,27,19,12
"Mujeres (179)",2596,14,666,832,817,267
"Agric., ganadería, caza y silvicultura (180)",2269,11,540,716,750,252
"Industrias manufactureras (183)",32,,9,11,8,4
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",17,,9,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",72,,20,35,17,
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",1,,1,,,
"Comercio al por menor (189)",70,,18,35,17,
"Hoteles y restaurantes (190)",28,1,17,8,2,
"Trans., almac. y comunicaciones (191)",4,1,2,1,,
"Activid.inmobil., empres. y alquileres (193)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,3,1,2,
"Enseñanza (195)",45,,25,13,7,
"Servicios sociales y de salud (196)",5,,2,3,,
"Otras activ. serv.comun.soc y personales (197)",3,,1,1,1,
"Hogares privados con servicio doméstico (198)",20,1,14,2,3,
"Actividad economica no especificada (200)",92,,21,36,24,11
