"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",106,237,230,3,97,1.3,
"De 40 a 44 años (037)",83,236,227,1,96.2,0.4,
"De 45 a 49 años (038)",45,138,134,,97.1,,
"De 50 y más años (039)",64,286,260,,90.9,,
"No PEA (040)",32905,78335,72351,1668,92.4,2.1,
"De 12 a 14 años (041)",3740,6,6,1,100,16.7,
"De 15 a 19 años (042)",4939,680,674,237,99.1,34.9,
"De 20 a 24 años (043)",3782,3097,3056,472,98.7,15.2,
"De 25 a 29 años (044)",3218,4920,4854,414,98.7,8.4,
"De 30 a 34 años (045)",2955,6562,6417,304,97.8,4.6,
"De 35 a 39 años (046)",2674,7510,7251,188,96.6,2.5,
"De 40 a 44 años (047)",2185,7203,6871,48,95.4,0.7,
"De 45 a 49 años (048)",1902,7285,6807,4,93.4,0.1,
"De 50 y más años (049)",7510,41072,36415,,88.7,,
,,,,,,,
"URBANA (060)",41915,95370,88976,1827,93.3,1.9,
"De 12 a 14 años (061)",3391,11,11,1,100,9.1,
"De 15 a 19 años (062)",5282,720,713,233,99,32.4,
"De 20 a 24 años (063)",5092,3583,3524,465,98.4,13,
"De 25 a 29 años (064)",4654,6240,6153,458,98.6,7.3,
"De 30 a 34 años (065)",4403,8856,8662,359,97.8,4.1,
"De 35 a 39 años (066)",4119,10809,10458,227,96.8,2.1,
"De 40 a 44 años (067)",3521,10955,10473,76,95.6,0.7,
"De 45 a 49 años (068)",2881,10525,9873,8,93.8,0.1,
"De 50 y más años (069)",8572,43671,39109,,89.6,,
"PEA (070)",13181,28569,26981,406,94.4,1.4,
"De 12 a 14 años (071)",130,5,5,,100,,
"De 15 a 19 años (072)",923,123,121,24,98.4,19.5,
"De 20 a 24 años (073)",1822,955,935,70,97.9,7.3,
"De 25 a 29 años (074)",1897,2065,2030,106,98.3,5.1,
"De 30 a 34 años (075)",1821,3201,3124,99,97.6,3.1,
"De 35 a 39 años (076)",1775,4269,4142,69,97,1.6,
"De 40 a 44 años (077)",1569,4680,4464,34,95.4,0.7,
"De 45 a 49 años (078)",1204,4230,3971,4,93.9,0.1,
"De 50 y más años (079)",2040,9041,8189,,90.6,,
"Ocupada (080)",12303,27288,25746,370,94.3,1.4,
"De 12 a 14 años (081)",127,5,5,,100,,
"De 15 a 19 años (082)",814,105,103,20,98.1,19,
"De 20 a 24 años (083)",1627,887,867,64,97.7,7.2,
"De 25 a 29 años (084)",1737,1921,1888,93,98.3,4.8,
"De 30 a 34 años (085)",1702,3017,2941,90,97.5,3,
"De 35 a 39 años (086)",1671,4038,3918,66,97,1.6,
"De 40 a 44 años (087)",1487,4446,4239,33,95.3,0.7,
"De 45 a 49 años (088)",1160,4099,3844,4,93.8,0.1,
"De 50 y más años (089)",1978,8770,7941,,90.5,,
"Desocupada (090)",878,1281,1235,36,96.4,2.8,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",109,18,18,4,100,22.2,
"De 20 a 24 años (093)",195,68,68,6,100,8.8,
"De 25 a 29 años (094)",160,144,142,13,98.6,9,
"De 30 a 34 años (095)",119,184,183,9,99.5,4.9,
"De 35 a 39 años (096)",104,231,224,3,97,1.3,
"De 40 a 44 años (097)",82,234,225,1,96.2,0.4,
"De 45 a 49 años (098)",44,131,127,,96.9,,
"De 50 y más años (099)",62,271,248,,91.5,,
"No PEA (100)",28734,66801,61995,1421,92.8,2.1,
"De 12 a 14 años (101)",3261,6,6,1,100,16.7,
"De 15 a 19 años (102)",4359,597,592,209,99.2,35,
"De 20 a 24 años (103)",3270,2628,2589,395,98.5,15,
"De 25 a 29 años (104)",2757,4175,4123,352,98.8,8.4,
"De 30 a 34 años (105)",2582,5655,5538,260,97.9,4.6,
"De 35 a 39 años (106)",2344,6540,6316,158,96.6,2.4,
"De 40 a 44 años (107)",1952,6275,6009,42,95.8,0.7,
"De 45 a 49 años (108)",1677,6295,5902,4,93.8,0.1,
"De 50 y más años (109)",6532,34630,30920,,89.3,,
,,,,,,,
"RURAL (120)",5456,15065,13653,272,90.6,1.8,
"De 12 a 14 años (121)",490,,,,,,
"De 15 a 19 años (122)",688,106,105,30,99.1,28.3,
"De 20 a 24 años (123)",683,576,573,83,99.5,14.4,
"De 25 a 29 años (124)",630,964,945,68,98,7.1,
"De 30 a 34 años (125)",554,1265,1232,51,97.4,4,
"De 35 a 39 años (126)",496,1405,1354,31,96.4,2.2,
"De 40 a 44 años (127)",354,1368,1275,9,93.2,0.7,
"De 45 a 49 años (128)",338,1505,1384,,92,,
"De 50 y más años (129)",1223,7876,6785,,86.1,,
"PEA (130)",1285,3531,3297,24,93.4,0.7,
"De 12 a 14 años (131)",11,,,,,,
"De 15 a 19 años (132)",108,23,23,2,100,8.7,
"De 20 a 24 años (133)",171,107,106,5,99.1,4.7,
"De 25 a 29 años (134)",169,219,214,6,97.7,2.7,
"De 30 a 34 años (135)",181,358,353,7,98.6,2,
"De 35 a 39 años (136)",166,435,419,1,96.3,0.2,
"De 40 a 44 años (137)",121,440,413,3,93.9,0.7,
"De 45 a 49 años (138)",113,515,479,,93,,
"De 50 y más años (139)",245,1434,1290,,90,,
"Ocupada (140)",1241,3488,3258,22,93.4,0.6,
"De 12 a 14 años (141)",10,,,,,,
"De 15 a 19 años (142)",96,22,22,1,100,4.5,
"De 20 a 24 años (143)",157,103,103,4,100,3.9,
"De 25 a 29 años (144)",165,218,213,6,97.7,2.8,
"De 30 a 34 años (145)",174,351,346,7,98.6,2,
"De 35 a 39 años (146)",164,429,413,1,96.3,0.2,
"De 40 a 44 años (147)",120,438,411,3,93.8,0.7,
"De 45 a 49 años (148)",112,508,472,,92.9,,
"De 50 y más años (149)",243,1419,1278,,90.1,,
"Desocupada (150)",44,43,39,2,90.7,4.7,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",12,1,1,1,100,100,
"De 20 a 24 años (153)",14,4,3,1,75,25,
"De 25 a 29 años (154)",4,1,1,,100,,
"De 30 a 34 años (155)",7,7,7,,100,,
"De 35 a 39 años (156)",2,6,6,,100,,
"De 40 a 44 años (157)",1,2,2,,100,,
"De 45 a 49 años (158)",1,7,7,,100,,
"De 50 y más años (159)",2,15,12,,80,,
"No PEA (160)",4171,11534,10356,248,89.8,2.2,
"De 12 a 14 años (161)",479,,,,,,
"De 15 a 19 años (162)",580,83,82,28,98.8,33.7,
"De 20 a 24 años (163)",512,469,467,78,99.6,16.6,
"De 25 a 29 años (164)",461,745,731,62,98.1,8.3,
"De 30 a 34 años (165)",373,907,879,44,96.9,4.9,
"De 35 a 39 años (166)",330,970,935,30,96.4,3.1,
"De 40 a 44 años (167)",233,928,862,6,92.9,0.6,
"De 45 a 49 años (168)",225,990,905,,91.4,,
"De 50 y más años (169)",978,6442,5495,,85.3,,
