"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",10916,7981,825,754,1356
"Sin nivel (061)",1242,1134,50,18,40
"Educación inicial (062)",25,24,1,,
"Primaria (063)",3349,2942,199,88,120
"Secundaria (064)",2431,1890,188,117,236
"Superior no univ. incompleta (065)",556,382,49,46,79
"Superior no univ. completa (066)",1675,863,194,233,385
"Superior univ. incompleta (067)",404,260,30,33,81
"Superior univ. completa (068)",1234,486,114,219,415
"De 06 a 14 años (070)",196,186,3,6,1
"Sin nivel (071)",13,13,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",126,121,2,3,
"Secundaria (074)",55,50,1,3,1
"De 15 a 29 años (080)",3682,2770,315,219,378
"Sin nivel (081)",213,189,8,5,11
"Educación inicial (082)",14,13,1,,
"Primaria (083)",962,823,76,31,32
"Secundaria (084)",1302,1036,113,58,95
"Superior no univ. incompleta (085)",244,179,21,15,29
"Superior no univ. completa (086)",500,281,58,55,106
"Superior univ. incompleta (087)",166,123,9,12,22
"Superior univ. completa (088)",281,126,29,43,83
"De 30 a 44 años (090)",4114,2766,351,358,639
"Sin nivel (091)",416,370,21,8,17
"Educación inicial (092)",9,9,,,
"Primaria (093)",1183,1032,81,32,38
"Secundaria (094)",659,492,43,41,83
"Superior no univ. incompleta (095)",207,132,22,18,35
"Superior no univ. completa (096)",875,426,106,133,210
"Superior univ. incompleta (097)",148,86,17,14,31
"Superior univ. completa (098)",617,219,61,112,225
"De 45 a 64 años (100)",2453,1816,143,161,333
"Sin nivel (101)",425,393,17,4,11
"Primaria (103)",872,771,36,17,48
"Secundaria (104)",385,285,30,15,55
"Superior no univ. incompleta (105)",94,60,6,13,15
"Superior no univ. completa (106)",285,143,29,44,69
"Superior univ. incompleta (107)",76,39,3,6,28
"Superior univ. completa (108)",316,125,22,62,107
"De 65 y más años (110)",471,443,13,10,5
"Sin nivel (111)",175,169,4,1,1
"Primaria (113)",206,195,4,5,2
"Secundaria (114)",30,27,1,,2
"Superior no univ. incompleta (115)",11,11,,,
"Superior no univ. completa (116)",15,13,1,1,
"Superior univ. incompleta (117)",14,12,1,1,
"Superior univ. completa (118)",20,16,2,2,
,,,,,
"RURAL (120)",24500,23371,616,233,280
"Sin nivel (121)",7341,7175,118,27,21
"Educación inicial (122)",61,60,,1,
"Primaria (123)",14897,14294,374,141,88
"Secundaria (124)",1673,1520,77,34,42
"Superior no univ. incompleta (125)",95,74,6,5,10
"Superior no univ. completa (126)",271,136,33,14,88
"Superior univ. incompleta (127)",44,27,3,3,11
"Superior univ. completa (128)",118,85,5,8,20
"De 06 a 14 años (130)",920,905,12,3,
"Sin nivel (131)",211,208,3,,
"Educación inicial (132)",7,7,,,
"Primaria (133)",640,630,7,3,
"Secundaria (134)",62,60,2,,
"De 15 a 29 años (140)",9449,8942,274,110,123
"Sin nivel (141)",1644,1601,28,8,7
"Educación inicial (142)",40,39,,1,
"Primaria (143)",6371,6075,173,66,57
"Secundaria (144)",1150,1054,51,20,25
"Superior no univ. incompleta (145)",40,32,3,1,4
"Superior no univ. completa (146)",130,84,14,11,21
"Superior univ. incompleta (147)",19,15,1,1,2
"Superior univ. completa (148)",55,42,4,2,7
"De 30 a 44 años (150)",7046,6626,206,87,127
"Sin nivel (151)",2208,2142,41,15,10
"Educación inicial (152)",14,14,,,
"Primaria (153)",4271,4068,127,51,25
"Secundaria (154)",341,297,20,12,12
"Superior no univ. incompleta (155)",33,27,1,1,4
"Superior no univ. completa (156)",113,40,15,1,57
"Superior univ. incompleta (157)",19,8,1,1,9
"Superior univ. completa (158)",47,30,1,6,10
"De 45 a 64 años (160)",5130,4970,99,32,29
"Sin nivel (161)",2124,2087,31,3,3
"Primaria (163)",2833,2748,58,21,6
"Secundaria (164)",107,97,3,2,5
"Superior no univ. incompleta (165)",19,12,2,3,2
"Superior no univ. completa (166)",28,12,4,2,10
"Superior univ. incompleta (167)",6,4,1,1,
"Superior univ. completa (168)",13,10,,,3
"De 65 y más años (170)",1955,1928,25,1,1
"Sin nivel (171)",1154,1137,15,1,1
"Primaria (173)",782,773,9,,
"Secundaria (174)",13,12,1,,
"Superior no univ. incompleta (175)",3,3,,,
"Superior univ. completa (178)",3,3,,,
