"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",13,,1,2,10
"Profes., científicos e intelectuales (038)",261,53,43,99,66
"Técnicos de nivel medio y trab. asimilados (039)",34,9,10,7,8
"Jefes y empleados de oficina (040)",70,5,2,8,55
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",171,156,6,4,5
"Agricult.trabaj.calif.agrop.y pesqueros (042)",471,456,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",67,56,5,3,3
"Obreros construc.,conf.,papel, fab., instr. (044)",61,36,8,8,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",517,456,31,9,21
"Otra (046)",12,,,,12
"Ocupación no especificada (047)",57,42,7,8,
"Hombres (048)",1142,824,101,101,116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",10,,1,2,7
"Profes., científicos e intelectuales (050)",142,16,32,63,31
"Técnicos de nivel medio y trab. asimilados (051)",26,8,7,5,6
"Jefes y empleados de oficina (052)",34,3,1,3,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",60,52,2,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",388,376,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",61,50,5,3,3
"Obreros construc.,conf.,papel, fab., instr. (056)",61,36,8,8,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",323,268,28,8,19
"Otra (058)",11,,,,11
"Ocupación no especificada (059)",26,15,5,6,
"Mujeres (060)",592,445,27,47,73
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",119,37,11,36,35
"Técnicos de nivel medio y trab. asimilados (063)",8,1,3,2,2
"Jefes y empleados de oficina (064)",36,2,1,5,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",111,104,4,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,80,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",194,188,3,1,2
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",31,27,2,2,
,,,,,
"RURAL (072)",1130,898,63,17,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,1,,3
"Profes., científicos e intelectuales (074)",87,39,24,15,9
"Técnicos de nivel medio y trab. asimilados (075)",12,1,,,11
"Jefes y empleados de oficina (076)",12,,,,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",39,35,,,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",503,492,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",98,12,2,1,83
"Obreros construc.,conf.,papel, fab., instr. (080)",29,11,2,,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",330,294,21,1,14
"Ocupación no especificada (083)",16,14,2,,
"Hombres (084)",943,744,45,10,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,1,,3
"Profes., científicos e intelectuales (086)",44,17,11,8,8
"Técnicos de nivel medio y trab. asimilados (087)",10,1,,,9
"Jefes y empleados de oficina (088)",11,,,,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",21,18,,,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",470,459,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",96,11,1,1,83
"Obreros construc.,conf.,papel, fab., instr. (092)",29,11,2,,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",248,219,17,1,11
"Ocupación no especificada (095)",10,8,2,,
"Mujeres (096)",187,154,18,7,8
"Profes., científicos e intelectuales (098)",43,22,13,7,1
"Técnicos de nivel medio y trab. asimilados (099)",2,,,,2
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",18,17,,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",33,33,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",82,75,4,,3
"Ocupación no especificada (107)",6,6,,,
