"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",22,2,9,5,5,1
"Actividad economica no especificada (043)",577,4,294,157,89,33
"Mujeres (045)",8798,193,4397,2785,1230,193
"Agric., ganadería, caza y silvicultura (046)",3328,102,1652,1070,437,67
"Pesca (047)",5,,1,3,1,
"Explotación de minas y canteras (048)",5,,4,1,,
"Industrias manufactureras (049)",1702,7,1173,454,67,1
"Suministro de electricidad, gas y agua (050)",4,,,4,,
"Construcción (051)",130,2,76,31,17,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1492,32,470,564,365,61
"Venta, mant.y rep. veh.autom.y motoc. (053)",22,,8,10,4,
"Comercio al por mayor (054)",85,3,29,36,17,
"Comercio al por menor (055)",1385,29,433,518,344,61
"Hoteles y restaurantes (056)",602,15,204,200,161,22
"Trans., almac. y comunicaciones (057)",80,2,47,29,2,
"Intermediación financiera (058)",22,,18,4,,
"Activid.inmobil., empres. y alquileres (059)",156,,106,34,15,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",64,,20,33,11,
"Enseñanza (061)",212,,93,95,23,1
"Servicios sociales y de salud (062)",73,,32,31,8,2
"Otras activ. serv.comun.soc y personales (063)",135,3,68,43,19,2
"Hogares privados con servicio doméstico (064)",379,27,233,70,41,8
"Actividad economica no especificada (066)",409,3,200,119,63,24
,,,,,,
"URBANA (067)",24084,437,11877,7480,3619,671
"Agric., ganadería, caza y silvicultura (068)",11366,225,5601,3478,1683,379
"Pesca (069)",58,,15,24,17,2
"Explotación de minas y canteras (070)",77,,35,33,6,3
"Industrias manufactureras (071)",4148,28,2778,1055,263,24
"Suministro de electricidad, gas y agua (072)",40,,14,18,8,
"Construcción (073)",1107,17,492,352,209,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2617,76,860,971,613,97
"Venta, mant.y rep. veh.autom.y motoc. (075)",232,4,104,85,34,5
"Comercio al por mayor (076)",204,3,85,83,31,2
"Comercio al por menor (077)",2181,69,671,803,548,90
"Hoteles y restaurantes (078)",756,26,258,242,201,29
"Trans., almac. y comunicaciones (079)",1281,23,569,458,206,25
"Intermediación financiera (080)",37,,28,7,2,
"Activid.inmobil., empres. y alquileres (081)",570,3,271,212,75,9
"Admin.pub. y defensa; p. segur.soc.afil (082)",206,,55,88,57,6
"Enseñanza (083)",274,,101,111,58,4
"Servicios sociales y de salud (084)",119,,56,41,17,5
"Otras activ. serv.comun.soc y personales (085)",312,8,136,103,52,13
"Hogares privados con servicio doméstico (086)",338,27,197,67,40,7
"Actividad economica no especificada (088)",778,4,411,220,112,31
"Hombres (089)",16538,289,8040,5077,2600,532
"Agric., ganadería, caza y silvicultura (090)",8753,161,4253,2614,1384,341
"Pesca (091)",53,,14,21,16,2
"Explotación de minas y canteras (092)",72,,31,32,6,3
"Industrias manufactureras (093)",2550,23,1666,637,200,24
"Suministro de electricidad, gas y agua (094)",37,,14,15,8,
"Construcción (095)",1007,16,432,331,194,34
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1245,44,429,454,274,44
"Venta, mant.y rep. veh.autom.y motoc. (097)",212,4,97,76,30,5
"Comercio al por mayor (098)",126,,58,52,14,2
"Comercio al por menor (099)",907,40,274,326,230,37
"Hoteles y restaurantes (100)",191,12,69,54,48,8
"Trans., almac. y comunicaciones (101)",1203,21,522,431,204,25
"Intermediación financiera (102)",16,,11,3,2,
"Activid.inmobil., empres. y alquileres (103)",441,3,186,183,61,8
"Admin.pub. y defensa; p. segur.soc.afil (104)",153,,39,60,48,6
"Enseñanza (105)",103,,24,35,41,3
"Servicios sociales y de salud (106)",59,,27,20,9,3
"Otras activ. serv.comun.soc y personales (107)",189,5,77,63,33,11
"Hogares privados con servicio doméstico (108)",17,2,7,3,4,1
"Actividad economica no especificada (110)",449,2,239,121,68,19
"Mujeres (112)",7546,148,3837,2403,1019,139
"Agric., ganadería, caza y silvicultura (113)",2613,64,1348,864,299,38
"Pesca (114)",5,,1,3,1,
"Explotación de minas y canteras (115)",5,,4,1,,
"Industrias manufactureras (116)",1598,5,1112,418,63,
"Suministro de electricidad, gas y agua (117)",3,,,3,,
"Construcción (118)",100,1,60,21,15,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1372,32,431,517,339,53
"Venta, mant.y rep. veh.autom.y motoc. (120)",20,,7,9,4,
"Comercio al por mayor (121)",78,3,27,31,17,
"Comercio al por menor (122)",1274,29,397,477,318,53
"Hoteles y restaurantes (123)",565,14,189,188,153,21
"Trans., almac. y comunicaciones (124)",78,2,47,27,2,
"Intermediación financiera (125)",21,,17,4,,
"Activid.inmobil., empres. y alquileres (126)",129,,85,29,14,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",53,,16,28,9,
"Enseñanza (128)",171,,77,76,17,1
"Servicios sociales y de salud (129)",60,,29,21,8,2
"Otras activ. serv.comun.soc y personales (130)",123,3,59,40,19,2
"Hogares privados con servicio doméstico (131)",321,25,190,64,36,6
"Actividad economica no especificada (133)",329,2,172,99,44,12
,,,,,,
"RURAL (134)",6600,169,2605,1892,1423,511
"Agric., ganadería, caza y silvicultura (135)",5002,149,1879,1350,1171,453
"Pesca (136)",51,,20,20,10,1
"Explotación de minas y canteras (137)",10,,4,4,2,
"Industrias manufactureras (138)",326,4,197,98,25,2
"Suministro de electricidad, gas y agua (139)",5,,1,2,2,
"Construcción (140)",264,5,119,88,45,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",248,4,84,99,49,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",38,3,18,11,6,
"Comercio al por mayor (143)",16,,5,9,2,
"Comercio al por menor (144)",194,1,61,79,41,12
"Hoteles y restaurantes (145)",44,1,18,15,9,1
"Trans., almac. y comunicaciones (146)",162,,60,68,31,3
"Intermediación financiera (147)",3,,3,,,
"Activid.inmobil., empres. y alquileres (148)",67,,37,23,6,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",28,,6,15,6,1
"Enseñanza (150)",61,,23,23,14,1
"Servicios sociales y de salud (151)",20,,8,12,,
"Otras activ. serv.comun.soc y personales (152)",38,1,18,11,7,1
"Hogares privados con servicio doméstico (153)",63,2,45,8,6,2
"Actividad economica no especificada (155)",208,3,83,56,40,26
"Hombres (156)",5348,124,2045,1510,1212,457
"Agric., ganadería, caza y silvicultura (157)",4287,111,1575,1144,1033,424
"Pesca (158)",51,,20,20,10,1
"Explotación de minas y canteras (159)",10,,4,4,2,
"Industrias manufactureras (160)",222,2,136,62,21,1
"Suministro de electricidad, gas y agua (161)",4,,1,1,2,
"Construcción (162)",234,4,103,78,43,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",128,4,45,52,23,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",36,3,17,10,6,
"Comercio al por mayor (165)",9,,3,4,2,
"Comercio al por menor (166)",83,1,25,38,15,4
"Hoteles y restaurantes (167)",7,,3,3,1,
"Trans., almac. y comunicaciones (168)",160,,60,66,31,3
"Intermediación financiera (169)",2,,2,,,
"Activid.inmobil., empres. y alquileres (170)",40,,16,18,5,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",17,,2,10,4,1
"Enseñanza (172)",20,,7,4,8,1
"Servicios sociales y de salud (173)",7,,5,2,,
"Otras activ. serv.comun.soc y personales (174)",26,1,9,8,7,1
"Hogares privados con servicio doméstico (175)",5,,2,2,1,
"Actividad economica no especificada (177)",128,2,55,36,21,14
"Mujeres (179)",1252,45,560,382,211,54
"Agric., ganadería, caza y silvicultura (180)",715,38,304,206,138,29
"Industrias manufactureras (183)",104,2,61,36,4,1
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",30,1,16,10,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",120,,39,47,26,8
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,1,,
"Comercio al por mayor (188)",7,,2,5,,
"Comercio al por menor (189)",111,,36,41,26,8
"Hoteles y restaurantes (190)",37,1,15,12,8,1
"Trans., almac. y comunicaciones (191)",2,,,2,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",27,,21,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,4,5,2,
"Enseñanza (195)",41,,16,19,6,
"Servicios sociales y de salud (196)",13,,3,10,,
"Otras activ. serv.comun.soc y personales (197)",12,,9,3,,
"Hogares privados con servicio doméstico (198)",58,2,43,6,5,2
"Actividad economica no especificada (200)",80,1,28,20,19,12
