"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 40 a 44 años (047)",1335,,,,28,362,722,223
"De 45 a 49 años (048)",1090,,,,68,460,378,184
"De 50 y más años (049)",3861,44,180,533,1016,749,68,1271
,,,,,,,,
"URBANA (060)",8201,12,72,208,630,1444,3456,2379
"De 12 a 14 años (061)",13,,,,,,,13
"De 15 a 19 años (062)",420,,,,,,241,179
"De 20 a 24 años (063)",944,,,,,2,580,362
"De 25 a 29 años (064)",1213,,,,,62,752,399
"De 30 a 34 años (065)",1112,,,,,161,698,253
"De 35 a 39 años (066)",1090,,,,9,254,611,216
"De 40 a 44 años (067)",891,,,,34,290,371,196
"De 45 a 49 años (068)",708,,,1,70,314,172,151
"De 50 y más años (069)",1810,12,72,207,517,361,31,610
"PEA (070)",3648,,18,62,277,738,1526,1027
"De 12 a 14 años (071)",4,,,,,,,4
"De 15 a 19 años (072)",138,,,,,,80,58
"De 20 a 24 años (073)",406,,,,,1,237,168
"De 25 a 29 años (074)",542,,,,,29,334,179
"De 30 a 34 años (075)",541,,,,,88,304,149
"De 35 a 39 años (076)",545,,,,4,137,299,105
"De 40 a 44 años (077)",449,,,,18,151,182,98
"De 45 a 49 años (078)",357,,,1,38,175,73,70
"De 50 y más años (079)",666,,18,61,217,157,17,196
"Ocupada (080)",3481,,17,60,272,716,1444,972
"De 12 a 14 años (081)",3,,,,,,,3
"De 15 a 19 años (082)",128,,,,,,77,51
"De 20 a 24 años (083)",377,,,,,1,221,155
"De 25 a 29 años (084)",512,,,,,28,310,174
"De 30 a 34 años (085)",511,,,,,85,282,144
"De 35 a 39 años (086)",528,,,,4,136,290,98
"De 40 a 44 años (087)",429,,,,18,146,174,91
"De 45 a 49 años (088)",345,,,1,38,164,73,69
"De 50 y más años (089)",648,,17,59,212,156,17,187
"Desocupada (090)",167,,1,2,5,22,82,55
"De 12 a 14 años (091)",1,,,,,,,1
"De 15 a 19 años (092)",10,,,,,,3,7
"De 20 a 24 años (093)",29,,,,,,16,13
"De 25 a 29 años (094)",30,,,,,1,24,5
"De 30 a 34 años (095)",30,,,,,3,22,5
"De 35 a 39 años (096)",17,,,,,1,9,7
"De 40 a 44 años (097)",20,,,,,5,8,7
"De 45 a 49 años (098)",12,,,,,11,,1
"De 50 y más años (099)",18,,1,2,5,1,,9
"No PEA (100)",4553,12,54,146,353,706,1930,1352
"De 12 a 14 años (101)",9,,,,,,,9
"De 15 a 19 años (102)",282,,,,,,161,121
"De 20 a 24 años (103)",538,,,,,1,343,194
"De 25 a 29 años (104)",671,,,,,33,418,220
"De 30 a 34 años (105)",571,,,,,73,394,104
"De 35 a 39 años (106)",545,,,,5,117,312,111
"De 40 a 44 años (107)",442,,,,16,139,189,98
"De 45 a 49 años (108)",351,,,,32,139,99,81
"De 50 y más años (109)",1144,12,54,146,300,204,14,414
,,,,,,,,
"RURAL (120)",11601,36,142,452,993,1928,5260,2790
"De 12 a 14 años (121)",29,,,,,,5,24
"De 15 a 19 años (122)",606,,,,,,397,209
"De 20 a 24 años (123)",1366,,,,,4,870,492
"De 25 a 29 años (124)",1369,,,,,35,1039,295
"De 30 a 34 años (125)",1375,,,,,146,1003,226
"De 35 a 39 años (126)",1318,,,,3,263,856,196
"De 40 a 44 años (127)",1191,,,,22,329,667,173
"De 45 a 49 años (128)",1007,,,,61,442,354,150
"De 50 y más años (129)",3340,36,142,452,907,709,69,1025
"PEA (130)",2607,4,16,65,226,527,1116,653
"De 12 a 14 años (131)",4,,,,,,,4
"De 15 a 19 años (132)",107,,,,,,74,33
"De 20 a 24 años (133)",314,,,,,2,191,121
"De 25 a 29 años (134)",312,,,,,4,217,91
"De 30 a 34 años (135)",324,,,,,45,209,70
"De 35 a 39 años (136)",357,,,,,85,201,71
"De 40 a 44 años (137)",298,,,,10,106,134,48
"De 45 a 49 años (138)",268,,,,25,121,75,47
"De 50 y más años (139)",623,4,16,65,191,164,15,168
"Ocupada (140)",2552,3,16,65,225,518,1089,636
"De 12 a 14 años (141)",4,,,,,,,4
"De 15 a 19 años (142)",104,,,,,,72,32
"De 20 a 24 años (143)",305,,,,,2,186,117
"De 25 a 29 años (144)",303,,,,,3,210,90
"De 30 a 34 años (145)",314,,,,,42,203,69
"De 35 a 39 años (146)",348,,,,,84,197,67
"De 40 a 44 años (147)",295,,,,10,105,133,47
"De 45 a 49 años (148)",262,,,,25,118,73,46
"De 50 y más años (149)",617,3,16,65,190,164,15,164
"Desocupada (150)",55,1,,,1,9,27,17
"De 15 a 19 años (152)",3,,,,,,2,1
"De 20 a 24 años (153)",9,,,,,,5,4
"De 25 a 29 años (154)",9,,,,,1,7,1
"De 30 a 34 años (155)",10,,,,,3,6,1
"De 35 a 39 años (156)",9,,,,,1,4,4
"De 40 a 44 años (157)",3,,,,,1,1,1
"De 45 a 49 años (158)",6,,,,,3,2,1
"De 50 y más años (159)",6,1,,,1,,,4
"No PEA (160)",8994,32,126,387,767,1401,4144,2137
"De 12 a 14 años (161)",25,,,,,,5,20
"De 15 a 19 años (162)",499,,,,,,323,176
"De 20 a 24 años (163)",1052,,,,,2,679,371
"De 25 a 29 años (164)",1057,,,,,31,822,204
"De 30 a 34 años (165)",1051,,,,,101,794,156
"De 35 a 39 años (166)",961,,,,3,178,655,125
"De 40 a 44 años (167)",893,,,,12,223,533,125
"De 45 a 49 años (168)",739,,,,36,321,279,103
"De 50 y más años (169)",2717,32,126,387,716,545,54,857
