"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",7290,22590,19480,402,86.2,1.8,
"De 12 a 14 años (041)",830,2,2,2,100,100,
"De 15 a 19 años (042)",994,239,234,59,97.9,24.7,
"De 20 a 24 años (043)",761,772,743,99,96.2,12.8,
"De 25 a 29 años (044)",653,1131,1084,82,95.8,7.3,
"De 30 a 34 años (045)",589,1524,1423,72,93.4,4.7,
"De 35 a 39 años (046)",626,2113,1956,57,92.6,2.7,
"De 40 a 44 años (047)",493,2103,1925,24,91.5,1.1,
"De 45 a 49 años (048)",423,2246,1953,7,87,0.3,
"De 50 y más años (049)",1921,12460,10160,,81.5,,
,,,,,,,
"URBANA (060)",1427,3276,3025,69,92.3,2.1,
"De 12 a 14 años (061)",129,,,,,,
"De 15 a 19 años (062)",155,30,30,8,100,26.7,
"De 20 a 24 años (063)",146,97,97,12,100,12.4,
"De 25 a 29 años (064)",135,179,178,14,99.4,7.8,
"De 30 a 34 años (065)",138,230,223,15,97,6.5,
"De 35 a 39 años (066)",170,421,408,17,96.9,4,
"De 40 a 44 años (067)",115,306,299,3,97.7,1,
"De 45 a 49 años (068)",106,379,348,,91.8,,
"De 50 y más años (069)",333,1634,1442,,88.2,,
"PEA (070)",471,970,912,18,94,1.9,
"De 12 a 14 años (071)",9,,,,,,
"De 15 a 19 años (072)",19,2,2,1,100,50,
"De 20 a 24 años (073)",44,21,21,1,100,4.8,
"De 25 a 29 años (074)",52,66,65,5,98.5,7.6,
"De 30 a 34 años (075)",76,96,95,4,99,4.2,
"De 35 a 39 años (076)",84,185,179,6,96.8,3.2,
"De 40 a 44 años (077)",66,157,156,1,99.4,0.6,
"De 45 a 49 años (078)",51,167,154,,92.2,,
"De 50 y más años (079)",70,276,240,,87,,
"Ocupada (080)",435,943,885,17,93.8,1.8,
"De 12 a 14 años (081)",8,,,,,,
"De 15 a 19 años (082)",17,2,2,1,100,50,
"De 20 a 24 años (083)",37,19,19,1,100,5.3,
"De 25 a 29 años (084)",42,61,60,5,98.4,8.2,
"De 30 a 34 años (085)",68,94,93,3,98.9,3.2,
"De 35 a 39 años (086)",83,185,179,6,96.8,3.2,
"De 40 a 44 años (087)",62,149,148,1,99.3,0.7,
"De 45 a 49 años (088)",49,157,144,,91.7,,
"De 50 y más años (089)",69,276,240,,87,,
"Desocupada (090)",36,27,27,1,100,3.7,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",2,,,,,,
"De 20 a 24 años (093)",7,2,2,,100,,
"De 25 a 29 años (094)",10,5,5,,100,,
"De 30 a 34 años (095)",8,2,2,1,100,50,
"De 35 a 39 años (096)",1,,,,,,
"De 40 a 44 años (097)",4,8,8,,100,,
"De 45 a 49 años (098)",2,10,10,,100,,
"De 50 y más años (099)",1,,,,,,
"No PEA (100)",956,2306,2113,51,91.6,2.2,
"De 12 a 14 años (101)",120,,,,,,
"De 15 a 19 años (102)",136,28,28,7,100,25,
"De 20 a 24 años (103)",102,76,76,11,100,14.5,
"De 25 a 29 años (104)",83,113,113,9,100,8,
"De 30 a 34 años (105)",62,134,128,11,95.5,8.2,
"De 35 a 39 años (106)",86,236,229,11,97,4.7,
"De 40 a 44 años (107)",49,149,143,2,96,1.3,
"De 45 a 49 años (108)",55,212,194,,91.5,,
"De 50 y más años (109)",263,1358,1202,,88.5,,
,,,,,,,
"RURAL (120)",7348,22755,19542,393,85.9,1.7,
"De 12 a 14 años (121)",764,2,2,2,100,100,
"De 15 a 19 años (122)",1010,226,221,55,97.8,24.3,
"De 20 a 24 años (123)",818,798,759,100,95.1,12.5,
"De 25 a 29 años (124)",691,1174,1122,88,95.6,7.5,
"De 30 a 34 años (125)",618,1608,1505,65,93.6,4,
"De 35 a 39 años (126)",647,2227,2024,52,90.9,2.3,
"De 40 a 44 años (127)",537,2295,2085,24,90.8,1,
"De 45 a 49 años (128)",437,2363,2061,7,87.2,0.3,
"De 50 y más años (129)",1826,12062,9763,,80.9,,
"PEA (130)",1014,2471,2175,43,88,1.7,
"De 12 a 14 años (131)",54,,,,,,
"De 15 a 19 años (132)",152,15,15,3,100,20,
"De 20 a 24 años (133)",159,102,92,12,90.2,11.8,
"De 25 a 29 años (134)",121,156,151,15,96.8,9.6,
"De 30 a 34 años (135)",91,218,210,4,96.3,1.8,
"De 35 a 39 años (136)",107,350,297,7,84.9,2,
"De 40 a 44 años (137)",93,341,303,2,88.9,0.6,
"De 45 a 49 años (138)",69,329,302,,91.8,,
"De 50 y más años (139)",168,960,805,,83.9,,
"Ocupada (140)",853,2427,2133,42,87.9,1.7,
"De 12 a 14 años (141)",38,,,,,,
"De 15 a 19 años (142)",83,15,15,3,100,20,
"De 20 a 24 años (143)",117,94,85,12,90.4,12.8,
"De 25 a 29 años (144)",110,151,146,15,96.7,9.9,
"De 30 a 34 años (145)",84,209,201,4,96.2,1.9,
"De 35 a 39 años (146)",100,344,291,6,84.6,1.7,
"De 40 a 44 años (147)",89,335,297,2,88.7,0.6,
"De 45 a 49 años (148)",66,325,298,,91.7,,
"De 50 y más años (149)",166,954,800,,83.9,,
"Desocupada (150)",161,44,42,1,95.5,2.3,
"De 12 a 14 años (151)",16,,,,,,
"De 15 a 19 años (152)",69,,,,,,
"De 20 a 24 años (153)",42,8,7,,87.5,,
"De 25 a 29 años (154)",11,5,5,,100,,
"De 30 a 34 años (155)",7,9,9,,100,,
"De 35 a 39 años (156)",7,6,6,1,100,16.7,
"De 40 a 44 años (157)",4,6,6,,100,,
"De 45 a 49 años (158)",3,4,4,,100,,
"De 50 y más años (159)",2,6,5,,83.3,,
"No PEA (160)",6334,20284,17367,350,85.6,1.7,
"De 12 a 14 años (161)",710,2,2,2,100,100,
"De 15 a 19 años (162)",858,211,206,52,97.6,24.6,
"De 20 a 24 años (163)",659,696,667,88,95.8,12.6,
"De 25 a 29 años (164)",570,1018,971,73,95.4,7.2,
"De 30 a 34 años (165)",527,1390,1295,61,93.2,4.4,
"De 35 a 39 años (166)",540,1877,1727,45,92,2.4,
"De 40 a 44 años (167)",444,1954,1782,22,91.2,1.1,
"De 45 a 49 años (168)",368,2034,1759,7,86.5,0.3,
"De 50 y más años (169)",1658,11102,8958,,80.7,,
