"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",1995,1527,162,155,151
"Agric., ganadería, caza y silvicultura (045)",251,230,14,7,
"Explotación de minas y canteras (047)",6,,,6,
"Industrias manufactureras (048)",201,193,3,4,1
"Suministro de electricidad, gas y agua (049)",2,,,2,
"Construcción (050)",11,3,1,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",367,355,9,3,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,6,,,
"Comercio al por mayor (053)",15,13,,2,
"Comercio al por menor (054)",346,336,9,1,
"Hoteles y restaurantes (055)",208,196,8,4,
"Trans., almac. y comunicaciones (056)",19,17,1,1,
"Intermediación financiera (057)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (058)",29,19,3,3,4
"Admin.pub. y defensa; p. segur soc.afil (059)",69,,,,69
"Enseñanza (060)",445,201,121,103,20
"Servicios sociales y de salud (061)",69,12,,8,49
"Otras activ. serv.comun.soc y personales (062)",58,51,,4,3
"Hogares privados con servicio doméstico (063)",165,165,,,
"Actividad economica no especificada (065)",92,84,2,4,2
,,,,,
"URBANA (066)",4464,3041,518,432,473
"Agric., ganadería, caza y silvicultura (067)",1143,985,120,32,6
"Pesca (068)",2,2,,,
"Explotación de minas y canteras (069)",46,6,4,25,11
"Industrias manufactureras (070)",237,197,20,17,3
"Suministro de electricidad, gas y agua (071)",16,5,,10,1
"Construcción (072)",305,209,50,30,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",631,599,18,11,3
"Venta, mant.y rep. veh.autom y motoc. (074)",52,44,1,4,3
"Comercio al por mayor (075)",27,21,2,4,
"Comercio al por menor (076)",552,534,15,3,
"Hoteles y restaurantes (077)",211,199,8,4,
"Trans., almac. y comunicaciones (078)",293,225,26,27,15
"Intermediación financiera (079)",4,2,,1,1
"Activid.inmobil., empres. y alquileres (080)",106,50,32,16,8
"Admin.pub. y defensa; p. segur soc.afil (081)",272,,,,272
"Enseñanza (082)",728,254,212,221,41
"Servicios sociales y de salud (083)",119,21,2,13,83
"Otras activ. serv.comun.soc y personales (084)",101,74,12,8,7
"Hogares privados con servicio doméstico (085)",127,127,,,
"Actividad economica no especificada (087)",123,86,14,17,6
"Hombres (088)",2983,1993,374,287,329
"Agric., ganadería, caza y silvicultura (089)",1043,901,109,27,6
"Pesca (090)",2,2,,,
"Explotación de minas y canteras (091)",41,6,4,20,11
"Industrias manufactureras (092)",160,128,17,13,2
"Suministro de electricidad, gas y agua (093)",15,5,,9,1
"Construcción (094)",294,206,49,25,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",329,307,11,8,3
"Venta, mant.y rep. veh.autom y motoc. (096)",47,39,1,4,3
"Comercio al por mayor (097)",15,11,2,2,
"Comercio al por menor (098)",267,257,8,2,
"Hoteles y restaurantes (099)",34,32,2,,
"Trans., almac. y comunicaciones (100)",274,208,25,26,15
"Intermediación financiera (101)",1,1,,,
"Activid.inmobil., empres. y alquileres (102)",78,31,29,13,5
"Admin.pub. y defensa; p. segur soc.afil (103)",205,,,,205
"Enseñanza (104)",336,88,101,124,23
"Servicios sociales y de salud (105)",53,10,2,5,36
"Otras activ. serv.comun.soc y personales (106)",52,32,12,4,4
"Hogares privados con servicio doméstico (107)",1,1,,,
"Actividad economica no especificada (109)",65,35,13,13,4
"Mujeres (110)",1481,1048,144,145,144
"Agric., ganadería, caza y silvicultura (111)",100,84,11,5,
"Explotación de minas y canteras (113)",5,,,5,
"Industrias manufactureras (114)",77,69,3,4,1
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",11,3,1,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",302,292,7,3,
"Venta, mant.y rep. veh.autom y motoc. (118)",5,5,,,
"Comercio al por mayor (119)",12,10,,2,
"Comercio al por menor (120)",285,277,7,1,
"Hoteles y restaurantes (121)",177,167,6,4,
"Trans., almac. y comunicaciones (122)",19,17,1,1,
"Intermediación financiera (123)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (124)",28,19,3,3,3
"Admin.pub. y defensa; p. segur soc.afil (125)",67,,,,67
"Enseñanza (126)",392,166,111,97,18
"Servicios sociales y de salud (127)",66,11,,8,47
"Otras activ. serv.comun.soc y personales (128)",49,42,,4,3
"Hogares privados con servicio doméstico (129)",126,126,,,
"Actividad economica no especificada (131)",58,51,1,4,2
,,,,,
"RURAL (132)",4766,4423,179,79,85
"Agric., ganadería, caza y silvicultura (133)",3887,3751,116,19,1
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",7,,,7,
"Industrias manufactureras (136)",191,188,1,1,1
"Suministro de electricidad, gas y agua (137)",14,1,2,11,
"Construcción (138)",99,70,16,8,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",160,155,5,,
"Venta, mant.y rep. veh.autom y motoc. (140)",17,16,1,,
"Comercio al por mayor (141)",7,7,,,
"Comercio al por menor (142)",136,132,4,,
"Hoteles y restaurantes (143)",38,34,4,,
"Trans., almac. y comunicaciones (144)",44,41,2,1,
"Activid.inmobil., empres. y alquileres (146)",24,1,3,18,2
"Admin.pub. y defensa; p. segur soc.afil (147)",66,,,,66
"Enseñanza (148)",94,53,25,12,4
"Servicios sociales y de salud (149)",9,4,,,5
"Otras activ. serv.comun.soc y personales (150)",19,14,3,1,1
"Hogares privados con servicio doméstico (151)",40,40,,,
"Actividad economica no especificada (153)",71,68,2,1,
"Hombres (154)",4252,3944,161,69,78
"Agric., ganadería, caza y silvicultura (155)",3736,3605,113,17,1
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",6,,,6,
"Industrias manufactureras (158)",67,64,1,1,1
"Suministro de electricidad, gas y agua (159)",13,1,2,10,
"Construcción (160)",99,70,16,8,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",95,92,3,,
"Venta, mant.y rep. veh.autom y motoc. (162)",16,15,1,,
"Comercio al por mayor (163)",4,4,,,
"Comercio al por menor (164)",75,73,2,,
"Hoteles y restaurantes (165)",7,5,2,,
"Trans., almac. y comunicaciones (166)",44,41,2,1,
"Activid.inmobil., empres. y alquileres (168)",23,1,3,18,1
"Admin.pub. y defensa; p. segur soc.afil (169)",64,,,,64
"Enseñanza (170)",41,18,15,6,2
"Servicios sociales y de salud (171)",6,3,,,3
"Otras activ. serv.comun.soc y personales (172)",10,5,3,1,1
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",37,35,1,1,
"Mujeres (176)",514,479,18,10,7
"Agric., ganadería, caza y silvicultura (177)",151,146,3,2,
"Explotación de minas y canteras (179)",1,,,1,
"Industrias manufactureras (180)",124,124,,,
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",65,63,2,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",61,59,2,,
"Hoteles y restaurantes (187)",31,29,2,,
"Activid.inmobil., empres. y alquileres (190)",1,,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",2,,,,2
"Enseñanza (192)",53,35,10,6,2
"Servicios sociales y de salud (193)",3,1,,,2
"Otras activ. serv.comun.soc y personales (194)",9,9,,,
"Hogares privados con servicio doméstico (195)",39,39,,,
"Actividad economica no especificada (197)",34,33,1,,
