"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",57,40,9,2,6
,,,,,
"URBANA (036)",3374,2030,495,385,464
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,1,3,5,10
"Profes., científicos e intelectuales (038)",289,71,57,73,88
"Técnicos de nivel medio y trab. asimilados (039)",129,50,15,10,54
"Jefes y empleados de oficina (040)",129,19,18,13,79
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",440,413,23,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",253,213,36,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",239,194,24,11,10
"Obreros construc.,conf.,papel, fab., instr. (044)",284,227,21,18,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1468,773,278,238,179
"Otra (046)",13,,,,13
"Ocupación no especificada (047)",111,69,20,13,9
"Hombres (048)",2103,1295,315,239,254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,1,2,4,8
"Profes., científicos e intelectuales (050)",124,36,15,36,37
"Técnicos de nivel medio y trab. asimilados (051)",68,32,11,5,20
"Jefes y empleados de oficina (052)",69,9,12,7,41
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",176,165,7,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",217,188,26,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",209,172,23,7,7
"Obreros construc.,conf.,papel, fab., instr. (056)",273,217,21,18,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",877,438,187,148,104
"Otra (058)",13,,,,13
"Ocupación no especificada (059)",62,37,11,11,3
"Mujeres (060)",1271,735,180,146,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,1,1,2
"Profes., científicos e intelectuales (062)",165,35,42,37,51
"Técnicos de nivel medio y trab. asimilados (063)",61,18,4,5,34
"Jefes y empleados de oficina (064)",60,10,6,6,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",264,248,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",36,25,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",30,22,1,4,3
"Obreros construc.,conf.,papel, fab., instr. (068)",11,10,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",591,335,91,90,75
"Ocupación no especificada (071)",49,32,9,2,6
,,,,,
"RURAL (072)",1796,1227,358,158,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,1,1,5
"Profes., científicos e intelectuales (074)",66,34,15,7,10
"Técnicos de nivel medio y trab. asimilados (075)",27,15,4,4,4
"Jefes y empleados de oficina (076)",26,9,4,4,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",83,74,5,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",354,312,39,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",154,123,13,18,
"Obreros construc.,conf.,papel, fab., instr. (080)",70,45,21,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",981,597,250,116,18
"Ocupación no especificada (083)",28,18,6,3,1
"Hombres (084)",1341,941,257,106,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",22,9,4,4,5
"Técnicos de nivel medio y trab. asimilados (087)",21,15,2,3,1
"Jefes y empleados de oficina (088)",13,4,2,3,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",36,29,3,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",322,284,35,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",139,113,13,13,
"Obreros construc.,conf.,papel, fab., instr. (092)",70,45,21,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",694,432,171,75,16
"Ocupación no especificada (095)",20,10,6,3,1
"Mujeres (096)",455,286,101,52,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,1,1
"Profes., científicos e intelectuales (098)",44,25,11,3,5
"Técnicos de nivel medio y trab. asimilados (099)",6,,2,1,3
"Jefes y empleados de oficina (100)",13,5,2,1,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",47,45,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",32,28,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",15,10,,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",287,165,79,41,2
"Ocupación no especificada (107)",8,8,,,
