"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",3,,,,3
"Ocupación no especificada (035)",758,684,62,4,8
,,,,,
"URBANA (036)",5694,4063,575,371,685
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,,1,4,19
"Profes., científicos e intelectuales (038)",985,371,275,218,121
"Técnicos de nivel medio y trab. asimilados (039)",242,89,34,33,86
"Jefes y empleados de oficina (040)",312,50,30,56,176
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1089,1020,53,5,11
"Agricult.trabaj.calif.agrop.y pesqueros (042)",793,760,31,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",234,212,8,8,6
"Obreros construc.,conf.,papel, fab., instr. (044)",370,291,49,14,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1281,1099,80,25,77
"Otra (046)",81,,,,81
"Ocupación no especificada (047)",283,171,14,6,92
"Hombres (048)",3660,2630,370,201,459
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,,1,4,12
"Profes., científicos e intelectuales (050)",454,148,153,94,59
"Técnicos de nivel medio y trab. asimilados (051)",152,65,20,25,42
"Jefes y empleados de oficina (052)",159,22,14,27,96
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",512,474,28,3,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",757,729,26,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",205,185,7,7,6
"Obreros construc.,conf.,papel, fab., instr. (056)",364,286,48,14,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",789,647,64,21,57
"Otra (058)",78,,,,78
"Ocupación no especificada (059)",173,74,9,4,86
"Mujeres (060)",2034,1433,205,170,226
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,,,7
"Profes., científicos e intelectuales (062)",531,223,122,124,62
"Técnicos de nivel medio y trab. asimilados (063)",90,24,14,8,44
"Jefes y empleados de oficina (064)",153,28,16,29,80
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",577,546,25,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (066)",36,31,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",29,27,1,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,5,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",492,452,16,4,20
"Otra (070)",3,,,,3
"Ocupación no especificada (071)",110,97,5,2,6
,,,,,
"RURAL (072)",30074,28516,1021,183,354
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",17,,4,,13
"Profes., científicos e intelectuales (074)",647,294,132,71,150
"Técnicos de nivel medio y trab. asimilados (075)",132,58,12,10,52
"Jefes y empleados de oficina (076)",69,21,12,7,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",530,494,22,3,11
"Agricult.trabaj.calif.agrop.y pesqueros (078)",18317,18022,291,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",571,471,85,6,9
"Obreros construc.,conf.,papel, fab., instr. (080)",393,315,54,15,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",8512,8078,304,60,70
"Otra (082)",7,,,,7
"Ocupación no especificada (083)",879,763,105,8,3
"Hombres (084)",27231,26012,860,128,231
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",15,,3,,12
"Profes., científicos e intelectuales (086)",288,107,73,28,80
"Técnicos de nivel medio y trab. asimilados (087)",79,36,9,8,26
"Jefes y empleados de oficina (088)",39,12,6,3,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",269,250,11,1,7
"Agricult.trabaj.calif.agrop.y pesqueros (090)",17819,17526,289,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",408,315,81,6,6
"Obreros construc.,conf.,papel, fab., instr. (092)",388,310,54,15,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",7688,7280,286,58,64
"Otra (094)",7,,,,7
"Ocupación no especificada (095)",231,176,48,6,1
"Mujeres (096)",2843,2504,161,55,123
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,1,,1
"Profes., científicos e intelectuales (098)",359,187,59,43,70
"Técnicos de nivel medio y trab. asimilados (099)",53,22,3,2,26
"Jefes y empleados de oficina (100)",30,9,6,4,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",261,244,11,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",498,496,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",163,156,4,,3
"Obreros construc.,conf.,papel, fab., instr. (104)",5,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",824,798,18,2,6
"Ocupación no especificada (107)",648,587,57,2,2
