"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",92,195,194,5,99.5,2.6,
"De 40 a 44 años (037)",45,122,116,,95.1,,
"De 45 a 49 años (038)",46,90,87,,96.7,,
"De 50 y más años (039)",62,210,196,,93.3,,
"No PEA (040)",28882,62756,56956,1225,90.8,2,
"De 12 a 14 años (041)",4215,10,10,,100,,
"De 15 a 19 años (042)",5103,455,438,170,96.3,37.4,
"De 20 a 24 años (043)",3104,2319,2260,374,97.5,16.1,
"De 25 a 29 años (044)",2631,4092,3967,320,96.9,7.8,
"De 30 a 34 años (045)",2028,4604,4445,175,96.5,3.8,
"De 35 a 39 años (046)",1978,5948,5636,129,94.8,2.2,
"De 40 a 44 años (047)",1642,6101,5745,50,94.2,0.8,
"De 45 a 49 años (048)",1433,6038,5633,6,93.3,0.1,
"De 50 y más años (049)",6748,33189,28822,1,86.8,,
,,,,,,,
"URBANA (060)",13002,24356,22642,545,93,2.2,
"De 12 a 14 años (061)",1215,5,5,,100,,
"De 15 a 19 años (062)",2022,191,183,52,95.8,27.2,
"De 20 a 24 años (063)",1872,1144,1123,153,98.2,13.4,
"De 25 a 29 años (064)",1679,2174,2130,151,98,6.9,
"De 30 a 34 años (065)",1237,2530,2442,94,96.5,3.7,
"De 35 a 39 años (066)",1209,3244,3110,69,95.9,2.1,
"De 40 a 44 años (067)",939,3041,2879,22,94.7,0.7,
"De 45 a 49 años (068)",762,2821,2664,3,94.4,0.1,
"De 50 y más años (069)",2067,9206,8106,1,88.1,,
"PEA (070)",5369,11327,10610,218,93.7,1.9,
"De 12 a 14 años (071)",55,,,,,,
"De 15 a 19 años (072)",475,85,82,21,96.5,24.7,
"De 20 a 24 años (073)",851,495,484,46,97.8,9.3,
"De 25 a 29 años (074)",895,1016,997,53,98.1,5.2,
"De 30 a 34 años (075)",696,1360,1298,51,95.4,3.8,
"De 35 a 39 años (076)",671,1715,1643,35,95.8,2,
"De 40 a 44 años (077)",514,1586,1500,10,94.6,0.6,
"De 45 a 49 años (078)",417,1448,1357,2,93.7,0.1,
"De 50 y más años (079)",795,3622,3249,,89.7,,
"Ocupada (080)",4770,10757,10063,199,93.5,1.8,
"De 12 a 14 años (081)",39,,,,,,
"De 15 a 19 años (082)",373,77,75,19,97.4,24.7,
"De 20 a 24 años (083)",700,451,442,41,98,9.1,
"De 25 a 29 años (084)",785,949,930,49,98,5.2,
"De 30 a 34 años (085)",626,1279,1219,46,95.3,3.6,
"De 35 a 39 años (086)",613,1588,1517,32,95.5,2,
"De 40 a 44 años (087)",480,1501,1420,10,94.6,0.7,
"De 45 a 49 años (088)",390,1396,1306,2,93.6,0.1,
"De 50 y más años (089)",764,3516,3154,,89.7,,
"Desocupada (090)",599,570,547,19,96,3.3,
"De 12 a 14 años (091)",16,,,,,,
"De 15 a 19 años (092)",102,8,7,2,87.5,25,
"De 20 a 24 años (093)",151,44,42,5,95.5,11.4,
"De 25 a 29 años (094)",110,67,67,4,100,6,
"De 30 a 34 años (095)",70,81,79,5,97.5,6.2,
"De 35 a 39 años (096)",58,127,126,3,99.2,2.4,
"De 40 a 44 años (097)",34,85,80,,94.1,,
"De 45 a 49 años (098)",27,52,51,,98.1,,
"De 50 y más años (099)",31,106,95,,89.6,,
"No PEA (100)",7633,13029,12032,327,92.3,2.5,
"De 12 a 14 años (101)",1160,5,5,,100,,
"De 15 a 19 años (102)",1547,106,101,31,95.3,29.2,
"De 20 a 24 años (103)",1021,649,639,107,98.5,16.5,
"De 25 a 29 años (104)",784,1158,1133,98,97.8,8.5,
"De 30 a 34 años (105)",541,1170,1144,43,97.8,3.7,
"De 35 a 39 años (106)",538,1529,1467,34,95.9,2.2,
"De 40 a 44 años (107)",425,1455,1379,12,94.8,0.8,
"De 45 a 49 años (108)",345,1373,1307,1,95.2,0.1,
"De 50 y más años (109)",1272,5584,4857,1,87,,
,,,,,,,
"RURAL (120)",33600,84532,76786,1510,90.8,1.8,
"De 12 a 14 años (121)",3166,7,7,1,100,14.3,
"De 15 a 19 años (122)",4462,533,515,196,96.6,36.8,
"De 20 a 24 años (123)",3808,2877,2790,443,97,15.4,
"De 25 a 29 años (124)",3578,5266,5097,389,96.8,7.4,
"De 30 a 34 años (125)",2872,6496,6214,238,95.7,3.7,
"De 35 a 39 años (126)",2679,8078,7665,171,94.9,2.1,
"De 40 a 44 años (127)",2236,8475,7955,64,93.9,0.8,
"De 45 a 49 años (128)",2048,8734,8093,8,92.7,0.1,
"De 50 y más años (129)",8751,44066,38450,,87.3,,
"PEA (130)",12351,34805,31862,612,91.5,1.8,
"De 12 a 14 años (131)",111,2,2,1,100,50,
"De 15 a 19 años (132)",906,184,178,57,96.7,31,
"De 20 a 24 años (133)",1725,1207,1169,176,96.9,14.6,
"De 25 a 29 años (134)",1731,2332,2263,167,97,7.2,
"De 30 a 34 años (135)",1385,3062,2913,106,95.1,3.5,
"De 35 a 39 años (136)",1239,3659,3496,76,95.5,2.1,
"De 40 a 44 años (137)",1019,3829,3589,26,93.7,0.7,
"De 45 a 49 años (138)",960,4069,3767,3,92.6,0.1,
"De 50 y más años (139)",3275,16461,14485,,88,,
"Ocupada (140)",11804,34391,31461,597,91.5,1.7,
"De 12 a 14 años (141)",93,1,1,1,100,100,
"De 15 a 19 años (142)",762,178,172,55,96.6,30.9,
"De 20 a 24 años (143)",1583,1156,1118,169,96.7,14.6,
"De 25 a 29 años (144)",1637,2287,2219,164,97,7.2,
"De 30 a 34 años (145)",1331,2998,2855,105,95.2,3.5,
"De 35 a 39 años (146)",1205,3591,3428,74,95.5,2.1,
"De 40 a 44 años (147)",1008,3792,3553,26,93.7,0.7,
"De 45 a 49 años (148)",941,4031,3731,3,92.6,0.1,
"De 50 y más años (149)",3244,16357,14384,,87.9,,
"Desocupada (150)",547,414,401,15,96.9,3.6,
"De 12 a 14 años (151)",18,1,1,,100,,
"De 15 a 19 años (152)",144,6,6,2,100,33.3,
"De 20 a 24 años (153)",142,51,51,7,100,13.7,
"De 25 a 29 años (154)",94,45,44,3,97.8,6.7,
"De 30 a 34 años (155)",54,64,58,1,90.6,1.6,
"De 35 a 39 años (156)",34,68,68,2,100,2.9,
"De 40 a 44 años (157)",11,37,36,,97.3,,
"De 45 a 49 años (158)",19,38,36,,94.7,,
"De 50 y más años (159)",31,104,101,,97.1,,
"No PEA (160)",21249,49727,44924,898,90.3,1.8,
"De 12 a 14 años (161)",3055,5,5,,100,,
"De 15 a 19 años (162)",3556,349,337,139,96.6,39.8,
"De 20 a 24 años (163)",2083,1670,1621,267,97.1,16,
"De 25 a 29 años (164)",1847,2934,2834,222,96.6,7.6,
"De 30 a 34 años (165)",1487,3434,3301,132,96.1,3.8,
"De 35 a 39 años (166)",1440,4419,4169,95,94.3,2.1,
"De 40 a 44 años (167)",1217,4646,4366,38,94,0.8,
"De 45 a 49 años (168)",1088,4665,4326,5,92.7,0.1,
"De 50 y más años (169)",5476,27605,23965,,86.8,,
