"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",224,6,,83,88,12,15,4,16
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,1,6,1,,,1
"Comercio al por mayor (053)",17,1,,2,8,1,2,1,2
"Comercio al por menor (054)",198,5,,80,74,10,13,3,13
"Hoteles y restaurantes (055)",133,4,,44,69,5,8,2,1
"Trans., almac. y comunicaciones (056)",18,,,2,6,2,7,1,
"Intermediación financiera (057)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (058)",12,,,3,4,,2,,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",49,,,1,17,4,13,4,10
"Enseñanza (060)",174,,,,10,8,76,12,68
"Servicios sociales y de salud (061)",68,,,4,4,4,32,3,21
"Otras activ. serv.comun.soc y personales (062)",22,,,14,4,,2,2,
"Hogares privados con servicio doméstico (063)",310,21,1,180,97,7,3,,1
"Actividad economica no especificada (065)",151,14,,91,32,5,4,1,4
,,,,,,,,,
"URBANA (066)",4969,112,4,2206,1726,176,364,83,298
"Agric., ganadería, caza y silvicultura (067)",2844,89,2,1708,936,43,33,14,19
"Pesca (068)",1,,,,1,,,,
"Industrias manufactureras (070)",152,,,42,82,12,11,,5
"Suministro de electricidad, gas y agua (071)",9,,,,6,,2,,1
"Construcción (072)",91,1,,29,45,6,9,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",461,4,1,136,210,30,38,9,33
"Venta, mant.y rep. veh.autom.y motoc. (074)",59,,,6,33,4,7,2,7
"Comercio al por mayor (075)",30,,,4,12,2,5,2,5
"Comercio al por menor (076)",372,4,1,126,165,24,26,5,21
"Hoteles y restaurantes (077)",143,2,,43,75,7,11,3,2
"Trans., almac. y comunicaciones (078)",236,,,43,140,17,25,8,3
"Intermediación financiera (079)",6,,,,3,,2,,1
"Activid.inmobil., empres. y de alquiler (080)",51,,,6,11,5,10,3,16
"Admin.pub. y defensa; p. segur.soc.afil (081)",154,,,5,50,17,44,12,26
"Enseñanza (082)",320,,,,14,16,123,24,143
"Servicios sociales y de salud (083)",95,,,4,7,4,41,5,34
"Otras activ. serv.comun.soc y personales (084)",57,,,21,18,4,5,4,5
"Hogares privados con servicio doméstico (085)",240,13,1,127,88,7,3,,1
"Actividad economica no especificada (087)",109,3,,42,40,8,7,1,8
"Hombres (088)",3633,60,3,1676,1322,129,213,54,176
"Agric., ganadería, caza y silvicultura (089)",2479,55,2,1473,846,40,32,13,18
"Pesca (090)",1,,,,1,,,,
"Industrias manufactureras (092)",113,,,30,61,11,7,,4
"Suministro de electricidad, gas y agua (093)",9,,,,6,,2,,1
"Construcción (094)",88,1,,28,44,6,8,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",257,,1,65,127,19,23,5,17
"Venta, mant.y rep. veh.autom.y motoc. (096)",50,,,5,27,3,7,2,6
"Comercio al por mayor (097)",16,,,3,5,1,3,1,3
"Comercio al por menor (098)",191,,1,57,95,15,13,2,8
"Hoteles y restaurantes (099)",22,,,6,9,2,3,1,1
"Trans., almac. y comunicaciones (100)",218,,,41,134,15,18,7,3
"Intermediación financiera (101)",4,,,,2,,2,,
"Activid.inmobil., empres. y de alquiler (102)",39,,,3,7,5,8,3,13
"Admin.pub. y defensa; p. segur.soc.afil (103)",106,,,4,34,13,31,8,16
"Enseñanza (104)",167,,,,6,10,61,12,78
"Servicios sociales y de salud (105)",34,,,,4,,12,3,15
"Otras activ. serv.comun.soc y personales (106)",36,,,7,15,4,3,2,5
"Hogares privados con servicio doméstico (107)",13,3,,4,6,,,,
"Actividad economica no especificada (109)",47,1,,15,20,4,3,,4
"Mujeres (110)",1336,52,1,530,404,47,151,29,122
"Agric., ganadería, caza y silvicultura (111)",365,34,,235,90,3,1,1,1
"Industrias manufactureras (114)",39,,,12,21,1,4,,1
"Construcción (116)",3,,,1,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",204,4,,71,83,11,15,4,16
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,1,6,1,,,1
"Comercio al por mayor (119)",14,,,1,7,1,2,1,2
"Comercio al por menor (120)",181,4,,69,70,9,13,3,13
"Hoteles y restaurantes (121)",121,2,,37,66,5,8,2,1
"Trans., almac. y comunicaciones (122)",18,,,2,6,2,7,1,
"Intermediación financiera (123)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (124)",12,,,3,4,,2,,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",48,,,1,16,4,13,4,10
"Enseñanza (126)",153,,,,8,6,62,12,65
"Servicios sociales y de salud (127)",61,,,4,3,4,29,2,19
"Otras activ. serv.comun.soc y personales (128)",21,,,14,3,,2,2,
"Hogares privados con servicio doméstico (129)",227,10,1,123,82,7,3,,1
"Actividad economica no especificada (131)",62,2,,27,20,4,4,1,4
,,,,,,,,,
"RURAL (132)",4335,278,8,3012,948,26,46,2,15
"Agric., ganadería, caza y silvicultura (133)",3980,251,8,2817,867,21,13,1,2
"Pesca (134)",1,,,1,,,,,
"Explotación de minas y canteras (135)",1,,,,1,,,,
"Industrias manufactureras (136)",13,,,9,4,,,,
"Construcción (138)",11,,,8,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",53,2,,29,20,1,1,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,1,,,,,
"Comercio al por mayor (141)",6,1,,3,2,,,,
"Comercio al por menor (142)",46,1,,25,18,1,1,,
"Hoteles y restaurantes (143)",12,2,,7,3,,,,
"Trans., almac. y comunicaciones (144)",18,,,14,4,,,,
"Activid.inmobil., empres. y de alquiler (146)",3,,,,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",3,,,,3,,,,
"Enseñanza (148)",44,,,,3,3,27,,11
"Servicios sociales y de salud (149)",9,,,,1,,5,1,2
"Otras activ. serv.comun.soc y personales (150)",4,,,1,3,,,,
"Hogares privados con servicio doméstico (151)",84,11,,58,15,,,,
"Actividad economica no especificada (153)",99,12,,68,18,1,,,
"Hombres (154)",3624,192,7,2521,844,20,29,1,10
"Agric., ganadería, caza y silvicultura (155)",3504,192,7,2467,803,19,13,1,2
"Pesca (156)",1,,,1,,,,,
"Explotación de minas y canteras (157)",1,,,,1,,,,
"Industrias manufactureras (158)",12,,,8,4,,,,
"Construcción (160)",11,,,8,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",33,,,17,15,,1,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,1,,,,,
"Comercio al por mayor (163)",3,,,2,1,,,,
"Comercio al por menor (164)",29,,,14,14,,1,,
"Trans., almac. y comunicaciones (166)",18,,,14,4,,,,
"Activid.inmobil., empres. y de alquiler (168)",3,,,,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",2,,,,2,,,,
"Enseñanza (170)",23,,,,1,1,13,,8
"Servicios sociales y de salud (171)",2,,,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",3,,,1,2,,,,
"Hogares privados con servicio doméstico (173)",1,,,1,,,,,
"Actividad economica no especificada (175)",10,,,4,6,,,,
"Mujeres (176)",711,86,1,491,104,6,17,1,5
"Agric., ganadería, caza y silvicultura (177)",476,59,1,350,64,2,,,
"Industrias manufactureras (180)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",20,2,,12,5,1,,,
"Comercio al por mayor (185)",3,1,,1,1,,,,
"Comercio al por menor (186)",17,1,,11,4,1,,,
"Hoteles y restaurantes (187)",12,2,,7,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,1,,,,
"Enseñanza (192)",21,,,,2,2,14,,3
"Servicios sociales y de salud (193)",7,,,,1,,3,1,2
"Otras activ. serv.comun.soc y personales (194)",1,,,,1,,,,
"Hogares privados con servicio doméstico (195)",83,11,,57,15,,,,
"Actividad economica no especificada (197)",89,12,,64,12,1,,,
