"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Admin.pub. y defensa; p. segur soc.afil (037)",7101,,,,7101
"Enseñanza (038)",7330,984,1290,2617,2439
"Servicios sociales y de salud (039)",2624,689,146,175,1614
"Otras activ. serv.comun.soc y personales (040)",5371,3512,897,624,338
"Hogares privados con servicio doméstico (041)",316,316,,,
"Actividad economica no especificada (043)",4971,2800,688,726,757
"Mujeres (044)",96022,66149,8064,9879,11930
"Agric., ganadería, caza y silvicultura (045)",2704,1382,440,453,429
"Pesca (046)",46,35,3,3,5
"Explotación de minas y canteras (047)",42,6,3,14,19
"Industrias manufactureras (048)",7960,5770,780,624,786
"Suministro de electricidad, gas y agua (049)",131,29,3,39,60
"Construcción (050)",384,186,54,85,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",31900,28863,1713,1101,223
"Venta, mant.y rep. veh.autom y motoc. (052)",573,368,106,85,14
"Comercio al por mayor (053)",1730,1100,186,235,209
"Comercio al por menor (054)",29597,27395,1421,781,
"Hoteles y restaurantes (055)",8337,6848,885,455,149
"Trans., almac. y comunicaciones (056)",2393,1717,207,277,192
"Intermediación financiera (057)",931,114,78,416,323
"Activid.inmobil., empres. y alquileres (058)",3360,1886,434,518,522
"Admin.pub. y defensa; p. segur soc.afil (059)",2658,,,,2658
"Enseñanza (060)",12322,2455,2327,4689,2851
"Servicios sociales y de salud (061)",4748,1072,319,362,2995
"Otras activ. serv.comun.soc y personales (062)",4187,3394,339,322,132
"Hogares privados con servicio doméstico (063)",9734,9734,,,
"Organiz. y organos extraterritoriales (064)",1,,,,1
"Actividad economica no especificada (065)",4184,2658,479,521,526
,,,,,
"URBANA (066)",255583,169300,25471,25744,35068
"Agric., ganadería, caza y silvicultura (067)",18779,10090,2874,2286,3529
"Pesca (068)",1385,782,379,181,43
"Explotación de minas y canteras (069)",404,88,48,76,192
"Industrias manufactureras (070)",25741,17510,3212,2311,2708
"Suministro de electricidad, gas y agua (071)",981,187,69,317,408
"Construcción (072)",16458,11154,2515,1566,1223
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",69292,60757,4780,2938,817
"Venta, mant.y rep. veh.autom y motoc. (074)",6879,5123,1035,520,201
"Comercio al por mayor (075)",4486,2685,523,662,616
"Comercio al por menor (076)",57927,52949,3222,1756,
"Hoteles y restaurantes (077)",12090,9260,1580,921,329
"Trans., almac. y comunicaciones (078)",32082,26085,2033,2178,1786
"Intermediación financiera (079)",2269,308,201,1013,747
"Activid.inmobil., empres. y alquileres (080)",12009,6341,1450,2038,2180
"Admin.pub. y defensa; p. segur soc.afil (081)",9591,,,,9591
"Enseñanza (082)",19367,3355,3528,7232,5252
"Servicios sociales y de salud (083)",7293,1737,457,532,4567
"Otras activ. serv.comun.soc y personales (084)",9325,6758,1210,932,425
"Hogares privados con servicio doméstico (085)",9708,9708,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",8808,5180,1135,1223,1270
"Hombres (088)",162748,105606,17729,16087,23326
"Agric., ganadería, caza y silvicultura (089)",16956,9258,2589,1949,3160
"Pesca (090)",1343,750,376,179,38
"Explotación de minas y canteras (091)",362,82,45,62,173
"Industrias manufactureras (092)",18152,12029,2462,1713,1948
"Suministro de electricidad, gas y agua (093)",850,158,66,278,348
"Construcción (094)",16086,10973,2464,1485,1164
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",38282,32749,3095,1841,597
"Venta, mant.y rep. veh.autom y motoc. (096)",6308,4756,930,435,187
"Comercio al por mayor (097)",2782,1603,341,428,410
"Comercio al por menor (098)",29192,26390,1824,978,
"Hoteles y restaurantes (099)",3923,2541,725,476,181
"Trans., almac. y comunicaciones (100)",29714,24390,1827,1903,1594
"Intermediación financiera (101)",1344,196,123,600,425
"Activid.inmobil., empres. y alquileres (102)",8685,4476,1023,1525,1661
"Admin.pub. y defensa; p. segur soc.afil (103)",6971,,,,6971
"Enseñanza (104)",7207,960,1245,2581,2421
"Servicios sociales y de salud (105)",2596,681,144,172,1599
"Otras activ. serv.comun.soc y personales (106)",5198,3416,876,611,295
"Hogares privados con servicio doméstico (107)",305,305,,,
"Actividad economica no especificada (109)",4774,2642,669,712,751
"Mujeres (110)",92835,63694,7742,9657,11742
"Agric., ganadería, caza y silvicultura (111)",1823,832,285,337,369
"Pesca (112)",42,32,3,2,5
"Explotación de minas y canteras (113)",42,6,3,14,19
"Industrias manufactureras (114)",7589,5481,750,598,760
"Suministro de electricidad, gas y agua (115)",131,29,3,39,60
"Construcción (116)",372,181,51,81,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",31010,28008,1685,1097,220
"Venta, mant.y rep. veh.autom y motoc. (118)",571,367,105,85,14
"Comercio al por mayor (119)",1704,1082,182,234,206
"Comercio al por menor (120)",28735,26559,1398,778,
"Hoteles y restaurantes (121)",8167,6719,855,445,148
"Trans., almac. y comunicaciones (122)",2368,1695,206,275,192
"Intermediación financiera (123)",925,112,78,413,322
"Activid.inmobil., empres. y alquileres (124)",3324,1865,427,513,519
"Admin.pub. y defensa; p. segur soc.afil (125)",2620,,,,2620
"Enseñanza (126)",12160,2395,2283,4651,2831
"Servicios sociales y de salud (127)",4697,1056,313,360,2968
"Otras activ. serv.comun.soc y personales (128)",4127,3342,334,321,130
"Hogares privados con servicio doméstico (129)",9403,9403,,,
"Organiz. y organos extraterritoriales (130)",1,,,,1
"Actividad economica no especificada (131)",4034,2538,466,511,519
,,,,,
"RURAL (132)",15873,11600,1913,1113,1247
"Agric., ganadería, caza y silvicultura (133)",9880,7256,1269,689,666
"Pesca (134)",42,27,2,13,
"Explotación de minas y canteras (135)",103,75,23,1,4
"Industrias manufactureras (136)",1073,646,143,126,158
"Suministro de electricidad, gas y agua (137)",19,7,2,6,4
"Construcción (138)",477,315,99,44,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1485,1362,85,21,17
"Venta, mant.y rep. veh.autom y motoc. (140)",141,104,26,4,7
"Comercio al por mayor (141)",67,37,12,8,10
"Comercio al por menor (142)",1277,1221,47,9,
"Hoteles y restaurantes (143)",218,157,43,17,1
"Trans., almac. y comunicaciones (144)",931,788,74,42,27
"Intermediación financiera (145)",16,6,,6,4
"Activid.inmobil., empres. y alquileres (146)",175,85,18,31,41
"Admin.pub. y defensa; p. segur soc.afil (147)",168,,,,168
"Enseñanza (148)",285,84,89,74,38
"Servicios sociales y de salud (149)",79,24,8,5,42
"Otras activ. serv.comun.soc y personales (150)",233,148,26,14,45
"Hogares privados con servicio doméstico (151)",342,342,,,
"Actividad economica no especificada (153)",347,278,32,24,13
"Hombres (154)",12686,9145,1591,891,1059
"Agric., ganadería, caza y silvicultura (155)",8999,6706,1114,573,606
"Pesca (156)",38,24,2,12,
"Explotación de minas y canteras (157)",103,75,23,1,4
"Industrias manufactureras (158)",702,357,113,100,132
"Suministro de electricidad, gas y agua (159)",19,7,2,6,4
"Construcción (160)",465,310,96,40,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",595,507,57,17,14
"Venta, mant.y rep. veh.autom y motoc. (162)",139,103,25,4,7
"Comercio al por mayor (163)",41,19,8,7,7
"Comercio al por menor (164)",415,385,24,6,
"Hoteles y restaurantes (165)",48,28,13,7,
"Trans., almac. y comunicaciones (166)",906,766,73,40,27
"Intermediación financiera (167)",10,4,,3,3
"Activid.inmobil., empres. y alquileres (168)",139,64,11,26,38
"Admin.pub. y defensa; p. segur soc.afil (169)",130,,,,130
"Enseñanza (170)",123,24,45,36,18
"Servicios sociales y de salud (171)",28,8,2,3,15
"Otras activ. serv.comun.soc y personales (172)",173,96,21,13,43
"Hogares privados con servicio doméstico (173)",11,11,,,
"Actividad economica no especificada (175)",197,158,19,14,6
"Mujeres (176)",3187,2455,322,222,188
"Agric., ganadería, caza y silvicultura (177)",881,550,155,116,60
"Pesca (178)",4,3,,1,
"Industrias manufactureras (180)",371,289,30,26,26
"Construcción (182)",12,5,3,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",890,855,28,4,3
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,1,,
"Comercio al por mayor (185)",26,18,4,1,3
"Comercio al por menor (186)",862,836,23,3,
"Hoteles y restaurantes (187)",170,129,30,10,1
"Trans., almac. y comunicaciones (188)",25,22,1,2,
"Intermediación financiera (189)",6,2,,3,1
"Activid.inmobil., empres. y alquileres (190)",36,21,7,5,3
"Admin.pub. y defensa; p. segur soc.afil (191)",38,,,,38
"Enseñanza (192)",162,60,44,38,20
"Servicios sociales y de salud (193)",51,16,6,2,27
"Otras activ. serv.comun.soc y personales (194)",60,52,5,1,2
"Hogares privados con servicio doméstico (195)",331,331,,,
"Actividad economica no especificada (197)",150,120,13,10,7
