"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",16,89,85,2,95.5,2.2,
"De 45 a 49 años (038)",8,42,39,,92.9,,
"De 50 y más años (039)",4,18,18,,100,,
"No PEA (040)",8688,23354,21215,993,90.8,4.3,
"De 12 a 14 años (041)",1417,17,17,7,100,41.2,
"De 15 a 19 años (042)",1814,940,898,216,95.5,23,
"De 20 a 24 años (043)",1252,2385,2250,258,94.3,10.8,
"De 25 a 29 años (044)",944,2810,2647,209,94.2,7.4,
"De 30 a 34 años (045)",759,3119,2891,148,92.7,4.7,
"De 35 a 39 años (046)",677,3517,3214,113,91.4,3.2,
"De 40 a 44 años (047)",444,2403,2161,25,89.9,1,
"De 45 a 49 años (048)",420,2616,2366,17,90.4,0.6,
"De 50 y más años (049)",961,5547,4771,,86,,
,,,,,,,
"URBANA (060)",4989,12248,11584,368,94.6,3,
"De 12 a 14 años (061)",608,7,7,3,100,42.9,
"De 15 a 19 años (062)",840,300,292,68,97.3,22.7,
"De 20 a 24 años (063)",695,864,849,95,98.3,11,
"De 25 a 29 años (064)",655,1309,1274,86,97.3,6.6,
"De 30 a 34 años (065)",544,1502,1465,68,97.5,4.5,
"De 35 a 39 años (066)",444,1693,1624,33,95.9,1.9,
"De 40 a 44 años (067)",378,1713,1629,11,95.1,0.6,
"De 45 a 49 años (068)",268,1417,1327,4,93.6,0.3,
"De 50 y más años (069)",557,3443,3117,,90.5,,
"PEA (070)",1845,4916,4671,98,95,2,
"De 12 a 14 años (071)",44,1,1,,100,,
"De 15 a 19 años (072)",174,63,61,8,96.8,12.7,
"De 20 a 24 años (073)",275,277,269,25,97.1,9,
"De 25 a 29 años (074)",315,541,531,25,98.2,4.6,
"De 30 a 34 años (075)",275,677,664,27,98.1,4,
"De 35 a 39 años (076)",230,742,708,8,95.4,1.1,
"De 40 a 44 años (077)",209,877,844,4,96.2,0.5,
"De 45 a 49 años (078)",133,647,611,1,94.4,0.2,
"De 50 y más años (079)",190,1091,982,,90,,
"Ocupada (080)",1779,4772,4538,93,95.1,1.9,
"De 12 a 14 años (081)",38,1,1,,100,,
"De 15 a 19 años (082)",162,57,55,8,96.5,14,
"De 20 a 24 años (083)",258,262,254,22,96.9,8.4,
"De 25 a 29 años (084)",307,527,517,25,98.1,4.7,
"De 30 a 34 años (085)",272,672,659,27,98.1,4,
"De 35 a 39 años (086)",222,709,686,7,96.8,1,
"De 40 a 44 años (087)",201,828,795,3,96,0.4,
"De 45 a 49 años (088)",130,633,597,1,94.3,0.2,
"De 50 y más años (089)",189,1083,974,,89.9,,
"Desocupada (090)",66,144,133,5,92.4,3.5,
"De 12 a 14 años (091)",6,,,,,,
"De 15 a 19 años (092)",12,6,6,,100,,
"De 20 a 24 años (093)",17,15,15,3,100,20,
"De 25 a 29 años (094)",8,14,14,,100,,
"De 30 a 34 años (095)",3,5,5,,100,,
"De 35 a 39 años (096)",8,33,22,1,66.7,3,
"De 40 a 44 años (097)",8,49,49,1,100,2,
"De 45 a 49 años (098)",3,14,14,,100,,
"De 50 y más años (099)",1,8,8,,100,,
"No PEA (100)",3144,7332,6913,270,94.3,3.7,
"De 12 a 14 años (101)",564,6,6,3,100,50,
"De 15 a 19 años (102)",666,237,231,60,97.5,25.3,
"De 20 a 24 años (103)",420,587,580,70,98.8,11.9,
"De 25 a 29 años (104)",340,768,743,61,96.7,7.9,
"De 30 a 34 años (105)",269,825,801,41,97.1,5,
"De 35 a 39 años (106)",214,951,916,25,96.3,2.6,
"De 40 a 44 años (107)",169,836,785,7,93.9,0.8,
"De 45 a 49 años (108)",135,770,716,3,93,0.4,
"De 50 y más años (109)",367,2352,2135,,90.8,,
,,,,,,,
"RURAL (120)",7754,23619,21013,1002,89,4.2,
"De 12 a 14 años (121)",961,16,16,5,100,31.3,
"De 15 a 19 años (122)",1536,973,917,210,94.2,21.6,
"De 20 a 24 años (123)",1229,2688,2484,270,92.4,10,
"De 25 a 29 años (124)",901,2990,2799,195,93.6,6.5,
"De 30 a 34 años (125)",737,3404,3099,150,91,4.4,
"De 35 a 39 años (126)",673,3661,3280,121,89.6,3.3,
"De 40 a 44 años (127)",459,2651,2331,33,87.9,1.2,
"De 45 a 49 años (128)",424,2671,2338,18,87.5,0.7,
"De 50 y más años (129)",834,4565,3749,,82.1,,
"PEA (130)",2210,7597,6711,281,88.3,3.7,
"De 12 a 14 años (131)",108,5,5,1,100,20,
"De 15 a 19 años (132)",388,270,250,54,92.6,20,
"De 20 a 24 años (133)",397,890,814,82,91.5,9.2,
"De 25 a 29 años (134)",297,948,895,47,94.4,5,
"De 30 a 34 años (135)",247,1110,1009,44,90.9,4,
"De 35 a 39 años (136)",210,1095,982,33,89.7,3,
"De 40 a 44 años (137)",184,1084,955,15,88.1,1.4,
"De 45 a 49 años (138)",139,825,688,5,83.4,0.6,
"De 50 y más años (139)",240,1370,1113,,81.2,,
"Ocupada (140)",2101,7321,6452,266,88.1,3.6,
"De 12 a 14 años (141)",96,5,5,1,100,20,
"De 15 a 19 años (142)",354,253,235,52,92.9,20.6,
"De 20 a 24 años (143)",377,839,765,77,91.2,9.2,
"De 25 a 29 años (144)",286,902,849,45,94.1,5,
"De 30 a 34 años (145)",238,1055,960,42,91,4,
"De 35 a 39 años (146)",203,1066,953,30,89.4,2.8,
"De 40 a 44 años (147)",176,1044,919,14,88,1.3,
"De 45 a 49 años (148)",134,797,663,5,83.2,0.6,
"De 50 y más años (149)",237,1360,1103,,81.1,,
"Desocupada (150)",109,276,259,15,93.8,5.4,
"De 12 a 14 años (151)",12,,,,,,
"De 15 a 19 años (152)",34,17,15,2,88.2,11.8,
"De 20 a 24 años (153)",20,51,49,5,96.1,9.8,
"De 25 a 29 años (154)",11,46,46,2,100,4.3,
"De 30 a 34 años (155)",9,55,49,2,89.1,3.6,
"De 35 a 39 años (156)",7,29,29,3,100,10.3,
"De 40 a 44 años (157)",8,40,36,1,90,2.5,
"De 45 a 49 años (158)",5,28,25,,89.3,,
"De 50 y más años (159)",3,10,10,,100,,
"No PEA (160)",5544,16022,14302,721,89.3,4.5,
"De 12 a 14 años (161)",853,11,11,4,100,36.4,
"De 15 a 19 años (162)",1148,703,667,156,94.9,22.2,
"De 20 a 24 años (163)",832,1798,1670,188,92.9,10.5,
"De 25 a 29 años (164)",604,2042,1904,148,93.2,7.2,
"De 30 a 34 años (165)",490,2294,2090,106,91.1,4.6,
"De 35 a 39 años (166)",463,2566,2298,88,89.6,3.4,
"De 40 a 44 años (167)",275,1567,1376,18,87.8,1.1,
"De 45 a 49 años (168)",285,1846,1650,13,89.4,0.7,
"De 50 y más años (169)",594,3195,2636,,82.5,,
