"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",35,8,18,4,3,2
"Actividad economica no especificada (043)",326,4,148,89,55,30
"Mujeres (045)",8734,246,3075,2948,2044,421
"Agric., ganadería, caza y silvicultura (046)",4073,129,1422,1199,1067,256
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",167,1,65,58,32,11
"Suministro de electricidad, gas y agua (050)",2,,1,,1,
"Construcción (051)",60,3,24,24,8,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1721,55,478,625,470,93
"Venta, mant.y rep. veh.autom.y motoc. (053)",21,,5,8,6,2
"Comercio al por mayor (054)",58,2,16,15,22,3
"Comercio al por menor (055)",1642,53,457,602,442,88
"Hoteles y restaurantes (056)",514,22,206,150,117,19
"Trans., almac. y comunicaciones (057)",40,1,26,8,3,2
"Intermediación financiera (058)",11,,9,2,,
"Activid.inmobil., empres. y alquileres (059)",70,1,37,22,10,
"Admin.pub. y defensa; p. segur.soc.afil (060)",160,,66,73,20,1
"Enseñanza (061)",815,,256,445,113,1
"Servicios sociales y de salud (062)",166,,38,94,34,
"Otras activ. serv.comun.soc y personales (063)",179,6,69,66,35,3
"Hogares privados con servicio doméstico (064)",310,25,201,51,28,5
"Actividad economica no especificada (066)",444,3,175,131,106,29
,,,,,,
"URBANA (067)",13623,416,4538,4864,3159,646
"Agric., ganadería, caza y silvicultura (068)",5257,171,1763,1633,1344,346
"Pesca (069)",6,1,2,1,2,
"Explotación de minas y canteras (070)",13,,7,4,2,
"Industrias manufactureras (071)",497,18,184,152,106,37
"Suministro de electricidad, gas y agua (072)",19,,6,6,7,
"Construcción (073)",629,7,234,241,135,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2606,117,744,892,708,145
"Venta, mant.y rep. veh.autom.y motoc. (075)",192,4,83,66,34,5
"Comercio al por mayor (076)",97,2,28,29,32,6
"Comercio al por menor (077)",2317,111,633,797,642,134
"Hoteles y restaurantes (078)",628,37,244,197,129,21
"Trans., almac. y comunicaciones (079)",749,13,337,276,114,9
"Intermediación financiera (080)",27,,14,10,3,
"Activid.inmobil., empres. y alquileres (081)",233,1,88,89,49,6
"Admin.pub. y defensa; p. segur.soc.afil (082)",448,,122,233,89,4
"Enseñanza (083)",1258,,284,715,251,8
"Servicios sociales y de salud (084)",240,,51,129,57,3
"Otras activ. serv.comun.soc y personales (085)",312,19,120,106,55,12
"Hogares privados con servicio doméstico (086)",271,28,160,49,28,6
"Actividad economica no especificada (088)",430,4,178,131,80,37
"Hombres (089)",8250,254,2811,2881,1887,417
"Agric., ganadería, caza y silvicultura (090)",3806,115,1337,1165,930,259
"Pesca (091)",6,1,2,1,2,
"Explotación de minas y canteras (092)",13,,7,4,2,
"Industrias manufactureras (093)",353,17,132,101,77,26
"Suministro de electricidad, gas y agua (094)",17,,5,6,6,
"Construcción (095)",594,4,219,229,130,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1084,67,344,337,275,61
"Venta, mant.y rep. veh.autom.y motoc. (097)",171,4,78,58,28,3
"Comercio al por mayor (098)",46,,16,15,12,3
"Comercio al por menor (099)",867,63,250,264,235,55
"Hoteles y restaurantes (100)",156,16,63,58,16,3
"Trans., almac. y comunicaciones (101)",713,12,313,268,112,8
"Intermediación financiera (102)",16,,5,8,3,
"Activid.inmobil., empres. y alquileres (103)",165,1,52,67,39,6
"Admin.pub. y defensa; p. segur.soc.afil (104)",318,,75,169,71,3
"Enseñanza (105)",560,,90,318,145,7
"Servicios sociales y de salud (106)",94,,20,47,24,3
"Otras activ. serv.comun.soc y personales (107)",143,13,55,43,23,9
"Hogares privados con servicio doméstico (108)",25,6,12,3,2,2
"Actividad economica no especificada (110)",187,2,80,57,30,18
"Mujeres (112)",5373,162,1727,1983,1272,229
"Agric., ganadería, caza y silvicultura (113)",1451,56,426,468,414,87
"Industrias manufactureras (116)",144,1,52,51,29,11
"Suministro de electricidad, gas y agua (117)",2,,1,,1,
"Construcción (118)",35,3,15,12,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1522,50,400,555,433,84
"Venta, mant.y rep. veh.autom.y motoc. (120)",21,,5,8,6,2
"Comercio al por mayor (121)",51,2,12,14,20,3
"Comercio al por menor (122)",1450,48,383,533,407,79
"Hoteles y restaurantes (123)",472,21,181,139,113,18
"Trans., almac. y comunicaciones (124)",36,1,24,8,2,1
"Intermediación financiera (125)",11,,9,2,,
"Activid.inmobil., empres. y alquileres (126)",68,,36,22,10,
"Admin.pub. y defensa; p. segur.soc.afil (127)",130,,47,64,18,1
"Enseñanza (128)",698,,194,397,106,1
"Servicios sociales y de salud (129)",146,,31,82,33,
"Otras activ. serv.comun.soc y personales (130)",169,6,65,63,32,3
"Hogares privados con servicio doméstico (131)",246,22,148,46,26,4
"Actividad economica no especificada (133)",243,2,98,74,50,19
,,,,,,
"RURAL (134)",14282,250,5457,4544,3096,935
"Agric., ganadería, caza y silvicultura (135)",12450,224,4643,3907,2800,876
"Pesca (136)",4,,2,2,,
"Explotación de minas y canteras (137)",12,,5,5,2,
"Industrias manufactureras (138)",91,1,38,34,15,3
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",399,2,162,161,64,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",333,10,132,108,67,16
"Venta, mant.y rep. veh.autom.y motoc. (142)",12,,11,1,,
"Comercio al por mayor (143)",11,,6,1,4,
"Comercio al por menor (144)",310,10,115,106,63,16
"Hoteles y restaurantes (145)",55,2,33,15,4,1
"Trans., almac. y comunicaciones (146)",118,1,66,30,18,3
"Activid.inmobil., empres. y alquileres (148)",19,1,8,8,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",101,,40,50,10,1
"Enseñanza (150)",214,,94,98,20,2
"Servicios sociales y de salud (151)",46,,16,25,5,
"Otras activ. serv.comun.soc y personales (152)",25,1,14,5,5,
"Hogares privados con servicio doméstico (153)",74,5,59,6,3,1
"Actividad economica no especificada (155)",340,3,145,89,81,22
"Hombres (156)",10921,166,4109,3579,2324,743
"Agric., ganadería, caza y silvicultura (157)",9828,151,3647,3176,2147,707
"Pesca (158)",3,,1,2,,
"Explotación de minas y canteras (159)",11,,4,5,2,
"Industrias manufactureras (160)",68,1,25,27,12,3
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",374,2,153,149,61,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",134,5,54,38,30,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",12,,11,1,,
"Comercio al por mayor (165)",4,,2,,2,
"Comercio al por menor (166)",118,5,41,37,28,7
"Hoteles y restaurantes (167)",13,1,8,4,,
"Trans., almac. y comunicaciones (168)",114,1,64,30,17,2
"Activid.inmobil., empres. y alquileres (170)",17,,7,8,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",71,,21,41,8,1
"Enseñanza (172)",97,,32,50,13,2
"Servicios sociales y de salud (173)",26,,9,13,4,
"Otras activ. serv.comun.soc y personales (174)",15,1,10,2,2,
"Hogares privados con servicio doméstico (175)",10,2,6,1,1,
"Actividad economica no especificada (177)",139,2,68,32,25,12
"Mujeres (179)",3361,84,1348,965,772,192
"Agric., ganadería, caza y silvicultura (180)",2622,73,996,731,653,169
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",23,,13,7,3,
"Construcción (185)",25,,9,12,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",199,5,78,70,37,9
"Comercio al por mayor (188)",7,,4,1,2,
"Comercio al por menor (189)",192,5,74,69,35,9
"Hoteles y restaurantes (190)",42,1,25,11,4,1
"Trans., almac. y comunicaciones (191)",4,,2,,1,1
"Activid.inmobil., empres. y alquileres (193)",2,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",30,,19,9,2,
"Enseñanza (195)",117,,62,48,7,
"Servicios sociales y de salud (196)",20,,7,12,1,
"Otras activ. serv.comun.soc y personales (197)",10,,4,3,3,
"Hogares privados con servicio doméstico (198)",64,3,53,5,2,1
"Actividad economica no especificada (200)",201,1,77,57,56,10
