"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",102,79,8,9,6
,,,,,
"URBANA (060)",35801,27858,2896,2078,2969
"Sin nivel (061)",1567,1427,86,23,31
"Educación inicial (062)",50,44,5,1,
"Primaria (063)",8057,7213,477,191,176
"Secundaria (064)",15011,12575,1166,569,701
"Superior no univ. incompleta (065)",2500,1842,265,147,246
"Superior no univ. completa (066)",2938,1718,282,335,603
"Superior univ. incompleta (067)",1772,1190,166,137,279
"Superior univ. completa (068)",3906,1849,449,675,933
"De 06 a 14 años (070)",606,553,41,12,
"Sin nivel (071)",7,7,,,
"Educación inicial (072)",14,12,1,1,
"Primaria (073)",349,317,27,5,
"Secundaria (074)",236,217,13,6,
"De 15 a 29 años (080)",12562,9828,1180,673,881
"Sin nivel (081)",111,94,11,3,3
"Educación inicial (082)",19,16,3,,
"Primaria (083)",1550,1370,105,48,27
"Secundaria (084)",7071,5906,621,262,282
"Superior no univ. incompleta (085)",1242,896,144,90,112
"Superior no univ. completa (086)",1046,629,123,110,184
"Superior univ. incompleta (087)",693,483,64,52,94
"Superior univ. completa (088)",830,434,109,108,179
"De 30 a 44 años (090)",13482,10073,1038,962,1409
"Sin nivel (091)",513,456,36,13,8
"Educación inicial (092)",17,16,1,,
"Primaria (093)",3072,2752,174,74,72
"Secundaria (094)",4959,4138,341,205,275
"Superior no univ. incompleta (095)",859,649,79,39,92
"Superior no univ. completa (096)",1340,740,111,171,318
"Superior univ. incompleta (097)",710,453,73,61,123
"Superior univ. completa (098)",2012,869,223,399,521
"De 45 a 64 años (100)",7926,6289,573,411,653
"Sin nivel (101)",685,636,27,6,16
"Primaria (103)",2524,2247,145,62,70
"Secundaria (104)",2501,2094,178,90,139
"Superior no univ. incompleta (105)",376,279,39,16,42
"Superior no univ. completa (106)",512,314,48,52,98
"Superior univ. incompleta (107)",332,220,27,24,61
"Superior univ. completa (108)",996,499,109,161,227
"De 65 y más años (110)",1225,1115,64,20,26
"Sin nivel (111)",251,234,12,1,4
"Primaria (113)",562,527,26,2,7
"Secundaria (114)",244,220,13,6,5
"Superior no univ. incompleta (115)",23,18,3,2,
"Superior no univ. completa (116)",40,35,,2,3
"Superior univ. incompleta (117)",37,34,2,,1
"Superior univ. completa (118)",68,47,8,7,6
,,,,,
"RURAL (120)",28432,26531,921,462,518
"Sin nivel (121)",3177,3105,54,9,9
"Educación inicial (122)",28,28,,,
"Primaria (123)",12185,11736,327,71,51
"Secundaria (124)",10531,9780,326,203,222
"Superior no univ. incompleta (125)",711,602,50,21,38
"Superior no univ. completa (126)",746,509,69,54,114
"Superior univ. incompleta (127)",348,292,23,17,16
"Superior univ. completa (128)",706,479,72,87,68
"De 06 a 14 años (130)",865,831,31,2,1
"Sin nivel (131)",41,40,1,,
"Educación inicial (132)",9,9,,,
"Primaria (133)",589,561,27,1,
"Secundaria (134)",226,221,3,1,1
"De 15 a 29 años (140)",10692,9886,401,204,201
"Sin nivel (141)",243,234,7,1,1
"Educación inicial (142)",13,13,,,
"Primaria (143)",3612,3447,114,37,14
"Secundaria (144)",5870,5468,191,115,96
"Superior no univ. incompleta (145)",376,315,35,8,18
"Superior no univ. completa (146)",288,191,30,21,46
"Superior univ. incompleta (147)",140,120,7,7,6
"Superior univ. completa (148)",150,98,17,15,20
"De 30 a 44 años (150)",8800,8084,314,184,218
"Sin nivel (151)",1014,981,24,3,6
"Educación inicial (152)",6,6,,,
"Primaria (153)",3796,3643,106,22,25
"Secundaria (154)",2971,2723,94,64,90
"Superior no univ. incompleta (155)",220,181,13,11,15
"Superior no univ. completa (156)",308,215,23,28,42
"Superior univ. incompleta (157)",128,103,11,9,5
"Superior univ. completa (158)",357,232,43,47,35
"De 45 a 64 años (160)",6200,5887,153,65,95
"Sin nivel (161)",1254,1231,16,5,2
"Primaria (163)",3193,3104,69,8,12
"Secundaria (164)",1277,1188,34,21,34
"Superior no univ. incompleta (165)",104,95,2,2,5
"Superior no univ. completa (166)",137,91,16,5,25
"Superior univ. incompleta (167)",70,61,4,1,4
"Superior univ. completa (168)",165,117,12,23,13
"De 65 y más años (170)",1875,1843,22,7,3
"Sin nivel (171)",625,619,6,,
"Primaria (173)",995,981,11,3,
"Secundaria (174)",187,180,4,2,1
"Superior no univ. incompleta (175)",11,11,,,
"Superior no univ. completa (176)",13,12,,,1
"Superior univ. incompleta (177)",10,8,1,,1
"Superior univ. completa (178)",34,32,,2,
