"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3478,3239,190,29,20
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",229,215,9,1,4
,,,,,
"URBANA (036)",12055,9630,1032,706,687
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,,4,4,16
"Profes., científicos e intelectuales (038)",1287,324,351,392,220
"Técnicos de nivel medio y trab. asimilados (039)",296,158,33,43,62
"Jefes y empleados de oficina (040)",266,48,32,49,137
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1434,1316,76,24,18
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2372,2260,111,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1152,977,72,52,51
"Obreros construc.,conf.,papel, fab., instr. (044)",1294,1116,81,59,38
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3538,3158,250,73,57
"Otra (046)",78,,,,78
"Ocupación no especificada (047)",314,273,22,9,10
"Hombres (048)",7154,5549,647,488,470
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,2,4,14
"Profes., científicos e intelectuales (050)",709,157,193,229,130
"Técnicos de nivel medio y trab. asimilados (051)",205,109,27,36,33
"Jefes y empleados de oficina (052)",155,22,22,36,75
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",522,450,43,17,12
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1471,1403,67,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",979,813,67,51,48
"Obreros construc.,conf.,papel, fab., instr. (056)",1279,1104,80,58,37
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1616,1395,133,48,40
"Otra (058)",74,,,,74
"Ocupación no especificada (059)",124,96,13,8,7
"Mujeres (060)",4901,4081,385,218,217
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,2,,2
"Profes., científicos e intelectuales (062)",578,167,158,163,90
"Técnicos de nivel medio y trab. asimilados (063)",91,49,6,7,29
"Jefes y empleados de oficina (064)",111,26,10,13,62
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",912,866,33,7,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",901,857,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",173,164,5,1,3
"Obreros construc.,conf.,papel, fab., instr. (068)",15,12,1,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1922,1763,117,25,17
"Otra (070)",4,,,,4
"Ocupación no especificada (071)",190,177,9,1,3
,,,,,
"RURAL (072)",6982,6126,479,186,191
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,,,10
"Profes., científicos e intelectuales (074)",255,74,87,65,29
"Técnicos de nivel medio y trab. asimilados (075)",87,45,13,5,24
"Jefes y empleados de oficina (076)",84,19,13,8,44
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",283,258,15,8,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2427,2346,80,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",313,185,56,52,20
"Obreros construc.,conf.,papel, fab., instr. (080)",422,349,36,21,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2999,2773,177,23,26
"Otra (082)",13,,,,13
"Ocupación no especificada (083)",89,77,2,3,7
"Hombres (084)",4217,3587,331,149,150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",146,39,49,39,19
"Técnicos de nivel medio y trab. asimilados (087)",61,35,10,3,13
"Jefes y empleados de oficina (088)",55,8,8,6,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",121,100,13,7,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1639,1576,62,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",267,150,47,50,20
"Obreros construc.,conf.,papel, fab., instr. (092)",415,343,36,21,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1443,1297,104,19,23
"Otra (094)",12,,,,12
"Ocupación no especificada (095)",50,39,2,3,6
"Mujeres (096)",2765,2539,148,37,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",109,35,38,26,10
"Técnicos de nivel medio y trab. asimilados (099)",26,10,3,2,11
"Jefes y empleados de oficina (100)",29,11,5,2,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",162,158,2,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",788,770,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",46,35,9,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,6,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1556,1476,73,4,3
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",39,38,,,1
