"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",2195,,265,1122,776,32
"Servicios sociales y de salud (039)",560,,75,264,193,28
"Otras activ. serv.comun.soc y personales (040)",2226,26,781,799,518,102
"Hogares privados con servicio doméstico (041)",94,4,43,23,18,6
"Actividad economica no especificada (043)",1222,8,486,373,273,82
"Mujeres (045)",25130,236,7584,10230,6302,778
"Agric., ganadería, caza y silvicultura (046)",1223,46,417,400,275,85
"Pesca (047)",38,,18,14,6,
"Explotación de minas y canteras (048)",11,,9,1,1,
"Industrias manufactureras (049)",1425,12,430,562,378,43
"Suministro de electricidad, gas y agua (050)",20,,6,5,9,
"Construcción (051)",87,,36,36,15,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",8283,92,2328,3263,2245,355
"Venta, mant.y rep. veh.autom.y motoc. (053)",104,1,39,39,24,1
"Comercio al por mayor (054)",367,2,143,140,78,4
"Comercio al por menor (055)",7812,89,2146,3084,2143,350
"Hoteles y restaurantes (056)",2690,23,815,934,814,104
"Trans., almac. y comunicaciones (057)",309,2,172,84,46,5
"Intermediación financiera (058)",160,,86,63,10,1
"Activid.inmobil., empres. y alquileres (059)",877,1,410,333,130,3
"Admin.pub. y defensa; p. segur.soc.afil (060)",610,,201,258,150,1
"Enseñanza (061)",4089,,719,2279,1069,22
"Servicios sociales y de salud (062)",990,,263,507,212,8
"Otras activ. serv.comun.soc y personales (063)",1133,11,334,455,292,41
"Hogares privados con servicio doméstico (064)",1992,48,897,614,380,53
"Actividad economica no especificada (066)",1193,1,443,422,270,57
,,,,,,
"URBANA (067)",84924,882,26699,32186,21732,3425
"Agric., ganadería, caza y silvicultura (068)",17741,221,5792,5849,4704,1175
"Pesca (069)",296,3,121,122,48,2
"Explotación de minas y canteras (070)",268,1,106,99,59,3
"Industrias manufactureras (071)",6611,74,2450,2350,1481,256
"Suministro de electricidad, gas y agua (072)",230,4,56,85,80,5
"Construcción (073)",4269,20,1246,1640,1180,183
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",21244,374,6444,7851,5615,960
"Venta, mant.y rep. veh.autom.y motoc. (075)",1997,27,744,693,468,65
"Comercio al por mayor (076)",1150,5,445,446,232,22
"Comercio al por menor (077)",18097,342,5255,6712,4915,873
"Hoteles y restaurantes (078)",3762,53,1235,1265,1046,163
"Trans., almac. y comunicaciones (079)",9083,36,3321,3551,1994,181
"Intermediación financiera (080)",367,,173,148,44,2
"Activid.inmobil., empres. y alquileres (081)",3552,5,1236,1460,780,71
"Admin.pub. y defensa; p. segur.soc.afil (082)",2416,,509,1094,788,25
"Enseñanza (083)",6189,,958,3346,1832,53
"Servicios sociales y de salud (084)",1523,,330,757,402,34
"Otras activ. serv.comun.soc y personales (085)",3249,37,1076,1214,783,139
"Hogares privados con servicio doméstico (086)",1970,46,871,611,389,53
"Actividad economica no especificada (088)",2154,8,775,744,507,120
"Hombres (089)",60786,681,19482,22287,15628,2708
"Agric., ganadería, caza y silvicultura (090)",16919,201,5515,5576,4507,1120
"Pesca (091)",262,3,104,111,42,2
"Explotación de minas y canteras (092)",260,1,99,98,59,3
"Industrias manufactureras (093)",5221,62,2033,1800,1109,217
"Suministro de electricidad, gas y agua (094)",210,4,50,80,71,5
"Construcción (095)",4186,20,1213,1604,1166,183
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",13129,285,4165,4646,3421,612
"Venta, mant.y rep. veh.autom.y motoc. (097)",1893,26,705,654,444,64
"Comercio al por mayor (098)",790,3,305,308,156,18
"Comercio al por menor (099)",10446,256,3155,3684,2821,530
"Hoteles y restaurantes (100)",1157,31,451,361,252,62
"Trans., almac. y comunicaciones (101)",8777,34,3152,3467,1948,176
"Intermediación financiera (102)",208,,88,85,34,1
"Activid.inmobil., empres. y alquileres (103)",2685,4,831,1131,651,68
"Admin.pub. y defensa; p. segur.soc.afil (104)",1813,,309,840,640,24
"Enseñanza (105)",2159,,258,1100,770,31
"Servicios sociales y de salud (106)",553,,75,258,193,27
"Otras activ. serv.comun.soc y personales (107)",2142,26,753,767,496,100
"Hogares privados con servicio doméstico (108)",84,2,37,23,18,4
"Actividad economica no especificada (110)",1021,8,349,340,251,73
"Mujeres (112)",24138,201,7217,9899,6104,717
"Agric., ganadería, caza y silvicultura (113)",822,20,277,273,197,55
"Pesca (114)",34,,17,11,6,
"Explotación de minas y canteras (115)",8,,7,1,,
"Industrias manufactureras (116)",1390,12,417,550,372,39
"Suministro de electricidad, gas y agua (117)",20,,6,5,9,
"Construcción (118)",83,,33,36,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",8115,89,2279,3205,2194,348
"Venta, mant.y rep. veh.autom.y motoc. (120)",104,1,39,39,24,1
"Comercio al por mayor (121)",360,2,140,138,76,4
"Comercio al por menor (122)",7651,86,2100,3028,2094,343
"Hoteles y restaurantes (123)",2605,22,784,904,794,101
"Trans., almac. y comunicaciones (124)",306,2,169,84,46,5
"Intermediación financiera (125)",159,,85,63,10,1
"Activid.inmobil., empres. y alquileres (126)",867,1,405,329,129,3
"Admin.pub. y defensa; p. segur.soc.afil (127)",603,,200,254,148,1
"Enseñanza (128)",4030,,700,2246,1062,22
"Servicios sociales y de salud (129)",970,,255,499,209,7
"Otras activ. serv.comun.soc y personales (130)",1107,11,323,447,287,39
"Hogares privados con servicio doméstico (131)",1886,44,834,588,371,49
"Actividad economica no especificada (133)",1133,,426,404,256,47
,,,,,,
"RURAL (134)",8544,176,3052,2731,1948,637
"Agric., ganadería, caza y silvicultura (135)",6710,159,2299,2086,1592,574
"Pesca (136)",89,,44,36,9,
"Explotación de minas y canteras (137)",30,,16,6,7,1
"Industrias manufactureras (138)",150,1,61,53,29,6
"Suministro de electricidad, gas y agua (139)",15,,5,6,4,
"Construcción (140)",69,,28,24,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",422,6,137,156,108,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",28,,15,7,6,
"Comercio al por mayor (143)",42,,19,15,7,1
"Comercio al por menor (144)",352,6,103,134,95,14
"Hoteles y restaurantes (145)",96,2,36,34,21,3
"Trans., almac. y comunicaciones (146)",200,1,79,76,39,5
"Intermediación financiera (147)",2,,2,,,
"Activid.inmobil., empres. y alquileres (148)",79,,32,37,10,
"Admin.pub. y defensa; p. segur.soc.afil (149)",73,,17,31,24,1
"Enseñanza (150)",95,,26,55,13,1
"Servicios sociales y de salud (151)",27,,8,14,3,2
"Otras activ. serv.comun.soc y personales (152)",110,,39,40,27,4
"Hogares privados con servicio doméstico (153)",116,6,69,26,9,6
"Actividad economica no especificada (155)",261,1,154,51,36,19
"Hombres (156)",7552,141,2685,2400,1750,576
"Agric., ganadería, caza y silvicultura (157)",6309,133,2159,1959,1514,544
"Pesca (158)",85,,43,33,9,
"Explotación de minas y canteras (159)",27,,14,6,6,1
"Industrias manufactureras (160)",115,1,48,41,23,2
"Suministro de electricidad, gas y agua (161)",15,,5,6,4,
"Construcción (162)",65,,25,24,16,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",254,3,88,98,57,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",28,,15,7,6,
"Comercio al por mayor (165)",35,,16,13,5,1
"Comercio al por menor (166)",191,3,57,78,46,7
"Hoteles y restaurantes (167)",11,1,5,4,1,
"Trans., almac. y comunicaciones (168)",197,1,76,76,39,5
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",69,,27,33,9,
"Admin.pub. y defensa; p. segur.soc.afil (171)",66,,16,27,22,1
"Enseñanza (172)",36,,7,22,6,1
"Servicios sociales y de salud (173)",7,,,6,,1
"Otras activ. serv.comun.soc y personales (174)",84,,28,32,22,2
"Hogares privados con servicio doméstico (175)",10,2,6,,,2
"Actividad economica no especificada (177)",201,,137,33,22,9
"Mujeres (179)",992,35,367,331,198,61
"Agric., ganadería, caza y silvicultura (180)",401,26,140,127,78,30
"Pesca (181)",4,,1,3,,
"Explotación de minas y canteras (182)",3,,2,,1,
"Industrias manufactureras (183)",35,,13,12,6,4
"Construcción (185)",4,,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",168,3,49,58,51,7
"Comercio al por mayor (188)",7,,3,2,2,
"Comercio al por menor (189)",161,3,46,56,49,7
"Hoteles y restaurantes (190)",85,1,31,30,20,3
"Trans., almac. y comunicaciones (191)",3,,3,,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",10,,5,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,1,4,2,
"Enseñanza (195)",59,,19,33,7,
"Servicios sociales y de salud (196)",20,,8,8,3,1
"Otras activ. serv.comun.soc y personales (197)",26,,11,8,5,2
"Hogares privados con servicio doméstico (198)",106,4,63,26,9,4
"Actividad economica no especificada (200)",60,1,17,18,14,10
