"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",1,4,4,,100,,
"De 50 y más años (039)",5,30,27,,90,,
"No PEA (040)",13319,42719,36525,769,85.5,1.8,
"De 12 a 14 años (041)",1775,8,8,2,100,25,
"De 15 a 19 años (042)",1849,390,379,113,97.2,29,
"De 20 a 24 años (043)",1242,1595,1547,195,97,12.2,
"De 25 a 29 años (044)",1212,2683,2602,166,97,6.2,
"De 30 a 34 años (045)",1013,3354,3197,131,95.3,3.9,
"De 35 a 39 años (046)",969,3983,3725,106,93.5,2.7,
"De 40 a 44 años (047)",860,4436,4082,46,92,1,
"De 45 a 49 años (048)",746,4237,3809,10,89.9,0.2,
"De 50 y más años (049)",3653,22033,17176,,78,,
,,,,,,,
"URBANA (060)",7265,21049,18250,308,86.7,1.5,
"De 12 a 14 años (061)",748,4,4,,100,,
"De 15 a 19 años (062)",870,129,123,39,95.3,30.2,
"De 20 a 24 años (063)",598,609,593,71,97.4,11.7,
"De 25 a 29 años (064)",672,1248,1219,74,97.7,5.9,
"De 30 a 34 años (065)",605,1492,1454,52,97.5,3.5,
"De 35 a 39 años (066)",637,2048,1957,53,95.6,2.6,
"De 40 a 44 años (067)",551,2149,2008,15,93.4,0.7,
"De 45 a 49 años (068)",457,2140,1961,4,91.6,0.2,
"De 50 y más años (069)",2127,11230,8931,,79.5,,
"PEA (070)",1830,5237,4660,74,89,1.4,
"De 12 a 14 años (071)",18,,,,,,
"De 15 a 19 años (072)",99,18,18,2,100,11.1,
"De 20 a 24 años (073)",177,134,131,10,97.8,7.5,
"De 25 a 29 años (074)",222,284,282,20,99.3,7,
"De 30 a 34 años (075)",222,417,410,18,98.3,4.3,
"De 35 a 39 años (076)",267,719,690,18,96,2.5,
"De 40 a 44 años (077)",210,701,645,5,92,0.7,
"De 45 a 49 años (078)",165,676,622,1,92,0.1,
"De 50 y más años (079)",450,2288,1862,,81.4,,
"Ocupada (080)",1805,5195,4619,74,88.9,1.4,
"De 12 a 14 años (081)",17,,,,,,
"De 15 a 19 años (082)",94,18,18,2,100,11.1,
"De 20 a 24 años (083)",168,126,123,10,97.6,7.9,
"De 25 a 29 años (084)",220,283,281,20,99.3,7.1,
"De 30 a 34 años (085)",220,414,407,18,98.3,4.3,
"De 35 a 39 años (086)",266,715,686,18,95.9,2.5,
"De 40 a 44 años (087)",210,701,645,5,92,0.7,
"De 45 a 49 años (088)",164,672,618,1,92,0.1,
"De 50 y más años (089)",446,2266,1841,,81.2,,
"Desocupada (090)",25,42,41,,97.6,,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",5,,,,,,
"De 20 a 24 años (093)",9,8,8,,100,,
"De 25 a 29 años (094)",2,1,1,,100,,
"De 30 a 34 años (095)",2,3,3,,100,,
"De 35 a 39 años (096)",1,4,4,,100,,
"De 45 a 49 años (098)",1,4,4,,100,,
"De 50 y más años (099)",4,22,21,,95.5,,
"No PEA (100)",5435,15812,13590,234,85.9,1.5,
"De 12 a 14 años (101)",730,4,4,,100,,
"De 15 a 19 años (102)",771,111,105,37,94.6,33.3,
"De 20 a 24 años (103)",421,475,462,61,97.3,12.8,
"De 25 a 29 años (104)",450,964,937,54,97.2,5.6,
"De 30 a 34 años (105)",383,1075,1044,34,97.1,3.2,
"De 35 a 39 años (106)",370,1329,1267,35,95.3,2.6,
"De 40 a 44 años (107)",341,1448,1363,10,94.1,0.7,
"De 45 a 49 años (108)",292,1464,1339,3,91.5,0.2,
"De 50 y más años (109)",1677,8942,7069,,79.1,,
,,,,,,,
"RURAL (120)",9153,31544,26974,610,85.5,1.9,
"De 12 a 14 años (121)",1077,6,6,2,100,33.3,
"De 15 a 19 años (122)",1182,307,301,83,98,27,
"De 20 a 24 años (123)",975,1297,1259,159,97.1,12.3,
"De 25 a 29 años (124)",920,2020,1956,133,96.8,6.6,
"De 30 a 34 años (125)",774,2668,2531,103,94.9,3.9,
"De 35 a 39 años (126)",747,3254,3033,81,93.2,2.5,
"De 40 a 44 años (127)",649,3581,3255,41,90.9,1.1,
"De 45 a 49 años (128)",558,3357,3004,8,89.5,0.2,
"De 50 y más años (129)",2271,15054,11629,,77.2,,
"PEA (130)",1269,4637,4039,77,87.1,1.7,
"De 12 a 14 años (131)",32,2,2,,100,,
"De 15 a 19 años (132)",104,28,27,8,96.4,28.6,
"De 20 a 24 años (133)",154,177,174,26,98.3,14.7,
"De 25 a 29 años (134)",158,301,291,21,96.7,7,
"De 30 a 34 años (135)",144,389,378,7,97.2,1.8,
"De 35 a 39 años (136)",148,600,575,10,95.8,1.7,
"De 40 a 44 años (137)",130,593,536,4,90.4,0.7,
"De 45 a 49 años (138)",104,584,534,1,91.4,0.2,
"De 50 y más años (139)",295,1963,1522,,77.5,,
"Ocupada (140)",1245,4594,4002,76,87.1,1.7,
"De 12 a 14 años (141)",29,2,2,,100,,
"De 15 a 19 años (142)",97,27,26,8,96.3,29.6,
"De 20 a 24 años (143)",150,175,172,26,98.3,14.9,
"De 25 a 29 años (144)",155,300,290,21,96.7,7,
"De 30 a 34 años (145)",143,387,376,7,97.2,1.8,
"De 35 a 39 años (146)",147,596,571,9,95.8,1.5,
"De 40 a 44 años (147)",126,568,515,4,90.7,0.7,
"De 45 a 49 años (148)",104,584,534,1,91.4,0.2,
"De 50 y más años (149)",294,1955,1516,,77.5,,
"Desocupada (150)",24,43,37,1,86,2.3,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",7,1,1,,100,,
"De 20 a 24 años (153)",4,2,2,,100,,
"De 25 a 29 años (154)",3,1,1,,100,,
"De 30 a 34 años (155)",1,2,2,,100,,
"De 35 a 39 años (156)",1,4,4,1,100,25,
"De 40 a 44 años (157)",4,25,21,,84,,
"De 50 y más años (159)",1,8,6,,75,,
"No PEA (160)",7884,26907,22935,533,85.2,2,
"De 12 a 14 años (161)",1045,4,4,2,100,50,
"De 15 a 19 años (162)",1078,279,274,75,98.2,26.9,
"De 20 a 24 años (163)",821,1120,1085,133,96.9,11.9,
"De 25 a 29 años (164)",762,1719,1665,112,96.9,6.5,
"De 30 a 34 años (165)",630,2279,2153,96,94.5,4.2,
"De 35 a 39 años (166)",599,2654,2458,71,92.6,2.7,
"De 40 a 44 años (167)",519,2988,2719,37,91,1.2,
"De 45 a 49 años (168)",454,2773,2470,7,89.1,0.3,
"De 50 y más años (169)",1976,13091,10107,,77.2,,
