"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1735,102,985,422,185,41
"Sin nivel (031)",248,30,85,78,43,12
"Educación inicial (032)",7,2,5,,,
"Primaria (033)",874,59,459,225,105,26
"Secundaria (034)",373,11,294,50,17,1
"Superior no univ. incompleta (035)",36,,22,10,4,
"Superior no univ. completa (036)",109,,72,32,5,
"Superior univ. incompleta (037)",44,,28,10,4,2
"Superior univ. completa (038)",44,,20,17,7,
"No PEA (040)",75611,33393,19273,10269,7885,4791
"Sin nivel (041)",23043,4504,4212,5182,5366,3779
"Educación inicial (042)",2741,2640,75,26,,
"Primaria (043)",39041,23639,8278,4158,2133,833
"Secundaria (044)",8370,2610,5049,464,176,71
"Superior no univ. incompleta (045)",776,,635,92,34,15
"Superior no univ. completa (046)",683,,357,201,85,40
"Superior univ. incompleta (047)",625,,562,44,15,4
"Superior univ. completa (048)",332,,105,102,76,49
,,,,,,
"URBANA (060)",31511,8456,10100,6691,4459,1805
"Sin nivel (061)",4590,454,632,1141,1394,969
"Educación inicial (062)",554,501,37,16,,
"Primaria (063)",12585,5939,2330,2195,1545,576
"Secundaria (064)",7567,1562,4349,1025,536,95
"Superior no univ. incompleta (065)",1263,,813,297,127,26
"Superior no univ. completa (066)",2359,,843,1093,370,53
"Superior univ. incompleta (067)",1024,,712,198,94,20
"Superior univ. completa (068)",1569,,384,726,393,66
"PEA (070)",11676,212,4118,4314,2544,488
"Sin nivel (071)",1306,15,230,442,441,178
"Educación inicial (072)",30,4,17,9,,
"Primaria (073)",3578,131,1057,1258,915,217
"Secundaria (074)",2682,62,1499,692,398,31
"Superior no univ. incompleta (075)",588,,263,216,98,11
"Superior no univ. completa (076)",1773,,563,906,289,15
"Superior univ. incompleta (077)",446,,192,158,80,16
"Superior univ. completa (078)",1273,,297,633,323,20
"Ocupada (080)",10916,196,3682,4114,2453,471
"Sin nivel (081)",1242,13,213,416,425,175
"Educación inicial (082)",25,2,14,9,,
"Primaria (083)",3349,126,962,1183,872,206
"Secundaria (084)",2431,55,1302,659,385,30
"Superior no univ. incompleta (085)",556,,244,207,94,11
"Superior no univ. completa (086)",1675,,500,875,285,15
"Superior univ. incompleta (087)",404,,166,148,76,14
"Superior univ. completa (088)",1234,,281,617,316,20
"Desocupada (090)",760,16,436,200,91,17
"Sin nivel (091)",64,2,17,26,16,3
"Educación inicial (092)",5,2,3,,,
"Primaria (093)",229,5,95,75,43,11
"Secundaria (094)",251,7,197,33,13,1
"Superior no univ. incompleta (095)",32,,19,9,4,
"Superior no univ. completa (096)",98,,63,31,4,
"Superior univ. incompleta (097)",42,,26,10,4,2
"Superior univ. completa (098)",39,,16,16,7,
"No PEA (100)",19835,8244,5982,2377,1915,1317
"Sin nivel (101)",3284,439,402,699,953,791
"Educación inicial (102)",524,497,20,7,,
"Primaria (103)",9007,5808,1273,937,630,359
"Secundaria (104)",4885,1500,2850,333,138,64
"Superior no univ. incompleta (105)",675,,550,81,29,15
"Superior no univ. completa (106)",586,,280,187,81,38
"Superior univ. incompleta (107)",578,,520,40,14,4
"Superior univ. completa (108)",296,,87,93,70,46
,,,,,,
"RURAL (120)",81251,26155,23289,15160,11194,5453
"Sin nivel (121)",27284,4304,5522,6743,6564,4151
"Educación inicial (122)",2280,2150,97,33,,
"Primaria (123)",45576,18525,13740,7642,4398,1271
"Secundaria (124)",5280,1176,3446,489,149,20
"Superior no univ. incompleta (125)",200,,128,45,24,3
"Superior no univ. completa (126)",379,,216,128,33,2
"Superior univ. incompleta (127)",93,,63,23,7,
"Superior univ. completa (128)",159,,77,57,19,6
"PEA (130)",25475,1006,9998,7268,5224,1979
"Sin nivel (131)",7525,239,1712,2260,2151,1163
"Educación inicial (132)",63,7,42,14,,
"Primaria (133)",15542,694,6735,4421,2895,797
"Secundaria (134)",1795,66,1247,358,111,13
"Superior no univ. incompleta (135)",99,,43,34,19,3
"Superior no univ. completa (136)",282,,139,114,29,
"Superior univ. incompleta (137)",46,,21,19,6,
"Superior univ. completa (138)",123,,59,48,13,3
"Ocupada (140)",24500,920,9449,7046,5130,1955
"Sin nivel (141)",7341,211,1644,2208,2124,1154
"Educación inicial (142)",61,7,40,14,,
"Primaria (143)",14897,640,6371,4271,2833,782
"Secundaria (144)",1673,62,1150,341,107,13
"Superior no univ. incompleta (145)",95,,40,33,19,3
"Superior no univ. completa (146)",271,,130,113,28,
"Superior univ. incompleta (147)",44,,19,19,6,
"Superior univ. completa (148)",118,,55,47,13,3
"Desocupada (150)",975,86,549,222,94,24
"Sin nivel (151)",184,28,68,52,27,9
"Educación inicial (152)",2,,2,,,
"Primaria (153)",645,54,364,150,62,15
"Secundaria (154)",122,4,97,17,4,
"Superior no univ. incompleta (155)",4,,3,1,,
"Superior no univ. completa (156)",11,,9,1,1,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",5,,4,1,,
"No PEA (160)",55776,25149,13291,7892,5970,3474
"Sin nivel (161)",19759,4065,3810,4483,4413,2988
"Educación inicial (162)",2217,2143,55,19,,
"Primaria (163)",30034,17831,7005,3221,1503,474
"Secundaria (164)",3485,1110,2199,131,38,7
"Superior no univ. incompleta (165)",101,,85,11,5,
"Superior no univ. completa (166)",97,,77,14,4,2
"Superior univ. incompleta (167)",47,,42,4,1,
"Superior univ. completa (168)",36,,18,9,6,3
