"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (048)",871,2,18,51,39,14,,612,50,85,,
"Suministro de electricidad, gas y agua (049)",35,,6,4,21,,,1,1,2,,
"Construcción (050)",109,,11,9,9,,,7,37,36,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7522,2,60,167,100,5636,,40,1,1516,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",131,2,3,14,12,76,,21,,3,,
"Comercio al por mayor (053)",371,,17,30,22,278,,1,,23,,
"Comercio al por menor (054)",7020,,40,123,66,5282,,18,1,1490,,
"Hoteles y restaurantes (055)",2805,,23,96,66,1462,,,,1158,,
"Trans., almac. y comunicaciones (056)",441,,12,45,90,11,,1,78,204,,
"Intermediación financiera (057)",155,,17,38,89,,,,,11,,
"Activid.inmobil., empres. y alquileres (058)",844,,134,201,274,24,,2,6,203,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",1110,21,183,154,605,7,,,12,107,21,
"Enseñanza (060)",2682,25,2533,7,95,,,,,22,,
"Servicios sociales y de salud (061)",1002,1,320,357,80,87,,1,,156,,
"Otras activ. serv.comun.soc y personales (062)",939,,38,68,104,272,,5,2,450,,
"Hogares privados con servicio doméstico (063)",2116,,1,3,,6,,,,2106,,
"Actividad economica no especificada (065)",586,,2,3,15,,,,,1,,565
,,,,,,,,,,,,
"URBANA (066)",68461,142,5701,3015,2687,11811,5282,4966,8520,24952,456,929
"Agric., ganadería, caza y silvicultura (067)",18212,2,65,179,45,,5023,24,82,12792,,
"Pesca (068)",475,,,,3,,259,,1,212,,
"Explotación de minas y canteras (069)",951,,49,48,29,8,,631,82,104,,
"Industrias manufactureras (070)",3275,2,47,171,87,27,,2506,239,196,,
"Suministro de electricidad, gas y agua (071)",181,,16,22,46,,,29,24,44,,
"Construcción (072)",5858,2,75,134,22,,,420,2995,2210,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",13049,7,107,408,163,8549,,1210,142,2463,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1376,1,10,46,20,266,,937,67,29,,
"Comercio al por mayor (075)",864,1,27,70,43,613,,4,19,87,,
"Comercio al por menor (076)",10809,5,70,292,100,7670,,269,56,2347,,
"Hoteles y restaurantes (077)",3583,2,46,163,102,1828,,,,1442,,
"Trans., almac. y comunicaciones (078)",6406,4,51,153,200,24,,20,4757,1197,,
"Intermediación financiera (079)",292,2,35,64,171,,,,,20,,
"Activid.inmobil., empres. y alquileres (080)",3132,1,459,571,422,902,,47,80,650,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",2552,48,327,269,983,68,,5,63,333,456,
"Enseñanza (082)",4074,68,3779,34,126,,,,,67,,
"Servicios sociales y de salud (083)",1322,1,458,463,113,86,,9,20,172,,
"Otras activ. serv.comun.soc y personales (084)",2164,3,187,330,156,313,,64,35,1076,,
"Hogares privados con servicio doméstico (085)",1979,,,2,,6,,,,1971,,
"Organiz. y organos extraterritoriales (086)",1,,,,1,,,,,,,
"Actividad economica no especificada (087)",955,,,4,18,,,1,,3,,929
"Hombres (088)",43055,98,2576,1886,1177,4862,4358,4352,8351,14550,436,409
"Agric., ganadería, caza y silvicultura (089)",12389,2,60,163,35,,4107,20,81,7921,,
"Pesca (090)",460,,,,3,,251,,1,205,,
"Explotación de minas y canteras (091)",920,,47,45,27,6,,615,82,98,,
"Industrias manufactureras (092)",2510,,33,128,52,13,,1964,195,125,,
"Suministro de electricidad, gas y agua (093)",147,,10,18,26,,,28,23,42,,
"Construcción (094)",5763,2,66,128,16,,,414,2962,2175,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6072,7,51,254,70,3311,,1173,141,1065,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1256,1,7,33,10,194,,918,67,26,,
"Comercio al por mayor (097)",515,1,11,42,22,352,,3,19,65,,
"Comercio al por menor (098)",4301,5,33,179,38,2765,,252,55,974,,
"Hoteles y restaurantes (099)",981,2,23,69,41,504,,,,342,,
"Trans., almac. y comunicaciones (100)",6011,4,40,111,117,14,,19,4686,1020,,
"Intermediación financiera (101)",140,2,18,27,84,,,,,9,,
"Activid.inmobil., empres. y alquileres (102)",2366,1,339,387,167,881,,45,75,471,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1500,30,162,128,398,61,,5,51,229,436,
"Enseñanza (104)",1570,45,1412,27,40,,,,,46,,
"Servicios sociales y de salud (105)",400,,164,132,37,5,,8,20,34,,
"Otras activ. serv.comun.soc y personales (106)",1312,3,151,267,58,67,,60,34,672,,
"Hogares privados con servicio doméstico (107)",94,,,,,,,,,94,,
"Organiz. y organos extraterritoriales (108)",1,,,,1,,,,,,,
"Actividad economica no especificada (109)",419,,,2,5,,,1,,2,,409
"Mujeres (110)",25406,44,3125,1129,1510,6949,924,614,169,10402,20,520
"Agric., ganadería, caza y silvicultura (111)",5823,,5,16,10,,916,4,1,4871,,
"Pesca (112)",15,,,,,,8,,,7,,
"Explotación de minas y canteras (113)",31,,2,3,2,2,,16,,6,,
"Industrias manufactureras (114)",765,2,14,43,35,14,,542,44,71,,
"Suministro de electricidad, gas y agua (115)",34,,6,4,20,,,1,1,2,,
"Construcción (116)",95,,9,6,6,,,6,33,35,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6977,,56,154,93,5238,,37,1,1398,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",120,,3,13,10,72,,19,,3,,
"Comercio al por mayor (119)",349,,16,28,21,261,,1,,22,,
"Comercio al por menor (120)",6508,,37,113,62,4905,,17,1,1373,,
"Hoteles y restaurantes (121)",2602,,23,94,61,1324,,,,1100,,
"Trans., almac. y comunicaciones (122)",395,,11,42,83,10,,1,71,177,,
"Intermediación financiera (123)",152,,17,37,87,,,,,11,,
"Activid.inmobil., empres. y alquileres (124)",766,,120,184,255,21,,2,5,179,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",1052,18,165,141,585,7,,,12,104,20,
"Enseñanza (126)",2504,23,2367,7,86,,,,,21,,
"Servicios sociales y de salud (127)",922,1,294,331,76,81,,1,,138,,
"Otras activ. serv.comun.soc y personales (128)",852,,36,63,98,246,,4,1,404,,
"Hogares privados con servicio doméstico (129)",1885,,,2,,6,,,,1877,,
"Actividad economica no especificada (131)",536,,,2,13,,,,,1,,520
,,,,,,,,,,,,
"RURAL (132)",13627,26,492,347,214,1070,2475,532,1083,7229,51,108
"Agric., ganadería, caza y silvicultura (133)",8420,,36,57,16,,2405,1,28,5877,,
"Pesca (134)",87,,,,,,70,,,17,,
"Explotación de minas y canteras (135)",66,,2,4,7,,,39,7,7,,
"Industrias manufactureras (136)",492,,16,33,12,,,337,51,43,,
"Suministro de electricidad, gas y agua (137)",26,,,2,1,,,1,10,12,,
"Construcción (138)",949,6,33,59,29,,,55,528,239,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",947,3,8,38,11,595,,89,14,189,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",110,2,2,4,2,17,,68,10,5,,
"Comercio al por mayor (141)",57,1,2,4,4,43,,1,,2,,
"Comercio al por menor (142)",780,,4,30,5,535,,20,4,182,,
"Hoteles y restaurantes (143)",297,,4,6,9,191,,,,87,,
"Trans., almac. y comunicaciones (144)",556,2,2,5,12,2,,2,405,126,,
"Intermediación financiera (145)",7,,,2,4,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",519,2,53,47,42,242,,1,14,118,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",190,8,24,24,42,4,,,6,31,51,
"Enseñanza (148)",271,5,254,,11,,,,,1,,
"Servicios sociales y de salud (149)",109,,42,34,5,7,,,2,19,,
"Otras activ. serv.comun.soc y personales (150)",326,,13,33,10,29,,7,18,216,,
"Hogares privados con servicio doméstico (151)",248,,1,1,,,,,,246,,
"Actividad economica no especificada (153)",117,,4,2,3,,,,,,,108
"Hombres (154)",9607,19,247,252,123,498,2120,456,1064,4715,50,63
"Agric., ganadería, caza y silvicultura (155)",6095,,32,56,14,,2059,1,28,3905,,
"Pesca (156)",75,,,,,,61,,,14,,
"Explotación de minas y canteras (157)",63,,1,3,7,,,38,7,7,,
"Industrias manufactureras (158)",386,,12,25,8,,,267,45,29,,
"Suministro de electricidad, gas y agua (159)",25,,,2,,,,1,10,12,,
"Construcción (160)",935,6,31,56,26,,,54,524,238,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",402,1,4,25,4,197,,86,14,71,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",99,,2,3,,13,,66,10,5,,
"Comercio al por mayor (163)",35,1,1,2,3,26,,1,,1,,
"Comercio al por menor (164)",268,,1,20,1,158,,19,4,65,,
"Hoteles y restaurantes (165)",94,,4,4,4,53,,,,29,,
"Trans., almac. y comunicaciones (166)",510,2,1,2,5,1,,2,398,99,,
"Intermediación financiera (167)",4,,,1,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (168)",441,2,39,30,23,239,,1,13,94,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",132,5,6,11,22,4,,,6,28,50,
"Enseñanza (170)",93,3,88,,2,,,,,,,
"Servicios sociales y de salud (171)",29,,16,8,1,1,,,2,1,,
"Otras activ. serv.comun.soc y personales (172)",239,,11,28,4,3,,6,17,170,,
"Hogares privados con servicio doméstico (173)",17,,,,,,,,,17,,
"Actividad economica no especificada (175)",67,,2,1,1,,,,,,,63
"Mujeres (176)",4020,7,245,95,91,572,355,76,19,2514,1,45
"Agric., ganadería, caza y silvicultura (177)",2325,,4,1,2,,346,,,1972,,
"Pesca (178)",12,,,,,,9,,,3,,
"Explotación de minas y canteras (179)",3,,1,1,,,,1,,,,
"Industrias manufactureras (180)",106,,4,8,4,,,70,6,14,,
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,,,,
"Construcción (182)",14,,2,3,3,,,1,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",545,2,4,13,7,398,,3,,118,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",11,2,,1,2,4,,2,,,,
"Comercio al por mayor (185)",22,,1,2,1,17,,,,1,,
"Comercio al por menor (186)",512,,3,10,4,377,,1,,117,,
"Hoteles y restaurantes (187)",203,,,2,5,138,,,,58,,
"Trans., almac. y comunicaciones (188)",46,,1,3,7,1,,,7,27,,
"Intermediación financiera (189)",3,,,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",78,,14,17,19,3,,,1,24,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",58,3,18,13,20,,,,,3,1,
"Enseñanza (192)",178,2,166,,9,,,,,1,,
"Servicios sociales y de salud (193)",80,,26,26,4,6,,,,18,,
"Otras activ. serv.comun.soc y personales (194)",87,,2,5,6,26,,1,1,46,,
"Hogares privados con servicio doméstico (195)",231,,1,1,,,,,,229,,
"Actividad economica no especificada (197)",50,,2,1,2,,,,,,,45
