"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",117,10,51,32,17,7
"Hogares privados con servicio doméstico (042)",13,1,11,,1,
"Actividad economica no especificada (044)",180,,70,55,41,14
"Desocupado (045)",659,19,328,185,102,25
"Mujeres (046)",19566,506,7789,5860,3961,1450
"Agric., ganadería, caza y silvicultura (047)",9532,261,3124,2729,2353,1065
"Pesca (048)",3,,,1,1,1
"Explotación de minas y canteras (049)",136,,89,44,2,1
"Industrias manufactureras (050)",7029,182,3510,2032,1045,260
"Suministro de electricidad, gas y agua (051)",2,,1,,1,
"Construcción (052)",13,,5,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",851,18,259,308,213,53
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,2,1,1,
"Comercio al por mayor (055)",15,1,4,6,3,1
"Comercio al por menor (056)",832,17,253,301,209,52
"Hoteles y restaurantes (057)",228,10,100,50,53,15
"Trans., almac. y comunicaciones (058)",15,,9,5,1,
"Intermediación financiera (059)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (060)",35,,22,13,,
"Admin.pub. y defensa; p. segur.soc afil (061)",53,,18,20,15,
"Enseñanza (062)",581,,139,346,95,1
"Servicios sociales y de salud (063)",103,,51,47,5,
"Otras activ. serv.comun.soc y personales (064)",121,4,31,38,36,12
"Hogares privados con servicio doméstico (065)",399,20,205,89,69,16
"Actividad economica no especificada (067)",252,,94,75,60,23
"Desocupado (068)",209,11,130,54,11,3
,,,,,,
"URBANA (069)",8450,151,2848,3184,1844,423
"Agric., ganadería, caza y silvicultura (070)",1762,25,482,502,537,216
"Pesca (071)",1,,,1,,
"Explotación de minas y canteras (072)",1008,,387,480,137,4
"Industrias manufactureras (073)",708,20,250,259,146,33
"Suministro de electricidad, gas y agua (074)",16,,6,5,5,
"Construcción (075)",286,2,107,106,68,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1104,47,298,385,294,80
"Venta, mant.y rep. veh.autom.y motoc. (077)",68,1,32,22,11,2
"Comercio al por mayor (078)",34,2,4,15,11,2
"Comercio al por menor (079)",1002,44,262,348,272,76
"Hoteles y restaurantes (080)",205,11,85,49,50,10
"Trans., almac. y comunicaciones (081)",419,1,227,141,45,5
"Intermediación financiera (082)",13,,5,3,5,
"Activid.inmobil., empres. y alquileres (083)",85,,34,34,16,1
"Admin.pub. y defensa; p. segur.soc afil (084)",239,,47,99,86,7
"Enseñanza (085)",1077,,205,658,208,6
"Servicios sociales y de salud (086)",190,,69,101,17,3
"Otras activ. serv.comun.soc y personales (087)",167,13,50,49,43,12
"Hogares privados con servicio doméstico (088)",250,15,146,48,37,4
"Actividad economica no especificada (090)",246,,104,69,57,16
"Desocupado (091)",674,17,346,195,93,23
"Hombres (092)",5803,95,1853,2188,1338,329
"Agric., ganadería, caza y silvicultura (093)",1555,17,424,437,483,194
"Pesca (094)",1,,,1,,
"Explotación de minas y canteras (095)",895,,315,442,135,3
"Industrias manufactureras (096)",398,15,119,148,90,26
"Suministro de electricidad, gas y agua (097)",14,,5,5,4,
"Construcción (098)",280,2,105,102,68,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",581,34,143,200,156,48
"Venta, mant.y rep. veh.autom.y motoc. (100)",64,1,30,21,10,2
"Comercio al por mayor (101)",24,1,,12,9,2
"Comercio al por menor (102)",493,32,113,167,137,44
"Hoteles y restaurantes (103)",61,4,25,14,16,2
"Trans., almac. y comunicaciones (104)",410,1,224,136,44,5
"Intermediación financiera (105)",9,,3,2,4,
"Activid.inmobil., empres. y alquileres (106)",57,,16,24,16,1
"Admin.pub. y defensa; p. segur.soc afil (107)",191,,32,80,72,7
"Enseñanza (108)",560,,94,344,117,5
"Servicios sociales y de salud (109)",91,,19,57,12,3
"Otras activ. serv.comun.soc y personales (110)",75,10,26,21,13,5
"Hogares privados con servicio doméstico (111)",7,,6,,1,
"Actividad economica no especificada (113)",104,,45,29,23,7
"Desocupado (114)",514,12,252,146,84,20
"Mujeres (115)",2647,56,995,996,506,94
"Agric., ganadería, caza y silvicultura (116)",207,8,58,65,54,22
"Explotación de minas y canteras (118)",113,,72,38,2,1
"Industrias manufactureras (119)",310,5,131,111,56,7
"Suministro de electricidad, gas y agua (120)",2,,1,,1,
"Construcción (121)",6,,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",523,13,155,185,138,32
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,2,1,1,
"Comercio al por mayor (124)",10,1,4,3,2,
"Comercio al por menor (125)",509,12,149,181,135,32
"Hoteles y restaurantes (126)",144,7,60,35,34,8
"Trans., almac. y comunicaciones (127)",9,,3,5,1,
"Intermediación financiera (128)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (129)",28,,18,10,,
"Admin.pub. y defensa; p. segur.soc afil (130)",48,,15,19,14,
"Enseñanza (131)",517,,111,314,91,1
"Servicios sociales y de salud (132)",99,,50,44,5,
"Otras activ. serv.comun.soc y personales (133)",92,3,24,28,30,7
"Hogares privados con servicio doméstico (134)",243,15,140,48,36,4
"Actividad economica no especificada (136)",142,,59,40,34,9
"Desocupado (137)",160,5,94,49,9,3
,,,,,,
"RURAL (138)",34951,769,13341,10195,7463,3183
"Agric., ganadería, caza y silvicultura (139)",24683,539,8473,7056,5860,2755
"Pesca (140)",3,,,1,1,1
"Explotación de minas y canteras (141)",387,2,166,152,64,3
"Industrias manufactureras (142)",8010,196,3944,2342,1198,330
"Suministro de electricidad, gas y agua (143)",5,,1,2,2,
"Construcción (144)",191,3,76,62,46,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",526,6,169,201,114,36
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,1,2,,
"Comercio al por mayor (147)",11,,,5,4,2
"Comercio al por menor (148)",512,6,168,194,110,34
"Hoteles y restaurantes (149)",98,3,48,19,21,7
"Trans., almac. y comunicaciones (150)",132,,75,45,11,1
"Activid.inmobil., empres. y alquileres (152)",42,,23,18,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",44,,18,13,12,1
"Enseñanza (154)",196,,65,106,25,
"Servicios sociales y de salud (155)",21,,9,11,1,
"Otras activ. serv.comun.soc y personales (156)",71,1,32,21,10,7
"Hogares privados con servicio doméstico (157)",162,6,70,41,33,12
"Actividad economica no especificada (159)",186,,60,61,44,21
"Desocupado (160)",194,13,112,44,20,5
"Hombres (161)",18032,319,6547,5331,4008,1827
"Agric., ganadería, caza y silvicultura (162)",15358,286,5407,4392,3561,1712
"Explotación de minas y canteras (164)",364,2,149,146,64,3
"Industrias manufactureras (165)",1291,19,565,421,209,77
"Suministro de electricidad, gas y agua (166)",5,,1,2,2,
"Construcción (167)",184,3,73,58,46,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",198,1,65,78,39,15
"Venta, mant.y rep. veh.autom.y motoc. (169)",3,,1,2,,
"Comercio al por mayor (170)",6,,,2,3,1
"Comercio al por menor (171)",189,1,64,74,36,14
"Hoteles y restaurantes (172)",14,,8,4,2,
"Trans., almac. y comunicaciones (173)",126,,69,45,11,1
"Activid.inmobil., empres. y alquileres (175)",35,,19,15,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",39,,15,12,11,1
"Enseñanza (177)",132,,37,74,21,
"Servicios sociales y de salud (178)",17,,8,8,1,
"Otras activ. serv.comun.soc y personales (179)",42,,25,11,4,2
"Hogares privados con servicio doméstico (180)",6,1,5,,,
"Actividad economica no especificada (182)",76,,25,26,18,7
"Desocupado (183)",145,7,76,39,18,5
"Mujeres (184)",16919,450,6794,4864,3455,1356
"Agric., ganadería, caza y silvicultura (185)",9325,253,3066,2664,2299,1043
"Pesca (186)",3,,,1,1,1
"Explotación de minas y canteras (187)",23,,17,6,,
"Industrias manufactureras (188)",6719,177,3379,1921,989,253
"Construcción (190)",7,,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",328,5,104,123,75,21
"Comercio al por mayor (193)",5,,,3,1,1
"Comercio al por menor (194)",323,5,104,120,74,20
"Hoteles y restaurantes (195)",84,3,40,15,19,7
"Trans., almac. y comunicaciones (196)",6,,6,,,
"Activid.inmobil., empres. y alquileres (198)",7,,4,3,,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,3,1,1,
"Enseñanza (200)",64,,28,32,4,
"Servicios sociales y de salud (201)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (202)",29,1,7,10,6,5
"Hogares privados con servicio doméstico (203)",156,5,65,41,33,12
"Actividad economica no especificada (205)",110,,35,35,26,14
"Desocupado (206)",49,6,36,5,2,
